model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m;n_3m;n_1m
1156;62.27903;456.7677;906.80475;25.474138;270.62753;54.696064;3.95163;0.21929158;1.6090746;0.15116663;0.651492;270.62753;54.696064;9.929846;0.21929158;1.3085634;0.15116663;0.13148473;88.928444;18.691317;4.0480385;0.44422352;0.8705133;0.0;0;-11.89935617058128;-5.577964525280947;13.220093403637549;6.672449063741368;-1.0;;;0.38461538461538464;0.20512820512820512;0.05128205128205128
1157;10.5135565;52.70957;877.55524;88.72067;923.7708;93.7434;4.379721;1.840754;0.59342575;1.008314;1.0806866;888.414;34.37003;3.0628216;1.840754;0.01840923;0.61071914;0.5958214;67.9199;5.941583;9.4111595;0.01840923;0.9681403;0.0;0;-20.099678791715625;-10.687176587617074;20.697508627574855;10.687176587617074;-1.0;;;0.1794871794871795;0.15384615384615385;0.05128205128205128
1158;441.9535;13.906501;192.97081;90.82147;997.80035;3.5818117;4.459406;1.093808;1.2915528;0.5583254;0.082709365;668.509;3.5818117;3.4391482;0.32995373;1.2915528;0.4843727;0.082709365;32.30623;3.5818117;6.1555767;1.2915528;0.9925787;0.0;0;-15.297031251268768;-10.726271502808885;16.45815043425165;10.726271502808885;-1.00142704688539;-0.14413751513293843;-0.10759648641787488;0.20512820512820512;0.1282051282051282;0.10256410256410256
1159;776.8776;932.18396;272.68918;95.98399;250.13538;15.875769;1.9246382;0.5053361;0.017326081;1.7513603;1.698498;250.13538;15.875769;0.07171921;0.5053361;0.017326081;1.2923387;1.4945747;91.396225;15.576977;1.5007693;0.017326081;0.97999007;0.0;0;9.55446884252533;4.148855720278533;17.25996243801519;10.008614137929783;-2.297124829866611;-0.3655231469324579;-0.4782597485879286;0.2564102564102564;0.1794871794871795;0.1282051282051282
1160;44.489967;692.4435;196.672;18.180225;219.94719;38.273087;4.9921656;1.7637209;0.16811366;1.8751225;1.795112;219.94719;38.273087;8.878789;1.519545;0.16811366;1.4547774;1.0052584;88.80262;37.40919;7.634254;0.1252959;0.9765042;0.0;0;-16.793953034753738;-10.397626514330682;17.11715083482292;10.397626514330682;-1.0;;;0.1794871794871795;0.1282051282051282;0.05128205128205128
1161;655.73505;566.22845;722.3392;24.65054;390.02072;48.854294;3.9292498;1.9977796;1.2243795;1.1375685;0.78772855;390.02072;48.854294;7.100741;1.6245812;1.2243795;1.1375685;0.78772855;73.67985;22.160282;0.19092034;1.2243795;0.9268797;0.0;0;1.8991800460752752;0.009626637631015456;10.004353311142589;4.060875803421567;-1.400625906839591;-0.4454925315517033;-0.4648919106275485;0.5128205128205128;0.4358974358974359;0.20512820512820512
1162;824.89606;347.691;257.5088;62.420845;451.39786;11.482297;9.895374;1.769562;0.7468425;0.12569964;1.897651;451.39786;11.482297;2.8231924;1.7503568;0.7468425;0.12569964;0.17329131;78.69383;11.482297;1.8979925;0.7468425;0.9149133;0.0;0;-1.4399086926002131;-0.6587357496354684;4.156316393178953;3.045996731641651;-1.0;;;0.717948717948718;0.46153846153846156;0.1794871794871795
1163;176.32085;574.83264;932.13525;14.175075;98.35618;89.32765;0.46323648;1.4977067;1.7606132;0.6998925;1.5545284;98.35618;68.99897;1.8746967;0.23438992;0.162678;0.6998925;1.026037;19.827074;63.643204;6.111914;0.162678;0.90154797;0.0;0;-13.268768867305617;-10.714214758255281;13.604755780704592;10.714214758255281;-1.0;;;0.23076923076923078;0.1282051282051282;0.07692307692307693
1164;155.3951;892.66003;829.3646;8.653571;156.23158;67.81811;0.54824626;1.9245131;0.17365626;0.38526586;1.6972845;156.23158;67.81811;8.900648;1.3311073;0.17365626;0.38526586;0.48822317;78.03638;42.013134;0.84715134;0.17365626;1.050773;0.0;0;21.60093845571788;3.34108477463559;25.11088113424309;7.597005722932465;-3.385067645529924;-0.4590216583334272;-0.5203896800903334;0.3333333333333333;0.1794871794871795;0.07692307692307693
1165;862.193;655.8563;592.5171;7.4623513;430.57898;93.23111;8.247053;0.4028006;1.2512777;1.0632546;1.7836446;252.52504;77.31367;3.5544162;0.4028006;1.2512777;1.0620823;0.93097615;88.8388;77.31367;0.3522089;0.48049438;0.97518754;0.0;0;2.7481623296605826;-0.7478327735931884;8.726616412597682;4.436006127964703;-1.347913371995428;-0.4454925315517033;-0.4672059731902167;0.5384615384615384;0.3333333333333333;0.07692307692307693
1166;824.8934;606.45715;18.848843;60.65435;243.06636;94.086044;2.6675298;1.7566103;1.4087352;1.9698306;0.6872337;26.033607;42.961273;5.634043;0.7667573;0.25610426;0.92840874;0.40493208;8.669191;42.961273;6.2461615;0.048126616;1.0342929;0.0;0;-8.65119031430268;-7.743290289334624;9.103159652266749;7.743290289334624;-1.0;;;0.28205128205128205;0.20512820512820512;0.10256410256410256
1167;543.55237;465.60245;884.8327;80.48734;846.4854;51.30205;1.8460269;0.72389156;1.226327;0.6930894;1.6273018;846.4854;46.071163;1.5889387;0.72389156;0.4266809;0.6930894;0.62279034;93.96651;46.071163;9.872801;0.4266809;1.1636573;0.0;0;-18.302087891186492;-8.853789147816173;18.907941891874636;9.24862097149881;-1.0;;;0.2564102564102564;0.1794871794871795;0.07692307692307693
1168;821.0079;352.24005;730.484;25.962677;754.03107;85.31552;8.746108;0.07415343;1.3646115;1.470608;0.2988073;754.03107;85.31552;1.7683939;0.07415343;0.82225406;0.47096893;0.2988073;18.15903;50.99755;1.2418267;0.82225406;0.9293685;0.0;0;-2.866688509618757;-2.474464300023868;6.970716387609998;4.822310345588335;-1.022488624943892;-0.2049174258938168;-0.10479640571826032;0.5128205128205128;0.3076923076923077;0.10256410256410256
1169;101.828514;701.56165;790.0283;93.36004;540.97504;73.70178;5.3319635;0.074432105;0.5061675;1.6637981;1.9543018;540.97504;56.014683;3.8831847;0.074432105;0.5061675;0.26916724;1.6427182;24.167892;52.02695;9.988554;0.2722526;0.780629;0.0;0;-23.37452191541798;-14.291320407576137;23.720385410638134;14.291320407576137;-1.0;;;0.1794871794871795;0.10256410256410256;0.05128205128205128
1170;400.5367;981.17114;81.10695;79.214355;438.30304;36.114765;6.161739;0.38379034;1.5366812;1.6620458;1.1946015;182.82272;36.114765;2.5139062;0.38379034;1.5366812;0.88288325;1.1156386;99.004616;36.114765;5.0286202;1.235129;1.1156355;0.0;0;-13.499885232238558;-10.477270663985365;13.849035944260182;10.477270663985365;-1.0;;;0.20512820512820512;0.1282051282051282;0.07692307692307693
1171;740.41956;430.51013;711.47455;7.8382945;832.6779;65.769196;0.089527205;1.5611829;1.1137701;0.30755824;1.3913447;29.96362;5.9210505;2.2338836;0.46159244;1.1137701;0.30755824;0.6442388;9.977885;5.9210505;8.163051;0.22108217;0.9284754;0.0;0;-16.72297532153756;-9.087711805597706;17.2033524112796;9.087711805597706;-1.0;;;0.20512820512820512;0.15384615384615385;0.07692307692307693
1172;264.87744;398.28314;806.5436;40.78958;174.33539;95.279465;2.6149025;1.7943769;1.5782063;0.48251516;0.6197479;174.33539;21.606842;4.0803604;0.73061466;0.5574325;0.48251516;0.6197479;33.33399;21.606842;6.090169;0.48619068;0.96123666;0.0;0;-13.861027823258581;-11.331139842847307;14.173385820428276;11.331139842847307;-1.0;;;0.20512820512820512;0.15384615384615385;0.07692307692307693
1173;754.8056;433.83234;957.06903;6.8946853;888.514;76.4245;2.5994377;0.26464498;0.2523119;0.45432156;0.0734128;872.84705;76.4245;2.1012866;0.26464498;0.2523119;0.45432156;0.0734128;93.69001;76.4245;3.8764536;0.2523119;0.7719927;0.0;0;-15.99865851833346;-10.579349054556076;17.75033623014746;11.146607365693484;-1.0129192655154196;-0.2806362680199558;-0.2547191086716536;0.2564102564102564;0.15384615384615385;0.07692307692307693
1174;509.1368;431.2885;584.6658;91.52789;58.58661;70.97027;7.611313;1.6923114;0.2627878;0.6015856;0.33455932;58.58661;70.97027;9.44281;1.430842;0.19832318;0.6015856;0.33455932;14.642241;70.97027;1.2837565;0.19832318;0.7674976;0.0;0;19.595604099460413;0.6911021645846631;28.142255002568646;6.533563799953754;-3.3235395219761235;-0.4724370478073318;-0.5075201512213665;0.46153846153846156;0.28205128205128205;0.10256410256410256
1175;752.7633;990.7185;512.9614;74.30593;924.1605;22.264961;3.861667;1.5133902;0.7970843;0.10314394;0.29272327;241.1838;22.264961;5.8424373;0.9252461;0.7970843;0.10314394;0.29272327;50.768147;22.264961;6.360182;0.40987688;0.8575601;0.0;0;-17.738810255272828;-12.008602975605612;18.225693284616675;12.008602975605612;-1.0;;;0.20512820512820512;0.15384615384615385;0.10256410256410256
1176;470.03284;709.71045;431.14282;68.68586;147.42195;83.12974;5.7785783;0.113925956;0.7858267;1.0833665;0.8904407;147.42195;79.608894;0.44618994;0.113925956;0.7858267;1.0833665;0.8904407;27.420149;77.30253;9.561587;0.75447863;0.91153955;0.0;0;-19.944825304108015;-14.32005741405618;20.47788121672031;14.32005741405618;-1.0;;;0.1794871794871795;0.1282051282051282;0.05128205128205128
1177;374.2253;365.5926;704.2748;68.30192;813.978;39.027508;9.319716;1.4654652;0.26564986;1.4844508;0.5921477;482.65823;39.027508;2.210274;1.4654652;0.26564986;1.1249;0.40875053;93.1723;15.03127;3.0180407;0.26564986;1.1050614;0.0;0;-5.11499043261641;-3.7613689532688;6.367322080800837;4.438523711142722;-1.0;;;0.5641025641025641;0.38461538461538464;0.05128205128205128
1178;226.99733;377.78735;921.6131;28.589731;27.864628;62.445385;9.846925;0.08637467;0.17159705;0.52902806;1.8893226;27.864628;44.53787;4.492628;0.08637467;0.17159705;0.14579146;1.8500808;9.278921;44.53787;4.4792433;0.17159705;0.7946165;0.0;0;-7.839202466925126;-7.338862941992261;9.367247900147344;7.856101255182864;-1.0032597423081289;-0.10089626059305692;-0.03880545693430463;0.3333333333333333;0.28205128205128205;0.07692307692307693
1179;216.29555;436.48895;603.7575;93.360565;816.92737;67.80494;1.2820201;0.53254026;0.17074302;1.2832615;1.6846346;567.43146;14.018638;4.3079157;0.53254026;0.17074302;0.51775354;1.1621801;19.980598;14.018638;4.742396;0.17074302;0.9361281;0.0;0;-11.587305661206214;-10.95500561483135;12.059154246405338;10.95500561483135;-1.0;;;0.20512820512820512;0.15384615384615385;0.07692307692307693
1180;753.9759;46.345066;235.0108;92.285385;588.23004;51.57262;5.5631123;1.0665097;0.11423389;1.095717;1.0843036;576.7503;51.57262;6.876295;0.8852793;0.11423389;0.5392207;0.7190772;89.47498;51.57262;1.1223085;0.11423389;1.0552232;0.0;0;7.381586365092368;2.875919453496863;14.015407979889813;9.766629762563753;-1.8334461821362413;-0.32725039084033186;-0.4599283925053995;0.2564102564102564;0.20512820512820512;0.10256410256410256
1181;127.721245;532.5382;27.39821;73.97493;28.843908;16.641966;6.994428;1.8194252;0.075961016;0.2073479;1.7062404;28.843908;16.641966;7.728346;1.328354;0.075961016;0.2073479;0.38456774;15.912907;16.641966;0.2095766;0.075961016;1.1756107;0.0;0;210.70382696346184;25.155749937192468;212.35141063536517;25.155749937192468;-28.4674109877383;-0.4570819407879061;-0.5472420094189555;0.3076923076923077;0.1794871794871795;0.07692307692307693
1182;95.12253;813.26715;622.922;46.94613;776.46765;69.77588;7.822707;0.21965006;1.6174376;0.48715928;1.1743044;225.57773;44.573532;5.7077327;0.21965006;0.19435622;0.2907557;1.1743044;94.45627;44.573532;9.0724745;0.19435622;0.9281215;0.0;0;-21.58206038712346;-13.584274430076334;21.79408989539001;13.584274430076334;-1.0;;;0.15384615384615385;0.1282051282051282;0.05128205128205128
1183;184.52846;663.9621;865.9519;4.8068614;110.541725;24.79951;9.20188;0.7031277;1.8706173;0.49055398;1.8408407;110.541725;24.79951;3.5704648;0.31504792;1.3564676;0.49055398;1.3596919;92.88159;24.79951;7.1210756;0.8340764;0.85908276;0.0;0;-19.741158017488026;-12.302935361908226;19.941023787352112;12.302935361908226;-1.0;;;0.15384615384615385;0.15384615384615385;0.07692307692307693
1184;183.59305;206.43665;75.31552;2.928304;544.50635;26.60992;7.286089;1.1580645;0.85709363;0.98247147;1.4928385;410.84778;26.60992;1.8842444;0.4816951;0.85709363;0.90487075;1.4928385;82.01281;16.635683;9.872782;0.5627723;1.2490096;0.0;0;-17.841677780228984;-12.99910555957203;18.255757235405035;12.99910555957203;-1.0;;;0.1282051282051282;0.1282051282051282;0.05128205128205128
1185;824.8765;730.7539;403.5955;13.89962;338.6839;12.76647;6.9024525;1.4830085;0.3816135;1.2594242;1.4730219;338.6839;8.089006;0.38044223;1.1189758;0.3816135;0.8344521;0.6598641;12.400922;8.089006;9.1419735;0.3816135;1.1196582;0.0;0;-13.758176997856177;-9.068602678351766;14.540858482013027;9.159573476123569;-1.0021754335106738;-0.24503377572599536;-0.24722605112486146;0.20512820512820512;0.15384615384615385;0.07692307692307693
1186;404.52155;722.26404;940.6465;59.616894;761.5766;62.032234;0.5504358;1.8316234;0.66345364;0.60973465;0.55704564;495.52582;42.766644;0.6119918;1.3788834;0.66345364;0.60973465;0.55704564;34.09696;42.766644;9.157127;0.66345364;0.9308662;0.0;0;-20.447422326402155;-13.82022893629636;21.05989693714435;13.82022893629636;-1.0;;;0.20512820512820512;0.1282051282051282;0.05128205128205128
1187;990.48456;269.91382;506.66022;79.83013;854.68933;11.828834;5.4527435;0.94301176;1.638847;0.26297814;1.590985;544.4527;11.828834;4.11039;0.94301176;0.42958334;0.26297814;1.2833449;58.18648;3.1079419;1.7318062;0.42958334;1.0259874;0.0;0;-2.984053756504177;-1.7358578476955415;7.30951471707202;7.150748834143144;-1.03457801649907;-0.1191620417185369;-0.1657142844077644;0.4358974358974359;0.3333333333333333;0.10256410256410256
1188;145.83914;626.64594;228.45164;94.85173;469.63394;34.587162;5.991667;1.6833899;1.8592104;0.54574525;1.5470052;469.63394;34.587162;0.02365892;1.5767038;0.14821322;0.54574525;1.5470052;50.3111;34.587162;5.390971;0.09496548;1.1583934;0.0;0;-11.128151464205128;-11.2075736469846;11.495329704520774;11.2075736469846;-1.0;;;0.20512820512820512;0.15384615384615385;0.05128205128205128
1189;657.00446;614.83954;360.11984;17.618671;760.36084;88.963264;6.968011;1.2378732;0.48498514;0.08997162;0.17107667;522.69354;26.44275;3.39206;0.31177953;0.48498514;0.08997162;0.17107667;49.69645;9.807165;4.00898;0.48498514;0.91859215;0.0;0;-10.906751294081552;-8.337635215618633;11.836781670726458;8.503444029041958;-1.0;;;0.3076923076923077;0.20512820512820512;0.05128205128205128
1190;454.24222;841.3898;414.05817;27.625235;917.4587;45.361298;5.8377995;0.4160674;0.07091217;1.4998441;0.12520708;917.4587;45.361298;0.08589438;0.4160674;0.07091217;0.18415502;0.12520708;72.11626;45.361298;6.361785;0.07091217;0.88753575;0.0;0;-18.054443619996942;-12.11093139941147;19.085459785116875;12.567066343104926;-1.0128574321914847;-0.24503377572599536;-0.24722605112486146;0.23076923076923078;0.23076923076923078;0.10256410256410256
1191;398.98898;144.7116;126.11662;5.5046186;692.30853;89.46102;4.1004066;1.1633793;0.62415147;1.4016281;1.763689;59.383003;72.34587;8.612437;1.1633793;0.62415147;0.405617;0.60617965;23.148966;32.877903;8.101591;0.62415147;0.76166046;0.0;0;-18.807688338114986;-9.051894963431863;19.18673894396405;9.051894963431863;-1.0;;;0.2564102564102564;0.15384615384615385;0.1282051282051282
1192;876.3334;202.89012;664.1843;98.905815;328.77057;49.322426;4.8797;0.63449705;0.77687603;1.3446153;1.9579221;328.77057;49.322426;2.1193972;0.63449705;0.77687603;1.3446153;1.0117482;66.92809;49.322426;9.903293;0.7042079;0.8908958;0.0;0;-20.94915015067182;-10.286523088670094;21.44591757714982;10.286523088670094;-1.0;;;0.20512820512820512;0.10256410256410256;0.05128205128205128
1193;975.83966;491.1098;596.2427;78.11342;468.67896;17.965498;9.673523;1.4102484;0.015985789;1.2393826;1.2132261;468.67896;17.965498;6.6395054;1.0991476;0.015985789;1.1321883;1.0669153;23.43642;17.224277;0.77256846;0.015985789;1.1746082;0.0;0;40.839837023247604;8.866160668606739;48.193222991145575;16.46651881798411;-7.148740770275276;-0.4300866760972826;-0.5271169998613179;0.1794871794871795;0.10256410256410256;0.05128205128205128
1194;874.1304;53.703697;651.24567;48.12334;237.69777;75.91568;3.2977474;0.57623637;1.3660362;0.602412;0.34988153;57.353157;73.55347;8.922128;0.57623637;1.2179468;0.602412;0.34988153;33.820236;46.643158;7.2462025;0.041636936;1.1986061;0.0;0;-11.358232875168257;-10.738821015263056;11.914873368338355;10.738821015263056;-1.0;;;0.23076923076923078;0.1794871794871795;0.07692307692307693
1195;200.37767;421.43826;614.68365;57.59898;463.82425;35.4094;7.846725;0.5330599;0.25775987;0.23981172;0.8481662;62.92247;35.4094;8.896779;0.5330599;0.25775987;0.23981172;0.8481662;20.953182;35.4094;7.7280674;0.25775987;0.8984609;0.0;0;-17.104295171481304;-12.87584890504499;17.32735421329837;12.87584890504499;-1.0;;;0.15384615384615385;0.15384615384615385;0.07692307692307693
1196;228.58994;790.33685;26.505348;56.261223;253.43158;96.64442;6.0783267;1.8912729;0.17286398;1.2020406;0.051887356;253.43158;29.020523;8.229223;0.5800468;0.17286398;0.9882484;0.051887356;72.1092;19.917719;7.959922;0.070706666;1.2382967;0.0;0;-11.308958850163966;-10.468573871001041;12.844614344510017;10.86031483829916;-1.0183921565223197;-0.2769297512725224;-0.21305293236905976;0.2564102564102564;0.1794871794871795;0.07692307692307693
1197;659.5131;157.22725;182.71822;25.51064;809.17725;26.286709;4.443871;1.8183119;1.4410793;1.467825;1.6452367;692.18555;3.2249777;6.3373404;1.2519135;1.4410793;1.3212439;1.5021453;30.747461;3.2249777;2.6147876;1.3736767;1.2469652;0.0;0;-3.436774207021167;-3.7961493038013145;8.745949183616922;9.68597029605371;-1.0924546703605391;-0.292139199051897;-0.17009763307712694;0.41025641025641024;0.28205128205128205;0.10256410256410256
1198;296.19275;465.34924;173.91628;18.620531;613.81824;82.23253;4.149042;0.908973;1.5438571;1.623579;0.21528755;525.0781;51.360302;2.2296531;0.908973;1.5438571;0.8386282;0.21528755;37.928444;51.360302;1.4375445;0.2343248;0.90557814;0.0;0;-5.044072348663187;-3.238103110027879;6.607374020573796;3.858289369201458;-1.0;;;0.5641025641025641;0.41025641025641024;0.07692307692307693
1199;737.37787;989.8715;106.97197;29.767874;636.9135;49.43665;5.376894;1.5332803;0.37621602;1.455797;0.67694986;454.37543;49.43665;4.251152;1.5332803;0.37621602;0.66903543;0.67694986;78.605736;7.779201;3.7654862;0.37621602;0.7615476;0.0;0;-15.529329028668814;-10.340237990829621;15.92207385556484;10.340237990829621;-1.0;;;0.20512820512820512;0.15384615384615385;0.05128205128205128
1200;570.7565;510.8608;738.12103;24.79064;119.16065;84.22901;7.999927;1.9643044;1.5392956;1.3207417;1.1297815;119.16065;39.896645;4.097595;0.19043092;0.047452804;0.5104039;1.1297815;62.005875;39.896645;4.1597123;0.047452804;1.1170905;0.0;0;-5.783055518344841;-5.710532954198783;8.520910089734118;6.4730838104423185;-1.0200817770161785;-0.2049174258938168;-0.08757050255592788;0.3333333333333333;0.1794871794871795;0.07692307692307693
1201;555.39966;503.34058;128.93584;55.797054;11.445704;18.385319;1.23028;0.186364;0.6020028;1.6505454;1.3991431;11.445704;18.385319;5.906271;0.186364;0.6020028;0.43099642;1.3991431;3.8114197;18.385319;8.009802;0.18045513;0.7853265;0.0;0;-18.256627003788818;-13.674927074693727;18.420280299917767;13.674927074693727;-1.0;;;0.1794871794871795;0.1794871794871795;0.1282051282051282
1202;830.2615;563.2056;671.51215;30.88946;791.29474;63.40348;9.107468;1.2162689;0.62316215;1.5259336;1.8150809;791.29474;62.073692;3.8929698;0.73231137;0.62316215;1.1453965;1.611737;59.339687;48.809605;9.943862;0.62316215;0.7754838;0.0;0;-24.418791235254364;-14.79843389865411;24.75024015177251;14.79843389865411;-1.0;;;0.20512820512820512;0.10256410256410256;0.05128205128205128
1203;713.4274;194.14433;186.6064;72.921585;546.88336;11.407248;7.743727;0.5144601;0.25364038;1.8903542;0.8494102;428.18918;11.407248;0.9376935;0.5144601;0.25364038;0.15386543;0.51816374;21.731255;9.293134;8.68967;0.25364038;1.0663829;0.0;0;-15.21278338421987;-11.266739557176123;15.96417623103193;11.88126414623298;-1.0008335327664837;-0.24503377572599536;-0.2472260511248615;0.1794871794871795;0.15384615384615385;0.07692307692307693
1204;36.31199;155.69225;127.127075;56.83718;932.23785;80.57103;3.4967923;1.6020299;0.46076286;0.022034595;0.39014798;698.7354;34.304844;0.44324097;0.8569596;0.46076286;0.022034595;0.39014798;47.874077;34.304844;2.4988108;0.21277182;1.1965986;0.0;0;0.021043934031778323;-2.026746883960385;9.095751468142439;6.031857683907958;-1.2259014086240796;-0.5648260107052825;-0.4831337183820768;0.46153846153846156;0.4358974358974359;0.07692307692307693
1205;58.964546;680.58105;170.90475;53.27315;541.8668;23.641798;0.111713976;0.21180762;0.08715026;0.30187184;0.22670704;27.197748;23.641798;4.0753584;0.21180762;0.08715026;0.30187184;0.22670704;9.05685;7.973553;4.3260794;0.08715026;0.77189136;0.0;0;-8.77072555370825;-7.802706616384512;9.319543729352866;7.802706616384512;-1.0;;;0.3076923076923077;0.20512820512820512;0.10256410256410256
1206;605.54285;401.80914;513.3194;95.13425;222.53174;42.81479;1.061205;1.5797328;1.3472054;1.1637053;1.3205128;222.53174;42.81479;8.708114;1.0627612;0.8990229;1.1637053;0.434204;89.20186;42.81479;8.247215;0.5679946;1.111364;0.0;0;-15.417467698491429;-8.305407187586098;15.96534177754058;8.305407187586098;-1.0;;;0.2564102564102564;0.1794871794871795;0.07692307692307693
1207;491.33017;297.00757;649.0277;32.308712;701.4918;65.63195;1.4525095;0.40921256;1.7042265;0.8081078;0.266328;701.4918;6.7930913;7.0555997;0.40921256;1.1123972;0.5373223;0.266328;10.669445;6.7930913;4.1834717;1.1123972;1.122951;0.0;0;-9.001774074293406;-7.394283419446197;9.530105548995463;7.394283419446197;-1.0;;;0.28205128205128205;0.1794871794871795;0.10256410256410256
1208;267.5828;41.077705;813.8056;63.563457;703.97314;47.873642;1.0447645;0.9174785;0.10620436;0.68760574;1.3198733;703.97314;47.873642;3.0641444;0.9174785;0.10620436;0.028880546;1.3198733;73.140076;47.873642;1.209967;0.10620436;0.86466444;0.0;0;-2.241181409072868;-0.9270545723017278;7.0803590559113765;4.479902065594445;-1.0463138160170593;-0.15260429213631987;-0.10615363832497561;0.5384615384615384;0.41025641025641024;0.1794871794871795
1209;424.4695;847.58997;137.27658;0.10505764;74.87728;77.911804;1.036762;1.6295034;0.51826113;1.4943571;0.9179078;74.87728;4.4474883;9.350485;1.6295034;0.51826113;1.339751;0.895923;10.982873;4.4474883;4.819684;0.3537042;0.84048605;0.0;0;-9.700684489841077;-8.99413604562534;9.939550276564873;8.99413604562534;-1.0;;;0.2564102564102564;0.2564102564102564;0.07692307692307693
1210;760.33124;42.005577;620.0249;73.71867;696.7144;68.848236;9.6018505;0.14425234;0.69895226;1.075917;0.8388854;570.84937;54.75346;6.5666423;0.14425234;0.69895226;0.09024611;0.10695789;76.990364;54.75346;7.3175855;0.69895226;1.239569;0.0;0;-11.514861442345106;-6.790363457018941;13.161703342605593;7.48933320027146;-1.00253103477595;-0.14413751513293843;-0.10759648641787488;0.38461538461538464;0.2564102564102564;0.07692307692307693
1211;828.3454;752.4833;776.1012;50.30414;220.40294;13.127535;6.5880156;1.8570578;0.7911667;1.0577097;0.52922374;147.05391;13.127535;8.390659;0.1597777;0.7911667;0.67065805;0.52922374;86.46146;13.127535;7.9146557;0.6767141;0.84309036;0.0;0;-20.453172744361655;-13.190117838234727;20.69956876951931;13.190117838234727;-1.0;;;0.1794871794871795;0.15384615384615385;0.07692307692307693
1212;565.61084;388.16867;319.28113;20.917658;261.9754;77.368935;8.20818;0.44252324;1.6501713;0.10917185;1.8045038;261.9754;9.270424;8.243225;0.44252324;1.5695484;0.10917185;0.74425554;93.06422;9.270424;7.625102;0.100772;0.9046;0.0;0;-18.134534984475188;-8.784992612056385;18.441698112217317;8.784992612056385;-1.0;;;0.20512820512820512;0.15384615384615385;0.07692307692307693
1213;391.51578;602.7009;88.91843;0.2509046;41.100548;42.405884;5.6325097;1.0064489;0.09532545;0.92797995;1.4352121;41.100548;42.405884;6.2252827;1.0064489;0.09532545;0.92797995;0.8813932;18.435205;42.405884;2.126236;0.09532545;0.86388665;0.0;0;16.320241170581273;0.40689969496327194;23.89484426378517;7.840277227546721;-2.960763720635434;-0.46393701966918494;-0.49850654067232403;0.48717948717948717;0.38461538461538464;0.23076923076923078
1214;277.9898;255.20122;164.3865;70.7237;631.0985;59.815998;6.1986523;1.4717927;1.2320856;1.2199624;1.0541046;631.0985;59.815998;9.396716;1.2069117;1.2320856;1.2199624;1.0541046;11.069801;59.815998;5.3709846;0.51334435;0.890127;0.0;0;-16.697709157152747;-12.046077533447374;16.872038044008367;12.046077533447374;-1.0;;;0.20512820512820512;0.15384615384615385;0.10256410256410256
1215;526.6993;163.84567;100.64306;66.3038;734.4121;21.735662;8.811173;0.2557592;1.0692122;0.5673676;0.8533288;91.09678;21.735662;4.504645;0.2557592;0.2893967;0.5673676;0.8533288;43.165264;21.735662;1.44517;0.2893967;0.9874976;0.0;0;5.4496724849438545;-0.563688446207891;14.362107116830217;3.9207381592325987;-1.805308528621419;-0.4291143237483891;-0.5033064194865934;0.5128205128205128;0.38461538461538464;0.1794871794871795
1216;321.6021;538.05414;888.3398;66.57417;238.18675;42.36685;2.6270723;1.2214038;1.6785637;0.48557487;0.7272874;238.18675;36.046818;7.8571997;1.1061058;0.10715248;0.48557487;0.22959396;32.890152;36.046818;1.0294398;0.10715248;0.892514;0.0;0;9.409941409900231;0.16915238993516368;12.986693935051468;3.4489634295655094;-1.9138103480495123;-0.4411788798154364;-0.5145069372450377;0.6410256410256411;0.4358974358974359;0.15384615384615385
1217;568.45416;698.6615;382.93466;43.801735;794.6135;81.7344;6.9483013;1.0359792;0.6186689;1.1057191;0.80433685;794.6135;57.790726;2.0454783;0.05056444;0.24773976;0.77086;0.48135018;47.025585;57.790726;8.523846;0.12113408;0.85831606;0.0;0;-20.106345858315397;-11.039853406311494;20.71387210796872;11.039853406311494;-1.0;;;0.20512820512820512;0.15384615384615385;0.07692307692307693
1218;679.88586;203.53836;528.1151;63.9658;764.41095;92.633514;8.994097;1.1758101;0.21262169;1.8247979;1.7087442;195.72066;85.44528;9.42305;0.3390375;0.21262169;0.95415026;1.6743982;24.946976;55.687923;2.6625574;0.21262169;1.1877407;0.0;0;5.401501650130598;-0.8980905963745158;15.366790517557414;6.876346067239751;-1.8867835850430168;-0.4713098707916604;-0.48236243571868503;0.48717948717948717;0.358974358974359;0.15384615384615385
1219;75.41842;441.99536;771.0013;57.176346;415.66855;93.87572;9.36356;1.3283657;0.26985022;0.24158189;0.84861493;54.7517;86.684006;7.3054943;0.56615746;0.26985022;0.24158189;0.2816888;18.232317;21.524012;7.1938214;0.26985022;0.94822466;0.0;0;-12.435467202568836;-7.773682335063455;13.11259181941525;7.8584795849302225;-1.0;;;0.2564102564102564;0.23076923076923078;0.10256410256410256
1220;11.05679;450.20844;377.78345;23.965614;77.54291;70.03887;4.446042;0.8470498;1.2648504;0.62513465;0.018757971;77.54291;27.13263;2.7199104;0.8470498;0.11323312;0.62513465;0.018757971;68.94565;17.628994;7.5013595;0.11323312;0.95314956;0.0;0;-14.403383391358474;-10.90821294665156;16.330180259315156;11.711107323221142;-1.0354984448025926;-0.2769297512725224;-0.19753048970241718;0.2564102564102564;0.20512820512820512;0.10256410256410256
