model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m;n_3m;n_1m
13;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.3;0;45.76939482299605;2.5799295238813045;54.790139992111165;12.497698933896999;-6.724336733402529;-0.37587853445857333;-0.5079861211080643;0.28205128205128205;0.23076923076923078;0.05128205128205128
14;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.4;0;45.75092176880084;2.5785776200049497;54.794135242764064;12.49203101423521;-6.7232852859138985;-0.37587853445857333;-0.5079834005263595;0.28205128205128205;0.23076923076923078;0.05128205128205128
15;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.5;0;45.73801533567978;2.574071967910754;54.803838673396335;12.485709584908676;-6.722463789674543;-0.37587853445857333;-0.5079833166397263;0.28205128205128205;0.23076923076923078;0.05128205128205128
16;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.6;0;45.718678747588726;2.5673183136121054;54.81575117619818;12.478752415827756;-6.720884212259789;-0.37587853445857333;-0.507987570059781;0.28205128205128205;0.23076923076923078;0.05128205128205128
17;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.7;0;45.699124228549294;2.5617027131085877;54.8268766075701;12.476365600352523;-6.719391898361518;-0.37587853445857333;-0.5079922267119343;0.28205128205128205;0.23076923076923078;0.05128205128205128
18;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.8;0;45.680903139271955;2.55716683972679;54.839577787668254;12.473401205249758;-6.718198876430672;-0.37587853445857333;-0.5079980909297817;0.28205128205128205;0.23076923076923078;0.05128205128205128
19;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.9;0;45.66218708817477;2.550352879254092;54.85191104601483;12.46822190782595;-6.716655430367452;-0.37587853445857333;-0.5080030324975008;0.28205128205128205;0.23076923076923078;0.05128205128205128
20;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;1.0;0;45.63878287171925;2.528419328120009;54.86251452392031;12.425970641921225;-6.7129873336792025;-0.37587853445857333;-0.5079957260890995;0.28205128205128205;0.23076923076923078;0.05128205128205128
21;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;1.5;0;45.54549209856083;2.505031836060084;54.92252705552676;12.422918228224688;-6.706477495136464;-0.37587853445857333;-0.5080265327274011;0.28205128205128205;0.20512820512820512;0.05128205128205128
22;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;2.0;0;45.4494174896025;2.4721504753121906;54.981738246905024;12.395090889886177;-6.698665512184027;-0.37587853445857333;-0.5080493832363046;0.28205128205128205;0.20512820512820512;0.02564102564102564
23;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;2.5;0;45.352121675749295;2.4347933701695865;55.04039649656928;12.358493910759677;-6.6902028044338;-0.37587853445857333;-0.5080694136610309;0.28205128205128205;0.20512820512820512;0.02564102564102564
24;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;5.0;0;44.87097852675148;2.2568619310448526;55.34420827967009;12.986783351748414;-6.649950545583317;-0.37046944896194123;-0.5081821786583789;0.3076923076923077;0.20512820512820512;0.02564102564102564
25;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;10.0;0;43.75752452628905;1.8200031083182466;55.985108421870464;14.931305526568337;-6.552050348714605;-0.38297098215420916;-0.5084326360925174;0.28205128205128205;0.1794871794871795;0.02564102564102564
26;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;20.0;0;40.74836262929725;0.7319076239941467;57.36057004675557;18.929708470855246;-6.257158353653891;-0.5036328679400293;-0.5088699123436797;0.28205128205128205;0.23076923076923078;0.15384615384615385
27;53.365726;328.88495;170.31139;46.677067;166.81085;77.61252;6.2969294;1.9689736;0.49369332;0.39876366;1.9491928;166.81085;16.491331;5.9297175;0.64781874;0.49369332;0.39876366;1.0372366;51.058887;16.491331;9.332826;0.49369332;1.232895;0.0;0;-13.660579060123268;-10.000167074500524;14.0617935745436;10.000167074500524;-1.0;;;0.15384615384615385;0.1282051282051282;0.05128205128205128
28;162.7466;596.0829;880.4871;66.10443;696.0772;28.485174;3.404437;0.50345564;1.0177294;0.8448498;1.3163677;266.5395;28.485174;1.3236401;0.50345564;0.9093351;0.8448498;0.94177085;54.87677;28.485174;9.618884;0.19006;0.929079;0.0;0;-20.587825048533848;-12.76910143037972;21.065536246549357;12.76910143037972;-1.0;;;0.15384615384615385;0.10256410256410256;0.05128205128205128
