YYYY	MM	DD	hh	mm	PET
1985	1	1	0	0	0.17162869414824466
1985	1	2	0	0	0.19938683688539724
1985	1	3	0	0	0.2670203811370514
1985	1	4	0	0	0.35135050259674755
1985	1	5	0	0	0.14071495116876842
1985	1	6	0	0	0.035975284232084084
1985	1	7	0	0	0.10209904806359167
1985	1	8	0	0	0.32271292403635504
1985	1	9	0	0	0.3165298871878134
1985	1	10	0	0	0.3374330958097476
1985	1	11	0	0	0.05759316809149022
1985	1	12	0	0	0.1160474325670345
1985	1	13	0	0	0.15329513602658598
1985	1	14	0	0	0.5030839600781185
1985	1	15	0	0	0.105027323973973
1985	1	16	0	0	0.23353451736817168
1985	1	17	0	0	0.5755311323420567
1985	1	18	0	0	0.32927415482082933
1985	1	19	0	0	0.40866316334825625
1985	1	20	0	0	0.47861039444176917
1985	1	21	0	0	0.5151455454210874
1985	1	22	0	0	0.612143780253341
1985	1	23	0	0	0.6495314467742448
1985	1	24	0	0	0.546600098605909
1985	1	25	0	0	0.5230785508626848
1985	1	26	0	0	0.5425210145821492
1985	1	27	0	0	0.5697632618934707
1985	1	28	0	0	0.2716956021110022
1985	1	29	0	0	0.08772477324130581
1985	1	30	0	0	0.599019301972425
1985	1	31	0	0	0.13175417152892552
1985	2	1	0	0	0.2077732774502611
1985	2	2	0	0	0.13759751626790945
1985	2	3	0	0	0.43904462290528473
1985	2	4	0	0	0.6759153623190336
1985	2	5	0	0	0.220680679194102
1985	2	6	0	0	0.4500467797988594
1985	2	7	0	0	0.3518355334194565
1985	2	8	0	0	0.3939248595636018
1985	2	9	0	0	0.0855860660402713
1985	2	10	0	0	0.5702803165051723
1985	2	11	0	0	0.47880951674854777
1985	2	12	0	0	0.6980487053533782
1985	2	13	0	0	0.6486081095450605
1985	2	14	0	0	0.7755077280630575
1985	2	15	0	0	0.8540689883735111
1985	2	16	0	0	0.8969058777749112
1985	2	17	0	0	0.9520871821891267
1985	2	18	0	0	0.8642196222889376
1985	2	19	0	0	0.6872177615308787
1985	2	20	0	0	0.21712776486442173
1985	2	21	0	0	0.16975631911312666
1985	2	22	0	0	0.9297274737174127
1985	2	23	0	0	0.874250240616773
1985	2	24	0	0	0.9895843560656116
1985	2	25	0	0	0.9748829824609779
1985	2	26	0	0	1.0478586128480198
1985	2	27	0	0	0.9921458608491662
1985	2	28	0	0	0.6444785004964396
1985	3	1	0	0	0.6596926999486716
1985	3	2	0	0	1.1545228074203526
1985	3	3	0	0	0.48925375469770893
1985	3	4	0	0	0.7950979776752621
1985	3	5	0	0	0.8098109959391834
1985	3	6	0	0	1.2731525209870649
1985	3	7	0	0	1.246664446639397
1985	3	8	0	0	1.3800766632347323
1985	3	9	0	0	1.4757499208411198
1985	3	10	0	0	1.1054000432708384
1985	3	11	0	0	0.5950126785111975
1985	3	12	0	0	0.6739503144154166
1985	3	13	0	0	1.4734422637851932
1985	3	14	0	0	1.3420862731316043
1985	3	15	0	0	1.3430740328896607
1985	3	16	0	0	1.2023092894439982
1985	3	17	0	0	1.8109122035219816
1985	3	18	0	0	1.6103367013589636
1985	3	19	0	0	1.7523862035821143
1985	3	20	0	0	1.6811244483651482
1985	3	21	0	0	1.0375177634200525
1985	3	22	0	0	1.1014424291966296
1985	3	23	0	0	2.0121528812003464
1985	3	24	0	0	1.5832191485677378
1985	3	25	0	0	1.1645419196039133
1985	3	26	0	0	1.6102256781589352
1985	3	27	0	0	1.0090848062140965
1985	3	28	0	0	2.57965223459596
1985	3	29	0	0	1.3733168271229488
1985	3	30	0	0	1.8961019322174848
1985	3	31	0	0	0.46697070209372055
1985	4	1	0	0	0.9264015176586297
1985	4	2	0	0	0.7076145439099071
1985	4	3	0	0	0.9565722492130989
1985	4	4	0	0	1.5044113217442179
1985	4	5	0	0	1.8060720709633666
1985	4	6	0	0	0.8725128627377228
1985	4	7	0	0	1.749005423372803
1985	4	8	0	0	1.8156707909654417
1985	4	9	0	0	2.6181514686922402
1985	4	10	0	0	2.5438007936922404
1985	4	11	0	0	2.903381426882622
1985	4	12	0	0	2.7784713223943456
1985	4	13	0	0	2.3219408670586392
1985	4	14	0	0	2.708351287396591
1985	4	15	0	0	2.6102193042662423
1985	4	16	0	0	2.6122124536416913
1985	4	17	0	0	1.5178893787676992
1985	4	18	0	0	1.3377046441610967
1985	4	19	0	0	2.8940444994731935
1985	4	20	0	0	2.196286180613426
1985	4	21	0	0	3.0674387740726154
1985	4	22	0	0	3.3291401962903855
1985	4	23	0	0	3.4574697524028837
1985	4	24	0	0	3.335759212165699
1985	4	25	0	0	3.4858409582517895
1985	4	26	0	0	3.3678595832881153
1985	4	27	0	0	2.7475107756881605
1985	4	28	0	0	0.4171875714865784
1985	4	29	0	0	1.702439089420101
1985	4	30	0	0	1.5562951975129555
1985	5	1	0	0	1.1807854687786634
1985	5	2	0	0	2.564559609373168
1985	5	3	0	0	3.5198477153339103
1985	5	4	0	0	1.716683564252259
1985	5	5	0	0	1.5670073061804533
1985	5	6	0	0	0.9195855897330771
1985	5	7	0	0	1.9829936789640283
1985	5	8	0	0	3.4716747791759137
1985	5	9	0	0	3.7239142396585265
1985	5	10	0	0	3.7409673093112565
1985	5	11	0	0	3.8360024895503
1985	5	12	0	0	3.6157204152509315
1985	5	13	0	0	3.3264992637731905
1985	5	14	0	0	3.1526019684885846
1985	5	15	0	0	0.6166793415394531
1985	5	16	0	0	1.3946558628492987
1985	5	17	0	0	3.5574902583651813
1985	5	18	0	0	3.876968907220199
1985	5	19	0	0	3.0386060097258287
1985	5	20	0	0	4.018644690990009
1985	5	21	0	0	2.2397205841437526
1985	5	22	0	0	4.555382165884039
1985	5	23	0	0	2.864654963016792
1985	5	24	0	0	4.512958194502735
1985	5	25	0	0	4.814747551605151
1985	5	26	0	0	4.732185455240313
1985	5	27	0	0	4.246081002797164
1985	5	28	0	0	1.9118147508141536
1985	5	29	0	0	1.300085871651226
1985	5	30	0	0	2.7702616815197483
1985	5	31	0	0	2.340232660118532
1985	6	1	0	0	1.920578824385449
1985	6	2	0	0	1.2799177338428527
1985	6	3	0	0	2.9920686658895024
1985	6	4	0	0	4.802640894990724
1985	6	5	0	0	4.709038135972336
1985	6	6	0	0	4.972687709934532
1985	6	7	0	0	4.719901235867786
1985	6	8	0	0	4.718022178256439
1985	6	9	0	0	4.51980330799166
1985	6	10	0	0	4.63021216621627
1985	6	11	0	0	4.842223245843442
1985	6	12	0	0	4.990189740469376
1985	6	13	0	0	4.209220158621651
1985	6	14	0	0	4.350204301209818
1985	6	15	0	0	4.838535251695262
1985	6	16	0	0	5.06074118023266
1985	6	17	0	0	5.357793164855482
1985	6	18	0	0	5.2640508785760085
1985	6	19	0	0	5.48728621466924
1985	6	20	0	0	5.542810229921051
1985	6	21	0	0	2.5445193072362517
1985	6	22	0	0	3.6772968076553543
1985	6	23	0	0	2.572282260394113
1985	6	24	0	0	4.880991171392055
1985	6	25	0	0	1.8983913900965705
1985	6	26	0	0	1.4423252986768287
1985	6	27	0	0	2.59779412401937
1985	6	28	0	0	1.2627247599096199
1985	6	29	0	0	1.7341696181265442
1985	6	30	0	0	3.588706411975609
1985	7	1	0	0	2.529407412079785
1985	7	2	0	0	2.5183408926867643
1985	7	3	0	0	4.148054754778393
1985	7	4	0	0	4.431590079271131
1985	7	5	0	0	5.302849811827897
1985	7	6	0	0	5.443787717138892
1985	7	7	0	0	5.207091947803988
1985	7	8	0	0	4.038897225012259
1985	7	9	0	0	3.680590930559545
1985	7	10	0	0	4.19873990323144
1985	7	11	0	0	4.7207160924845235
1985	7	12	0	0	5.064931237650307
1985	7	13	0	0	4.797516823719483
1985	7	14	0	0	5.229070181007509
1985	7	15	0	0	5.179527704984996
1985	7	16	0	0	4.818320765689315
1985	7	17	0	0	4.997549835238507
1985	7	18	0	0	4.826594324890058
1985	7	19	0	0	4.612324165970892
1985	7	20	0	0	3.5910659162717513
1985	7	21	0	0	2.257629011776172
1985	7	22	0	0	4.6038343396583805
1985	7	23	0	0	3.928436774669646
1985	7	24	0	0	4.615097404083361
1985	7	25	0	0	4.898690232386449
1985	7	26	0	0	3.904383663718187
1985	7	27	0	0	0.8334672251380058
1985	7	28	0	0	0.3258051548982932
1985	7	29	0	0	4.168647838655046
1985	7	30	0	0	4.587183210083467
1985	7	31	0	0	3.3221973057736163
1985	8	1	0	0	2.686211994956049
1985	8	2	0	0	4.539135184578467
1985	8	3	0	0	2.3926344846109657
1985	8	4	0	0	3.6918612103892743
1985	8	5	0	0	3.7658321479938786
1985	8	6	0	0	4.012344417110571
1985	8	7	0	0	3.022761493812818
1985	8	8	0	0	3.356737637302476
1985	8	9	0	0	4.250874476407688
1985	8	10	0	0	4.0096427653830204
1985	8	11	0	0	2.5488435409239467
1985	8	12	0	0	3.825483777720229
1985	8	13	0	0	1.458795286449958
1985	8	14	0	0	3.1771027157856757
1985	8	15	0	0	2.994282970936376
1985	8	16	0	0	3.9617291551538933
1985	8	17	0	0	4.209372507015747
1985	8	18	0	0	1.5849355241845933
1985	8	19	0	0	2.308198877512755
1985	8	20	0	0	2.4257698541707806
1985	8	21	0	0	1.5553917742143952
1985	8	22	0	0	1.9715738512466319
1985	8	23	0	0	4.128629297593927
1985	8	24	0	0	3.322583531941993
1985	8	25	0	0	1.864161644397975
1985	8	26	0	0	3.3393998845554758
1985	8	27	0	0	3.3692492014111735
1985	8	28	0	0	1.4788674587305566
1985	8	29	0	0	2.2688773589509017
1985	8	30	0	0	3.19248036234785
1985	8	31	0	0	3.7402782135023642
1985	9	1	0	0	2.487848055559115
1985	9	2	0	0	2.0358814189007783
1985	9	3	0	0	2.876765988773274
1985	9	4	0	0	3.1496460353814846
1985	9	5	0	0	1.2898838934963441
1985	9	6	0	0	3.1216341320133405
1985	9	7	0	0	1.6487627989868248
1985	9	8	0	0	2.8380009738721643
1985	9	9	0	0	1.2568031247855445
1985	9	10	0	0	3.014461214060297
1985	9	11	0	0	1.278628326240099
1985	9	12	0	0	1.472202314731508
1985	9	13	0	0	1.8348050628624921
1985	9	14	0	0	2.384388678323505
1985	9	15	0	0	1.1621428833354532
1985	9	16	0	0	0.831811981276161
1985	9	17	0	0	2.994184714799165
1985	9	18	0	0	2.8036792435455062
1985	9	19	0	0	2.8297125447919282
1985	9	20	0	0	2.4946822252317653
1985	9	21	0	0	0.4701951156583361
1985	9	22	0	0	1.784294672407386
1985	9	23	0	0	0.8036071919272665
1985	9	24	0	0	1.1129956278038946
1985	9	25	0	0	2.0637066772244252
1985	9	26	0	0	0.7371418297431532
1985	9	27	0	0	1.3521290400267112
1985	9	28	0	0	0.3817979733059321
1985	9	29	0	0	1.9697454138907495
1985	9	30	0	0	1.28048030915315
1985	10	1	0	0	1.7237868649698143
1985	10	2	0	0	2.211232082714467
1985	10	3	0	0	0.26991119335901076
1985	10	4	0	0	0.4403469567792146
1985	10	5	0	0	0.21745423434035188
1985	10	6	0	0	0.37904210971471264
1985	10	7	0	0	1.7604765381983891
1985	10	8	0	0	1.7913685100145635
1985	10	9	0	0	0.8191729600511195
1985	10	10	0	0	1.1562546381130319
1985	10	11	0	0	0.2245057493198666
1985	10	12	0	0	1.554525836437716
1985	10	13	0	0	1.8440511744302444
1985	10	14	0	0	0.4767136033761879
1985	10	15	0	0	0.8084727740837132
1985	10	16	0	0	1.1794733584893242
1985	10	17	0	0	0.5757838301749146
1985	10	18	0	0	1.233770768765942
1985	10	19	0	0	0.6984076074242012
1985	10	20	0	0	0.2194489146924974
1985	10	21	0	0	1.0576906592454751
1985	10	22	0	0	0.6919935103878277
1985	10	23	0	0	0.2021783886155982
1985	10	24	0	0	0.18640449781547502
1985	10	25	0	0	0.36082207173355096
1985	10	26	0	0	0.80489280180583
1985	10	27	0	0	0.38170174263035755
1985	10	28	0	0	0.7199740572583732
1985	10	29	0	0	0.5721057382016121
1985	10	30	0	0	0.39202465906785783
1985	10	31	0	0	0.2404951103780207
1985	11	1	0	0	0.8329756914770203
1985	11	2	0	0	0.7854098060251802
1985	11	3	0	0	0.22123231048893818
1985	11	4	0	0	0.7586925634530052
1985	11	5	0	0	0.6381668930640187
1985	11	6	0	0	1.043623401992693
1985	11	7	0	0	0.9774868403951558
1985	11	8	0	0	0.9201342284656462
1985	11	9	0	0	0.7434396387576484
1985	11	10	0	0	0.6780552824475508
1985	11	11	0	0	0.7190084034038146
1985	11	12	0	0	0.11986269956811471
1985	11	13	0	0	0.6684521156947622
1985	11	14	0	0	0.24065341824522257
1985	11	15	0	0	0.6187484283288855
1985	11	16	0	0	0.5727202843446567
1985	11	17	0	0	0.6172778836509348
1985	11	18	0	0	0.6114381935536187
1985	11	19	0	0	0.4832037781057972
1985	11	20	0	0	0.4708440395456608
1985	11	21	0	0	0.5266931151179909
1985	11	22	0	0	0.5517006395022281
1985	11	23	0	0	0.6593416688382943
1985	11	24	0	0	0.22555043186097384
1985	11	25	0	0	0.1326453662986033
1985	11	26	0	0	0.0588424209564578
1985	11	27	0	0	0.21708805967107794
1985	11	28	0	0	0.35852732941946713
1985	11	29	0	0	0.5187745741806173
1985	11	30	0	0	0.5369080343218247
1985	12	1	0	0	0.16213098210058738
1985	12	2	0	0	0.46185317905209705
1985	12	3	0	0	0.20301739510484887
1985	12	4	0	0	0.44349939199465616
1985	12	5	0	0	0.3169553066771314
1985	12	6	0	0	0.3267083617402117
1985	12	7	0	0	0.3739952643118557
1985	12	8	0	0	0.3737054802307568
1985	12	9	0	0	0.3518142908102491
1985	12	10	0	0	0.3879772208794686
1985	12	11	0	0	0.10767564905933662
1985	12	12	0	0	0.4138305047511377
1985	12	13	0	0	0.08641424081602377
1985	12	14	0	0	0.247431000971596
1985	12	15	0	0	0.21083101842885907
1985	12	16	0	0	0.3569617859090301
1985	12	17	0	0	0.08491318595319729
1985	12	18	0	0	0.07220741366899003
1985	12	19	0	0	0.0887321632506871
1985	12	20	0	0	0.339110483040846
1985	12	21	0	0	0.19044971635275337
1985	12	22	0	0	0.08311831745315874
1985	12	23	0	0	0.0799037880412183
1985	12	24	0	0	0.17642519438463616
1985	12	25	0	0	0.28843430623159705
1985	12	26	0	0	0.0360610878479237
1985	12	27	0	0	0.04439063609606407
1985	12	28	0	0	0.03248706746885497
1985	12	29	0	0	0.09641358501500806
1985	12	30	0	0	0.05597821192389009
1985	12	31	0	0	0.08930861485051012
1986	1	1	0	0	0.08009037619603862
1986	1	2	0	0	0.38897881713653526
1986	1	3	0	0	0.37638291924241457
1986	1	4	0	0	0.4031647733057089
1986	1	5	0	0	0.3339055941079878
1986	1	6	0	0	0.32954632962291225
1986	1	7	0	0	0.406837323027368
1986	1	8	0	0	0.395670324804669
1986	1	9	0	0	0.4265226172691
1986	1	10	0	0	0.3588833146915614
1986	1	11	0	0	0.3218691385425067
1986	1	12	0	0	0.39929515926425235
1986	1	13	0	0	0.42654415954918895
1986	1	14	0	0	0.26901354692793494
1986	1	15	0	0	0.39444503690561705
1986	1	16	0	0	0.090781938209409
1986	1	17	0	0	0.5256667078083394
1986	1	18	0	0	0.27110408476740666
1986	1	19	0	0	0.16658670106636553
1986	1	20	0	0	0.030333121873721954
1986	1	21	0	0	0.13053247821587866
1986	1	22	0	0	0.10047901038208448
1986	1	23	0	0	0.48820723820781514
1986	1	24	0	0	0.5472322357008355
1986	1	25	0	0	0.13614144421116206
1986	1	26	0	0	0.4148498386032192
1986	1	27	0	0	0.11693343812540087
1986	1	28	0	0	0.23939122686514783
1986	1	29	0	0	0.2691562653643246
1986	1	30	0	0	0.16130446485491975
1986	1	31	0	0	0.4206292234937987
1986	2	1	0	0	0.470935495367569
1986	2	2	0	0	0.041094941123895334
1986	2	3	0	0	0.35703377434756156
1986	2	4	0	0	0.14655104299045524
1986	2	5	0	0	0.362247244134484
1986	2	6	0	0	0.4281154005565149
1986	2	7	0	0	0.30311284730214977
1986	2	8	0	0	0.33268204638517795
1986	2	9	0	0	0.2479955087103865
1986	2	10	0	0	0.9305758644821723
1986	2	11	0	0	0.37820994486681353
1986	2	12	0	0	0.7464899137069546
1986	2	13	0	0	0.6291935884490252
1986	2	14	0	0	0.7267052998333887
1986	2	15	0	0	0.8375986703663387
1986	2	16	0	0	0.7701355652779411
1986	2	17	0	0	0.7883458598089155
1986	2	18	0	0	0.8127949867034265
1986	2	19	0	0	0.9236089822381107
1986	2	20	0	0	0.9062631183964409
1986	2	21	0	0	0.17825232901494908
1986	2	22	0	0	0.7564998744900499
1986	2	23	0	0	0.6983058964925248
1986	2	24	0	0	0.41589748248328284
1986	2	25	0	0	1.1199983815589611
1986	2	26	0	0	1.424018355720442
1986	2	27	0	0	1.4260571191232017
1986	2	28	0	0	1.1608378973434756
1986	3	1	0	0	0.9720874711291961
1986	3	2	0	0	1.0531203321930032
1986	3	3	0	0	0.7765920484506142
1986	3	4	0	0	0.7300541725857034
1986	3	5	0	0	1.0100344120529685
1986	3	6	0	0	1.5202776032371073
1986	3	7	0	0	0.9762702222164851
1986	3	8	0	0	0.580698883954326
1986	3	9	0	0	1.0771896236742609
1986	3	10	0	0	1.3610200148829532
1986	3	11	0	0	1.2394577886469005
1986	3	12	0	0	1.0387007395668804
1986	3	13	0	0	1.2263059794356297
1986	3	14	0	0	0.4977119532615209
1986	3	15	0	0	1.691720631043872
1986	3	16	0	0	1.9575267706605881
1986	3	17	0	0	1.4986083575074371
1986	3	18	0	0	2.122893083442818
1986	3	19	0	0	1.88818695343196
1986	3	20	0	0	2.468435509501336
1986	3	21	0	0	0.8200979750575546
1986	3	22	0	0	1.6841024304427106
