model_run;-8_1;-7_1;-6_1;-5_1;-4_1;1-3_1;1.8-3_1;3-3_1;4-3_1;-8_2;-7_2;-6_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m
2794;848.13226;638.4918;201.6509;68.55803;2.3982768;0.448223;1.5489274;1.191612;0.81014097;436.68094;169.64604;124.90143;2.0761511;7.467133;1.711609;1.6034259;1.921187;0.9930501;0.9123654;0.0;0;-10.085125213065005;-9.642040537615117;11.842554493817104;10.193004530283133;-1.465887505548735;0.35918992629332386;0.23424552769491327;0.23076923076923078
2795;583.86804;737.9785;635.41675;51.28094;0.3777104;1.7603356;0.027108485;1.8502889;1.4492615;943.509;810.6638;257.95596;64.52914;0.045204002;1.1809361;1.4288925;0.6505369;0.12708516;1.1539086;0.0;0;61.92887472056889;78.42968982340801;68.62037724225485;78.42968982340801;-22.365131124638957;-0.293964866310893;-0.2554384023529159;0.0
2796;630.4984;250.78859;875.6179;93.940025;9.790546;1.6697956;1.5303664;1.844227;0.49207005;78.44792;956.5026;959.51654;6.873558;9.812209;1.0958456;0.8250372;0.8932014;1.3826705;1.1476747;0.0;0;-25.504708358942484;-17.2218272079827;26.38167378330375;17.2218272079827;-1.1455334557868837;0.20179252118611385;0.18967942390624515;0.07692307692307693
2797;359.75665;877.23737;58.538017;36.681458;7.342928;0.26600778;1.0772896;0.62647533;0.19235134;197.26016;937.4596;423.48575;14.842993;7.9707336;0.5526344;0.38464215;0.117359735;0.15202622;1.0401688;0.0;0;-22.56346662024473;-14.621038767841014;24.252487410070287;15.167736704805407;-1.254153786449214;0.20179252118611385;0.18967942390624515;0.07692307692307693
2798;682.69037;385.75558;562.9673;4.1708345;2.1696932;1.1808668;1.3986726;1.4011468;1.425179;395.71844;22.708029;421.54855;79.36206;9.461856;1.0269545;1.5166042;1.2627611;0.7892974;1.0748079;0.0;0;6.707019814567914;3.0281600719968935;15.935162103821108;11.48460967899075;-3.354287210722996;-0.04737038974712384;-0.25739512697784583;0.28205128205128205
2799;772.6914;278.42535;640.4073;76.18974;4.0303183;1.3960494;1.0234246;1.4282877;0.8192486;243.54652;995.1208;475.99072;50.608913;1.0791773;0.051096983;1.2365202;0.7570475;0.21524188;1.034783;0.0;0;-17.951863412683615;-12.138160648630162;19.398703226915433;13.379252712663117;-1.3352267534930484;0.2991688517571227;0.2027643593792911;0.1282051282051282
2800;998.2462;203.16885;933.0671;57.992115;2.2679822;0.51081234;1.5835426;1.9147325;0.25731456;166.94661;887.6647;651.5178;59.333424;0.5207767;0.9668903;1.6171074;0.24816446;1.9212639;0.80489784;0.0;0;-17.572663863930146;-10.641942591954205;19.555618310337323;11.659810403590939;-1.345271030636062;0.2991688517571227;0.20928304046963456;0.23076923076923078
2801;497.5383;806.12964;658.59235;82.76079;6.851704;1.2564865;0.8797681;0.17702909;0.9641442;973.601;206.86096;920.8003;28.19964;4.374126;0.43656337;1.9076859;1.2433732;0.5696678;0.96937215;0.0;0;-19.332368582152352;-15.206790971247898;20.274780933629632;15.313023129286563;-1.260914687434184;0.20179252118611385;0.18967942390624515;0.10256410256410256
2802;70.691025;360.62292;112.00237;42.67124;3.5109663;0.9307503;0.6982233;1.2381316;1.1250247;768.7704;561.82776;122.992775;97.2273;0.6027921;1.7852619;0.7931032;1.3632401;0.9987475;0.81007934;0.0;0;-17.468681135854897;-13.832964161127677;18.711144732622095;14.19164527250976;-1.3325435268521562;0.2991688517571227;0.1997675938512559;0.15384615384615385
2803;599.89935;488.56503;155.2768;73.8443;9.199428;0.9693366;1.276673;0.8204545;0.06125711;731.8822;984.7652;822.0821;98.70546;0.55244094;0.5519257;1.8087023;0.25595635;0.48073453;0.7768986;0.0;0;-26.633550035008493;-17.982787381750796;28.947705180288356;17.982787381750796;-1.177604631582512;-0.09746312024422507;0.056846590084470065;0.10256410256410256
2804;127.83391;230.59163;639.4065;17.189465;2.0834765;1.1070682;0.8944455;0.7011832;1.584329;932.9829;476.28333;454.44647;36.625298;0.9262079;1.0274447;0.14722984;1.2029631;1.128912;0.99639183;0.0;0;-4.56135423138393;-2.895694086051037;8.374159239439624;6.226645366600167;-1.7927918854067069;0.4319632973232243;0.30780367456696545;0.4358974358974359
2805;252.3174;689.23016;223.46349;99.952705;3.5047636;1.1445736;0.6138186;1.2388133;0.98810697;195.17378;953.9075;281.97305;78.81264;0.6245568;0.016252546;0.5184879;1.6895932;0.22802553;0.882313;0.0;0;-18.643953107070654;-12.986315364934057;20.642344047579993;13.217247663053797;-1.421045700931248;0.2991688517571227;0.21287313949898262;0.15384615384615385
2806;335.49213;783.2231;929.0224;17.447332;9.318827;1.4224981;1.8279574;0.5662786;0.06084337;890.8308;548.37384;548.41754;80.24159;0.9847905;1.4883145;0.9399582;1.087563;1.3999931;0.9250698;0.0;0;-23.37142998585913;-17.23832549128994;25.098072790653116;17.23832549128994;-1.1660469930083028;0.04765521532414344;0.12361374762416238;0.07692307692307693
2807;733.7196;346.031;921.48035;82.997086;8.84796;0.9103314;1.4493145;0.08137448;1.7249546;982.8476;350.9196;544.98315;91.379776;3.6722274;0.32977358;1.8793242;1.5951883;0.35372105;1.0635036;0.0;0;-23.23291993050401;-16.915076750892922;23.777001307029096;16.915076750892922;-1.1629595711722398;0.20179252118611385;0.18967942390624515;0.07692307692307693
2808;191.97005;945.6286;949.1693;21.322573;2.9387698;1.4480449;0.40178612;1.5578074;1.1746609;590.45374;168.92397;142.04686;86.18363;5.0203214;1.9975657;1.9455819;0.9898502;1.9075731;0.9829115;0.0;0;-2.8000399355686842;-1.1621575337607055;8.471222729964486;8.37447030671973;-1.837489454665353;0.23777517515245242;0.2903481612316188;0.358974358974359
2809;174.09541;40.304504;300.02307;78.272545;4.835856;0.9770118;1.4828109;0.1827272;1.9268724;904.2039;113.03498;106.03008;43.998898;1.046153;0.5927144;1.0267701;0.47228143;1.1663325;1.0333866;0.0;0;-4.8208227635924255;-11.828231808335346;16.995384103531794;14.369349565194426;-1.6200173024806395;-0.40128342218794927;-0.5021907739425909;0.10256410256410256
2810;54.5146;141.61368;719.7804;86.139114;8.838213;1.3290046;0.5122697;0.66311455;0.5696243;817.96045;709.61884;630.60846;36.16084;6.410232;1.3342204;1.1699809;0.3172821;1.8168919;1.0865525;0.0;0;-23.396852504454433;-15.858790802911784;24.245320441830266;15.858790802911784;-1.1562392818229494;0.20179252118611385;0.18967942390624515;0.07692307692307693
2811;874.5075;592.8992;666.3838;87.67643;6.709639;0.5335887;0.8682339;1.1939025;0.8310924;324.70618;334.302;738.0272;93.50891;6.084714;1.9202896;0.90443444;0.46835965;0.17832154;1.0846593;0.0;0;-18.177801581571845;-14.85791197548761;19.277280033356153;15.129808383390468;-1.276006460936976;0.20179252118611385;0.18967942390624515;0.1282051282051282
2812;696.5704;704.3928;45.24774;47.62427;6.376424;1.0879858;0.44266987;1.2512345;1.3292464;339.0202;413.65518;618.6778;40.864536;2.9612625;1.5150567;1.7867026;1.2865242;0.623277;1.0948826;0.0;0;-16.765668112702503;-14.173411666179476;17.903529523952113;14.788829261363361;-1.3053618924134174;0.20179252118611385;0.18967942390624515;0.1282051282051282
2813;49.547;258.17615;272.90942;42.938416;6.60898;0.94131154;0.23546271;1.3358675;1.8288232;679.05695;937.8365;359.38367;52.062904;3.0425122;0.7059531;1.7086679;0.59075487;1.1126934;0.9776048;0.0;0;-22.799402121168608;-15.650754582820127;23.665098724118995;15.650754582820127;-1.2333202868059365;0.20179252118611385;0.18967942390624515;0.07692307692307693
2814;38.009384;558.5304;214.69907;83.39574;9.210602;0.6113706;0.8041367;1.9890621;1.5844196;556.615;207.84824;560.2969;9.701532;9.847648;1.8423465;0.5138884;1.0982016;1.1849754;1.1039271;0.0;0;-22.208719885869975;-15.84803209379126;22.884316908517576;15.84803209379126;-1.2006965665352336;0.20179252118611385;0.18967942390624515;0.10256410256410256
2815;563.0875;325.2024;377.10052;57.990974;5.1765666;0.13400088;1.114612;0.80876034;1.2896082;391.09204;379.54224;907.29584;29.4763;3.0095072;0.43322688;0.14385894;1.6093717;1.6065414;0.88378006;0.0;0;-19.97920188400375;-15.4786977417088;20.75144772922811;15.4786977417088;-1.2313523402571969;0.20179252118611385;0.18967942390624515;0.10256410256410256
2816;289.70905;558.54834;953.5232;62.165554;1.8259808;1.0252808;0.6112222;0.28361392;1.5930796;56.582325;910.4695;924.6444;16.377207;9.05859;1.2726023;0.15568562;0.20644791;0.041462436;1.131766;0.0;0;-5.2995650144323765;-4.737881965466272;12.795541280231154;12.074338678705772;-2.5842595626419;0.4583949274805606;0.36760891555780306;0.3076923076923077
2817;600.7591;662.7344;847.1456;23.683105;4.73251;0.029412571;0.15925597;0.28451866;0.19873588;32.718956;941.1891;239.96614;8.327674;2.0499861;1.4926242;1.8023458;0.24334908;1.4191408;1.1471854;0.0;0;-12.898981285814559;-7.518875085800062;15.864657177184654;12.532983764885984;-1.5524300485829674;0.21933065656694564;0.23983707121694975;0.3076923076923077
2818;440.25815;973.07996;300.49036;44.671085;7.291594;0.7857622;0.50677824;1.0253948;1.4511167;107.00803;804.72394;104.1269;37.13971;1.8036305;0.7202306;1.458232;1.4756459;1.1092441;1.1982517;0.0;0;-19.827340111828214;-14.955994295896232;20.92520382320374;15.147570624628145;-1.2956568388777512;0.20179252118611385;0.18967942390624515;0.1282051282051282
2819;924.0794;461.1399;534.7312;37.007942;4.9264216;0.74760324;0.49885818;0.7736415;1.1614699;410.10135;389.31378;656.7239;51.593952;8.603749;1.6642287;0.352249;0.06994315;1.9183605;1.2217642;0.0;0;-10.748880151001222;-11.663935797095263;12.766000155811444;12.646916151604614;-1.499302933319463;0.35918992629332386;0.2436508468046662;0.20512820512820512
2820;294.93094;651.7339;200.34346;66.56562;3.1394947;1.271169;1.185597;1.8271958;0.5557627;37.135803;134.20378;182.65462;77.95245;6.0741506;0.95033735;1.4081031;0.42182317;1.6111122;1.0103071;0.0;0;-5.982941245171833;-5.300211103585184;8.866342803248886;6.194588433007681;-1.539315251173652;0.35918992629332386;0.25160042344784506;0.358974358974359
2821;682.35394;582.25885;284.65964;19.72868;6.666636;1.9749836;0.57147586;1.0267543;0.48471284;156.69003;791.51556;803.0519;60.812347;7.659136;1.724427;0.824572;0.8697341;0.6105554;1.016371;0.0;0;-21.865022612806218;-14.694775791857637;22.94916998256213;14.719000508576272;-1.2582758655952488;0.20179252118611385;0.18967942390624515;0.07692307692307693
2822;63.513767;324.37933;74.35322;40.634617;4.5077953;1.7174224;1.072214;0.9093886;0.5836574;968.3927;840.64764;288.0188;82.46373;5.759453;0.4369849;1.1725686;1.9351523;0.047032136;0.9394908;0.0;0;-20.239469000109903;-13.121293900311741;21.398160364729165;13.58675102805617;-1.280184427711162;0.20179252118611385;0.18967942390624515;0.1282051282051282
2823;956.30194;260.53348;646.1804;84.888336;9.628574;1.9504168;0.94597584;1.7260904;0.25451675;456.0727;717.6958;158.9728;23.356634;9.729787;1.7923265;1.2010282;1.0527358;1.115801;1.1386929;0.0;0;-23.614841875717484;-16.23191896893968;25.10108732748018;16.23191896893968;-1.16671334982216;0.20179252118611385;0.18967942390624515;0.05128205128205128
2824;980.9499;987.992;660.35156;54.689922;3.527884;1.9023649;0.540052;1.5942556;0.5537772;933.9186;344.01743;817.92865;79.52726;0.29976225;1.070793;1.3668667;0.29360238;1.0409675;0.8846668;0.0;0;-10.769308620468154;-10.691665272886723;12.933507204589759;10.97990123513955;-1.463254744627772;0.2991688517571227;0.22267583746555203;0.1282051282051282
2825;741.6839;214.78384;840.1166;89.61479;7.1776943;0.15748435;1.4850222;1.430619;0.15179333;198.06009;655.90173;216.42334;5.2569613;1.5103588;0.86311895;0.5730288;1.1712664;1.7466264;1.0697384;0.0;0;-19.323110913710195;-15.326540827468591;21.395677615774368;15.326540827468591;-1.1906145666786188;0.04765521532414344;0.16013208121757097;0.1282051282051282
2826;470.56033;792.3725;872.8363;23.329493;5.555169;0.5710753;1.3385066;1.0594355;1.3487505;364.94287;705.2492;18.750368;27.790894;1.11951;0.47836578;1.8508693;0.75904155;0.20792817;1.0307268;0.0;0;-20.673916612327638;-14.739705410361836;21.549061738012142;15.182651945678913;-1.2544289235443984;0.20179252118611385;0.18967942390624515;0.05128205128205128
2827;227.7935;155.12152;168.4588;44.046345;0.7848721;0.60100526;1.3637432;0.47699752;1.0294671;674.49817;888.55615;823.545;44.429142;6.7163606;0.21513562;1.7572719;0.1257765;1.177486;0.8899989;0.0;0;-8.102625361051233;-5.362048986517038;13.119255826759826;10.857792105131892;-2.1115553486716694;0.4658699360493343;0.33513775410101615;0.3076923076923077
2828;814.3912;806.30774;745.61053;50.09158;4.702882;0.15133089;0.8728266;1.1392744;0.2640852;989.9732;147.76244;102.87818;95.72145;3.1459696;0.5895102;0.03433549;1.0127784;1.9930418;0.87939775;0.0;0;-11.87742232502477;-13.296116258584163;13.655890799812779;13.34607961712129;-1.3370339931660007;0.2991688517571227;0.1978869205582263;0.15384615384615385
2829;738.99054;193.87115;143.36055;40.116684;0.3013458;1.6948346;0.64002675;0.24037269;1.3974189;702.84296;271.1867;425.53955;9.163209;7.868602;0.80133283;1.3760809;1.2752005;0.05982779;0.83040905;0.0;0;19.375005192693415;19.87128286957153;26.35527382555268;19.903744071251822;-7.610306798148768;-0.13876406689856838;-0.12162126142011143;0.07692307692307693
2830;229.7345;967.4851;379.97787;68.4809;7.9004188;1.7917054;1.1855745;1.0782567;0.3642432;903.18475;409.66156;401.85275;26.33223;1.2496945;1.2022554;1.084993;1.9212787;0.11823815;1.1167265;0.0;0;-17.684871472711794;-14.84956971652278;19.066489051159326;15.261775645588386;-1.2558884953433367;0.20179252118611385;0.18967942390624515;0.10256410256410256
2831;456.70316;689.1278;520.3812;14.957109;7.3479557;1.2138983;1.9185897;1.7043679;0.9948226;58.628735;813.53375;151.55936;15.3271265;2.308903;1.449419;1.0194888;1.4537411;0.01610834;1.1613044;0.0;0;-22.324720062433766;-15.411792100501799;23.04356859234445;15.411792100501799;-1.1978236043938892;0.20179252118611385;0.18967942390624515;0.05128205128205128
2832;468.17096;99.217064;58.975216;51.9881;0.5146133;1.783072;0.87358075;1.0348758;1.8410106;310.78555;894.7642;44.828827;42.586674;0.66707265;0.095092714;0.23396128;1.5633377;0.12662274;0.84088;0.0;0;-0.5534342524634676;-0.15607380618467914;11.427441216279602;9.17057309670173;-3.3468065415897468;0.4978219790972165;0.39588695801110707;0.23076923076923078
2833;828.1464;696.24536;165.19608;13.963358;5.0019503;1.4315946;1.3339139;0.1462678;1.524229;883.96533;285.62967;93.84281;32.95508;9.932541;1.9033679;1.081016;1.8247296;0.4601428;1.203978;0.0;0;-13.56913967994722;-12.877438248863967;14.77440888294489;14.33091419186539;-1.3646023047477722;0.2991688517571227;0.21654130092726548;0.15384615384615385
2834;687.0062;607.58453;278.40494;62.95683;9.615779;0.88670236;0.89027584;0.07232268;1.1724355;527.98364;509.1025;433.23886;9.300654;7.1778135;0.5047843;1.4766417;0.6537481;1.3216618;0.85306907;0.0;0;-28.28648741979461;-17.92232619170133;28.84314135497576;17.92232619170133;-1.1506352030093254;0.20179252118611385;0.1896794239062452;0.07692307692307693
2835;646.73584;344.17078;136.2669;83.04179;2.8535414;0.30823016;1.8658773;1.7223728;1.1739893;178.16617;611.63525;957.519;48.176346;1.0985923;1.36044;0.03899986;1.1353136;1.011229;0.80344397;0.0;0;-19.619448189493767;-14.468979015575684;20.57169588143648;14.681692428916335;-1.2716614446405867;0.20179252118611385;0.18967942390624515;0.15384615384615385
2836;653.32916;268.12863;934.7553;2.097705;9.04399;1.9174083;0.5367862;0.45632413;0.13774315;178.10445;173.81306;727.6934;48.605907;6.472949;1.6153218;0.85346925;1.9429146;0.181359;1.1890393;0.0;0;-16.991361392105482;-14.743128495251142;18.28907142737824;14.743128495251142;-1.1736586379648297;0.20179252118611385;0.18967942390624515;0.05128205128205128
2837;277.76538;721.5732;295.436;45.74793;1.5194156;1.3876346;0.9222159;1.056141;0.8597507;761.0691;794.4517;717.64435;63.05893;4.402061;0.840452;1.245885;1.1102465;0.717825;1.2115283;0.0;0;-1.8098335196503363;-1.1565093000486968;10.756282155528195;10.335355731755698;-2.962261371733219;0.4952666578890051;0.3845990286909972;0.3076923076923077
2838;377.99414;743.94775;506.15994;49.32109;0.07595851;0.714826;0.99236804;1.55581;0.6211723;166.37909;476.19247;673.0151;84.11451;9.162729;0.8810529;0.3056295;0.2699489;0.81734055;0.83209115;0.0;0;4.688147604179917;8.98502282107637;13.188299541157079;12.989584700389656;-4.403672597381384;0.36789941132272824;0.3999896638666195;0.1282051282051282
2839;55.20566;333.93378;996.5689;72.0534;5.309909;0.26591453;1.4600095;0.51389;0.9545251;502.69354;895.7324;771.42676;97.33669;1.3495723;0.10515898;1.9769559;1.9167832;1.2716948;0.8390751;0.0;0;-24.75787786338924;-15.069701525485385;25.55856707857146;15.069701525485385;-1.2127316330617663;0.20179252118611385;0.18967942390624515;0.10256410256410256
2840;789.0717;877.46484;570.97626;7.5645213;2.4000406;1.5999498;1.4454046;1.4775178;1.9033341;189.47755;552.86194;534.1459;10.476755;0.2884666;0.8222002;1.3793004;0.71216196;0.52954113;0.8964499;0.0;0;-14.536063784280655;-13.044825654795176;15.946701010039725;15.557549229623561;-1.407414630847831;0.2991688517571227;0.2271991443245934;0.20512820512820512
2841;438.66824;276.13895;417.38083;40.661476;8.793449;1.6060098;1.4814894;0.15983218;1.5751685;216.20161;834.7322;985.74677;33.90776;1.5484848;1.8749056;1.3717648;0.5117496;0.019646753;0.78019786;0.0;0;-29.683203020866568;-18.982396229515928;29.998250490399624;18.982396229515928;-1.0876849543937421;0.20179252118611385;0.18967942390624515;0.02564102564102564
2842;443.856;79.16578;930.4945;78.56957;6.7424808;1.0905883;1.468551;1.4997405;1.2238537;403.31143;58.59846;611.65186;97.23547;9.375748;0.74475825;0.90873235;1.2646925;0.13821054;0.9596966;0.0;0;-20.538847942952422;-15.363336553979309;21.06967873502626;15.363336553979309;-1.1552565975125515;0.20179252118611385;0.18967942390624515;0.10256410256410256
2843;252.9027;603.86914;230.27278;53.261242;6.8720345;1.9999146;0.944819;0.13734001;1.4123324;126.90312;444.47162;634.5627;56.801685;9.29193;1.7956221;0.17858464;0.71148294;0.109869756;1.109284;0.0;0;-20.25875586491201;-15.172113035728444;21.160576896808973;15.553810276453277;-1.261275572944756;0.20179252118611385;0.1896794239062452;0.10256410256410256
2844;217.33301;115.99987;187.70573;75.009636;6.736071;0.7789764;0.31957334;0.56150776;1.4638933;662.7367;424.9489;30.95887;39.750797;0.6953412;1.404776;1.8059638;0.8285108;1.6497982;0.79207075;0.0;0;-23.16171522144021;-17.302617587016044;23.691194065370336;17.302617587016044;-1.1390596247619043;0.20179252118611385;0.18967942390624515;0.07692307692307693
2845;591.9437;283.89743;540.01074;36.464577;6.792787;1.8847092;1.7421719;0.5208414;0.9181825;174.46057;201.99825;757.105;43.54498;5.2374024;1.7708986;0.122185856;0.43920776;0.044840682;0.9004911;0.0;0;-22.032843312599677;-16.880601238850574;22.571633531299593;16.880601238850574;-1.1540717247515868;0.20179252118611385;0.18967942390624515;0.02564102564102564
2846;240.22748;512.1145;433.02872;92.01676;7.4736776;1.2642215;0.6564181;1.7839158;1.734051;754.4936;566.0212;362.31757;84.282486;6.8475213;0.3997782;1.5588046;0.08529929;0.5712234;0.92863953;0.0;0;-24.59602612736491;-15.869599822836335;25.377581746693558;15.869599822836335;-1.2238603244972603;0.20179252118611385;0.18967942390624515;0.10256410256410256
2847;73.566765;293.49603;799.01624;7.8267913;6.7021775;1.4754806;0.22953296;1.0736152;1.2384388;526.09515;752.99756;776.03735;86.38837;0.052755475;1.3407613;0.34591794;0.15506871;0.70452356;1.2208481;0.0;0;-15.420841929606928;-14.78254887917302;16.463622893338442;14.947600460481823;-1.250092997399833;0.20179252118611385;0.18967942390624515;0.1282051282051282
2848;769.83234;222.84637;51.58994;9.207324;8.34441;1.8349833;0.26627612;1.6877205;1.4786874;353.02972;498.38324;848.9918;29.580957;0.17385906;0.20788217;1.4399437;0.56122184;1.6247888;1.1224935;0.0;0;-17.89004914628827;-16.175734023356966;18.55601527280246;16.175734023356966;-1.1685197077561418;0.20179252118611385;0.18967942390624523;0.05128205128205128
2849;382.70474;706.15356;621.5486;52.89574;5.58564;1.6639912;0.99456996;1.1687365;0.031986974;618.099;833.6356;32.067352;30.952982;0.6731337;0.97991365;0.98291504;0.8514588;1.5534432;0.9344164;0.0;0;-18.95607493824157;-13.638348816210765;22.246059251802656;15.623049504060276;-1.3505667100684338;-0.06034980822519451;0.060309403545785886;0.15384615384615385
2850;386.43323;551.52936;713.5723;47.135303;3.5133753;0.5844491;0.8576086;1.6157411;1.0804558;413.5456;300.04984;390.90622;70.011665;7.045964;1.4512792;0.9130256;1.6548606;1.4314991;0.85316765;0.0;0;-15.890897461642185;-11.872814159911115;17.262191357054963;13.800386410191038;-1.3878812487981937;0.2991688517571227;0.2145819921201793;0.15384615384615385
2851;437.0051;841.36365;972.1976;63.882908;4.6738033;1.7357972;1.330418;1.1071701;0.7347272;91.67224;305.36896;905.895;6.846539;9.401143;0.3318724;1.9978732;0.43654454;1.2956141;1.1845745;0.0;0;-13.392676123321982;-11.268422141645317;14.91851564692849;11.450478802244731;-1.397522811067259;0.2991688517571227;0.2174146160419137;0.20512820512820512
2852;816.89435;585.4272;154.30557;22.982708;4.407948;1.0840204;1.2276124;0.9053279;0.12025258;316.01495;175.16081;136.66614;84.61186;0.6910991;1.9179279;1.9948614;1.3121592;1.1865535;0.89246136;0.0;0;-10.477380302313753;-10.347233392444679;12.494201999891095;11.212406738884397;-1.302323343312687;0.2991688517571227;0.1942393957289799;0.15384615384615385
2853;327.62854;488.61273;253.78079;22.680225;3.331738;0.09920941;0.2237498;1.3193744;1.2958055;529.42535;786.2943;746.86273;0.7917028;1.4475541;0.94494194;0.118559755;1.852746;1.9082913;1.0623928;0.0;0;-8.771071102404907;-10.270332299817284;12.05412007148158;12.566634662023858;-1.7275161270165473;0.36478960513190817;0.29144186654924326;0.28205128205128205
2854;760.4559;268.6438;933.1188;74.93604;4.1605268;1.3508977;0.60053;0.58003336;1.858233;113.20473;156.51613;329.98798;46.15742;4.67833;0.900623;1.794049;0.8187566;0.020385275;1.0956908;0.0;0;-6.403362594013044;-6.0278586658317295;9.126365071225894;7.116700553656074;-1.4900248693612308;0.35918992629332386;0.2430652469062382;0.3333333333333333
2855;940.1494;794.1452;634.3226;29.247343;3.8560176;1.0043983;1.793547;1.8382869;1.4681839;735.0267;158.2693;514.2644;79.27369;4.431575;1.7730953;0.02122139;1.9579302;0.9992711;1.144627;0.0;0;-8.174335899469076;-7.616010337991412;9.896068759844526;8.079219870187274;-1.404306422813418;0.2991688517571227;0.22438702604807642;0.38461538461538464
2856;664.2595;204.9023;47.66854;72.75645;1.1202914;1.0778813;1.5356984;1.8171921;0.16898352;362.891;16.957697;904.58765;91.43556;2.130658;1.72179;1.2057672;1.2785791;1.3281716;1.0587966;0.0;0;26.679025681380235;6.826832613529064;32.24514833428845;12.495053674648915;-5.424711604039809;-0.1680191191633119;-0.46066768929019153;0.20512820512820512
2857;437.36426;249.80612;86.570564;64.10663;8.307218;0.82893544;1.742377;0.15473843;0.12281451;212.74022;394.38553;636.6238;62.73541;2.0114985;1.8343761;1.6423932;1.9144958;1.2621171;0.95090806;0.0;0;-21.943339125816344;-16.90388326697635;23.725070373758026;16.90388326697635;-1.1548069149089717;0.04765521532414344;0.13663578298303275;0.07692307692307693
2858;750.3118;843.1727;787.5862;8.424382;7.5670924;0.1375296;0.05375537;1.8344079;0.69661397;17.970694;442.53458;439.35437;53.123787;1.4042524;1.3428988;0.65007704;0.5969642;1.958441;0.82435256;0.0;0;-22.757253327033133;-16.738637592124718;23.707585901776056;16.738637592124718;-1.2186254706511828;0.20179252118611385;0.18967942390624515;0.05128205128205128
2859;463.3184;743.7806;571.79974;71.14185;3.382012;0.36862457;1.8250566;0.37191132;0.4847101;94.08028;456.60422;700.11774;69.75601;2.5130439;1.3273358;1.4067409;1.3134772;1.5053737;0.8498888;0.0;0;-18.330141908737467;-13.386857827650914;19.72051127074897;13.560046773116738;-1.3133424412547692;0.2991688517571227;0.19443442846422276;0.1794871794871795
2860;420.283;616.74475;569.76135;87.963585;9.451869;1.5153446;1.7235453;1.3657333;0.0648685;244.90747;768.5082;230.66261;84.22713;8.416066;0.46716022;1.2142978;0.32608494;1.1953195;1.0434366;0.0;0;-23.88609901940358;-15.918489086113823;26.50481460086936;16.022752461800962;-1.23204803945195;-0.06034980822519451;0.06731661647785808;0.10256410256410256
2861;530.03033;48.531326;881.067;81.68296;9.494132;0.47611526;0.9100315;1.6479777;0.089743346;373.2994;420.54947;22.16547;1.3954433;4.580598;1.487115;0.9239842;1.8277158;0.55223984;0.9927857;0.0;0;-22.531637207760088;-16.905780162902545;24.550598883410167;16.905780162902545;-1.1128743802464796;-0.061502989274083576;0.05978909302954603;0.05128205128205128
2862;324.5451;135.98505;248.68694;0.9853004;8.56863;1.2591761;1.3504401;0.4900648;0.6968415;161.77576;14.218732;622.42365;60.66634;9.178774;1.2468184;1.7036265;0.68205523;1.7926356;0.9411309;0.0;0;-23.220999082982672;-17.316408335117075;23.538710782672897;17.316408335117075;-1.0711639054227953;0.20179252118611385;0.18967942390624515;0.02564102564102564
2863;113.20772;504.9579;168.82668;54.017418;0.30343467;1.0883019;0.55126727;0.23418409;0.2757422;549.53394;613.35223;862.5129;76.71203;8.418637;0.69271624;1.3699346;0.32566056;0.652631;1.0161749;0.0;0;20.403343853881797;24.496843269493922;25.733737645252205;24.496843269493922;-8.439445683965094;0.015354095006215897;0.08061475575434005;0.10256410256410256
2864;420.7035;748.87555;617.6679;91.342384;3.7184677;0.450583;1.3205905;1.5147957;0.39738604;202.45042;179.51701;702.57996;92.55107;5.293568;1.9335128;1.5928601;1.0633596;1.4314107;1.1794195;0.0;0;-5.467055390942785;-5.098440592499884;8.687201602250902;6.275916399831829;-1.557613133532919;0.35095143254523936;0.2560468521926992;0.38461538461538464
2865;132.61832;469.45987;883.5989;59.912693;4.578792;0.5683369;1.5995548;0.89043343;1.7403421;955.11725;34.785164;524.22064;40.018482;8.244697;0.9775471;0.16159785;0.34301212;0.68112665;0.77122;0.0;0;-19.552908741424524;-15.469536003865954;20.25565694369092;15.469536003865954;-1.2271450984867045;0.20179252118611385;0.18967942390624515;0.07692307692307693
2866;416.33707;27.120094;272.59814;29.103575;7.1899757;0.7732996;0.97227615;0.97850007;1.987419;569.1512;779.60004;151.89247;90.183235;1.6517171;1.449502;0.42253318;0.56731915;1.1970417;0.81865394;0.0;0;-26.384020497566944;-17.59763278724128;26.665729617961972;17.59763278724128;-1.0756927898656257;0.20179252118611385;0.18967942390624515;0.05128205128205128
2867;561.3644;192.42729;684.48145;19.53501;6.351775;1.7615709;0.06626427;1.5261036;1.6111127;798.656;253.37628;94.07821;63.04087;6.411514;1.3352736;1.2038246;0.7693564;0.8651613;0.7506496;0.0;0;-23.21240628957475;-16.337459021681894;23.92605483855105;16.337459021681894;-1.181097244973902;0.20179252118611385;0.18967942390624515;0.07692307692307693
2868;931.40405;592.879;160.85524;68.52626;6.7870026;1.8831993;0.8385273;0.51505405;0.473206;427.60428;757.737;287.07855;33.40613;9.404633;0.03095989;1.6509821;0.3023277;0.9388145;0.90987855;0.0;0;-24.092213638603855;-15.045869300649997;25.18077785632574;15.045869300649997;-1.2428616393408844;0.20179252118611385;0.18967942390624515;0.10256410256410256
