model_run;-8_1;-7_1;-6_1;-5_1;-4_1;1-3_1;1.8-3_1;3-3_1;4-3_1;-8_2;-7_2;-6_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m
15;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0;224.9529318808021;32.727852709043106;233.5158932668986;32.727852709043106;-26.941129883255766;-0.3398161810993678;-0.3856857844789294;0.04878048780487805
16;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6;0;224.90977782935477;32.69058078601725;233.50294520468566;32.69058078601725;-26.930134888287757;-0.3398161810993678;-0.38566729255437304;0.04878048780487805
17;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7;0;224.87434407427668;32.65562355444686;233.49647364799213;32.65562355444686;-26.91972332688471;-0.3398161810993678;-0.38568999798592773;0.04878048780487805
18;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;0;226.34496224129526;33.365041012933006;234.99586572704365;33.365041012933006;-27.19190745158977;-0.3398161810993678;-0.38393617821509635;0.04878048780487805
19;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0;224.79882969210166;32.58368293491188;233.4768534786935;32.58368293491188;-26.897641778736837;-0.3398161810993678;-0.38579552178863263;0.04878048780487805
20;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0;224.7662222213189;32.548447636840166;233.47779374925338;32.548447636840166;-26.88900885707602;-0.3398161810993678;-0.3856551306581461;0.04878048780487805
21;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.5;0;224.498640180058;32.319743882861104;233.35486534757348;32.319743882861104;-26.818886935476755;-0.3398161810993678;-0.38585828005878514;0.04878048780487805
22;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0;224.3806107485113;32.18686169080601;233.38972543911763;32.18686169080601;-26.78238834930573;-0.3398161810993678;-0.3856302279448435;0.04878048780487805
23;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;0;224.17519392631255;32.003222900178315;233.32980030274024;32.003222900178315;-26.72658215434281;-0.3398161810993678;-0.3857274581359998;0.04878048780487805
24;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;0;223.20041942667706;31.09581274446529;233.10144386301704;31.09581274446529;-26.458041609445;-0.3398161810993678;-0.38576376674124707;0.04878048780487805
25;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;10.0;0;220.87322466446486;28.831860669060887;232.44616658806967;28.831860669060887;-25.786776483616322;-0.3398161810993678;-0.38575498335613556;0.024390243902439025
26;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;0;214.8880310738674;22.823968422756394;230.59460388263378;29.712172893176955;-24.0339803808426;-0.3398161810993678;-0.3859015665448682;0.0
27;53.365726;328.88495;170.31139;46.677067;1.5923641;1.5540432;1.2623513;1.9689736;0.49369332;203.40503;974.72406;962.51196;16.491331;5.9297175;0.64781874;1.9121127;1.2106389;1.0372366;0.97810495;0.0;0;-24.974450523308196;-9.614663655320612;28.73633190310431;11.133316271871394;-1.750259861930513;0.367497308705054;0.2997511221296936;0.2926829268292683
28;162.7466;596.0829;880.4871;66.10443;6.9331427;0.5754304;0.68616915;0.50345564;1.0177294;425.3273;659.90155;266.5395;78.26379;1.3236401;1.010579;0.9093351;0.96203876;0.94177085;0.9993154;0.0;0;-35.91090911479298;-15.494965534725964;36.81679476033421;15.494965534725964;-1.2349140431912187;0.20044593143431833;0.18531554452469937;0.0975609756097561
29;686.21844;35.27652;653.9521;58.821495;2.808288;0.3074159;1.7369282;0.20032398;1.4935898;503.21213;467.93497;983.2387;3.8126888;6.162784;1.274401;1.942595;1.9971061;1.9144671;0.8007373;0.0;0;-33.51658292318681;-14.14399933177154;34.22927012744333;14.364259110637448;-1.2276575249080157;0.20044593143431833;0.18531554452469937;0.14634146341463414
30;747.3145;17.381866;581.0929;88.52125;1.7756636;1.617237;1.8210226;0.23097329;0.32543665;716.90985;734.4454;449.7501;70.14379;5.368596;1.3841803;1.966426;0.5370841;1.5564257;0.945393;0.0;0;-25.558503725207014;-8.709127660057135;28.44595088489997;13.083208158346821;-1.4806952696100886;0.3454319225025819;0.23934575276293235;0.2682926829268293
31;967.83466;853.1254;753.8253;47.43708;5.0388737;0.07525722;1.4465492;1.610551;0.88060033;455.5336;440.90372;51.263046;40.21087;7.5656667;1.6922308;1.4896498;1.4150156;1.110525;0.8413166;0.0;0;-37.710473612220134;-15.236363744060327;38.593205662383276;15.549056609247685;-1.2484470110706378;0.20044593143431833;0.18531554452469937;0.0975609756097561
32;332.5671;55.959805;728.73895;17.88094;7.5066547;1.3612872;1.4226782;1.2671659;1.31003;638.6388;115.621635;579.64966;26.578615;8.30667;0.44948265;1.6170205;0.45835263;0.66082686;0.75324273;0.0;0;-41.80624714964957;-19.163816067354986;42.00546443480055;19.163816067354986;-1.0472703668400016;0.20044593143431833;0.18531554452469937;0.04878048780487805
33;376.7551;529.5472;119.42093;21.536745;2.70329;0.95706934;0.9913777;1.5146791;1.765088;110.50117;502.59372;531.4387;96.050064;2.248411;1.7260718;0.2371263;0.88586575;0.057288438;0.95646936;0.0;0;-25.384733199595956;-15.304662784520389;27.28560559187369;15.376141381251784;-1.5001634831031385;0.3562831181532157;0.24702635531011854;0.21951219512195122
34;474.86026;618.8379;999.47144;84.62105;7.22317;0.15984562;0.16489138;1.8113408;1.3116653;766.1473;955.8479;859.71173;29.276972;1.1090206;0.21152867;0.5478595;0.76466095;1.3586558;0.8021047;0.0;0;-41.35063620201067;-17.312560046765498;42.253370781902646;17.312560046765498;-1.2192306763765532;0.20044593143431833;0.18531554452469937;0.0975609756097561
35;197.57664;206.18951;942.4708;0.97122335;4.625131;1.3802369;1.9980679;0.46027583;0.16936685;13.242713;279.87576;362.11636;21.249176;9.2444315;0.13910015;0.2536345;1.5110948;0.31933615;0.842682;0.0;0;-35.33032184225556;-15.243904071833072;36.30500807940604;15.243904071833072;-1.1570340924714735;0.20044593143431833;0.18531554452469937;0.12195121951219512
36;138.62228;896.77356;897.62604;86.926125;4.0436897;0.97091943;0.04095521;0.7345298;0.6499073;645.7336;62.346146;768.96747;43.2033;7.4092073;1.7434671;0.31491137;0.94025743;0.32255945;0.9038468;0.0;0;-16.49771896087536;-5.4299138292745965;20.95545411104204;8.199677787135727;-1.6653823006446455;0.2521631874768491;0.26155112102398653;0.2926829268292683
37;480.94788;198.19481;626.0662;5.6532497;3.6016135;1.7216016;0.99584085;1.5868185;0.70835507;828.05054;743.933;788.8579;30.294266;3.6300054;0.656938;1.5566666;0.6992229;0.2179954;0.97666276;0.0;0;-30.14492802962387;-13.09462151713143;31.430259520558117;13.980034273662739;-1.3485739321683976;0.29632806532566497;0.2149782176319034;0.1951219512195122
38;234.64026;885.66986;527.5634;39.22668;1.4643538;0.42517754;0.7405973;0.52618986;0.7826642;769.125;459.86075;44.60091;72.808105;5.3713374;1.5948129;0.41735855;0.59095055;1.7632105;0.8704019;0.0;0;-20.236942761627077;-7.701605892665015;25.118418663528523;10.916396643972604;-1.9905139250295178;0.44108629210913547;0.3264107079399398;0.24390243902439024
39;673.11584;765.36035;540.9158;80.037605;3.3330114;0.014576148;1.5545034;1.0170213;1.8838209;155.84425;341.35785;676.4114;3.112905;8.225738;1.5503515;0.7622029;1.6778774;1.1596326;1.2263277;0.0;0;-23.30727831583401;-11.096550481406837;25.144847313231168;12.329366743515209;-1.4965396913504845;0.3562831181532157;0.24389798391671755;0.2682926829268293
40;442.7804;248.33553;24.787575;40.820778;8.793723;0.26966876;1.4742029;0.89246684;0.08104967;845.805;492.6637;484.6774;69.236626;1.6350983;1.3541851;0.8785715;0.4248416;1.6078675;1.2096481;0.0;0;-30.61574116169107;-16.405517784388792;32.60315191745692;16.405517784388792;-1.1802109730636836;-0.06712860049665353;0.1145540291327435;0.14634146341463414
41;834.35144;159.23672;504.4748;82.25259;1.0306475;0.546524;1.2598189;1.1946573;0.6113255;88.40386;930.6995;210.4035;42.268803;0.023014368;0.41706353;0.14607649;0.92402273;0.03993084;0.87418973;0.0;0;-23.095068574639747;-9.844747601715;27.024086710158155;11.723382867043284;-1.723559598147089;0.367780652813539;0.2981800770506812;0.2926829268292683
42;703.26245;323.07037;627.53186;10.119854;9.583417;1.3079664;0.1587297;1.9765238;0.98998725;75.69351;257.74677;422.72562;78.41518;5.468656;0.85507697;1.7239971;0.85265964;0.9561982;0.97436595;0.0;0;-37.92512716001273;-18.130025663027567;38.50998378447788;18.130025663027567;-1.1338193247148989;0.20044593143431833;0.18531554452469942;0.024390243902439025
43;319.24298;403.97107;662.11914;51.203068;1.0838903;0.73166;0.4813304;0.21639286;0.18192808;824.38055;208.5148;858.6459;33.45632;0.94083893;1.6206268;1.6929586;0.94784695;1.2527921;1.0537021;0.0;0;12.508740125078841;17.771549437745648;37.10338842367483;20.468222755231324;-6.7585126984960695;-0.10666477042093679;-0.25636376249120607;0.0975609756097561
44;833.9372;253.32683;338.81808;58.289154;3.626696;0.24531136;0.19737528;0.97443837;0.97224057;190.69519;538.5724;692.8749;1.9116101;9.622146;0.20530984;0.04811702;1.3379576;1.8329362;0.84319174;0.0;0;-30.011905378530827;-14.539713145945427;31.742780339214743;15.142178123190888;-1.4067370239299453;0.29632806532566497;0.21500556811583102;0.1951219512195122
45;806.71674;998.90265;476.56952;89.09777;6.0669985;1.9633312;1.9581629;1.9183837;0.22318655;452.58838;468.67526;630.92444;76.35144;2.0453944;1.0168983;1.1884321;1.7746068;1.2022136;1.06416;0.0;0;-32.02489591293777;-14.211091462913572;34.066959867853235;15.59231045701253;-1.2710056579281437;0.20044593143431833;0.18531554452469937;0.14634146341463414
46;393.6036;237.35582;639.9475;9.452779;8.380035;0.22537261;0.26428795;0.702275;1.6771866;937.26685;158.29964;90.698616;13.340587;7.3647003;0.31574628;1.2010465;0.32374662;0.271643;0.96026754;0.0;0;-35.72613631360296;-16.913470841731822;36.21367229583421;16.913470841731822;-1.1425794121383133;0.20044593143431833;0.18531554452469942;0.024390243902439025
47;295.44482;832.3285;434.02246;33.92621;1.4443923;0.71668947;1.9347135;1.4837886;0.54746795;216.87407;584.85077;670.0047;47.829838;7.113651;0.21343713;1.253961;1.436067;1.4238832;0.76553226;0.0;0;-31.811572609317153;-10.94500609970558;33.44797529581661;11.60709056203433;-1.4225008876777576;0.29632806532566497;0.2245242386759425;0.1951219512195122
48;685.67053;167.52657;962.51385;65.96887;1.4196112;1.7544425;0.23429722;1.8592482;1.0507922;782.7779;578.7455;760.9398;83.31625;1.671251;0.88851386;0.5247969;0.29438937;0.7193334;0.87846017;0.0;0;-12.619730126917409;0.3657083951896425;23.378080323439427;8.500417065689902;-3.1887053653512862;0.46205076386412064;0.3933077482824362;0.24390243902439024
49;148.35497;980.4422;708.3877;97.99502;6.2874975;1.3087046;1.7258384;0.48880878;1.2404525;588.5954;609.3765;950.48486;92.507;0.26413545;0.62596804;0.34658766;0.02324822;0.492478;0.84165084;0.0;0;-37.5015328280944;-17.3287171709147;38.29720776577394;17.3287171709147;-1.2214848189797718;0.20044593143431833;0.18531554452469942;0.0975609756097561
50;207.90912;233.26822;11.261009;84.842606;2.9345388;0.6463978;1.153514;0.1719467;0.61839396;411.6388;419.41992;800.0623;24.676256;2.3099983;1.6433727;0.18234082;0.025771486;1.699401;1.1614006;0.0;0;-17.36076356984651;-4.900694811123145;20.988080898826382;6.224023497596136;-1.5764418941036877;0.36698441311987334;0.26562420371053974;0.36585365853658536
51;17.288647;427.47168;33.046688;84.664856;6.448576;1.9409901;1.6651341;0.16062912;0.7091163;464.63843;297.14825;89.143364;83.83273;5.414305;0.98104787;1.4453142;1.793173;1.1230654;0.9987612;0.0;0;-34.681088091594205;-15.776489087511777;35.521282250325186;15.776489087511777;-1.2128596694526261;0.20044593143431833;0.18531554452469942;0.12195121951219512
52;789.0551;562.97845;693.3972;51.766533;8.207626;1.0071862;1.2717276;0.15525731;1.025927;416.20746;335.04517;944.09357;77.63322;1.2724115;1.484723;0.9897594;1.6941959;0.9902945;0.84003145;0.0;0;-38.510223635769826;-18.648295370841396;39.07362551386542;18.648295370841396;-1.153982538942028;0.20044593143431833;0.18531554452469942;0.04878048780487805
53;668.20233;129.08286;418.51865;56.473484;0.7779364;0.026138693;1.539986;0.7075365;1.612815;829.03;836.01355;794.0067;92.36424;9.401329;1.32605;1.2294173;0.6587262;1.6836369;1.0344716;0.0;0;-19.432270746311087;-5.304483237835882;25.220811373016716;11.164535486683718;-2.312663827063602;0.44288226877433967;0.34864318338485506;0.2926829268292683
54;708.1137;818.65186;841.07623;85.872154;8.446496;0.02226504;1.464315;0.2611671;0.91085684;815.8457;628.8458;13.305121;81.533745;7.8295603;1.9030951;1.1197382;1.3015924;1.8824334;0.9681121;0.0;0;-40.91950541127894;-17.3222082821776;41.71202724195616;17.3222082821776;-1.2016178198102254;0.20044593143431833;0.18531554452469937;0.12195121951219512
55;782.92175;281.9387;181.28525;86.97559;0.38547772;1.8826085;0.52777207;0.8160014;0.98688287;379.68555;404.0434;715.55817;9.040567;2.25011;0.52744275;1.3192286;0.3084475;1.2812824;0.96376216;0.0;0;10.80735414105408;22.145660675823166;38.08665418600287;25.021286630782612;-7.728862433822938;-0.0812430001372802;-0.0839945524020819;0.0975609756097561
56;464.32663;553.7772;23.688644;80.24723;8.989274;0.56954944;1.8707461;1.5107139;1.1957712;700.2761;617.1343;310.93066;94.443954;1.139408;1.5637854;1.4138931;1.5106353;1.6915563;0.8507119;0.0;0;-42.15480870202137;-18.51582125746333;42.665695073907486;18.51582125746333;-1.1367978054750252;0.20044593143431833;0.18531554452469937;0.07317073170731707
57;573.0538;554.13745;394.20154;81.87527;9.756425;1.6260092;1.2908558;0.60347015;0.8561708;536.5484;356.1178;608.98145;2.568051;0.68501353;0.3833707;0.4311717;1.9968024;0.8502554;1.0695716;0.0;0;-32.52468927236486;-18.28534668712328;33.162756948044404;18.28534668712328;-1.15076306547401;0.20044593143431833;0.18531554452469937;0.0975609756097561
58;148.39903;606.61426;738.7035;87.97502;6.6778774;0.09668444;0.4121474;0.9640422;1.454896;750.7364;864.0214;289.9592;34.421253;8.198441;1.7259426;1.3790637;1.8898904;1.8079562;1.1601483;0.0;0;-35.32676294126544;-14.949792259079857;36.52324650616343;15.221367983767578;-1.2902035420903044;0.20044593143431833;0.18531554452469937;0.14634146341463414
59;123.38477;64.93113;972.01044;11.466815;9.8427105;0.30236503;0.6190236;0.2634639;0.019766139;59.54594;730.3557;732.7438;38.984596;8.822376;1.7482913;0.5592946;1.2715253;1.4415032;0.99252695;0.0;0;-39.73227923975992;-16.658604804508286;41.65027296307048;16.658604804508286;-1.0988744011009586;-0.07638771780653678;-0.014890191856863893;0.07317073170731707
60;671.71893;176.93257;884.8173;29.334673;8.221699;1.7149912;1.0707715;1.3995966;0.9712093;342.67395;109.93917;194.85986;48.57796;5.2650204;1.6366856;0.0651113;0.89949983;1.8222369;0.8243886;0.0;0;-37.9337240379828;-18.868116379009564;38.27405021091605;18.868116379009564;-1.0919521456530767;0.20044593143431833;0.18531554452469942;0.024390243902439025
61;476.38525;169.58032;489.23386;97.61374;0.45321134;1.9882417;1.7648352;0.6421728;1.8468022;342.44827;65.608315;836.1882;23.599396;5.6505547;0.6488301;1.6396227;0.73916286;1.7292134;0.8808119;0.0;0;-4.123462054881736;0.36845719692399825;25.02046912458297;12.308310548654305;-2.7457413162631417;-0.11488955897115444;-0.20736534358308226;0.3170731707317073
62;569.58374;309.03076;814.6891;54.52314;0.048071332;0.11332663;1.5955387;0.2790993;1.2356485;600.8441;43.083233;82.17227;12.467361;4.2277956;0.30196968;1.5057229;0.56051546;0.71740043;0.9069663;0.0;0;13.273022477373962;8.919805683316667;35.21841705866635;16.138939825603643;-5.64301258290814;-0.04077303416327193;-0.2988109698577016;0.12195121951219512
63;767.3489;153.46501;79.62715;17.728739;0.21777691;0.3435976;0.6110755;1.9097944;0.9779355;215.55998;37.258102;33.852234;83.72105;7.987221;1.6880628;1.5075365;0.18033566;1.7701559;1.1915727;0.0;0;106.18932381247357;67.18631911752016;112.34117628249497;67.18631911752016;-24.772086599423677;-0.3498844484238648;-0.3914565777291326;0.0975609756097561
64;638.37115;922.7021;576.5496;50.35526;4.5245504;1.4485947;1.3800877;1.5415487;1.5463294;536.3769;501.9409;140.6074;64.21777;8.737765;1.1832616;0.7576813;0.4270111;1.0947729;1.0619198;0.0;0;-32.52696733461002;-13.999477874064922;33.70379005289317;14.395517899858731;-1.3339657772689992;0.29632806532566497;0.20126655679119668;0.17073170731707318
65;558.0436;517.8249;925.0554;64.61384;6.237592;1.0637109;0.013297092;1.3081322;0.79207146;980.0609;189.0334;390.69952;47.54182;3.1470726;0.90154;1.5493817;1.121705;1.5923665;1.2133042;0.0;0;-18.55368816925518;-6.577160626233507;22.11528768754721;8.0340900512968;-1.4687516944432961;0.3491535201005529;0.23359915742983273;0.24390243902439024
66;563.6151;627.3394;402.4213;82.83938;4.8199034;0.8178724;0.6719557;1.4487693;0.9398188;53.070873;677.78754;660.11566;77.48288;9.006341;0.8311022;0.5869097;0.5509118;1.4218374;0.91097265;0.0;0;-35.53544120807127;-14.736761585954952;36.861736005881404;14.949926439782388;-1.306691458196021;0.29632806532566497;0.18695936015148862;0.14634146341463414
67;310.91058;363.9133;960.49963;81.23646;6.774532;0.3969904;1.6807945;0.85672975;0.39836785;508.4094;487.9347;485.7922;91.52419;2.4246304;0.21165313;0.6030604;1.4537866;1.849297;1.1864593;0.0;0;-31.04148987206931;-14.602332238500935;32.321073687897716;14.602332238500935;-1.2246178707508704;0.20044593143431833;0.18531554452469942;0.0975609756097561
68;40.509655;283.48367;228.47824;5.019225;4.50153;1.8914163;0.31089038;0.6036789;0.25716627;146.90546;102.54212;480.9528;22.470264;2.2119217;1.297442;0.7381893;1.5378972;1.4110827;1.1458343;0.0;0;-5.884921557323787;-2.127524063681676;24.65361626866268;9.430510026158998;-2.320179928418628;-0.13955421763406856;-0.31753885181957314;0.2926829268292683
69;442.35022;508.1454;114.57747;45.407146;0.4352124;0.3528144;0.7132566;1.0049734;0.060790222;586.5772;15.773521;866.92395;32.35875;8.514499;1.0464038;1.4498261;0.95850986;1.4439514;1.2244494;0.0;0;88.19820062333392;43.06735958063939;92.35160924677565;43.06735958063939;-18.23881806139383;-0.42067130524669444;-0.44075888419124637;0.0975609756097561
70;222.43883;301.37973;529.5147;2.1548488;2.2694054;0.5378466;0.012076201;1.6522634;1.4657028;248.45421;46.3575;563.67554;93.438774;5.2079597;1.9229444;0.5041057;1.8120514;1.9938681;0.870889;0.0;0;10.52212378015916;12.624788289657943;36.051643201154384;18.318949195202947;-6.5641520358535645;-0.03215142341509108;-0.21475088504752018;0.04878048780487805
71;414.44336;350.20947;908.1744;88.8268;9.926316;0.65535325;0.056034125;1.9279474;0.9416983;903.4837;538.00336;512.53094;54.449932;0.5329401;1.3533773;0.15793562;1.632406;1.7392473;1.2235868;0.0;0;-30.330093250249707;-16.633118622262117;31.405162918021578;16.633118622262117;-1.1856193325445266;0.20044593143431833;0.18531554452469942;0.04878048780487805
72;854.869;458.22336;318.1664;17.473217;3.4651797;0.28578055;0.3005778;1.2145098;1.879313;324.81107;590.7383;425.23618;28.195803;1.0282207;1.9316064;0.5258861;0.16475925;1.2287087;1.0797222;0.0;0;-21.23591862628215;-12.639501589996087;24.04033550316039;12.887010924744004;-1.637259221563044;0.36505489165551996;0.2754090971199624;0.2682926829268293
73;241.6001;510.67636;802.1587;62.524982;3.2544098;1.0771037;0.21270747;0.75895566;0.36186394;958.7297;359.48425;978.6298;15.906383;2.8886507;0.28828335;0.9238474;1.6069602;1.5037643;1.1172601;0.0;0;-14.717315029899147;-0.8676207750506819;20.69196915063077;7.826523049222715;-1.9184113192895238;0.246500827428426;0.31829023219658076;0.36585365853658536
74;67.71971;984.4709;177.5053;57.104774;1.5363926;0.6892369;0.9845614;1.43923;0.49552703;14.093402;88.11148;250.38133;98.872154;1.7918305;1.3681633;0.6446121;1.6612694;0.5179695;0.84294236;0.0;0;-5.771493716016375;-1.3344092145167679;24.53211361083942;9.341718409591806;-2.4168085182081436;-0.14693855194742714;-0.2521596387062519;0.2926829268292683
75;288.57007;231.08936;748.1147;62.59039;9.871566;1.2196165;1.8010087;1.397165;1.2810646;833.7936;935.342;164.01064;53.54889;9.963387;1.630426;1.442249;0.6997392;1.1015866;0.8580266;0.0;0;-45.89879691411708;-18.789612112014936;46.23920812465266;18.789612112014936;-1.0846731624230324;0.20044593143431833;0.18531554452469937;0.024390243902439025
76;300.6578;493.0964;561.45667;56.38532;2.3122885;0.7420376;0.178437;0.5024539;0.11864939;269.06683;411.65652;497.4443;86.23953;7.1764646;1.2261839;0.16402183;0.9910496;1.9634584;1.2471609;0.0;0;-2.723010516830321;10.515278694857955;27.39110449146456;15.74453205906974;-4.488502225699728;0.189166266554963;0.27180506996968895;0.07317073170731707
77;665.29736;158.01662;183.2668;71.58731;6.4717975;0.24168283;1.7409754;0.8766729;1.0117924;209.60625;435.0155;680.98663;63.636063;4.3922772;1.2335553;1.315329;0.14952648;0.35181737;1.1419928;0.0;0;-32.860080932306836;-15.184383445817417;33.572112313470704;15.184383445817417;-1.1920269142452828;0.20044593143431833;0.18531554452469942;0.0975609756097561
78;561.46185;356.49924;720.9064;62.648384;0.4300541;1.7464688;1.3396341;0.2766871;0.2559272;885.3042;387.64307;31.451185;44.422035;8.070957;0.3199607;0.6344759;0.5391803;1.7942011;1.1945227;0.0;0;0.5390589943470597;13.161235200416371;29.00813623484042;17.027911658502035;-5.180852946739386;0.08248742245885779;0.1186057218233236;0.12195121951219512
