model_run;-8_1;-7_1;-6_1;-5_1;-4_1;1-3_1;1.8-3_1;3-3_1;4-3_1;-8_2;-7_2;-6_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m
1316;567.0413;536.1843;355.2217;70.33192;3.34964;1.5716476;1.6512914;1.7194597;0.8101179;894.97546;980.0031;988.72754;44.514668;8.731851;1.5829765;0.6691272;0.9074153;1.1864339;0.98997813;0.0;0;-34.11805870898529;-12.745430459423687;35.48509549242749;12.921642395753139;-1.3490618913416663;0.29632806532566497;0.20644549588029748;0.14634146341463414
1317;36.267113;709.4248;23.91315;59.315212;4.906083;0.47187248;0.6741749;0.7090989;0.579939;626.1883;38.287884;776.24384;34.44742;8.618406;1.3887244;0.6736846;0.383646;0.5278849;1.1515393;0.0;0;-12.96209343673444;-5.718720416983842;19.10889891716816;9.278433549297375;-1.5801986301407862;0.051282924323532014;0.12622834598625035;0.21951219512195122
1318;746.0254;493.8531;695.53125;41.375397;6.4027514;0.22022982;0.93910605;0.99336386;1.6788347;633.8309;161.33002;659.3802;97.59105;8.505836;1.8188365;1.4012489;0.7420126;1.4086012;0.9734651;0.0;0;-33.3034185903981;-15.777964804409805;34.02742527050869;15.777964804409805;-1.2292741200571493;0.20044593143431833;0.18531554452469937;0.07317073170731707
1319;853.6239;604.3231;255.25017;33.70535;9.435934;0.37900585;0.27465627;0.34110138;0.08548433;724.03986;242.74905;328.87216;56.472393;2.7484264;1.92825;0.7282689;0.65784705;1.2436182;0.8752522;0.0;0;-35.04697773405285;-17.910243002783943;36.89591268114442;17.910243002783943;-1.1849480881301948;0.06299888002986578;0.16523793890560795;0.04878048780487805
1320;501.4533;238.59201;357.89038;80.4406;7.803044;1.9675888;1.2803298;0.6159938;0.569539;500.1212;739.3797;35.585987;39.9967;7.9630113;1.1374614;0.5490309;0.7207245;1.8473426;0.80512124;0.0;0;-42.97667306884134;-17.83401213231886;43.6147978246082;17.83401213231886;-1.1299960659972728;0.20044593143431833;0.18531554452469942;0.0975609756097561
1321;471.09985;384.72153;341.55267;65.478065;4.2907224;0.6310845;1.5843595;1.7409012;1.3840746;475.95242;978.3331;799.3938;87.2337;2.5774245;1.4707395;0.32710427;0.5590484;1.772166;1.1738858;0.0;0;-32.036783014670306;-13.396312988057502;33.20926924330155;13.636212451943322;-1.3157060687199984;0.29632806532566497;0.19926403921813973;0.14634146341463414
1322;15.418378;866.58795;516.7115;20.150446;6.4577527;0.86427605;0.82667273;0.186806;0.3859343;567.5717;412.31674;57.32719;70.8562;6.211499;1.9735795;0.67054814;1.0060673;1.2110476;0.821039;0.0;0;-38.15906085164627;-15.768320602003854;39.10433533561078;15.768320602003854;-1.2250958556197824;0.20044593143431833;0.18531554452469942;0.07317073170731707
1323;788.7832;118.80349;861.2017;61.030113;1.86685;0.16049686;1.9564826;1.527222;1.7820017;820.1783;587.7498;122.00401;71.2987;1.2211643;1.6883278;1.9452848;1.5041709;1.270425;0.81694436;0.0;0;-31.57773773550799;-14.186686662140431;32.56378468493745;14.419262722966437;-1.3027896700293518;0.29632806532566497;0.20168681802908228;0.21951219512195122
1324;337.4089;601.5995;157.89606;14.202494;4.2451844;1.5807673;0.52259207;0.20429778;0.9695338;650.95795;97.55993;593.1062;61.22459;4.2005715;1.1676705;0.27093634;1.9205246;0.43568882;0.9434113;0.0;0;-19.45873304309054;-7.15436666021327;21.800459710789433;8.83139288037674;-1.4072937277951152;0.20582246186761297;0.2187142163683068;0.2682926829268293
1325;879.976;192.4442;347.31985;49.737797;7.9151;0.9024958;1.7474303;0.5923146;0.49934742;152.543;632.9242;759.3533;41.757732;9.074961;0.30191654;1.8728806;0.24382192;1.4968412;1.2146568;0.0;0;-36.35206822010434;-15.77917836871427;37.15668682995457;15.77917836871427;-1.1730500010864156;0.20044593143431833;0.18531554452469937;0.0975609756097561
1326;379.33;848.0742;695.1085;58.387417;6.0698314;0.18392181;1.4452188;1.1690007;0.74879736;149.00366;901.0011;414.85495;9.948045;0.209111;0.7488616;1.1528853;1.75531;1.6412098;1.0390924;0.0;0;-36.101367278437756;-15.105211211754778;37.060131823327;15.200392507939256;-1.2423290478591547;0.20044593143431833;0.18531554452469937;0.12195121951219512
1327;569.4271;583.25354;53.7891;63.60484;7.834659;0.9511544;1.8552506;0.01659364;0.5746572;421.7391;662.6454;593.1605;63.44265;1.5459646;1.7546806;1.352743;0.69568;1.9846952;0.9317002;0.0;0;-39.26500850034623;-17.376000369975856;40.02495078260844;17.376000369975856;-1.1703827870654422;0.20044593143431833;0.18531554452469942;0.0975609756097561
1328;277.63837;409.01828;831.67883;14.611692;5.1030693;1.4294165;1.4838899;1.3539913;1.404829;662.50134;656.79376;973.9083;41.524483;6.3955436;0.17579575;1.5933939;1.0421788;0.44940573;1.2090272;0.0;0;-31.718575596917866;-13.906300030903594;32.72544189996922;14.408679912279638;-1.2863980853932988;0.29632806532566497;0.19714884054047435;0.14634146341463414
1329;168.98242;257.32642;962.2069;9.650293;3.807633;0.9513454;0.99475604;0.6392284;0.22871055;397.19727;492.60083;288.4795;45.30941;7.9515185;1.7748996;0.09794576;0.24027942;1.115502;0.89136827;0.0;0;-31.058799792369516;-12.07997169941882;32.40548843874184;12.310112764508375;-1.3033653626472714;0.29632806532566497;0.20196917661322786;0.14634146341463414
1330;777.1588;442.47626;611.56085;25.944946;7.4279785;1.9375792;0.8328062;1.4996549;1.7088097;387.92715;455.47696;53.531662;92.404335;4.376263;1.2654208;1.9489968;0.2830597;1.94324;0.7627679;0.0;0;-42.1361827962284;-18.436026220175194;42.61350373208968;18.436026220175194;-1.1473072559307331;0.20044593143431833;0.18531554452469937;0.024390243902439025
1331;501.62457;958.0362;956.9433;60.74228;0.94661105;1.7446109;1.6605049;1.9507211;0.30615127;896.4947;376.12473;229.6549;72.13311;7.6272264;1.621313;1.5217935;1.6326402;1.4420367;0.9291299;0.0;0;-20.246672015745926;-7.8984708043830665;24.744392051810447;9.57881994717954;-1.8221829739958568;0.27860179354001724;0.311069644403507;0.3170731707317073
1332;541.12305;514.1172;418.9312;93.17511;9.786283;1.0344659;1.6823233;0.8388133;0.5721097;869.5413;821.9961;452.0065;78.19202;9.732842;0.8102945;1.6060231;1.0324295;0.6703241;1.0650402;0.0;0;-41.48845310677104;-17.32098854420545;42.32197256309426;17.32098854420545;-1.165626677517475;0.20044593143431833;0.18531554452469942;0.07317073170731707
1333;965.7618;474.79465;420.8814;77.93444;9.484254;1.8816104;1.1819187;0.06969183;1.2571425;480.9054;648.2738;779.59045;76.0436;6.9578524;0.62035894;0.8571012;0.4902868;0.09895648;1.1964484;0.0;0;-38.35459044787179;-17.03710829582147;39.05446563815784;17.03710829582147;-1.1843647376551125;0.20044593143431833;0.18531554452469937;0.0975609756097561
1334;963.9441;748.8111;115.18642;74.59648;8.804882;1.6246617;1.4072274;1.6992942;0.71487117;721.10114;306.62503;425.06168;43.309326;4.4342747;1.9394344;1.1983402;1.8475428;1.9571418;1.0615584;0.0;0;-36.08234379407498;-17.320400267634426;36.88547876509798;17.320400267634426;-1.1981246414741622;0.20044593143431833;0.18531554452469942;0.12195121951219512
1335;857.0857;385.2566;45.092464;33.09021;8.843938;0.74285734;0.9310865;0.5564109;1.0250064;457.5744;522.7019;593.0253;55.937664;6.3054547;1.1833298;1.1271261;1.7266467;1.2857645;1.0423902;0.0;0;-39.15815201379081;-17.339788113601884;39.76506426159941;17.339788113601884;-1.1599436423406397;0.20044593143431833;0.18531554452469937;0.04878048780487805
1336;195.7332;433.14972;252.05928;11.259567;5.115451;1.5451056;0.4445589;0.3057468;1.1425176;607.1074;124.546364;570.1505;54.403088;3.0721734;1.3738972;0.205215;0.76363856;1.6434667;1.1103244;0.0;0;-15.481089141498442;-7.491928411392564;23.23847509185664;12.755644836340139;-1.5501848328736485;-0.23605155949064047;-0.12729611377943595;0.17073170731707318
1337;598.32996;343.57825;483.34738;89.20475;4.9844775;1.0166461;0.10946115;1.7596319;0.52545345;281.76617;55.306442;492.9495;24.157185;0.96539795;1.8551327;0.39532542;0.4123152;0.16810077;0.8544106;0.0;0;-8.910242571686931;-9.275704940306042;27.81407196502171;13.147246932485444;-2.004389473130439;-0.26607898634947497;-0.4086137349165556;0.12195121951219512
1338;879.36597;159.41055;512.6056;50.135265;8.2026205;1.0828323;1.3108737;0.47273412;1.0738575;502.55984;144.90242;167.42648;63.307407;1.4598308;0.95474553;1.5396872;0.7161335;1.1594613;1.1940109;0.0;0;-23.339619718882766;-13.028839969392521;26.086969491667816;13.826712100314069;-1.1624082842305044;0.20044593143431833;0.18531554452469937;0.12195121951219512
1339;380.7193;716.67114;225.39963;10.141033;2.8397326;1.0460359;1.3417339;1.2145177;1.8793343;646.11365;868.8885;77.3399;37.52652;4.381472;0.1734902;0.9935025;1.3889263;1.8420436;1.0448095;0.0;0;-29.760067256020477;-15.427358171874062;31.49515879983248;15.433743501715924;-1.4661611829008911;0.3562831181532157;0.24202044300005804;0.24390243902439024
1340;110.09511;874.3006;616.6776;53.543377;8.500639;1.6093203;1.3338745;0.5154275;0.014926999;447.3605;264.65088;210.94415;5.517409;2.839925;0.50423944;0.37937593;0.6600302;1.2648001;1.0155131;0.0;0;-31.631420036722663;-17.373193402468985;34.27451332355174;17.63493962051288;-1.253280278424074;-0.028419472566324076;0.06608323550944814;0.07317073170731707
1341;812.8533;906.53674;189.39381;67.57349;2.0167933;1.8379631;1.1291908;1.4277918;1.1964946;761.79236;963.4617;277.49527;97.01752;0.45584926;1.250462;1.7162385;0.95615435;0.7670954;1.0702446;0.0;0;-25.759276442644587;-12.436759009456722;29.142714464366946;12.95927906150996;-1.6982290591590672;0.36698441311987334;0.2859738426686237;0.2682926829268293
1342;486.94592;881.99493;332.94904;32.058014;8.792282;0.64584017;0.6913777;1.3010057;0.64721006;274.64874;344.90588;195.69188;41.67134;3.7853675;1.528314;0.34932074;1.8993336;0.6049696;0.79827315;0.0;0;-40.66364671587996;-18.692805147025183;41.37095836224868;18.692805147025183;-1.1754437016126333;0.20044593143431833;0.18531554452469942;0.07317073170731707
1343;568.7488;457.26596;203.75243;1.0239682;5.4154415;1.2874229;0.4916529;1.0232447;1.7254901;22.747952;415.60803;200.52853;35.054367;8.524409;1.0169858;1.8474385;1.88569;0.20860292;1.0655029;0.0;0;-30.33914626783396;-15.441551286859692;31.40996077573734;15.785908801170763;-1.3014902705845677;0.29632806532566497;0.1995202349080632;0.12195121951219512
1344;982.3229;291.22552;699.69696;62.198536;8.433679;1.2605337;0.1407526;1.1144996;0.20221813;915.10864;813.9244;612.3075;62.772587;0.82188344;1.2864943;1.5120782;0.9127933;0.016396765;0.80958694;0.0;0;-40.59021478983781;-17.53885365406174;41.93248928306049;17.53885365406174;-1.1473617484282366;0.20044593143431833;0.18531554452469942;0.04878048780487805
1345;611.13934;641.5445;521.4068;4.105542;4.9364963;1.7761196;0.3045374;0.46221462;0.1306427;367.42334;231.70453;459.95816;45.41241;9.021363;1.3662826;1.6329626;1.8001627;0.69283265;1.000418;0.0;0;-25.471962620411286;-9.693067382565715;27.53283157473126;12.819826301910439;-1.398801004114732;0.29632806532566497;0.2179088730491244;0.21951219512195122
1346;430.72958;955.15784;738.7401;43.33605;6.088238;0.8999513;1.2603134;0.05363434;0.81574357;259.56934;910.30927;257.7042;97.73695;1.6017573;0.09311416;1.0157814;0.77741945;1.1413296;1.1613445;0.0;0;-34.320298721692815;-14.654331808582924;35.44140058331999;14.995263104633523;-1.2762713061238844;0.20044593143431833;0.18531554452469937;0.0975609756097561
1347;376.28452;729.78015;66.67569;82.49505;9.268594;0.38841945;1.5384619;1.6034107;1.3507471;481.29706;656.89886;243.43565;5.102515;4.5951266;0.9562453;1.0092998;0.9689796;1.8008525;0.82325673;0.0;0;-44.08910461065012;-18.72140075702228;44.58761522255866;18.72140075702228;-1.1430291825292989;0.20044593143431833;0.18531554452469937;0.04878048780487805
1348;423.44308;499.9001;431.10846;99.88488;4.1879406;0.4141409;1.8161695;1.7797096;0.022839619;256.8763;71.50382;151.80275;81.680565;8.912618;1.7554032;0.24872628;0.43283254;1.9707669;0.9510976;0.0;0;-23.333517005104323;-11.375758481135279;27.09096681164613;14.016593939944215;-1.405399853300785;0.04618508968305613;0.08567642684663117;0.17073170731707318
1349;127.215096;691.9205;967.289;37.09326;2.210661;0.112040214;0.17699435;1.5579599;1.6243553;735.91125;957.05316;694.8844;2.212696;0.78176904;0.12876546;1.8685054;0.50143766;0.20544896;1.0655532;0.0;0;-18.434096838776384;-6.377456208420654;25.8875772885204;14.700353626788342;-2.581811351611184;0.5074627989968816;0.3775826076610585;0.2682926829268293
1350;796.80304;774.81256;63.08332;2.1106799;0.9188936;0.21044971;1.6299123;1.4187707;0.6796621;313.72855;294.60733;481.17612;18.369688;5.8539815;1.3526826;0.78512776;1.393463;0.58013505;1.0738118;0.0;0;-9.267343394860537;6.001640244788405;23.26982644579279;11.005760020566811;-3.5485615405815047;0.3959297057950668;0.3512875250747245;0.17073170731707318
1351;839.33966;920.0766;424.19492;49.34102;5.9038906;0.609427;1.1988654;0.949129;1.8413042;991.77405;239.64127;667.9003;17.483027;7.522139;1.1074903;1.1453025;1.5604993;0.07270731;0.831548;0.0;0;-37.696486858294;-16.076732463865653;38.40504473713575;16.076732463865653;-1.230485683684315;0.20044593143431833;0.18531554452469937;0.07317073170731707
1352;291.55316;765.5836;49.994236;27.699913;6.1147404;0.21410023;0.6096196;1.1719671;1.8124735;283.46597;899.25006;384.6809;34.13044;5.7663517;1.4413229;0.15444107;1.1457102;0.6973144;0.9163637;0.0;0;-38.96435008807244;-16.011473647502385;39.81415143363606;16.011473647502385;-1.249244726593827;0.20044593143431833;0.18531554452469937;0.07317073170731707
1353;310.75867;438.85864;155.18678;89.28822;6.210844;1.743472;1.4543276;1.3863381;1.52998;368.25577;332.1419;94.15886;87.577;0.4186799;1.7836866;0.40479568;1.2838893;1.310264;0.7584852;0.0;0;-35.617055055260465;-17.43226910976847;36.17392211726289;17.43226910976847;-1.1717735858029172;0.20044593143431833;0.18531554452469937;0.07317073170731707
1354;875.59094;280.87045;467.90118;71.17916;0.38128954;0.7304169;1.9788145;0.062194053;1.4766413;542.9975;725.4395;824.80615;24.461605;5.4638834;1.7777754;1.741119;0.62926775;0.83731616;1.1480595;0.0;0;-16.138109251142975;-1.6384944610628622;22.7763840712341;8.775037052481451;-2.556661669483111;0.47806372178168055;0.36707599611892416;0.36585365853658536
1355;33.73065;504.88284;165.93826;40.491894;0.2838807;0.74324995;0.7650411;0.85310435;1.2056162;13.299962;43.815777;51.163525;51.551888;1.4853654;1.6471554;0.8784179;1.803218;1.6263956;1.1566595;0.0;0;72.66153749712667;31.390182451939353;79.02181925188205;31.390182451939353;-15.913412413056621;-0.22130681889214907;-0.3667026522298975;0.0975609756097561
1356;525.25287;334.89618;523.5679;76.22662;8.955216;1.5174377;1.2586014;0.45712614;1.5910302;14.095636;921.8341;373.8111;47.899128;4.054692;0.8710351;0.77450395;1.387296;0.143301;1.0166775;0.0;0;-41.7131270898736;-17.739578614143568;42.236810134325914;17.739578614143568;-1.1455701925470272;0.20044593143431833;0.18531554452469934;0.07317073170731707
1357;469.03897;943.337;923.5044;34.186466;6.958065;0.6096619;0.52905685;0.7352537;0.36438534;241.43732;415.12137;589.28033;23.715391;2.2494266;0.36438113;0.53315717;1.7410072;1.2825016;1.2389383;0.0;0;-26.75457081289248;-13.68843447544964;28.255724120304905;13.898020551597995;-1.3088379372293588;0.29632806532566497;0.19017680399679163;0.14634146341463414
1358;693.2255;512.88617;208.40349;52.224182;1.142039;1.4332128;0.41800588;1.5009711;1.6360456;90.84855;186.81807;667.85016;46.38425;7.5666847;1.4400265;1.9194064;1.5468657;1.9970474;0.8051247;0.0;0;-6.338118700189162;6.298542014579482;26.13474789917081;15.671717774033311;-3.6157126171927008;0.21492355708656433;0.24372833289165954;0.0975609756097561
1359;171.75778;477.3358;116.11465;92.28625;0.75562155;1.6466218;0.30677125;0.73313886;1.1347638;762.4668;981.43274;486.93256;84.40727;8.073812;1.5096958;1.3540709;0.9425616;0.38252676;1.0692781;0.0;0;-1.6669721034490657;16.047796805924122;31.380363645603243;19.353202969818682;-6.345860906331077;0.25134684870034185;0.3219076418611047;0.14634146341463414
1360;671.64746;354.71426;827.0238;20.09571;1.6269516;0.7267543;0.07398568;1.4807986;1.5661318;873.09924;744.356;800.915;69.8682;2.0735705;0.30596584;0.9925666;1.3498867;1.929886;0.850385;0.0;0;-15.868109687935672;-1.7342922924125332;27.09578482750816;14.62406917274211;-3.5867892242305315;0.5102681101891273;0.4353246059604901;0.17073170731707318
1361;382.96667;643.01294;465.66714;31.374495;8.07112;0.96084577;1.4503828;1.9439447;0.9926592;419.11148;795.5267;484.792;39.18561;6.415747;1.4842372;1.9103197;0.28747907;1.5387268;0.92435974;0.0;0;-42.07327958012995;-17.3397214137442;42.68613713509007;17.3397214137442;-1.1660140253377138;0.20044593143431833;0.18531554452469942;0.04878048780487805
1362;622.52765;524.85077;883.785;88.570786;7.233629;0.65123564;0.30045834;1.8475318;1.2656078;521.35315;505.817;837.4599;27.005442;8.074408;1.4847146;1.1546825;0.73730665;0.6528513;0.7722248;0.0;0;-41.69872480499702;-17.304341116241176;42.45808280468569;17.304341116241176;-1.203165744655538;0.20044593143431833;0.18531554452469937;0.0975609756097561
1363;49.69406;137.75844;313.06207;46.24165;6.3901453;0.8520968;1.3557831;1.6571724;0.6897775;616.61615;691.6006;254.38788;51.605766;4.3642526;1.0890149;1.8616955;1.2023214;0.8531156;0.81911415;0.0;0;-40.84247055212154;-17.27638423763085;41.41266556141367;17.27638423763085;-1.1349027795110385;0.20044593143431833;0.18531554452469937;0.0975609756097561
1364;467.10992;870.51575;631.2567;31.857094;6.4115;1.1656868;1.7405217;1.7074517;0.85457903;103.932144;297.96982;477.8117;22.552246;9.171955;1.7138608;0.3275635;0.35480028;0.22243145;0.93262756;0.0;0;-37.40241490555878;-15.711051161251248;38.13102110932665;15.711051161251248;-1.2089207395353951;0.20044593143431833;0.18531554452469937;0.04878048780487805
1365;527.0284;365.4227;924.08044;3.826137;8.59015;0.705783;1.6947333;0.79392534;0.73589873;475.11835;522.9131;40.62774;15.653464;2.187816;1.8054451;0.82702535;1.6442248;1.3688277;1.0354667;0.0;0;-37.870680736264454;-18.475479611565476;38.33092018093378;18.475479611565476;-1.1086716192874795;0.20044593143431833;0.18531554452469937;0.024390243902439025
1366;222.18314;438.25266;179.97884;41.953407;3.3412528;0.9336246;0.6049404;1.4658489;1.4837767;959.7804;386.80408;582.37933;4.4358106;1.2728126;0.36498597;1.0985737;0.7623802;1.1267486;0.99308735;0.0;0;-21.900770242827743;-9.795371990442106;23.864343237740023;10.354129604759294;-1.4987325237925417;0.3562831181532157;0.24283223771559098;0.21951219512195122
1367;148.22742;213.61038;802.72125;50.11005;3.2290778;0.99748516;0.25756833;1.3373572;0.40909237;215.80411;430.86853;408.5312;1.1596582;1.5396782;0.35989404;0.36563638;1.836063;0.37015942;1.2383194;0.0;0;-8.22984931811145;1.4434327271441134;22.79696840541891;12.171279976858528;-2.576567269667323;0.03506793687632097;0.03990578703880683;0.34146341463414637
1368;196.58955;557.8642;635.2016;40.692654;4.260014;0.058762543;0.8916983;1.9659554;1.8617373;93.21839;14.241741;684.37646;97.28173;9.128947;0.1942882;1.2732567;1.6549311;1.0563954;1.1498096;0.0;0;-5.668692859931372;-4.155818230851963;13.64558199787767;11.365389063085246;-1.7127782608984683;0.04410862921091355;0.06341196102288439;0.34146341463414637
1369;350.69968;705.0345;814.81726;27.818178;9.896863;0.33566144;0.37076554;1.1540481;1.6602762;287.76538;812.7404;744.91034;36.194607;6.205997;1.8410318;1.4768094;0.54799986;1.9136665;0.7763807;0.0;0;-45.66145346262486;-19.38095159982342;46.17824196645536;19.38095159982342;-1.1430563782135206;0.20044593143431833;0.18531554452469937;0.024390243902439025
1370;105.84205;882.35364;178.9864;36.976105;5.5534406;1.087335;0.7532807;0.8652345;1.7248522;552.4456;225.76749;438.6797;3.819149;1.1758716;0.33741897;0.48581553;0.028383322;1.9364226;0.7636192;0.0;0;-31.128908672108704;-16.220887569994517;31.84065289104935;16.220887569994517;-1.2311478605833537;0.20044593143431833;0.18531554452469937;0.07317073170731707
1371;947.8466;61.091587;439.7456;64.280235;5.473542;0.015274823;1.1419545;1.676161;1.8288219;869.8053;478.82593;612.34686;58.16853;3.896055;1.074589;0.79192334;0.14308064;1.5905799;1.2033883;0.0;0;-28.003428045171127;-14.312871498590312;28.86048292375195;14.794045804660868;-1.2400951363283728;0.20044593143431833;0.18531554452469937;0.14634146341463414
1372;410.94412;973.5986;137.54886;89.13885;8.097842;1.4113454;1.2922504;1.5016509;0.8776787;361.25763;662.3519;734.71173;47.055008;3.0704603;0.1947136;1.8568366;0.16841495;0.29344064;1.0138147;0.0;0;-38.469095896954656;-17.0813338756503;39.35143364933771;17.0813338756503;-1.2246000936741712;0.20044593143431833;0.18531554452469937;0.12195121951219512
1373;810.8799;706.77954;960.48126;65.00262;1.7888644;1.8118753;0.44446427;0.2584748;1.7849108;351.35977;44.098225;838.41077;57.48926;8.771155;1.1871965;1.182284;0.59050864;0.73318416;1.243128;0.0;0;22.28076673831869;13.63455712216367;41.97046654443609;19.911943183281295;-7.455465296912299;-0.10238162763464756;-0.2984062670420293;0.07317073170731707
1374;974.673;291.4557;72.064804;64.65163;4.059956;1.5115925;0.46231925;1.1965976;0.89376885;349.63513;349.00482;114.07648;54.20995;3.551963;0.8520121;1.3947412;0.05170037;1.222583;0.76921916;0.0;0;-32.095183898371616;-15.00802971303483;33.20433945185801;15.09448375762068;-1.2818818151699998;0.20044593143431833;0.18531554452469937;0.14634146341463414
1375;89.927925;212.43001;74.82857;81.705795;6.4172106;0.6351609;1.7332752;1.1886903;0.21219495;842.5102;271.18723;552.4307;10.092369;0.86498415;0.47373927;1.5932269;0.9376968;0.35835493;1.2094483;0.0;0;-22.734120300410712;-11.308763065277645;24.80809542999852;11.409858128249994;-1.2189057605156597;0.20044593143431833;0.18531554452469937;0.1951219512195122
1376;655.1528;303.12704;899.1746;16.597763;9.880287;0.90518355;1.8903266;1.2669334;0.10867484;474.61533;141.52629;925.57526;74.87661;0.119646214;1.3643163;0.44841748;1.170505;1.7491872;1.0847527;0.0;0;-17.59800244628662;-12.346870844238282;30.444808530387863;17.240103552122974;-1.524128501141407;-0.3706325004848244;-0.42263109858531606;0.024390243902439025
1377;872.695;876.9685;307.75452;30.179653;1.5531512;1.3049264;1.2884676;1.8835812;0.13653092;338.06378;815.2849;291.18967;37.69062;5.716634;0.94447666;1.4400771;1.5685451;1.3829087;0.9889817;0.0;0;-22.91478948011881;-6.636515177073903;28.14764163598744;11.124012828106487;-1.8688496620440556;0.3459572389036336;0.28483433967542;0.2926829268292683
1378;637.8921;298.47626;601.0498;5.1540394;4.5257473;1.3640695;1.1180782;1.2080508;0.38413316;185.1805;546.2114;632.3237;99.61337;1.5187019;0.98333156;1.7735378;1.7824881;0.55539286;0.8841984;0.0;0;-33.57812201693829;-14.66179818524509;34.496040451129765;14.66179818524509;-1.2215032980004479;0.20044593143431833;0.18531554452469942;0.14634146341463414
1379;434.73587;468.19293;294.60077;35.028816;9.056762;1.9552188;1.3195658;1.7413375;0.72601205;134.34529;461.70358;289.49197;59.1341;9.927096;1.9354202;1.9065466;0.063192;1.7529677;1.0051659;0.0;0;-40.48868376851458;-17.489946867913716;41.119244566364095;17.489946867913716;-1.1516921330975016;0.20044593143431833;0.18531554452469942;0.07317073170731707
1380;436.7656;708.68066;652.2708;99.88249;7.258055;0.9910319;0.26595473;0.72317785;1.9587122;974.3954;141.15855;805.80835;49.08209;9.068328;0.6364214;0.20678425;1.9682696;1.3827409;1.099081;0.0;0;-29.69018378142931;-15.40889456218801;30.74775184002862;15.906864298064136;-1.2881129733240686;0.20044593143431833;0.18531554452469937;0.12195121951219512
1381;45.539898;873.26996;200.54468;32.99831;6.1416645;0.50657433;1.7951077;0.12418412;0.48998746;491.55984;518.95667;745.93567;36.203644;5.2024565;1.9854515;0.4252084;1.1485006;1.6437659;0.861982;0.0;0;-38.768422972058396;-16.250404836002645;39.61831371846477;16.250404836002645;-1.2089669310472972;0.20044593143431833;0.18531554452469937;0.12195121951219512
1382;539.25476;661.9855;464.28076;85.991325;2.5785124;0.73076177;0.4251054;0.75669324;1.8268538;81.48182;274.71826;950.014;53.91996;6.9972982;1.6789626;0.022312406;1.3071983;1.2861408;1.1646657;0.0;0;-10.725446909560013;1.7144847387610014;22.76690408447466;11.535363967296917;-2.443770782566008;0.2227778045654541;0.23024686391528632;0.3170731707317073
1383;993.60754;755.5781;538.1572;8.669193;1.8802352;1.8456615;1.3426644;1.0700121;1.6227626;907.2976;135.32098;701.96893;47.373917;1.9952921;0.3299272;0.7984077;0.4576175;1.9200073;1.175609;0.0;0;0.7471042821013543;4.100503833298717;28.911736844043368;13.158746243331308;-3.7448973487184487;0.0030310408099143878;-0.32790477655855876;0.2926829268292683
1384;959.1204;181.59352;340.30646;46.025265;3.748381;1.2690921;0.45172164;1.6683096;1.7236344;954.5408;531.56;494.22885;52.620403;0.21241742;0.710396;0.6089226;0.95528257;1.7203773;1.0698682;0.0;0;-21.762722934211926;-8.215718030696422;23.701383510990865;8.335653358161409;-1.4587271799326331;0.3562831181532157;0.23395537673441327;0.21951219512195122
1385;49.995235;878.6337;259.1836;35.21114;2.558528;1.7298603;1.4145252;1.2673792;1.5716761;244.80495;684.9675;545.70557;97.034805;0.27345842;0.63565993;1.1792312;0.69501764;1.8932966;1.0071763;0.0;0;-27.766855987832265;-13.805934784347642;29.52179903487842;14.568728289180001;-1.4574407604787873;0.3562831181532157;0.23215111792130327;0.21951219512195122
1386;708.739;282.962;148.8046;20.238129;8.086675;1.4509304;1.5093333;0.8899821;1.9464562;322.9094;66.20583;781.6208;40.60313;5.672665;1.464431;0.49602517;0.81353587;1.8544289;1.2027751;0.0;0;-26.66087658716322;-15.395072435508837;27.208312153081586;15.395072435508837;-1.1725282462080722;0.20044593143431833;0.18531554452469937;0.04878048780487805
1387;308.74722;137.09438;709.0829;37.313374;7.2098274;1.9312063;1.4846815;0.9291265;0.24842967;960.88354;65.64647;740.5057;28.164583;1.7060125;0.539004;1.4032056;0.739708;1.2425483;0.93051714;0.0;0;-25.932959936371976;-14.105931416845351;26.880491431477623;14.105931416845351;-1.129991409240923;0.20044593143431833;0.18531554452469942;0.07317073170731707
1388;903.9593;976.4819;176.59988;65.16268;8.353629;1.0074478;0.86311007;1.993348;0.9631663;25.603666;741.1974;126.63198;42.58936;7.1505303;0.56632155;1.9199587;0.33696115;1.7049857;1.0605665;0.0;0;-39.12652761991837;-15.912447192439117;40.03262919609651;15.912447192439117;-1.2360831167202582;0.20044593143431833;0.18531554452469937;0.0975609756097561
1389;54.663597;209.62352;299.20514;49.081776;1.7191123;1.9003115;1.2179947;0.29127425;0.6922428;331.07025;214.68759;306.13736;5.3076177;7.0235114;1.4749758;0.21131271;0.66535044;0.74296045;0.9728501;0.0;0;-13.91714733370495;-1.0154963005969933;20.850385943506925;7.809421162163545;-1.8820690772016724;0.17373398460226144;0.24708339462933213;0.3902439024390244
1390;936.5154;145.28545;343.53967;84.44897;3.1065938;1.7729216;1.1999974;0.418977;0.5756326;435.80106;162.10115;685.66705;45.681355;9.623262;1.5533705;0.43713477;1.4812183;0.20750464;0.9065466;0.0;0;-24.56804666617419;-10.723701966965166;26.16720388728665;10.879022362857114;-1.3645442128040015;0.29632806532566497;0.21225348531663213;0.1951219512195122
