rno,k,i,j,rlen,rwid,rgrd,rtp,rbth,rhk,man,ncon,ustrf,ndv
80,1,141,126,50.048349637388,1.25623445264011,0.203147271925141,553.707580566406,1,1.44,0.035,2,1,0
81,1,141,125,50.0483496373471,1.49478259288767,0.165668421633528,547.972717285156,1,1.44,0.035,2,1,0
82,1,141,124,50.924403985888,1.51038074669932,0.291455993090806,545.452575683594,1,1.44,0.035,2,1,0
83,1,141,123,47.3632413524955,1.51554445662277,0.309680208876401,535.190002441406,1,1.44,0.035,2,1,0
84,1,140,123,6.85519142200964,1.52069063257456,0.467079189789139,557.253601074219,1,1.44,0.035,2,1,0
85,1,140,122,59.3281775168194,1.53093108923949,0.449678788746639,540.625793457031,1,1.44,0.035,2,1,0
86,1,140,121,24.9949552504515,1.54110350074224,0.332190867191396,522.685424804688,1,1.44,0.035,2,1,0
87,1,139,121,43.7978172540003,1.57122563624707,0.430285898850444,535.014770507812,1,1.44,0.035,2,1,0
88,1,139,120,43.4634522965878,1.60078105935821,0.352638295951622,517.780212402344,1,1.44,0.035,2,1,0
89,1,138,120,13.0253335303883,1.67705098312484,0.388467592723345,532.670837402344,1,1.44,0.035,2,1,0
90,1,138,119,51.4026877504718,1.68634219540401,0.466116773989645,529.87841796875,1,1.44,0.035,2,1,0
91,1,138,118,50.4087785754561,1.69096865730859,0.455246710777377,520.320007324219,1,1.44,0.035,2,1,0
92,1,138,117,51.9590085085063,1.70477271212323,0.376240999922298,506.190490722656,1,1.44,0.035,2,1,0
93,1,138,116,51.2975661406119,1.75,0.364692480846383,497.382507324219,1,1.44,0.035,2,1,0
94,1,137,116,0.859246442364068,1.76334199745824,0.462981142443178,518.176818847656,1,1.44,0.035,2,1,0
95,1,137,115,52.156812582976,1.76776695296637,0.515976651399239,508.885589599609,1,1.44,0.035,2,1,0
96,1,137,114,50.7023461578809,1.77658380044399,0.490262350731951,495.871704101562,1,1.44,0.035,2,1,0
97,1,137,113,50.0419420587273,1.80710403685012,0.42105096578919,484.859710693359,1,1.44,0.035,2,1,0
98,1,137,112,50.0733225677095,1.81572988079174,0.366909198938694,476.071014404297,1,1.44,0.035,2,1,0
99,1,137,111,46.3553381451163,1.82002747232013,0.287247213615856,466.804016113281,1,1.44,0.035,2,1,0
100,1,136,111,12.7017310357922,1.8328597873269,0.532870807304646,490.224609375,1,1.44,0.035,2,1,0
101,1,136,110,59.0570691814042,1.84560288252918,0.48937526332049,477.214416503906,1,1.44,0.035,2,1,0
102,1,136,109,22.196468975053,1.85825859341481,0.405743687663446,464.90380859375,1,1.44,0.035,2,1,0
103,2,135,109,34.3731636333426,1.86245805321892,0.490740138849297,488.751403808594,1,1.44,0.035,2,1,0
104,2,135,108,52.4930310108683,1.86664806538351,0.435880598470801,467.704803466797,1,1.44,0.035,2,1,0
105,1,135,107,51.5082491245835,1.87082869338697,0.29037274583126,453.666595458984,1,1.44,0.035,2,1,0
106,1,135,106,32.7950877002956,1.875,0.162895990620796,445.041595458984,1,1.44,0.035,2,1,0
107,1,134,106,18.7131614240642,1.87916204729661,0.277938484693123,445.727203369141,1,1.44,0.035,2,1,0
108,1,134,105,51.5082491243598,1.96054839266976,0.144097627119088,435.674591064453,1,1.44,0.035,2,1,0
109,1,134,104,51.5082491245835,1.97246672975744,0.135715921678882,431.229461669922,1,1.44,0.035,2,1,0
110,1,134,103,22.6207509906289,1.97642353760524,0.228239529257375,427.941375732422,1,1.44,0.035,2,1,0
111,1,164,94,18.1178028138655,0.5,0.432048428441527,765.403198242188,1,1.44,0.035,1,1,0
112,1,163,94,50.6318050225278,0.5,0.45548470074957,742.539367675781,1,1.44,0.035,2,1,0
113,1,162,94,50.6318050225278,0.5,0.463874671376366,718.319580078125,1,1.44,0.035,2,1,0
114,1,161,94,38.2983405956156,0.5,0.426646794662014,693.400024414062,1,1.44,0.035,2,1,0
115,1,161,95,12.3334644269122,0.5,0.43966749338566,695.26220703125,1,1.44,0.035,2,1,0
116,1,160,95,50.6154518063019,0.5,0.453699270503558,674.760192871094,1,1.44,0.035,2,1,0
117,1,159,95,50.545295545579,0.5,0.530476807394892,649.424987792969,1,1.44,0.035,2,1,0
118,1,158,95,50.545295545579,0.5,0.476520989000021,618.823425292969,1,1.44,0.035,2,1,0
119,1,157,95,51.0628048257228,0.82915619758885,0.346527939537977,600.511169433594,1,1.44,0.035,2,1,0
120,1,156,95,29.0873168566652,0.847791247890659,0.483124594126329,602.71337890625,1,1.44,0.035,2,1,0
121,1,156,96,31.8212343103115,0.856956825050131,0.304200417977948,580.986999511719,1,1.44,0.035,2,1,0
122,1,155,96,37.3725310816226,0.875,0.429672669323498,582.163391113281,1,1.44,0.035,2,1,0
123,1,155,97,59.3453609170029,1.13192314226718,0.318156152908775,560.635986328125,1,1.44,0.035,2,1,0
124,1,154,97,1.99900997652576,1.13880419739304,0.349011221880699,549.850219726562,1,1.44,0.035,2,1,0
125,1,154,98,63.7523961004026,1.1659223816361,0.243988745537324,543.97021484375,1,1.44,0.035,2,1,0
126,1,153,98,13.2407821081476,1.8328597873269,0.191170807738208,533.460205078125,1,1.44,0.035,2,1,0
127,1,153,99,51.8639368606614,1.84136498283203,0.294025874362737,543.367614746094,1,1.44,0.035,2,1,0
128,1,152,99,50.013394530805,1.85404962177392,0.433773945975682,543.994995117188,1,1.44,0.035,2,1,0
129,1,151,99,50.0133945308037,1.87082869338697,0.50874709181622,547.274597167969,1,1.44,0.035,2,1,0
130,1,150,99,56.1052568905626,1.88745860881769,0.53087804794782,553.833801269531,1,1.44,0.035,2,1,0
131,1,149,99,12.2585555341655,1.89983551919633,0.534354289909006,562.970031738281,1,1.44,0.035,2,1,0
132,1,149,98,44.6639686125691,1.90394327646598,0.509773005095961,533.301818847656,1,1.44,0.035,2,1,0
133,1,148,98,55.1083389207953,1.91213231759729,0.51329437011754,537.999816894531,1,1.44,0.035,2,1,0
134,1,147,98,13.5633962997537,1.91621371459449,0.42167876880017,539.476013183594,1,1.44,0.035,2,1,0
135,1,147,97,41.2052771939991,1.92028643696715,0.467291334590017,513.232177734375,1,1.44,0.035,2,1,0
136,1,146,97,53.7430320010651,1.92435053979258,0.354655819721261,509.590209960938,1,1.44,0.035,2,1,0
137,1,145,97,43.6717380466361,2.01943680267544,0.31306940245533,496.906402587891,1,1.44,0.035,2,1,0
138,1,145,96,8.6711402763269,2.02330175702983,0.285279128240045,479.876617431641,1,1.44,0.035,2,1,0
139,1,144,96,50.7950711846413,2.03485257451246,0.35875357083764,480.043609619141,1,1.44,0.035,2,1,0
140,1,143,96,50.7950711846311,2.03868830378751,0.404874348825765,471.633422851562,1,1.44,0.035,2,1,0
141,1,142,96,50.3069810454561,2.04633819296811,0.361184479867665,456.732208251953,1,1.44,0.035,2,1,0
142,1,141,96,50.746593823746,2.05775970414429,0.235029840207025,445.277587890625,1,1.44,0.035,2,1,0
143,1,140,96,33.3869001121969,2.38484800354236,0.150194692442395,437.952392578125,1,1.44,0.035,2,1,0
144,1,140,97,18.3744855044135,2.39791576165636,0.298562570063708,447.133392333984,1,1.44,0.035,2,1,0
145,1,139,97,51.8733667606976,2.43669858620224,0.292313764571177,439.375183105469,1,1.44,0.035,2,1,0
146,1,138,97,51.9831372645251,2.44629822384762,0.290835563631493,430.875793457031,1,1.44,0.035,2,1,0
147,1,137,97,51.9831372645251,2.45267710879357,0.248754819472598,424.510375976562,1,1.44,0.035,2,1,0
148,1,136,97,10.950816731582,2.45586033804856,0.159597859709084,417.352203369141,1,1.44,0.035,2,1,0
149,1,136,98,41.0323205329271,2.45903944661325,0.302176892347922,427.378387451172,1,1.44,0.035,2,1,0
150,1,135,98,51.8391634144928,2.46221445044903,0.179787808563826,415.601806640625,1,1.44,0.035,2,1,0
151,1,134,98,50.0951714555917,3.9230887066188,0.0893438934490752,409.557739257812,1,1.44,0.035,2,1,0
152,1,133,98,53.6982847606062,3.9250796170269,0.414910474981681,421.262176513672,1,1.44,0.035,2,1,0
153,1,132,98,11.7557738900994,3.92706951810125,0.550034284889664,450.208190917969,1,1.44,0.035,2,1,0
154,1,132,97,46.228425803286,3.92905841137543,0.550634394488584,437.536987304688,1,1.44,0.035,2,1,0
155,1,131,97,25.5462833766723,3.9310462983791,0.560512136322984,467.023803710938,1,1.44,0.035,2,1,0
156,1,126,121,5.80472148255043,0.5,0.440953808692972,647.766357421875,1,1.44,0.035,1,1,0
157,1,126,120,50.0662670145225,0.5,0.439294882356244,628.336608886719,1,1.44,0.035,2,1,0
158,1,126,119,46.3167328316655,0.5,0.435289976911735,615.138427734375,1,1.44,0.035,2,1,0
159,1,127,119,4.22865824897372,0.5,0.432506055339145,595.146606445312,1,1.44,0.035,2,1,0
160,1,127,118,50.8944646729904,0.5,0.420112895333539,582.156188964844,1,1.44,0.035,2,1,0
161,1,127,117,51.4549152607738,0.5,0.39841009927381,573.632629394531,1,1.44,0.035,2,1,0
162,1,127,116,56.679068665477,0.612372435695795,0.368680864210251,562.2587890625,1,1.44,0.035,2,1,0
163,1,127,115,4.30237127751843,0.649519052838329,0.402872034310792,558.648620605469,1,1.44,0.035,2,1,0
164,1,128,115,51.3473988136722,0.661437827766148,0.349220012950751,539.051208496094,1,1.44,0.035,2,1,0
165,1,128,114,52.0312086703761,0.684653196881458,0.415227220783024,537.085998535156,1,1.44,0.035,2,1,0
166,1,128,113,52.3317345510156,0.695970545353753,0.424811872519391,531.7333984375,1,1.44,0.035,2,1,0
167,1,128,112,16.5248485958875,0.728868986855663,0.41863185125163,518.974426269531,1,1.44,0.035,2,1,0
168,1,127,112,35.4847366495808,0.760345316287278,0.427582139415992,530.060424804688,1,1.44,0.035,2,1,0
169,1,127,111,30.8204508170951,0.7806247497998,0.414694652454249,511.026000976562,1,1.44,0.035,2,1,0
170,1,128,111,26.4037702158475,0.790569415042095,0.404194015873055,500.626800537109,1,1.44,0.035,2,1,0
171,1,128,110,49.2050331393372,0.81967981553775,0.249067224913842,483.815399169922,1,1.44,0.035,2,1,0
172,1,129,110,19.2311261978515,0.838525491562421,0.150476892698104,475.810394287109,1,1.44,0.035,2,1,0
173,1,129,109,51.6434412372702,1.47372826531895,0.191682983720913,475.418609619141,1,1.44,0.035,2,1,0
174,1,130,109,18.5677995671483,1.89159324380269,0.106715208456804,466.201232910156,1,1.44,0.035,2,1,0
175,1,130,108,53.4288569537323,1.91621371459449,0.310155206446577,467.247283935547,1,1.44,0.035,2,1,0
176,1,130,107,29.9110679596666,1.92435053979258,0.466517377050112,476.503814697266,1,1.44,0.035,2,1,0
177,1,131,107,54.5047978954913,1.93245310421754,0.274269843647134,455.380401611328,1,1.44,0.035,2,1,0
178,1,131,106,6.82881649012051,1.93649167310371,0.433807788104138,465.735198974609,1,1.44,0.035,2,1,0
179,1,132,106,54.220866338804,1.9405218370325,0.222224793155394,445.985107421875,1,1.44,0.035,2,1,0
180,1,132,105,51.4222719621407,2.00779730052613,0.360806249977117,452.485626220703,1,1.44,0.035,2,1,0
181,1,132,104,50.9209701315281,2.01556443707464,0.375425440842106,462.590087890625,1,1.44,0.035,2,1,0
182,1,132,103,5.22774737182126,2.01943680267544,0.421151598552247,473.717010498047,1,1.44,0.035,2,1,0
183,1,133,103,51.9970802829203,2.02330175702983,0.430385013159777,449.417694091797,1,1.44,0.035,2,1,0
184,1,134,103,15.6516085022664,2.02715934252836,0.228239529257375,427.941375732422,1,1.44,0.035,2,1,0
185,1,143,81,3.81395408689442,0.5,0.372790497556279,519.27001953125,1,1.44,0.035,1,1,0
186,1,142,81,51.5709173701408,0.5,0.326839229648196,503.328979492188,1,1.44,0.035,2,1,0
187,1,141,81,51.5919399645935,0.5,0.338019315905043,487.769805908203,1,1.44,0.035,2,1,0
188,1,140,81,45.7819417831853,0.790569415042095,0.318102104278493,469.565979003906,1,1.44,0.035,2,1,0
189,1,140,82,5.90944751208674,0.81967981553775,0.422625627167175,480.226989746094,1,1.44,0.035,2,1,0
190,1,139,82,51.4921772470845,0.847791247890659,0.371139411926509,461.936798095703,1,1.44,0.035,2,1,0
191,1,138,82,51.1140105792934,0.883883476483184,0.29067900103102,448.206390380859,1,1.44,0.035,2,1,0
192,1,137,82,51.7800594010198,1.08972473588517,0.185693810044722,435.357208251953,1,1.44,0.035,2,1,0
193,1,136,82,33.5799527752167,1.19895788082818,0.213011491433582,429.42138671875,1,1.44,0.035,2,1,0
194,1,136,83,20.48590265178,1.24373429638328,0.287287994489023,428.238800048828,1,1.44,0.035,2,1,0
195,1,135,83,57.3778909533656,1.28695376762338,0.16984480928852,416.366394042969,1,1.44,0.035,2,1,0
196,1,134,83,27.011066046577,1.31695671910659,0.181055195337836,411.713195800781,1,1.44,0.035,2,1,0
197,1,134,84,33.3107835910042,1.352081728299,0.292107131077366,413.536407470703,1,1.44,0.035,2,1,0
198,1,133,84,56.2481480667068,1.36930639376292,0.172445315112221,402.919006347656,1,1.44,0.035,2,1,0
199,1,132,84,46.2481067458736,1.41972708645007,0.164815713008679,396.373779296875,1,1.44,0.035,2,1,0
200,1,132,85,4.67268818498481,1.43614066163451,0.267461475642477,397.563995361328,1,1.44,0.035,2,1,0
201,1,131,85,53.7492806676784,1.44157032433385,0.164896354374891,387.605987548828,1,1.44,0.035,2,1,0
202,1,130,85,57.678891046406,1.46308748883995,0.200894215676308,383.210205078125,1,1.44,0.035,2,1,0
203,1,129,85,1.14353450632321,1.47372826531895,0.150462292067099,374.471008300781,1,1.44,0.035,2,1,0
204,1,129,86,55.175780496569,1.5,0.0672306583070214,374.015991210938,1,1.44,0.035,2,1,0
205,1,128,86,52.311422967049,2.44948974278318,0.0734340790082669,372.740783691406,1,1.44,0.035,2,1,0
206,1,127,86,33.1490279163923,2.45903944661325,0.195967232738848,375.174194335938,1,1.44,0.035,2,1,0
207,1,127,85,29.2843288709315,2.46221445044903,0.0778955787132494,369.630981445312,1,1.44,0.035,2,1,0
208,1,126,85,51.5983859097434,2.46855220726644,0.16611685985336,369.901580810547,1,1.44,0.035,2,1,0
209,1,126,84,12.2076664096972,2.51868020995124,0.0526536409682449,365.143310546875,1,1.44,0.035,2,1,0
210,1,125,84,31.966074382093,2.521780125229,0.131159713671214,364.979522705078,1,1.44,0.035,2,1,0
211,1,127,31,26.7195163951147,0.5,0.0823173875193113,316.7744140625,1,1.44,0.035,1,1,0
212,1,127,30,37.9838651279336,0.5,0.0592571264943388,316.163787841797,1,1.44,0.035,2,1,0
213,1,126,30,38.1350897248357,0.5,0.0580002607254294,313.006195068359,1,1.44,0.035,2,1,0
214,1,126,29,22.497312066573,0.5,0.043029954012997,313.2001953125,1,1.44,0.035,2,1,0
215,1,125,29,52.7240866778132,0.5,0.0417148607898084,310.829193115234,1,1.44,0.035,2,1,0
216,1,124,29,16.9117897407993,0.5,0.03435382138628,309.070190429688,1,1.44,0.035,2,1,0
217,1,139,151,8.76148137404233,0.5,0.396430091488251,851.279418945312,1,1.44,0.035,1,1,0
218,1,139,150,52.2853449502366,0.5,0.382990261628427,837.028564453125,1,1.44,0.035,2,1,0
219,1,139,149,50.4669960098765,0.5,0.377100693109794,822.457580566406,1,1.44,0.035,2,1,0
220,1,139,148,50.392207880217,0.5,0.373479887972017,806.702209472656,1,1.44,0.035,2,1,0
221,1,139,147,51.0374938418567,0.5,0.380029586315695,790.656799316406,1,1.44,0.035,2,1,0
222,1,139,146,20.5388706370564,0.5,0.393295826039085,771.767761230469,1,1.44,0.035,2,1,0
223,1,138,146,35.944202769948,0.5,0.397837528377388,777.180786132812,1,1.44,0.035,2,1,0
224,1,138,145,44.4865769076897,0.5,0.398099877502493,755.571411132812,1,1.44,0.035,2,1,0
225,1,137,145,45.8858551514671,0.5,0.372134644764229,758.347412109375,1,1.44,0.035,2,1,0
226,1,137,144,10.7629599764905,0.515388203202208,0.353657489175881,738.8828125,1,1.44,0.035,2,1,0
227,1,136,144,60.9554561614758,0.530330085889911,0.311807588004149,742.121826171875,1,1.44,0.035,2,1,0
228,1,135,144,18.9534006543846,0.559016994374948,0.287373293710864,735.218383789062,1,1.44,0.035,2,1,0
229,1,135,143,50.2922592682171,0.57282196186948,0.293468893431407,723.232788085938,1,1.44,0.035,2,1,0
230,1,134,143,37.6490732585084,0.586301969977929,0.264834736441628,710.296203613281,1,1.44,0.035,2,1,0
231,1,134,142,18.2775496645541,0.59947894041409,0.261816123009716,701.688171386719,1,1.44,0.035,2,1,0
232,1,133,142,52.5791997770498,0.976281209488332,0.244663443972174,692.081787109375,1,1.44,0.035,2,1,0
233,1,132,142,50.439060171436,1.03077640640442,0.314755764137646,690.7412109375,1,1.44,0.035,2,1,0
234,1,131,142,50.8571561787507,1.06800046816469,0.376440595113211,686.134826660156,1,1.44,0.035,2,1,0
235,1,130,142,43.8134306060656,1.08972473588517,0.384215611175652,681.156616210938,1,1.44,0.035,2,1,0
236,1,130,141,8.89015153117569,1.10397010829098,0.229389141995984,663.459777832031,1,1.44,0.035,2,1,0
237,1,129,141,50.9535621173272,1.125,0.238109389759651,659.074584960938,1,1.44,0.035,2,1,0
238,1,128,141,24.8110830104653,1.13192314226718,0.247872703924604,653.166015625,1,1.44,0.035,2,1,0
239,1,128,142,27.1007752281546,1.13880419739304,0.396314509056977,671.418395996094,1,1.44,0.035,2,1,0
240,1,127,142,50.0993523084807,1.1659223816361,0.427123848522083,652.679565429688,1,1.44,0.035,2,1,0
241,1,126,142,50.4297737101606,1.20545634512412,0.284364067217098,631.528381347656,1,1.44,0.035,2,1,0
242,1,125,142,60.6646376920628,2.05775970414429,0.175793591250441,623.921020507812,1,1.44,0.035,2,1,0
243,1,124,142,12.305281875499,2.07289049397213,0.308421259440264,620.901794433594,1,1.44,0.035,2,1,0
244,1,124,143,52.1411317105869,2.09165006633519,0.217731102444999,614.339782714844,1,1.44,0.035,2,1,0
245,1,123,143,53.2335256663904,2.10653744329409,0.174317594554299,604.337097167969,1,1.44,0.035,2,1,0
246,1,122,143,50.3281425573921,2.12132034355964,0.177336858063288,597.974792480469,1,1.44,0.035,2,1,0
247,1,121,143,52.4862420689036,2.125,0.387903498971844,602.12060546875,1,1.44,0.035,2,1,0
248,1,121,144,2.38753008730902,2.6809513236909,0.205829441370488,584.63623046875,1,1.44,0.035,2,1,0
249,1,120,144,67.1490642660552,2.68386381919799,0.119943794531118,577.621215820312,1,1.44,0.035,2,1,0
250,1,119,144,5.37005023749427,3.00520382004283,0.159316803590056,574.157409667969,1,1.44,0.035,2,1,0
251,1,119,145,60.2895528860922,3.00780235387899,0.3338183543465,586.739624023438,1,1.44,0.035,2,1,0
252,1,118,145,38.0011478206885,3.01039864469807,0.436944633526739,602.096435546875,1,1.44,0.035,2,1,0
253,1,121,166,34.241383031002,0.5,0.405272234441842,899.327209472656,1,1.44,0.035,1,1,0
254,1,121,165,51.2014614905435,0.5,0.326158657991793,889.997802734375,1,1.44,0.035,2,1,0
255,1,121,164,50.0141026828047,0.5,0.247579454162331,883.714172363281,1,1.44,0.035,2,1,0
256,1,121,163,50.1520986487545,0.5,0.348528671946922,868.4248046875,1,1.44,0.035,2,1,0
257,1,121,162,50.8807632168196,0.5,0.433444053774048,847.455017089844,1,1.44,0.035,2,1,0
258,1,121,161,50.1920083218714,0.5,0.46973086467904,825.226013183594,1,1.44,0.035,2,1,0
259,1,121,160,50.0600061379702,0.5,0.487819769985631,801.6923828125,1,1.44,0.035,2,1,0
260,1,121,159,53.7951365778836,0.5,0.507672611762358,776.742980957031,1,1.44,0.035,2,1,0
261,1,121,158,49.0610024287908,0.5,0.490973039959569,750.310424804688,1,1.44,0.035,2,1,0
262,1,120,158,9.48478306396638,0.544862367942584,0.515184935586382,758.654418945312,1,1.44,0.035,2,1,0
263,1,120,157,65.4089211160312,0.612372435695795,0.431535246955558,732.407958984375,1,1.44,0.035,2,1,0
264,1,119,157,4.60063300023234,0.637377439199098,0.417840855674374,749.50341796875,1,1.44,0.035,2,1,0
265,1,119,156,52.1510823337209,0.661437827766148,0.419816548232381,740.480163574219,1,1.44,0.035,2,1,0
266,1,119,155,50.1477086487296,0.695970545353753,0.422730560744444,729.248229980469,1,1.44,0.035,2,1,0
267,1,119,154,54.0380432278808,0.739509972887452,0.428634776389382,711.835021972656,1,1.44,0.035,2,1,0
268,1,119,153,32.5315402063214,0.7806247497998,0.448853377237473,693.042236328125,1,1.44,0.035,2,1,0
269,1,118,153,26.5833648630042,0.81967981553775,0.442654835415664,706.784362792969,1,1.44,0.035,2,1,0
270,1,118,152,60.6182273897524,0.856956825050131,0.453461459182263,686.448608398438,1,1.44,0.035,2,1,0
271,1,118,151,8.23098531758878,0.892678553567857,0.466325835423342,674.148071289062,1,1.44,0.035,2,1,0
272,1,117,151,42.409808843151,0.927024810886958,0.464179136291612,698.908386230469,1,1.44,0.035,2,1,0
273,1,117,150,6.43390869982061,0.951971638232989,0.482450317801355,687.486206054688,1,1.44,0.035,2,1,0
274,1,118,150,48.1352220258696,0.960143218483576,0.431791100116408,659.968811035156,1,1.44,0.035,2,1,0
275,1,118,149,53.4738324050869,0.984250984251477,0.417848722927338,653.117614746094,1,1.44,0.035,2,1,0
276,1,118,148,50.118763326056,0.992156741649222,0.417799133569928,649.816589355469,1,1.44,0.035,2,1,0
277,1,118,147,50.118763326056,1.0155048005795,0.430609976871132,638.085998535156,1,1.44,0.035,2,1,0
278,1,118,146,51.7799384584418,1.03077640640442,0.433514474504322,621.266784667969,1,1.44,0.035,2,1,0
279,1,118,145,18.3681851469205,1.03832798286476,0.436944633526739,602.096435546875,1,1.44,0.035,2,1,0
280,1,137,46,5.68731618193948,0.5,0.187987459991288,434.628997802734,1,1.44,0.035,1,1,0
281,1,136,46,21.0512410980773,0.5,0.135847610231956,426.814392089844,1,1.44,0.035,2,1,0
282,1,136,45,42.8758322160726,0.5,0.291509831245314,415.338806152344,1,1.44,0.035,2,1,0
283,1,135,45,40.1238751734581,0.5,0.279711501761156,412.699798583984,1,1.44,0.035,2,1,0
284,1,135,44,22.709904147474,0.5,0.318254253663852,393.979187011719,1,1.44,0.035,2,1,0
285,1,134,44,57.7471888158643,0.5,0.28214841071712,393.760803222656,1,1.44,0.035,2,1,0
286,1,133,44,27.5348878003138,0.5,0.228602792256063,391.205017089844,1,1.44,0.035,2,1,0
287,1,133,43,25.7840440160422,0.5,0.25908948122169,378.081787109375,1,1.44,0.035,2,1,0
288,1,132,43,63.3252918007007,0.5,0.240152959640395,373.824005126953,1,1.44,0.035,2,1,0
289,1,131,43,2.80018147919006,0.5,0.183142764992417,367.949615478516,1,1.44,0.035,2,1,0
290,1,131,42,51.7252104119969,0.5,0.157226806190412,360.922393798828,1,1.44,0.035,2,1,0
291,1,130,42,58.1391069042138,0.5,0.127062364857024,357.933197021484,1,1.44,0.035,2,1,0
292,1,129,42,2.20912981859901,0.5,0.160136296328936,352.307800292969,1,1.44,0.035,2,1,0
293,1,129,41,58.6438726359478,0.515388203202208,0.102555858731142,350.772155761719,1,1.44,0.035,2,1,0
294,1,128,41,28.0596834665219,0.530330085889911,0.111074878171434,345.407592773438,1,1.44,0.035,2,1,0
295,1,128,40,31.8798062358979,0.544862367942584,0.108767048442106,343.542602539062,1,1.44,0.035,2,1,0
296,1,127,40,57.008427763586,0.559016994374948,0.0961945441344016,340.259399414062,1,1.44,0.035,2,1,0
297,1,126,40,13.2212483332767,0.57282196186948,0.0924690553971669,335.5751953125,1,1.44,0.035,2,1,0
298,1,126,39,43.7871794303094,0.586301969977929,0.108381912030079,332.689605712891,1,1.44,0.035,2,1,0
299,1,125,39,57.6836808593477,0.59947894041409,0.106754535595023,328.7421875,1,1.44,0.035,2,1,0
300,1,124,39,0.427908732442682,0.612372435695795,0.0914362171693672,325.742584228516,1,1.44,0.035,2,1,0
301,1,124,38,56.8398091334997,0.625,0.0953924879805939,320.893005371094,1,1.44,0.035,2,1,0
302,1,123,38,53.0058640021559,0.637377439199098,0.0896143309030751,318.737182617188,1,1.44,0.035,2,1,0
303,1,122,38,55.0865960692176,0.649519052838329,0.0846587626283477,314.960205078125,1,1.44,0.035,2,1,0
304,1,121,38,46.1061613681417,0.661437827766148,0.0712054456297388,311.515777587891,1,1.44,0.035,2,1,0
305,1,121,37,16.3112904728688,0.673145600891813,0.0591904304108438,309.924011230469,1,1.44,0.035,2,1,0
306,1,120,37,58.5164683248483,0.684653196881458,0.0571535124208948,307.34619140625,1,1.44,0.035,2,1,0
307,1,119,37,21.4155439322472,0.695970545353753,0.055135666481727,304.790008544922,1,1.44,0.035,2,1,0
308,1,119,36,35.6527463720248,1.42521928137392,0.0487376992650692,303.117797851562,1,1.44,0.035,2,1,0
309,1,118,36,51.31608833153,1.43069039278245,0.0464995588031384,301.212219238281,1,1.44,0.035,2,1,0
310,1,118,37,0.867249445135127,1.43614066163451,0.0600730146773713,302.275390625,1,1.44,0.035,2,1,0
311,1,117,37,55.4207936742144,1.44157032433385,0.0502217825418592,298.883605957031,1,1.44,0.035,2,1,0
312,1,116,37,1.5818042140352,1.44697961284878,0.0379835364291949,297.484191894531,1,1.44,0.035,2,1,0
313,1,121,43,37.3176930470642,0.5,0.0451476031367856,312.574493408203,1,1.44,0.035,1,1,0
314,1,121,42,54.6769656214875,0.943729304408844,0.0478124772682931,311.651184082031,1,1.44,0.035,2,1,0
315,1,121,41,21.9069673804622,0.976281209488332,0.0659004843973985,311.568786621094,1,1.44,0.035,2,1,0
316,1,120,41,32.8337468640391,0.984250984251476,0.0454348557696515,308.867401123047,1,1.44,0.035,2,1,0
317,1,120,40,51.6196376753314,1.03077640640442,0.0604296288180201,308.4755859375,1,1.44,0.035,2,1,0
318,1,119,40,23.9216278488525,1.03832798286476,0.045854404627056,305.953796386719,1,1.44,0.035,2,1,0
319,1,119,39,40.7021604447952,1.07529065838033,0.0564731386608098,305.102416992188,1,1.44,0.035,2,1,0
320,1,118,39,34.6607895161239,1.08253175473055,0.0392458989116852,303.146789550781,1,1.44,0.035,2,1,0
321,1,118,38,33.4562111689522,1.10397010829098,0.0522397505839863,302.347595214844,1,1.44,0.035,2,1,0
322,1,117,38,37.9881861457929,1.11102430216445,0.0447188149381607,300.141204833984,1,1.44,0.035,2,1,0
323,1,117,37,33.1624581902532,1.1180339887499,0.0502217825418592,298.883605957031,1,1.44,0.035,2,1,0
324,1,116,37,2.03076104798166,1.125,0.0379835364291949,297.484191894531,1,1.44,0.035,2,1,0
325,1,117,188,14.3603299745774,0.5,0.380788138956448,991.377807617188,1,1.44,0.035,1,1,0
326,1,116,188,54.9370694939063,0.5,0.408927106783491,979.476989746094,1,1.44,0.035,2,1,0
327,1,115,188,52.253992394412,0.5,0.46765163846439,966.143188476562,1,1.44,0.035,2,1,0
328,1,114,188,13.0510833781361,0.5,0.48482307985736,948.982360839844,1,1.44,0.035,2,1,0
329,1,114,187,38.9752337008976,0.515388203202208,0.436128299438574,931.430603027344,1,1.44,0.035,2,1,0
330,1,113,187,55.3390063575295,0.530330085889911,0.414790117543531,915.599792480469,1,1.44,0.035,2,1,0
331,1,112,187,26.2679350295982,0.59947894041409,0.373018721632646,895.409606933594,1,1.44,0.035,2,1,0
332,1,112,186,36.0910443406399,0.612372435695795,0.348696592883692,887.401611328125,1,1.44,0.035,2,1,0
333,1,111,186,45.8864228857638,0.625,0.321890904149876,869.77880859375,1,1.44,0.035,2,1,0
334,1,111,185,17.9744123436403,0.661437827766148,0.331302209456287,863.0166015625,1,1.44,0.035,2,1,0
335,1,110,185,60.8984728713141,1.15920231193696,0.270726538865744,846.811950683594,1,1.44,0.035,2,1,0
336,1,110,184,3.75202358586656,1.1659223816361,0.310394352134745,843.158203125,1,1.44,0.035,2,1,0
337,1,109,184,62.8374361661583,1.17260393995586,0.283452355038622,828.896301269531,1,1.44,0.035,2,1,0
