rno,k,i,j,rlen,rwid,rgrd,rtp,rbth,rhk,man,ncon,ustrf,ndv
24,1,157,76,42.8470688984022,2.23606797749979,0.131448256908325,499.670379638672,1,1.44,0.035,2,1,0
25,1,156,76,50.514857454495,2.23955910839612,0.133028830378856,492.671600341797,1,1.44,0.035,2,1,0
26,1,155,76,50.5148574545033,2.27073776557312,0.123792662671287,486.384796142578,1,1.44,0.035,2,1,0
27,1,154,76,50.7440455390318,2.28787565221539,0.112771914081301,480.909576416016,1,1.44,0.035,2,1,0
28,1,153,76,50.9726224039212,2.43349029174147,0.13966242555006,475.775207519531,1,1.44,0.035,2,1,0
29,1,152,76,42.7225651917195,2.43990266199289,0.248846850007365,475.242004394531,1,1.44,0.035,2,1,0
30,1,152,75,12.3076900035413,2.45903944661325,0.126443823389586,466.185852050781,1,1.44,0.035,2,1,0
31,1,151,75,65.2658411065146,2.54950975679639,0.202675139030327,465.010009765625,1,1.44,0.035,2,1,0
32,1,151,74,0.131047113821552,2.57087047515039,0.111364056812426,458.177795410156,1,1.44,0.035,2,1,0
33,1,150,74,69.5149262588226,2.58602010819715,0.253378003874084,457.828002929688,1,1.44,0.035,2,1,0
34,1,149,74,2.4434502384722,2.59506743650334,0.440522488687463,473.367401123047,1,1.44,0.035,2,1,0
35,1,149,73,59.7917439034088,2.6010815058356,0.3227503260558,460.512390136719,1,1.44,0.035,2,1,0
36,1,149,72,17.5080697749667,2.62797450520358,0.265562328014282,448.586395263672,1,1.44,0.035,2,1,0
37,1,166,68,7.36642645948364,0.5,0.352561630220613,620.625183105469,1,1.44,0.035,1,1,0
38,1,165,68,50.004283039343,0.5,0.385067324968214,606.608581542969,1,1.44,0.035,2,1,0
39,1,164,68,50.0255708585136,0.5,0.42104994419305,590.065551757812,1,1.44,0.035,2,1,0
40,1,163,68,50.0937783373373,0.5,0.398569932170268,570.029174804688,1,1.44,0.035,2,1,0
41,1,162,68,50.2044863261932,0.586301969977929,0.393416847298122,552.584411621094,1,1.44,0.035,2,1,0
42,1,161,68,50.6516363471347,0.637377439199098,0.405289982990105,541.564208984375,1,1.44,0.035,2,1,0
43,1,160,68,51.3249576039619,0.684653196881458,0.407903648875148,531.8671875,1,1.44,0.035,2,1,0
44,1,159,68,50.8682049245868,0.728868986855663,0.407522440940207,522.888000488281,1,1.44,0.035,2,1,0
45,1,158,68,50.0738676893311,0.739509972887452,0.398150752548496,513.703369140625,1,1.44,0.035,2,1,0
46,1,157,68,50.0738676893311,0.7806247497998,0.385042506894922,502.237396240234,1,1.44,0.035,2,1,0
47,1,156,68,50.073867689328,0.81967981553775,0.33773735959081,487.839813232422,1,1.44,0.035,2,1,0
48,1,155,68,50.8247903605373,0.856956825050131,0.260247637357215,476.979400634766,1,1.44,0.035,2,1,0
49,1,154,68,53.8520696687318,1.68634219540401,0.189294064431344,468.433990478516,1,1.44,0.035,2,1,0
50,1,153,68,25.5965097275166,1.70018381359193,0.152450363243539,460.16259765625,1,1.44,0.035,2,1,0
51,1,153,69,27.935853522511,1.71391365010026,0.386973804827208,469.932189941406,1,1.44,0.035,2,1,0
52,1,152,69,51.0910932719215,1.72753437013566,0.316097413746495,457.816802978516,1,1.44,0.035,2,1,0
53,1,151,69,51.0910932719215,1.90804219030922,0.181144403413721,447.223785400391,1,1.44,0.035,2,1,0
54,1,150,69,51.7345740931321,1.93649167310371,0.195355997540887,440.010192871094,1,1.44,0.035,2,1,0
55,1,149,69,24.9851765896652,1.9405218370325,0.181304650800143,433.298400878906,1,1.44,0.035,2,1,0
56,1,149,70,37.2705776531428,1.99608992783391,0.0953884579648574,433.212005615234,1,1.44,0.035,2,1,0
57,1,148,70,27.2139901414476,2.00390244273517,0.201122883443146,433.130981445312,1,1.44,0.035,2,1,0
58,1,148,71,51.3819260625734,2.00779730052613,0.35576051222722,448.200592041016,1,1.44,0.035,2,1,0
59,1,148,72,12.5338086331397,2.05015243335709,0.391911592105531,463.406188964844,1,1.44,0.035,2,1,0
60,1,149,72,24.066025647694,2.08416650006663,0.265562328014282,448.586395263672,1,1.44,0.035,2,1,0
61,1,136,140,13.5436460503414,0.5,0.324539430447496,707.87841796875,1,1.44,0.035,1,1,0
62,1,136,139,50.0493577613381,0.5,0.223633385175958,725.905578613281,1,1.44,0.035,2,1,0
63,1,136,138,50.0863822134013,0.5,0.242524893630365,729.372802734375,1,1.44,0.035,2,1,0
64,1,136,137,50.0895588305242,0.5,0.409779216073884,721.421020507812,1,1.44,0.035,2,1,0
65,1,136,136,51.1573219338451,0.5,0.456798664988729,716.28662109375,1,1.44,0.035,2,1,0
66,1,136,135,51.9939797252006,0.5,0.464381332043672,710.9150390625,1,1.44,0.035,2,1,0
67,1,137,135,1.82762639463263,0.5,0.445140431406745,686.534423828125,1,1.44,0.035,2,1,0
68,1,137,134,55.4569372124652,0.5,0.435601350341923,681.611389160156,1,1.44,0.035,2,1,0
69,1,137,133,55.4569372124652,0.5,0.429904668345494,672.335998535156,1,1.44,0.035,2,1,0
