c1;c2;c3;c4;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m
26.594337;2.2897968;2.2897968;2.2897968;0.90750396;0.0;0;-20.1280387794399;-12.696758911323542;21.003096745237706;14.901335647809873;-1.2672547378931422;0.2991688517571227;0.20244081428843344;0.1794871794871795
96.917946;61.44418;61.44418;2.4566963;1.2165333;0.0;0;-33.40438676131842;-17.298399830824252;33.83418998106783;17.298399830824252;-1.1075156518312883;0.20179252118611385;0.18967942390624515;0.05128205128205128
77.877304;82.54863;65.17693;42.77693;1.0913644;0.0;0;-33.736928976767;-17.00815503286762;34.309244142303996;17.00815503286762;-1.1802269253676558;0.20179252118611385;0.18967942390624515;0.07692307692307693
71.69185;45.059475;28.462454;28.462454;1.0330535;0.0;0;-33.559194111450246;-16.50529942213055;33.91175898730481;16.50529942213055;-1.101180370960803;0.20179252118611385;0.1896794239062452;0.02564102564102564
44.941658;16.478968;16.478968;16.478968;0.9877485;0.0;0;-34.164307587802526;-19.58950874756775;34.483152677556355;19.58950874756775;-1.089050999434373;0.20179252118611385;0.18967942390624515;0.02564102564102564
27.231434;28.815327;28.815327;23.80478;1.09369;0.0;0;-34.415088217102564;-18.716306349416158;34.85497643495616;18.716306349416158;-1.1325915209269302;0.20179252118611385;0.18967942390624515;0.07692307692307693
9.648132;51.00379;51.00379;46.44028;1.0931376;0.0;0;-35.50284174339716;-19.587424366444367;35.828625904346154;19.587424366444367;-1.0915470583453957;0.20179252118611385;0.18967942390624515;0.02564102564102564
90.261215;83.669754;35.95545;35.95545;0.7552605;0.0;0;-33.13577447776646;-14.29786636204031;33.41466765221319;14.29786636204031;-1.0746798636713921;0.20179252118611385;0.18967942390624515;0.07692307692307693
45.583073;17.183598;17.183598;17.183598;1.2038919;0.0;0;-39.12148787383768;-23.40151376722423;39.56882608679124;23.40151376722423;-1.0;;;0.07692307692307693
20.244312;61.218864;29.776463;29.776463;0.9339817;0.0;0;-33.348467153054806;-14.440674633169465;33.628404050656684;14.440674633169465;-1.0750553021715572;0.20179252118611385;0.18967942390624515;0.05128205128205128
30.602602;75.339325;32.619755;32.619755;0.9266366;0.0;0;-32.455283133210465;-15.394162889376872;32.88304799518863;15.394162889376872;-1.1282306187812017;0.20179252118611385;0.18967942390624515;0.10256410256410256
57.926167;93.60539;86.06814;86.06814;0.9532953;0.0;0;-35.84727640168696;-18.60849789522868;36.199313508771944;18.60849789522868;-1.100990526829905;0.20179252118611385;0.18967942390624515;0.02564102564102564
17.68551;11.679202;1.0605806;1.0605806;1.0926414;0.0;0;-16.875610969014907;-5.842745440804606;19.020463847309294;6.5424216428580735;-1.4567100957938808;0.391604626958819;0.2585569088063261;0.46153846153846156
85.662865;92.6399;43.6109;43.6109;0.93800884;0.0;0;-33.50575050235678;-14.551907727030539;33.77170461987132;14.551907727030539;-1.0700255450389047;0.20179252118611385;0.18967942390624515;0.05128205128205128
75.85437;60.150738;60.150738;6.5506487;0.9369155;0.0;0;-30.23390119570532;-17.301820916557176;30.964903268795616;17.301820916557176;-1.2296919302714493;0.20179252118611385;0.18967942390624523;0.07692307692307693
