model_run;c1;c2;c3;c4;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m
331;20.248436;74.25948;74.25948;68.279854;0.8623056;0.0;0;-52.76802473820103;-19.93340472159997;52.951640269471625;19.93340472159997;-1.0416582473350458;0.20044593143431833;0.18531554452469937;0.04878048780487805
332;69.482864;24.683146;24.683146;0.40145144;0.95651966;0.0;0;-47.57783215296623;-17.297336552423815;48.036621983455674;17.297336552423815;-1.1166101344454453;0.20044593143431833;0.18531554452469937;0.07317073170731707
333;86.0733;16.091028;0.77139425;0.77139425;0.8758156;0.0;0;-35.67695739592135;-6.432034611714272;37.91708885174352;7.99539629753923;-0.6411251321171981;0.47568783843156726;0.23876823732673033;0.34146341463414637
334;13.218963;35.787426;18.881784;18.881784;0.80446905;0.0;0;-48.866010169362355;-14.987790828070416;49.31727063304555;14.987790828070416;-1.1379330224092614;0.20044593143431833;0.18531554452469942;0.07317073170731707
335;61.44183;77.562584;77.562584;1.5465584;1.0644002;0.0;0;-49.914129783092136;-17.952607342968093;50.32267652823951;17.952607342968093;-1.0994220827464158;0.20044593143431833;0.18531554452469942;0.04878048780487805
336;9.518624;69.50939;60.421303;60.421303;1.0037367;0.0;0;-51.84416607370519;-18.428186386273353;52.151850501653925;18.428186386273353;-1.0862871704897703;0.20044593143431833;0.18531554452469937;0.024390243902439025
337;72.5743;66.588715;66.588715;20.499388;0.82749486;0.0;0;-52.082501949440584;-19.54359786867184;52.187415982792636;19.54359786867184;-1.0133484678753275;0.20044593143431833;0.18531554452469942;0.04878048780487805
338;8.458477;82.944565;31.0189;31.0189;1.043191;0.0;0;-48.41102295885628;-16.293731995038428;48.70441561603283;16.293731995038428;-1.0811462660680005;0.20044593143431833;0.18531554452469937;0.07317073170731707
339;93.59462;27.72026;27.72026;27.72026;0.78100747;0.0;0;-52.08466940333273;-19.786431028797296;52.33868691332153;19.786431028797296;-1.0669826000316436;0.20044593143431833;0.18531554452469942;0.024390243902439025
340;13.749419;33.974976;33.974976;20.926418;0.9415205;0.0;0;-51.90557719799523;-19.274312169340533;52.10341219764499;19.274312169340533;-1.0467731438045533;0.20044593143431833;0.18531554452469937;0.04878048780487805
341;95.888435;4.2435217;4.2435217;4.2435217;1.146259;0.0;0;-41.1950786287161;-16.46163940943927;41.69588534193512;16.46163940943927;-1.1557553438962964;0.20044593143431833;0.18531554452469937;0.0975609756097561
342;80.09041;86.87589;1.8274666;1.8274666;1.1950248;0.0;0;-40.592607858841966;-9.588892510241351;42.85253449141862;10.325544450334974;0.48699907771660067;0.33366073497299287;0.2257451472447257;0.24390243902439024
343;59.372265;58.24715;58.24715;16.555563;0.8726173;0.0;0;-50.78568168277809;-19.552823485497072;50.92086960989722;19.552823485497072;-1.0242383146838252;0.20044593143431833;0.18531554452469942;0.04878048780487805
344;78.26459;29.819248;29.819248;29.819248;1.1797544;0.0;0;-51.44011770357612;-19.750498041559382;51.729501720145244;19.750498041559382;-1.0797043147134424;0.20044593143431833;0.18531554452469942;0.024390243902439025
345;79.513535;6.950959;6.950959;6.950959;1.1958789;0.0;0;-45.29456759901825;-16.98171773656054;45.73014810275455;16.98171773656054;-1.1322927713368676;0.20044593143431833;0.18531554452469942;0.07317073170731707
346;94.60325;72.34372;54.475845;42.42678;1.0534412;0.0;0;-51.667151294892214;-17.43524501720276;51.84399227154189;17.43524501720276;-1.0392213668139867;0.20044593143431833;0.18531554452469942;0.04878048780487805
347;25.345802;74.87627;56.469307;42.5403;1.241089;0.0;0;-51.225634301167055;-17.788663968800222;51.43935941023088;17.788663968800222;-1.0524889879117159;0.20044593143431833;0.18531554452469942;0.04878048780487805
348;59.01169;66.6212;35.944195;35.944195;0.8730879;0.0;0;-49.69508987615092;-16.62140528280679;50.042743963391885;16.62140528280679;-1.1006646889559921;0.20044593143431833;0.18531554452469937;0.024390243902439025
349;9.513969;20.386059;20.386059;20.386059;0.7844871;0.0;0;-51.45384459003129;-19.71302924475887;51.73264068240411;19.71302924475887;-1.0758957239386655;0.20044593143431833;0.18531554452469937;0.024390243902439025
350;61.620407;91.32247;26.408716;16.186743;1.1717216;0.0;0;-46.353332775313454;-13.984973836501325;46.85717245721167;13.984973836501325;-1.1234622290966405;0.20044593143431833;0.18531554452469937;0.1951219512195122
351;17.137417;75.31827;49.229218;49.229218;0.99546534;0.0;0;-51.564986195185114;-18.01538082335287;51.61181719139702;18.01538082335287;-1.0;;;0.07317073170731707
352;56.499413;65.77905;56.021847;56.021847;0.92322695;0.0;0;-51.77382949392111;-18.207782543385008;52.09175935008178;18.207782543385008;-1.0899725617570413;0.20044593143431833;0.18531554452469937;0.024390243902439025
353;57.247326;65.097885;65.097885;65.097885;0.77761644;0.0;0;-52.875756568408555;-19.59219774098034;53.08509994397025;19.59219774098034;-1.0509128310102969;0.20044593143431833;0.18531554452469942;0.04878048780487805
354;46.603855;90.43673;47.168816;9.627779;0.7823122;0.0;0;-47.91028207869464;-14.70471240916038;48.436233329684654;14.70471240916038;-1.132713877207511;0.20044593143431833;0.18531554452469942;0.0975609756097561
355;52.267952;92.83143;68.03149;40.09089;0.79535824;0.0;0;-49.655933666995516;-16.581415051005024;50.243389756216665;16.581415051005024;-1.1869240610086649;0.20044593143431833;0.18531554452469937;0.07317073170731707
356;76.3947;59.567787;48.534557;0.53953505;0.84182125;0.0;0;-48.73135454409328;-15.887640008956993;49.211960000568325;15.887640008956993;-1.1149749867019578;0.20044593143431833;0.18531554452469942;0.04878048780487805
357;79.926476;41.672775;41.672775;30.800959;1.2352004;0.0;0;-50.92252926612147;-19.111897287001995;51.31639230375851;19.111897287001995;-1.1172865478706948;0.20044593143431833;0.18531554452469937;0.024390243902439025
358;49.2204;36.37976;36.37976;36.37976;0.89070207;0.0;0;-52.17894043631457;-19.936481391409302;52.452533807201924;19.936481391409302;-1.0740242487858498;0.20044593143431833;0.18531554452469942;0.024390243902439025
359;59.96335;81.90969;70.94706;29.030525;1.1585237;0.0;0;-51.1425958184489;-17.86747841313587;51.39125869953833;17.86747841313587;-1.0650564821401276;0.20044593143431833;0.18531554452469937;0.024390243902439025
360;93.12431;64.46409;64.46409;64.46409;0.7597069;0.0;0;-52.95098871784805;-19.93614695925038;53.133138786972026;19.93614695925038;-1.0411311047612068;0.20044593143431833;0.18531554452469937;0.04878048780487805
361;11.9821615;7.7358303;7.7358303;7.7358303;0.9109075;0.0;0;-51.81519959803749;-24.71630385310911;51.98596081970248;24.71630385310911;-1.0;;;0.0975609756097561
362;11.719186;14.22718;14.22718;14.22718;1.2030963;0.0;0;-49.24919410111051;-19.08118843671221;49.594518737093004;19.08118843671221;-1.0998267601600498;0.20044593143431833;0.18531554452469942;0.024390243902439025
363;8.780025;90.019585;67.967285;67.967285;0.8425204;0.0;0;-52.578547085423885;-17.73766228508876;52.673259427960716;17.73766228508876;-1.0096788094223892;0.20044593143431833;0.18531554452469942;0.07317073170731707
364;65.78975;88.45097;7.7210374;7.7210374;0.89201176;0.0;0;-43.27355978808425;-11.818725470080437;44.469290166682974;11.818725470080437;-1.1619567258711219;0.20044593143431833;0.18531554452469942;0.3170731707317073
365;41.866646;95.18372;21.903313;21.903313;1.1632575;0.0;0;-46.21900605765555;-14.389476698073622;46.68817768798123;14.389476698073622;-1.11732675475296;0.20044593143431833;0.18531554452469937;0.24390243902439024
366;77.434395;42.790817;42.790817;42.790817;0.8106958;0.0;0;-51.86954416269717;-19.937678638222764;52.211256180059024;19.937678638222764;-1.098527262194614;0.20044593143431833;0.18531554452469937;0.024390243902439025
367;67.12643;78.40825;43.512665;43.512665;0.7765916;0.0;0;-50.60218444854455;-17.654642452116917;50.82988791473171;17.654642452116917;-1.057517154056416;0.20044593143431833;0.18531554452469937;0.07317073170731707
368;33.370438;82.82422;49.809437;29.730337;1.2329884;0.0;0;-47.988950605797186;-15.354184613607998;48.62365126092584;15.354184613607998;-1.2039184420164524;0.20044593143431833;0.18531554452469937;0.07317073170731707
369;89.83767;31.576534;31.576534;29.821259;0.95239586;0.0;0;-51.757131937508014;-19.934535186371676;52.04411729916919;19.934535186371676;-1.0788414926167875;0.20044593143431833;0.18531554452469942;0.024390243902439025
370;76.25559;14.542317;14.542317;14.542317;1.0789356;0.0;0;-49.91188581294203;-19.58296226359144;50.2146469089132;19.58296226359144;-1.0845161947627766;0.20044593143431833;0.18531554452469937;0.024390243902439025
371;27.06079;99.70267;1.9650794;1.9650794;0.813558;0.0;0;-41.44256265043871;-10.082106093296517;43.67491388714784;11.080685722335318;0.5470393328101799;0.33366073497299287;0.2286220095867393;0.24390243902439024
372;36.42556;3.031618;3.031618;3.031618;0.8600887;0.0;0;-40.28056247251303;-16.46743608581457;40.82252779969497;16.46743608581457;-1.1705605422085799;0.20044593143431833;0.18531554452469937;0.0975609756097561
373;31.450853;59.737617;24.45774;24.45774;0.97999036;0.0;0;-48.251488207447885;-14.999271664259425;48.677098069765314;14.999271664259425;-1.1287062238491428;0.20044593143431833;0.18531554452469942;0.12195121951219512
374;15.769588;65.02473;65.02473;65.02473;1.0875766;0.0;0;-52.666441583120395;-19.79039898916028;52.86202005688007;19.79039898916028;-1.0459614470518461;0.20044593143431833;0.18531554452469942;0.04878048780487805
375;14.7868595;68.18211;68.18211;33.009674;0.89662397;0.0;0;-52.1849508871277;-21.77394762923913;52.1849508871277;21.77394762923913;-1.0;;;0.04878048780487805
376;93.61339;25.570219;25.570219;25.570219;1.1923169;0.0;0;-49.085267005645555;-19.627570308006284;49.56421933757533;19.627570308006284;-1.147894086729787;0.20044593143431833;0.18531554452469937;0.07317073170731707
377;43.796024;72.160706;25.512089;3.6570382;1.140572;0.0;0;-45.2625415647687;-13.02105655528564;45.892559919020144;13.02105655528564;-1.1467889630629844;0.20044593143431833;0.18531554452469942;0.14634146341463414
378;38.33815;21.647793;21.647793;21.647793;1.0257789;0.0;0;-51.2030514456111;-19.583136201871582;51.46148903426958;19.583136201871582;-1.0685725501042929;0.20044593143431833;0.18531554452469937;0.024390243902439025
379;72.971275;82.90553;1.505606;1.505606;0.9796056;0.0;0;-40.80261056787733;-9.641450897729868;43.10264535229514;10.507552184371178;0.5993516405980085;0.33366073497299287;0.22845392614252158;0.24390243902439024
380;55.303776;21.919476;21.919476;21.919476;1.0597713;0.0;0;-51.277397216381374;-19.580957292097878;51.516739255415274;19.580957292097878;-1.0617036745068633;0.20044593143431833;0.18531554452469937;0.04878048780487805
381;93.61464;69.67364;61.433613;27.569191;1.1158316;0.0;0;-49.82789381799413;-17.96609233749396;50.288781976620136;17.96609233749396;-1.1413962083427578;0.20044593143431833;0.18531554452469942;0.07317073170731707
382;78.03235;78.34351;2.189436;2.189436;0.81747514;0.0;0;-41.38372362541843;-10.114403130280635;43.47299089779124;11.025175554485116;0.23368866445323347;0.33366073497299287;0.22159032065372639;0.24390243902439024
383;47.94216;18.902685;18.902685;18.902685;1.1763207;0.0;0;-51.3944209155207;-19.18729395459667;51.57924437186848;19.18729395459667;-1.0420927510413656;0.20044593143431833;0.18531554452469942;0.07317073170731707
384;37.642185;23.806269;23.806269;10.5860615;0.9947014;0.0;0;-48.63348100722596;-17.76827888524116;49.07206471531257;17.76827888524116;-1.1333730564023192;0.20044593143431833;0.18531554452469937;0.07317073170731707
385;98.66329;77.91258;30.829292;30.829292;1.217672;0.0;0;-50.552312976922444;-20.45482242562514;50.602031317348064;20.45482242562514;-1.0;;;0.12195121951219512
386;71.77885;8.609037;8.609037;8.609037;1.2277712;0.0;0;-46.693620438431324;-17.684669561793413;47.07196800471862;17.684669561793413;-1.1117054651246034;0.20044593143431833;0.18531554452469937;0.024390243902439025
387;95.11996;19.084188;19.084188;19.084188;0.7653584;0.0;0;-12.684457194605939;-8.567466219322853;61.39326121264792;26.55971057893538;-8.135922040475016;0.06848257829900319;-0.318466566911868;0.024390243902439025
388;11.856673;45.558537;14.326596;14.326596;0.9422405;0.0;0;-46.844627093719865;-15.020048648139465;47.23378319018433;15.020048648139465;-1.1060547903384361;0.20044593143431833;0.18531554452469937;0.14634146341463414
389;85.05486;93.01889;19.333998;12.395378;1.0131117;0.0;0;-45.23343418002953;-13.22697698486806;45.821534383924025;13.22697698486806;-1.1352031065243247;0.20044593143431833;0.18531554452469937;0.2682926829268293
390;63.711018;56.192165;56.192165;46.983204;1.0197978;0.0;0;-51.88153370309326;-19.815633222347174;52.2489511691303;19.815633222347174;-1.107773789924755;0.20044593143431833;0.18531554452469942;0.024390243902439025
391;12.200949;38.773907;38.773907;25.589615;1.1611967;0.0;0;-51.73712939179839;-19.36914129749323;51.929364430398955;19.36914129749323;-1.0447587772870344;0.20044593143431833;0.18531554452469937;0.04878048780487805
392;58.829918;97.83724;57.632668;57.632668;0.820552;0.0;0;-51.104500048312794;-17.697968417177492;51.3134571043022;17.697968417177492;-1.050773867684545;0.20044593143431833;0.18531554452469942;0.07317073170731707
393;68.61278;46.376495;46.376495;46.376495;1.0612414;0.0;0;-51.17268661466571;-19.608495374741523;51.61895048487333;19.608495374741523;-1.1361356937295746;0.20044593143431833;0.18531554452469942;0.07317073170731707
394;1.2401456;43.37916;43.37916;21.518732;1.2212985;0.0;0;-123.48457331706992;-47.78743624573934;170.6193684594456;127.86324402766485;-5.720506919741497;-0.1703948343343034;-0.17785770745680035;0.0
395;45.437252;41.170315;41.170315;41.170315;1.2483456;0.0;0;-51.92738012599029;-19.585453391435237;52.17385214214558;19.585453391435237;-1.064268404342988;0.20044593143431833;0.18531554452469937;0.024390243902439025
396;82.541695;31.224886;5.4266624;5.4266624;0.7550428;0.0;0;-43.1586721506825;-12.848512227611621;43.76056314213991;12.848512227611621;-1.1404663071406251;0.20044593143431833;0.18531554452469942;0.2926829268292683
397;29.54295;32.576225;32.576225;26.53657;1.2362837;0.0;0;-61.86411800964929;-36.434764941940216;63.98271407327992;36.434764941940216;-1.0608558730803874;-0.15663340115885824;-0.030632168238300388;0.07317073170731707
398;45.86022;68.78683;68.78683;68.78683;0.811105;0.0;0;-51.3162043938505;-19.612713642867277;51.74540234218632;19.612713642867277;-1.129996897172391;0.20044593143431833;0.18531554452469942;0.024390243902439025
399;44.236988;4.0931516;4.0931516;4.0931516;1.0184753;0.0;0;-41.81963923467364;-16.499019034855564;42.318572515693965;16.499019034855564;-1.155081450085117;0.20044593143431833;0.18531554452469937;0.0975609756097561
400;30.19972;68.18485;68.18485;29.271385;0.8731849;0.0;0;-50.68161265220787;-19.567978663188228;51.00670158224379;19.567978663188228;-1.0925477580100271;0.20044593143431833;0.18531554452469942;0.024390243902439025
401;91.84501;20.128437;15.29163;15.29163;1.0531955;0.0;0;-49.10061836498926;-16.978452871877607;49.41903495443308;16.978452871877607;-1.0901476449799328;0.20044593143431833;0.18531554452469942;0.024390243902439025
402;78.13159;38.42696;38.42696;16.488874;0.7685133;0.0;0;-47.99648650585184;-16.9791265782888;49.230785671038035;17.315528987279606;-1.3927967178536884;0.38637524941033624;0.22242028663319094;0.0975609756097561
403;11.067736;14.662432;14.662432;14.662432;0.8691663;0.0;0;-50.557256735150034;-19.583832431610944;50.831478133382404;19.583832431610944;-1.0742501570099927;0.20044593143431833;0.18531554452469942;0.024390243902439025
404;99.7035;55.279575;21.000452;21.000452;0.9002878;0.0;0;-48.29361087799888;-15.93539646836669;48.618795575698876;15.93539646836669;-1.0925822066739141;0.20044593143431833;0.18531554452469937;0.0975609756097561
405;87.92121;72.93775;20.105015;20.105015;1.2078036;0.0;0;-46.5568222315192;-14.708664754648595;46.984723642518134;14.708664754648595;-1.112528582909755;0.20044593143431833;0.18531554452469937;0.1951219512195122
406;28.398005;35.47201;35.47201;24.095114;1.0418148;0.0;0;-50.81241641398179;-19.747461716915808;51.13159785958313;19.747461716915808;-1.0904227720068667;0.20044593143431833;0.18531554452469937;0.024390243902439025
407;83.69129;16.350023;16.350023;16.350023;1.1041049;0.0;0;-50.13490401138745;-19.55437505400343;50.45371329854691;19.55437505400343;-1.090288902592783;0.20044593143431833;0.18531554452469942;0.024390243902439025
408;10.650889;22.658293;22.658293;22.658293;1.0880076;0.0;0;-50.977151596565044;-19.71016017724213;51.31141900000949;19.71016017724213;-1.0958493541021532;0.20044593143431833;0.18531554452469937;0.024390243902439025
409;99.910484;81.81311;26.706076;14.619408;0.94614416;0.0;0;-46.872842568625124;-14.690198302820733;47.29811007035238;14.690198302820733;-1.097625642331445;0.20044593143431833;0.18531554452469942;0.14634146341463414
410;66.571815;26.772198;26.772198;26.772198;0.7570105;0.0;0;-52.21264836750398;-19.584682048485263;52.413599957026214;19.584682048485263;-1.0478942148678683;0.20044593143431833;0.18531554452469937;0.04878048780487805
411;65.016;77.47251;2.3167646;2.3167646;0.80351037;0.0;0;-41.46289211077637;-10.184644160383812;43.51455058279321;11.096446901072511;0.1611338765789912;0.33366073497299287;0.2200651840596442;0.24390243902439024
412;9.053168;33.12663;13.003305;13.003305;0.9794043;0.0;0;-46.954568551541776;-14.689158332206802;47.3742060802064;14.689158332206802;-1.1265579108812511;0.20044593143431833;0.18531554452469937;0.12195121951219512
413;89.70437;18.881369;18.881369;18.881369;1.2206473;0.0;0;-50.327806378690504;-19.583470805461417;50.623532204588585;19.583470805461417;-1.081985532075584;0.20044593143431833;0.18531554452469937;0.024390243902439025
414;2.9096603;72.73358;30.97413;24.28949;0.8743789;0.0;0;-48.26801482276696;-14.524790182114629;48.72948091758547;14.524790182114629;-1.1401271474231127;0.20044593143431833;0.18531554452469937;0.12195121951219512
415;24.090397;46.859818;46.859818;14.074257;1.0991594;0.0;0;-51.53043365402383;-19.54054016269791;51.554875126701276;19.54054016269791;-1.0;;;0.04878048780487805
416;14.310758;3.1374123;3.1374123;3.1374123;1.1632979;0.0;0;-35.27145685457861;-15.7126329225743;36.14582851219808;15.7126329225743;-1.2699377354285808;0.29632806532566497;0.2020427654645063;0.17073170731707318
417;77.67902;95.994644;8.36558;8.36558;1.2033926;0.0;0;-42.91950447782839;-11.583577783548066;44.128317796570286;11.583577783548066;-1.1658767400327787;0.20044593143431833;0.18531554452469942;0.3170731707317073
418;19.828442;14.783867;1.7940563;1.7940563;0.8967432;0.0;0;-37.845913670490376;-8.394196808571849;39.0496310425517;9.112469995223336;-1.2194878981907253;0.20044593143431833;0.18531554452469937;0.34146341463414637
419;91.06471;35.347164;35.347164;0.9661986;1.2156416;0.0;0;-48.06059607172267;-17.297775633386664;48.52768812099401;17.297775633386664;-1.121242833843511;0.20044593143431833;0.18531554452469937;0.07317073170731707
420;65.63034;38.485615;17.158958;17.158958;1.0539911;0.0;0;-47.7760268448086;-15.627100065004669;48.1319893014063;15.627100065004669;-1.1036532992160228;0.20044593143431833;0.18531554452469937;0.07317073170731707
421;3.6259093;48.948097;18.789358;18.789358;1.0042034;0.0;0;-47.925405164506216;-15.888052181278738;48.242895633596596;15.888052181278738;-1.0898145094786682;0.20044593143431833;0.18531554452469942;0.0975609756097561
422;0.5529291;78.54655;42.386486;42.386486;1.1391963;0.0;0;-49.381051766600336;-15.71838517358944;49.78181595627807;15.71838517358944;-1.1197689668520014;0.20044593143431833;0.18531554452469937;0.04878048780487805
423;5.1752753;0.61896706;0.61896706;0.61896706;0.86935633;0.0;0;14.335527053467297;24.36543659409523;40.307458542988655;28.449421278883165;-9.386654766217623;-0.07921104874891155;-0.13983966148883734;0.04878048780487805
424;60.59646;93.24788;61.66154;50.889896;1.1562902;0.0;0;-51.50364391740217;-16.94198564449789;51.69408251510699;16.94198564449789;-1.044112578079697;0.20044593143431833;0.18531554452469937;0.07317073170731707
425;80.15017;64.602486;48.574394;39.366913;1.0749813;0.0;0;-50.50155554317569;-16.86215396835368;50.87604775089996;16.86215396835368;-1.1103186509781844;0.20044593143431833;0.18531554452469942;0.024390243902439025
426;23.862896;95.065384;11.153946;11.153946;1.1496831;0.0;0;-43.79207604799781;-12.334604784069796;44.71476290799386;12.334604784069796;-1.1531630478444572;0.20044593143431833;0.18531554452469942;0.2926829268292683
427;84.94239;81.740776;78.476234;72.18416;1.1778611;0.0;0;-52.26671718793552;-19.495623116501662;52.54658715173227;19.495623116501662;-1.0762820070969743;0.20044593143431833;0.18531554452469937;0.024390243902439025
428;5.7326217;92.784546;42.591625;3.6124551;1.0586737;0.0;0;-46.63196937166293;-13.868298811389678;47.20534063877784;13.868298811389678;-1.1320861674151157;0.20044593143431833;0.18531554452469942;0.0975609756097561
429;80.09837;60.104046;60.104046;60.104046;0.7683675;0.0;0;-52.71185462071741;-19.936616990799166;52.98165852369036;19.936616990799166;-1.072661136217936;0.20044593143431833;0.18531554452469934;0.024390243902439025
430;92.780266;35.737324;0.40419382;0.40419382;0.8988738;0.0;0;-38.440730215798375;-8.390340707557016;41.077247495435955;8.784474203416693;0.8189325210915642;0.4180105668857707;0.23815053935399938;0.2926829268292683
431;77.21312;44.296978;44.296978;44.296978;1.1890099;0.0;0;-51.908690759714126;-19.936609714386492;52.24529631041783;19.936609714386492;-1.0966904109435696;0.20044593143431833;0.18531554452469942;0.024390243902439025
432;69.815094;65.80665;28.292158;28.292158;1.0634782;0.0;0;-48.24867909528187;-15.03784073765047;48.67553026804774;15.03784073765047;-1.1291527366343572;0.20044593143431833;0.18531554452469937;0.12195121951219512
433;83.799644;42.698917;42.698917;42.698917;1.1950282;0.0;0;-52.04009663085196;-19.69348824704403;52.29605612997132;19.69348824704403;-1.0676811545122238;0.20044593143431833;0.18531554452469942;0.024390243902439025
434;4.0247283;73.16996;29.779083;21.897678;0.94226426;0.0;0;-47.8865749253423;-15.469978775337921;48.25141699079214;15.469978775337921;-1.0994831270378802;0.20044593143431833;0.18531554452469942;0.0975609756097561
435;20.186193;9.193883;9.193883;9.193883;1.0023637;0.0;0;-47.832552210976274;-17.336437887901297;48.326939561657916;17.336437887901297;-1.153446229806837;0.20044593143431833;0.18531554452469942;0.07317073170731707
436;12.501119;83.00037;23.091923;23.091923;1.1812962;0.0;0;-46.815524102089114;-14.836953703736413;47.23897965984473;14.836953703736413;-1.1115434760831766;0.20044593143431833;0.18531554452469937;0.17073170731707318
437;50.458054;20.426823;20.426823;20.426823;1.1310157;0.0;0;-50.67387851265577;-19.585570909957767;50.985877476887474;19.585570909957767;-1.0878391558251488;0.20044593143431833;0.18531554452469942;0.024390243902439025
438;74.52136;94.395325;91.797485;91.797485;0.93875057;0.0;0;-52.61429452499691;-19.63684574976938;52.91374761736971;19.63684574976938;-1.0833262701133304;0.20044593143431833;0.18531554452469942;0.024390243902439025
439;63.004883;15.5630245;15.5630245;15.5630245;0.76131517;0.0;0;-51.18653555946176;-19.585401254422806;51.44259643416482;19.585401254422806;-1.0677176204054122;0.20044593143431833;0.18531554452469942;0.024390243902439025
440;85.1146;12.925128;12.925128;12.925128;1.1901698;0.0;0;-49.10223866222217;-19.24153987863744;49.41580421388012;19.24153987863744;-1.0884026742550916;0.20044593143431833;0.18531554452469942;0.024390243902439025
441;15.529747;81.18949;38.109745;38.109745;1.1431785;0.0;0;-50.029014914437504;-16.567706590830284;50.141252554054326;16.567706590830284;-1.0159828482071964;0.20044593143431833;0.18531554452469937;0.07317073170731707
442;73.46476;81.871994;81.871994;70.03014;0.9745804;0.0;0;-52.313510281168874;-19.93178849216065;52.64365097018434;19.93178849216065;-1.0943649303177612;0.20044593143431833;0.18531554452469937;0.024390243902439025
443;19.31222;73.878555;61.883434;26.61539;1.0231203;0.0;0;-50.084847678562745;-18.362850919063447;50.32422158700489;18.362850919063447;-1.0617151382774765;0.20044593143431833;0.18531554452469942;0.04878048780487805
444;27.083168;96.053444;54.482574;54.482574;0.852156;0.0;0;-50.87769922782851;-17.54627428587932;51.07217757724423;17.54627428587932;-1.0455657204344466;0.20044593143431833;0.18531554452469942;0.07317073170731707
445;70.99337;27.061258;3.601429;3.601429;0.9560505;0.0;0;-41.34534396580711;-10.780255740593589;42.25074551088601;10.969480337816918;-1.1793242238081802;0.20044593143431833;0.18531554452469937;0.3170731707317073
446;98.020676;82.66661;82.66661;51.625965;0.8315977;0.0;0;-51.63832949968422;-19.923661078952335;51.69381266237269;19.923661078952335;-1.0;;;0.04878048780487805
447;61.158245;35.210533;8.389708;8.389708;0.8552848;0.0;0;-45.143304044948984;-13.696153795802815;45.64124809281771;13.696153795802815;-1.129359728828117;0.20044593143431833;0.18531554452469937;0.24390243902439024
448;5.4594865;53.744488;4.706767;4.706767;1.1731848;0.0;0;-41.68173895884084;-10.76404181861028;42.93485618183899;11.313900830920744;-1.1793806588044828;0.20044593143431833;0.18531554452469942;0.3170731707317073
449;61.634735;44.565548;27.49306;26.573679;0.9312362;0.0;0;-49.050246056762056;-16.516614841674198;49.544677683411145;16.516614841674198;-1.1534621563508909;0.20044593143431833;0.18531554452469942;0.07317073170731707
450;4.244632;0.59494376;0.59494376;0.59494376;1.1573616;0.0;0;41.679485846570266;41.790635568237605;60.0441576441821;43.275958565916255;-15.61504583520528;-0.15964160639666874;-0.247980435292991;0.04878048780487805
451;88.41573;57.450474;57.450474;57.450474;0.9869499;0.0;0;-52.44778948439497;-19.936596839749853;52.71752953704791;19.936596839749853;-1.0726381685676905;0.20044593143431833;0.18531554452469942;0.024390243902439025
452;70.96073;74.75311;74.75311;74.75311;0.7853889;0.0;0;-52.81489719114624;-19.936627316655034;53.08977990536962;19.936627316655034;-1.0744880395199026;0.20044593143431833;0.18531554452469942;0.024390243902439025
453;17.321053;17.463493;17.463493;11.49726;0.9307636;0.0;0;-48.92910603480611;-17.377317939816294;49.5466406773055;17.377317939816294;-1.1977436417319605;0.20044593143431833;0.18531554452469937;0.07317073170731707
454;9.181184;93.16627;37.214233;20.996254;0.8291367;0.0;0;-48.25796149004139;-15.03463035709268;48.56572678338649;15.03463035709268;-1.0669531651246036;0.20044593143431833;0.18531554452469942;0.0975609756097561
455;18.361488;53.04465;53.04465;53.04465;1.0967882;0.0;0;-52.342812622750635;-19.93644992524051;52.625219871717746;19.93644992524051;-1.07719469599743;0.20044593143431833;0.18531554452469937;0.024390243902439025
456;98.002914;17.832817;17.832817;17.832817;1.2056971;0.0;0;-49.91951801799047;-18.53510394086001;50.31860287566852;18.53510394086001;-1.1191648929803721;0.20044593143431833;0.18531554452469937;0.024390243902439025
457;45.861477;64.5983;17.457449;17.457449;1.1315378;0.0;0;-46.37498178415673;-14.476588268507669;46.823541458531935;14.476588268507669;-1.118848369696407;0.20044593143431833;0.18531554452469937;0.21951219512195122
458;78.410255;19.200352;19.200352;19.200352;1.1392188;0.0;0;-50.57692771701154;-19.584231186019622;50.86779719532911;19.584231186019622;-1.0802386513602191;0.20044593143431833;0.18531554452469942;0.024390243902439025
459;63.64447;6.3626995;6.3626995;6.3626995;1.1809332;0.0;0;-44.69192468247512;-16.621772192856696;45.12524183924304;16.621772192856696;-1.131478620968578;0.20044593143431833;0.18531554452469937;0.07317073170731707
460;57.24559;68.53467;68.53467;67.38321;1.1383324;0.0;0;-52.42215233267295;-19.93598124862575;52.73344916005889;19.93598124862575;-1.0875865896125616;0.20044593143431833;0.18531554452469942;0.024390243902439025
461;14.521574;11.078382;11.078382;11.078382;1.0342866;0.0;0;-48.84872702262982;-18.817718656486562;49.203525491661665;18.817718656486562;-1.1032346003074298;0.20044593143431833;0.18531554452469937;0.024390243902439025
462;94.60298;10.630683;1.6293542;1.6293542;1.1071382;0.0;0;-33.720870802916075;-7.727833057515227;35.11016187605902;7.762694139688904;-1.3561309452682404;0.38637524941033624;0.23240545850975455;0.4146341463414634
463;30.14125;73.996956;70.50378;5.4261374;0.95797735;0.0;0;-50.06350884893709;-18.247226639204257;50.36287755389715;18.247226639204257;-1.0658041849540847;0.20044593143431833;0.18531554452469937;0.024390243902439025
