per,nseg,icalc,outseg,iupseg,iprior,nstrpts,flow,runoff,etsw,pptsw,roughch,roughbk,cdpth,fdpth,awdth,bwdth,hcond1,thickm1,elevup,width1,depth1,thts1,thti1,eps1,uhc1,hcond2,thickm2,elevdn,width2,depth2,thts2,thti2,eps2,uhc2
0,22,1,161,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.13,9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.45,9.24,0.0,0.0,0.0,0.0,0.0
0,23,1,161,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.425,9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.5025,9.24,0.0,0.0,0.0,0.0,0.0
0,24,1,161,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.41,9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.61874,9.24,0.0,0.0,0.0,0.0,0.0
0,25,1,161,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.56,9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.52997,9.24,0.0,0.0,0.0,0.0,0.0
0,26,1,161,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.74,9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.12,9.24,0.0,0.0,0.0,0.0,0.0
0,27,1,162,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.22,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.77,4.8,0.0,0.0,0.0,0.0,0.0
0,28,1,162,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.37,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.09247,4.8,0.0,0.0,0.0,0.0,0.0
0,29,1,164,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.64,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.26,5.14,0.0,0.0,0.0,0.0,0.0
0,30,1,170,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.63,8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.40814,8.6,0.0,0.0,0.0,0.0,0.0
0,31,1,170,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.31,8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.75,8.6,0.0,0.0,0.0,0.0,0.0
