r10_2;r110_2;r0011_2;r10_3;r110_3;r0011_3;r10_4;r110_4;r0011_4;z10;z0011;m0011;m110;complete;ME;MAE;RBIAS;r
4.6406856;3.18307;30.76499;2.4873838;2.4303916;19.606998;1.1570296;8.058825;32.58248;2.508874;7.1742187;21.25274;2.702959;0;4.986688609492403;7.429659826313878;0.020797119476786936;0.9815789473684211
1.3636806;3.0289557;11.721845;0.6354897;1.2393914;8.027476;0.7178672;4.0577307;71.505936;1.5273902;4.308022;54.49734;5.025115;0;44.39782396062839;44.39782396062839;0.16242256230252045;0.9334008097165992
3.4953403;0.36726323;19.676105;2.377653;2.2440372;77.915276;1.5233418;9.120985;55.37901;3.2809048;6.9433184;32.438293;1.2132362;0;5.939394163190871;7.882124776742514;0.02566557075779339;0.9787449392712552
4.937832;0.12539057;93.86664;2.8798857;5.7647543;86.9224;3.3073761;8.67514;62.73744;1.3937885;4.792041;54.1641;7.5298624;0;-5.81601616473242;11.545665414562414;-0.015361728872815514;0.9639676113360324
0.83793163;0.38304368;67.01346;3.6424778;1.6906424;53.608086;1.3663077;9.004405;47.58;3.9036193;5.516901;16.75754;5.9226384;0;16.42938413021985;16.51205093271811;0.06688907061897804;0.9576923076923078
0.53317124;0.726916;92.18916;2.129568;1.5388116;38.28009;4.4288507;7.010109;3.599341;0.9990079;4.408465;45.652603;9.811519;0;8.501211852480694;10.155842489018324;0.03630289060970753;0.9477732793522267
3.4035563;1.3624972;26.427847;1.659927;2.0634534;43.622963;1.3238393;8.259357;69.02368;4.545504;8.170284;51.70835;4.043038;0;9.136889008584966;9.86650160508318;0.03729232361504463;0.9809716599190283
1.7647061;4.5440807;85.84432;3.361828;7.0247226;66.24018;3.453794;4.500776;72.688545;2.060727;6.4123673;57.02542;6.9123187;0;0.11963848999342784;9.673702784512736;0.00775355116314644;0.9562753036437247
0.44909793;2.6413002;36.86501;3.4526958;1.1742231;83.2939;2.685067;7.238971;18.844624;0.3717511;7.1492405;48.516186;6.154572;0;14.916919995448161;15.974510563079047;0.056432298561358514;0.9558704453441297
2.4289975;4.0047693;15.275303;1.4251;9.726635;19.754602;1.1365808;3.0151057;65.28795;0.58863145;8.388341;63.93332;5.993883;0;19.550643012764446;19.749067898552372;0.07210034320681995;0.9734817813765182
3.7934763;4.2077274;80.666;0.19713311;4.4270763;90.32358;2.8253655;2.8424687;87.87717;2.7114508;8.16611;10.5691185;4.818559;0;6.24719082287727;8.150114935417008;0.02690697848382559;0.9791497975708503
1.4970998;3.7012212;6.905363;4.733884;4.0292864;66.08162;4.778192;9.492536;60.674088;4.5640635;5.585738;39.44426;4.356609;0;-6.0384665566615645;13.919777157568596;-0.013895270640427698;0.9390688259109311
1.7417297;2.0177872;41.080433;3.8009033;5.2733154;74.09077;4.72647;5.939354;67.185555;2.6251783;3.2878802;32.586033;3.070162;0;-4.652357815669563;12.580815943474553;-0.009375862360925519;0.9435222672064778
4.243927;4.332911;82.11215;1.0854112;5.660756;9.604315;1.5288109;1.6450981;70.37052;2.3058712;4.270602;69.951225;7.221215;0;6.594293003764628;8.02557886003602;0.02768559356750673;0.9809716599190283
2.6483524;3.7360437;62.101307;2.8717618;4.7801204;91.91612;2.7287939;2.7757092;33.10918;3.8867145;5.968309;39.35585;7.333415;0;1.8615713522305437;7.490290605107457;0.012099082466318122;0.9692307692307695
4.229387;3.741442;52.288506;3.0152428;5.376933;53.291264;0.839194;5.152055;16.27523;1.2112912;3.1488585;48.597507;7.0023518;0;7.512291633239847;9.284765391457332;0.028916728922936886;0.9813765182186236
2.2873085;4.517714;36.009758;0.7173443;4.0576053;36.848602;2.3982747;8.613033;47.79249;3.4155474;8.027412;64.4941;9.801101;0;12.844023720671293;13.101023481271659;0.05119063225713435;0.971255060728745
4.7695785;3.033451;8.430527;1.0391197;3.8980668;40.494797;1.675325;9.063579;23.947813;1.169526;3.0642471;11.68942;3.9321008;0;9.758788143015776;11.416744943233406;0.03617046807646288;0.9815789473684211
3.2888935;2.6900146;99.106224;4.787862;1.2458373;30.010368;4.6544676;2.0211196;69.01235;4.242132;4.0168185;25.071587;2.4501243;0;-11.5011447305212;16.4650657156122;-0.036069707361074295;0.9402834008097167
0.66790444;4.4617968;18.302599;2.5892532;7.046205;17.13427;3.20014;1.5582575;71.777466;4.418533;6.6946597;23.985456;1.5323386;0;8.263739138545276;9.798417479526416;0.03672877655419899;0.9580971659919028
4.4369555;2.3268626;26.27554;1.0380669;6.5554476;4.4312296;1.0061444;2.0951936;1.8100489;1.0534295;7.279261;9.950417;2.196839;0;22.04614574399314;22.486884062234875;0.0768082535129307;0.972672064777328
2.4973993;4.0766964;24.355661;4.0081162;7.0193834;27.176409;4.9624615;7.042557;95.46592;0.80350244;4.5517826;40.080025;3.3850672;0;-6.049317243666656;13.020662933879406;-0.01534097182413584;0.9384615384615385
0.79403096;0.36384717;90.8862;2.4058092;9.469496;50.16456;3.5014598;5.7954655;92.575165;3.6443706;7.8012753;22.845688;1.5390512;0;6.036941735862603;9.176881696397098;0.029352434270961594;0.9578947368421052
0.84818166;0.10632073;76.60515;3.2282193;5.2577624;67.0093;0.75990963;7.6410203;14.061952;3.2989457;9.117789;13.231328;9.493856;0;29.053144251938303;29.219372241236044;0.10667178294173706;0.95668016194332
3.4689162;2.6886332;46.27565;1.5577575;8.935934;73.6013;4.017803;6.3402386;48.30166;3.146111;2.4795723;3.4886832;3.9264884;0;-1.262423217181443;8.531685715894977;0.000964871521513077;0.9617408906882591
0.33212528;0.46069828;95.58688;0.38373008;4.995489;59.964806;2.832036;1.8629677;21.693275;2.5959973;9.243089;3.7037215;9.376615;0;35.14412225170618;35.20981954546721;0.13076329632003958;0.9461538461538462
1.5043094;4.885061;6.2255545;0.90822667;5.2985263;12.490153;2.0612803;3.3186877;96.42787;0.73239905;5.842684;28.571838;4.3851533;0;22.012197788883125;22.16652931830662;0.08227635783988295;0.965991902834008
0.7849592;0.12695575;89.473366;4.867881;6.696573;43.72331;1.0619544;3.9839637;57.037235;3.6254406;5.039496;43.54348;5.860406;0;10.511765384917995;10.94595802392274;0.04374567641425398;0.9676113360323887
2.2612793;3.6189332;6.982306;3.1555834;2.9431126;67.07316;1.4618458;7.369268;70.31578;0.89540344;8.162517;16.454412;6.352248;0;11.908202836201058;13.038834141163862;0.04523448818623328;0.9738866396761134
2.1303334;1.292585;39.72194;4.1723175;2.9562051;74.574394;0.91956276;6.3716683;97.81066;2.7599137;8.056681;63.888714;4.5883446;0;5.717002360608042;7.767560312830212;0.02634885362871568;0.9746963562753036
2.6571946;4.841005;6.3464828;0.20544584;5.5884867;33.126175;4.0364394;9.521412;67.62711;1.798416;7.1427903;16.292597;4.2179585;0;5.2014195543032145;7.85967880778349;0.02399355221713637;0.9663967611336033
1.4702181;1.9695541;99.897934;3.8507662;1.6174884;92.915695;1.4375775;2.309704;87.20673;1.725079;4.676547;20.388592;6.9676075;0;9.887291687409832;10.674085850340319;0.04042516420466578;0.9728744939271255
0.2570136;0.23368879;91.52456;2.4762652;3.1299224;79.742775;2.4028132;9.447637;24.814651;4.178077;3.405412;22.683184;9.109224;0;19.076677564747207;19.21315710262689;0.07506568880314113;0.9578947368421052
3.110492;0.23198526;58.895096;3.3600085;8.140709;85.321365;4.84278;2.9813538;23.709751;2.3354545;4.2432384;12.727096;7.730611;0;-6.211811702929766;12.62550732333562;-0.01616067841616918;0.9500000000000002
1.9312183;2.8115296;22.566612;1.8552047;5.1736007;66.98795;4.9733305;4.091203;44.67846;2.5179498;6.1595674;69.93819;4.9671674;0;-1.7277259273753367;10.289203530150388;0.0007560171163165321;0.9516194331983805
3.2915416;4.934889;28.400995;3.1422572;1.2395974;41.962288;3.9772139;1.3112133;88.266205;4.4913397;6.0757737;50.75326;8.068008;0;-5.956307375987269;12.337495318892824;-0.014928788540188798;0.9540485829959514
0.63246816;4.9008904;45.504795;0.27453685;1.5466728;93.48268;4.0146623;3.6687465;4.8729014;2.8363907;9.315524;22.426632;6.6950536;0;18.346189886528872;18.48202402941916;0.07178096038109583;0.9597165991902835
0.16750903;1.7526375;32.95524;0.3233847;9.275639;90.24307;4.7297497;2.7973604;44.69699;4.026395;5.1100183;68.17641;5.6014805;0;11.705067025145144;12.413064436232949;0.0512481282299205;0.9431174089068827
1.3166418;2.4652479;3.1100767;4.0142984;9.610466;83.019066;4.004432;2.9552605;82.665886;4.328056;6.9997168;45.163975;8.963722;0;-2.6517715977732346;11.45267061775398;-0.0018699735101811055;0.9497975708502024
2.337082;0.5922334;65.969345;0.7098798;6.7699347;89.22159;2.3096614;6.1498346;18.567806;3.506392;6.94041;54.31551;5.542071;0;15.49896914833026;15.721900297238102;0.059730725154038725;0.9720647773279354
2.0309527;2.6586666;61.729362;0.16852129;2.664506;91.74447;0.39552343;8.027084;61.956818;0.80574614;7.585172;25.371706;4.9530497;0;55.07915525383729;55.07915525383729;0.19546830718124322;0.9317813765182187
4.0704827;3.0385377;90.52676;4.571037;4.312776;74.889366;1.1210126;7.7046156;7.9262457;0.6843613;9.92313;16.73756;7.003997;0;4.391561343279588;8.6683648936634;0.017215180843166842;0.9722672064777329
1.9514045;1.3302021;48.20855;1.4011056;3.7492034;20.833282;2.2782915;8.46233;2.0267875;2.2277012;8.218257;32.58678;4.901848;0;19.26030535568082;19.49836898545129;0.07161944992582765;0.9698380566801619
2.6991618;3.0993607;35.126186;2.9536726;8.066407;54.31618;1.4005098;7.5820236;32.571323;0.40962216;1.3568611;30.336605;3.5817525;0;14.2244174690753;15.567698902867223;0.0510118577348972;0.9765182186234819
3.0082264;4.5084944;51.6402;4.2106934;5.833807;61.983402;1.7129949;9.78855;80.758705;1.573513;8.304474;68.94921;5.6353717;0;-0.058855468924783064;7.874572166078619;0.005421738237757381;0.9668016194331984
0.20697382;0.104681134;20.274803;3.7549448;8.016909;77.56397;0.38876078;1.1662605;5.0922737;1.1215047;9.999023;11.868126;9.441618;0;44.252573908602166;44.37415764452781;0.15780598793650918;0.9384615384615385
2.6241536;1.2217755;62.928493;0.3284763;4.2445955;50.019577;2.8054311;9.891065;37.115124;0.2893767;1.3412646;11.191691;5.5160217;0;22.51801782589138;23.179039473084355;0.07826988867088659;0.9720647773279354
1.7896732;1.1286058;77.23325;2.8486485;8.8256035;51.774242;1.8227419;4.688458;73.13443;2.055743;6.3746743;44.24051;9.908526;0;9.023068671794855;9.871103972091133;0.03781099206948681;0.9716599190283401
2.1642725;0.7070424;16.192709;2.7548096;4.8624616;99.560936;1.3683175;5.3002377;37.544224;1.3204923;6.3946652;40.210304;8.381104;0;13.1993359430097;13.6571310441917;0.05068536376636291;0.9767206477732794
0.59140825;0.91389596;32.51994;1.8153929;4.7563667;45.76832;3.0908282;6.1961503;48.40185;0.5995431;5.724217;39.143497;5.367497;0;15.991154451899924;16.316424672081688;0.06206303767807832;0.9595141700404859
3.9358208;3.1669714;86.9123;3.7924585;5.401886;13.870975;1.4562082;1.0767094;50.534584;3.6784587;8.877766;30.018082;4.0375295;0;0.38352383980402127;6.936642926795444;0.005797826235630474;0.9799595141700406
4.717781;0.6032025;51.04764;4.823628;6.326252;71.2587;2.4336898;2.6353898;90.88858;4.571638;8.328895;26.556286;6.8102775;0;-7.4759676772772155;12.811876547350938;-0.020891899589327273;0.9668016194331984
0.20911722;3.7188048;53.65183;0.8212146;9.047007;36.891624;1.3073707;5.0137353;87.71327;3.1417227;2.5484025;7.9249153;9.592468;0;54.99918708360199;54.99918708360199;0.2023375959811499;0.9168016194331984
3.0467265;4.4464107;72.51841;0.81159765;5.1198;25.605356;3.4345193;7.925656;7.2989025;4.653679;1.926995;55.88856;4.7261353;0;5.581728457989723;7.829544056659438;0.024746179811705724;0.9748987854251013
3.842836;4.64028;58.211388;3.7002065;9.371226;63.217735;4.2853494;8.830792;69.528824;0.91565865;2.4992745;32.360306;2.9222574;0;-6.403787029057661;12.527284681188304;-0.017305063063504742;0.9497975708502024
1.4955572;3.3348615;7.888397;2.3266404;4.543015;95.4824;0.5003819;2.3296022;54.749027;3.863634;8.9805;63.01507;2.1783495;0;26.123544251454685;26.272949384313854;0.09786576926380859;0.9576923076923078
3.9590223;1.0672424;80.59221;3.9965727;3.9211543;31.968077;4.1172667;3.366879;36.09748;2.1021774;1.8856851;35.700882;5.6521525;0;-7.472377801438074;13.14395747528647;-0.02098171969633592;0.9534412955465588
3.1985397;0.5179532;92.36077;0.79128027;3.6554105;37.854855;4.273321;6.4663334;49.76226;2.4986975;6.815557;63.440517;4.99719;0;-0.5641329947850489;8.564706351877097;0.004056416878445661;0.9653846153846155
4.652897;1.2369223;6.274446;0.29530197;1.190368;47.083515;4.828146;4.2488475;88.10074;3.3549883;7.1494994;64.83255;5.627801;0;-5.537578377685991;11.820524702655744;-0.01352824232023398;0.9680161943319838
4.906924;4.81359;13.003726;3.519877;8.642296;69.11145;4.156406;3.6812181;77.532745;3.9393578;2.9630828;40.026123;5.3750916;0;-9.391632615971371;14.754295181268862;-0.027312056019929816;0.9532388663967613
0.30749595;4.8154917;70.495544;4.9740844;1.7131037;40.198936;2.806715;4.4498878;57.239185;0.39310914;3.0680144;56.22655;6.167792;0;6.358614836323858;9.69330058038123;0.02786080237494841;0.9491902834008098
2.280195;1.9714025;60.84292;0.56451124;4.008982;43.08389;0.444245;7.314362;18.38477;2.0020883;8.52144;9.066949;3.8252718;0;54.679976392602036;54.794725217711694;0.1913590746748353;0.9323886639676113
2.78024;1.6963786;38.869183;4.3352556;3.254111;70.38963;0.46479887;2.7874007;62.24701;3.8484027;4.780727;9.971387;5.280056;0;8.500361744141674;9.586279886083489;0.03406328787182463;0.9827935222672065
0.81904185;2.599052;54.385616;1.9879197;7.6999307;98.52837;1.0638337;1.557154;50.304386;2.7212555;5.4952593;49.619923;4.846587;0;29.65328685528424;29.76019537987414;0.11133673953899066;0.948582995951417
1.7478006;1.5292716;70.630516;0.18226877;9.393285;32.333904;2.2907887;1.0311121;45.241364;1.7742822;4.574388;5.4585304;5.741428;0;27.784260842843786;27.95257552220559;0.10166210349872341;0.9631578947368421
4.9394727;4.900346;50.94317;2.5991068;8.350389;58.94742;4.7816544;5.7400293;94.439156;0.2986022;2.6487362;50.377605;5.0474105;0;-5.762632564865666;11.2959340477097;-0.01667905304424539;0.9512145748987855
0.17952923;1.1839848;14.878644;1.4663856;3.8799849;79.64601;0.95923287;3.2501564;99.27041;0.1360795;4.953576;17.68454;6.8509803;0;59.173571537197915;59.173571537197915;0.20944254173760427;0.9253036437246964
2.3172889;1.9087992;9.854167;3.4976754;5.101816;22.000666;2.7401068;6.0547476;95.18458;2.183001;3.4238732;17.964079;7.394162;0;0.9523137194141316;7.657883803662955;0.009192226240323223;0.96417004048583
4.2290077;2.2039173;44.447014;1.51037;3.2233322;82.013596;4.990547;8.928924;74.14866;2.469601;3.7014656;26.496077;4.603679;0;-6.43110514584143;12.755327227813968;-0.0166654689628889;0.9528340080971661
1.6871161;0.71281374;92.36559;2.4603305;9.315822;36.138134;0.16751178;3.6429217;60.287884;1.2230752;2.8154542;64.86238;7.586196;0;27.29385423214937;27.430795726278877;0.10065896125973946;0.9582995951417004
2.4510126;1.9758416;56.22014;1.0827698;2.0687013;11.99127;0.33021295;2.6521342;32.623898;4.0181627;6.638853;50.323044;9.211254;0;36.76819233040988;36.92929783848512;0.13237170330407055;0.9465587044534413
4.892424;4.2979803;36.463787;4.1576986;9.56759;3.4653714;1.4225707;1.0141778;94.7709;3.644941;3.58171;53.10206;7.9164577;0;-4.139162085517944;9.7025985058418;-0.009656014942376707;0.9716599190283401
2.4268966;0.7877689;90.961914;4.634614;8.322911;4.2755976;1.2032263;9.832176;46.106407;1.0221138;2.4909375;55.2478;7.975167;0;4.905623274796105;7.423620329255814;0.02165689491841609;0.9688259109311742
0.74151444;2.9617076;39.474583;2.0763452;7.4041996;79.9666;2.543147;5.6514406;20.961376;1.0211725;8.275819;58.55016;7.596931;0;17.340549872992508;17.504149644732266;0.0669400730335573;0.9601214574898785
0.3534353;2.092522;51.405502;2.2995121;7.965943;67.818924;2.160215;8.21885;11.963299;4.337757;6.18272;13.582801;4.5420356;0;24.082311339705193;24.222305061239013;0.09152187209924709;0.9574898785425102
4.732541;0.93562996;12.533434;4.91515;4.0541215;79.55552;2.9598527;8.722896;83.74266;4.6037917;8.729974;66.045746;9.593897;0;-8.934152328496884;14.37192332688765;-0.02555634125725586;0.953846153846154
1.4024662;0.16044721;74.00269;0.79636586;3.6629786;75.54183;0.82067937;9.95693;33.488304;4.9243207;8.032904;28.996605;2.7281296;0;44.78054095248536;44.84090233507204;0.1626491166895118;0.9334008097165992
2.5699131;1.4393822;70.329994;4.062236;4.432788;38.716557;3.4606292;8.736696;76.85598;3.4633105;4.346373;40.19717;3.6385236;0;-4.136455182551669;11.496588026695052;-0.008079550018487525;0.9536437246963563
0.54443866;0.4029619;79.63016;2.8796651;2.6345193;93.368835;1.1519991;3.6465292;63.11178;4.651718;6.0550375;57.098095;2.8679278;0;21.721374284739337;21.854555949250773;0.08463900976548143;0.9605263157894738
2.17591;1.9461656;33.19394;4.415599;7.717241;87.91661;2.3147602;6.0792994;29.068747;0.82766527;9.882958;59.97558;5.359193;0;2.402624393390638;6.658239128860981;0.013047597975114344;0.961336032388664
4.657517;4.0700283;44.16927;1.5328999;5.2753944;35.486813;0.26341563;9.664619;85.21626;0.8629734;4.222219;36.415234;7.7296185;0;13.363477745764431;14.043202290157229;0.049203219388862025;0.9821862348178138
2.5618236;3.6264577;17.665829;1.551174;8.97229;77.52116;4.0095167;6.7004023;84.6426;0.30352983;3.1555357;39.04073;3.325504;0;4.195112645524823;9.128347885200121;0.018399497915261572;0.9568825910931176
4.8585625;4.7421803;96.485985;1.6965177;8.905434;82.146164;3.1728244;7.921574;18.0105;2.7387753;2.4685335;29.852718;9.6458435;0;-2.206845873674513;8.391169988773056;-0.0031057668548511237;0.9684210526315791
1.3682946;2.1923757;9.521657;0.1814923;2.402685;49.357975;1.1229863;9.159957;13.052896;1.1842433;9.459332;5.367498;6.947499;0;66.92507296840132;66.9780531872025;0.23392891784685396;0.9133603238866397
2.5722716;3.5682268;65.25232;0.9324752;2.9693644;12.921473;3.0485826;6.522877;60.45052;2.8871791;3.246216;46.03735;9.42456;0;6.46787265248707;8.328545945710587;0.02871767839191671;0.9714574898785425
4.311701;3.3601744;70.82048;4.9734745;4.695762;34.071625;2.2413363;7.232199;24.107412;0.13764033;9.348597;48.050117;6.453357;0;4.203560413428419;13.815191107214478;0.01340263822062432;0.9560728744939272
2.2964365;1.1635269;16.615911;1.3198481;2.0693302;98.89232;4.148712;6.294463;33.886597;2.6918972;6.326472;34.163406;6.2850413;0;2.166770653333883;7.817091069490796;0.013762219002958166;0.9611336032388664
1.4694881;1.5875542;37.166996;0.19759378;7.204905;71.8776;4.9202304;4.0477376;93.73489;4.4556656;6.3106923;5.2714276;9.682631;0;4.865025716928413;8.915355227021317;0.024668780572615345;0.958502024291498
4.291829;2.6961646;5.2695303;1.4648476;7.638361;77.69638;0.7101502;3.2391567;18.379915;3.6569722;4.6020083;40.47803;9.51075;0;14.302603578739012;14.750482888471629;0.05293946931815846;0.9815789473684211
2.0104585;4.003621;56.104218;2.101112;7.492153;91.28051;2.5015223;6.701809;47.578793;1.8983322;4.5635395;9.009223;7.2439117;0;10.037193726959332;11.066222682199687;0.04039070198418039;0.9718623481781377
2.700544;2.3628824;99.49888;2.7841578;5.231893;21.073524;1.3643126;9.830113;30.195509;0.43439612;3.886881;32.874016;2.0314343;0;14.824837713687767;15.982646286702202;0.05330469473967082;0.9767206477732794
4.8849826;1.2159336;43.55861;0.4359735;8.588946;96.872;3.7734427;9.245237;35.445133;1.3011278;7.564806;56.29313;2.0631437;0;-1.409407468387074;7.967956499719412;-0.0003239427155936531;0.9684210526315791
1.0137682;4.967982;99.01081;3.9731016;6.452612;52.29606;0.2688703;2.8887334;37.639114;2.5664535;7.6488047;17.437584;1.3035843;0;24.962808085125214;25.145904291363895;0.09223421418468107;0.9643724696356276
1.5768632;0.6663362;13.496317;4.144956;9.942506;74.723175;2.7684178;8.584814;26.739677;1.3610892;5.7810173;64.48429;2.3269372;0;2.6357758437962797;7.209887684557727;0.01501359833139749;0.961336032388664
0.25224105;4.7838554;39.85298;1.1444868;8.338944;32.502823;4.2997665;1.1899694;76.58566;3.904329;5.0404277;50.163094;5.9256644;0;9.39443988733862;10.785104440908846;0.042561299413653074;0.9489878542510123
2.0200047;4.064327;90.29453;4.012249;7.5003295;33.611286;2.007503;6.3050394;81.375244;4.682333;6.720645;19.508944;5.009571;0;3.089415251916807;7.891686001480219;0.017191258406425436;0.9680161943319838
1.0808988;4.2105784;87.792854;1.8709918;2.1097252;36.600372;4.205695;9.373025;54.41221;0.96346277;5.4226727;17.623661;7.2450094;0;6.323353495100647;8.74526350648789;0.028529745789523275;0.9576923076923078
3.432171;3.9950962;33.035564;2.17324;8.493401;35.45783;0.81976306;9.634019;90.031044;0.12732941;8.417509;7.075145;9.029345;0;31.561917067360927;32.433914460999496;0.10352461385367584;0.9785425101214574
0.98847514;1.1200376;68.18245;4.6883025;3.75015;7.1878166;4.599796;6.427521;14.528435;0.5119536;1.5863492;61.42431;4.3887815;0;-0.2367546413399814;8.658740232402344;0.0042395299263171355;0.9374493927125506
3.4065826;3.1996536;88.72986;4.4703317;4.770229;31.647858;3.978117;6.6773286;51.15303;4.033994;9.123479;6.2854447;8.823743;0;-7.332408216428535;13.42514615221389;-0.020038939908682735;0.9475708502024291
1.3910296;3.808074;76.92087;1.9380425;5.1648426;65.09069;2.0163825;4.509159;83.014534;0.36316782;5.7204714;44.588703;9.06561;0;16.92620179448046;17.183503808605018;0.06368395833315073;0.9692307692307695
1.8405674;3.7538605;63.219143;2.4917405;3.9817948;90.29532;0.74007607;7.512746;62.470432;3.7568984;5.5829344;53.098965;7.102177;0;18.321669942741142;18.512274073860475;0.07045711281365938;0.9692307692307695
1.8094172;1.4306703;16.104986;1.5039666;1.9759492;5.1248684;2.6500711;3.2113774;98.51533;2.0855212;4.518789;19.347383;8.51906;0;10.661619205257429;11.289804691405024;0.04352487248723267;0.9722672064777329
3.6120837;0.987485;8.227266;2.6256278;2.7942746;2.646207;3.3850887;1.3048407;59.978664;2.1877136;5.7905536;27.86794;9.332775;0;-2.430031242353809;8.9165781331258;-0.003572284474562385;0.9647773279352228
2.3858955;1.7078027;61.847595;3.4413488;8.231198;59.64751;0.73174006;8.517735;96.04284;3.6807797;2.9829473;21.981228;5.11129;0;10.472460461021699;10.992920178586104;0.04228502755290535;0.9736842105263157
1.8703645;2.451238;50.52729;0.5540717;6.8704314;70.26775;4.672554;1.5432601;10.771918;1.6681476;5.4758725;56.517723;5.5275726;0;5.3593555535426685;7.906038626003653;0.02472972675775777;0.9607287449392714
4.277851;2.9115257;24.56563;4.6072216;9.485574;61.215614;3.8372386;6.98237;5.2198596;4.0714035;4.584029;69.68825;5.6459746;0;-7.417057726816635;13.376977187406059;-0.02044183528168787;0.9479757085020244
2.902558;4.201057;29.98421;3.6224825;8.389615;97.33129;4.762994;4.932378;36.29489;0.5623704;3.6459064;68.00062;5.1420565;0;-4.688456389751465;11.290915835050754;-0.011596220524166015;0.9477732793522267
1.147771;3.8682678;39.81663;0.57408816;4.6199822;23.657959;1.5662925;1.3893123;84.292;3.6214232;2.9097438;6.7262487;9.532886;0;37.62531128279058;37.722480526805995;0.13813165850645182;0.9410931174089069
4.510447;3.4131377;50.056564;4.358046;8.075855;48.643234;2.2238083;2.4383426;6.0004325;4.5280375;8.741912;48.09161;1.8234484;0;-4.289057293463634;10.08053331782545;-0.010406234721441369;0.9619433198380567
1.7789865;1.3910975;39.63564;3.744046;6.187863;91.6743;1.2765354;1.9064718;25.977287;0.90484005;8.651574;41.777763;4.2692413;0;12.758886860140393;13.453549098702656;0.04851030696374622;0.9761133603238867
0.29099894;2.4465144;39.341877;1.6343215;3.5767097;62.13223;1.441539;2.9296484;98.51682;2.8188071;5.3660626;65.242546;9.157866;0;29.103839126456833;29.133421907757967;0.11279866757142855;0.9437246963562753
2.5235412;1.7436358;12.457548;2.6550221;9.775804;58.135075;0.8119048;6.7174926;64.45554;3.2407944;3.0831542;41.300064;7.969233;0;13.38068304546032;13.649895024921825;0.052043381492789996;0.9748987854251013
0.7072965;1.2511481;86.69345;4.31464;9.356419;93.351326;0.7136563;6.135591;39.917847;0.7505269;5.053383;33.107174;3.595024;0;20.41932783976504;20.59632290735215;0.07614696154612668;0.9651821862348179
1.2684855;0.15020226;61.306255;4.8438153;2.0097861;34.55138;3.3868437;4.8964243;8.708308;2.7619712;9.330766;32.526936;6.971972;0;-0.0020143333586865528;8.5463431745166;0.006074663868452972;0.9502024291497976
3.7608433;1.7633636;15.464116;1.4772792;8.554793;16.560408;0.8690223;8.5874815;75.76897;1.3362526;8.014582;60.0459;1.0173384;0;11.789759007199324;12.331549582785081;0.04540401964913134;0.980769230769231
0.7406839;1.3549697;42.963566;3.287735;1.6991805;13.793859;0.7538321;7.7777014;92.6053;3.7925327;8.268045;47.70319;5.7940974;0;20.483378630794533;20.624926362430667;0.07974479231769249;0.9635627530364373
4.0540266;2.9023213;42.254875;4.31521;9.359373;82.36536;2.71947;7.144363;74.41281;2.8833091;7.3246856;7.0359516;9.265943;0;-4.998602541214744;11.010514872756003;-0.012311371959411213;0.961336032388664
4.6908455;0.40527868;60.461468;4.9420176;6.6174946;85.83789;3.5495906;6.3897753;12.524726;2.1117806;7.5161076;65.479576;6.5647154;0;-8.517923940796383;13.896447478539113;-0.024776766876747913;0.9500000000000002
3.0720072;1.425546;61.27809;0.4465206;2.4992402;24.153955;3.9123886;7.2649884;53.654366;3.7384033;2.3466492;48.154217;9.18186;0;2.1164862957718196;7.73996808402426;0.013499649495370544;0.9714574898785425
3.58076;0.3193705;64.87699;2.5677476;8.355362;46.250065;2.9431713;3.0393448;40.874332;3.6859329;4.1216187;12.543363;1.6799297;0;-0.5559729133732834;7.723205014359075;0.0030322522799156705;0.9720647773279354
3.5965743;3.2429478;70.0924;4.3809624;5.6420364;58.900322;1.0876509;3.3383956;90.50034;1.1313328;8.487654;33.915466;5.8033414;0;1.4721325729934995;6.026418208896861;0.009413472686220194;0.9787449392712552
4.964759;2.8841288;11.232051;0.11547481;1.5359489;14.764376;2.9088275;3.6830378;76.46828;0.22553119;2.5954618;19.044949;7.1582613;0;10.155499703579236;14.143513309352738;0.03491890081727963;0.977327935222672
1.7735375;1.7536521;31.187298;2.2424526;8.185846;85.03225;3.1664069;7.6695647;80.39517;1.3166236;1.6764406;42.213596;1.2993138;0;4.628181265116429;7.540976272946643;0.022705636536662684;0.9635627530364373
0.8979971;0.8219395;2.7174342;2.9625738;8.095044;42.46895;1.3646774;4.890472;41.96011;4.4246707;8.617686;39.824223;8.79751;0;19.152742960730617;19.328587209625308;0.07375654400085785;0.9643724696356276
2.6439195;4.793807;46.00951;2.6798024;5.3385396;86.4839;0.807978;9.635534;3.4625928;2.0445054;8.026784;67.97786;3.3083692;0;17.506999473123113;17.8141313672207;0.0647945449973883;0.9771255060728745
2.712924;2.963523;43.513577;3.690586;7.579987;76.24759;4.6356883;1.3618168;76.18046;1.087159;2.423177;5.75109;8.783192;0;-4.699325323665726;11.392239042538227;-0.011170936688342958;0.9528340080971661
0.9717712;3.4276555;73.698364;0.42105824;1.3613349;30.200474;0.5701411;4.448501;63.698654;1.9074244;5.7530823;32.621567;3.5173852;0;65.72393544953896;65.72393544953896;0.23809078767862005;0.9145748987854252
3.1042361;2.703609;17.544579;3.9485419;3.8629594;71.94085;1.4581889;2.3925414;15.006777;1.9774474;1.3752986;14.436291;9.833479;0;5.215592220562224;7.664068414361443;0.021912772543370162;0.9787449392712552
