;[m3/s]
;"Q
"
25.05.20;
26.05.20;
27.05.20;
28.05.20;
29.05.20;0.11
30.05.20;0.112
31.05.20;0.106
01.06.20;0.096
02.06.20;0.091
03.06.20;0.087
04.06.20;0.157
05.06.20;0.413
06.06.20;0.548
07.06.20;0.593
08.06.20;0.359
09.06.20;0.304
10.06.20;0.386
11.06.20;0.405
12.06.20;0.297
13.06.20;0.266
14.06.20;0.258
15.06.20;0.235
16.06.20;0.357
17.06.20;0.716
18.06.20;0.606
19.06.20;0.473
20.06.20;0.418
21.06.20;0.379
22.06.20;0.344
23.06.20;0.303
24.06.20;0.282
25.06.20;0.264
26.06.20;0.335
27.06.20;0.236
28.06.20;0.539
29.06.20;0.394
30.06.20;0.269
01.07.20;0.218
02.07.20;0.279
03.07.20;0.216
04.07.20;0.192
05.07.20;0.177
06.07.20;0.239
07.07.20;0.181
08.07.20;0.143
09.07.20;0.134
10.07.20;0.12
11.07.20;0.117
12.07.20;0.106
13.07.20;0.087
14.07.20;0.084
15.07.20;0.176
16.07.20;0.257
17.07.20;0.368
18.07.20;0.186
19.07.20;0.13
20.07.20;0.117
21.07.20;0.112
22.07.20;0.111
23.07.20;0.11
24.07.20;0.109
25.07.20;0.108
26.07.20;0.11
27.07.20;0.107
28.07.20;0.105
29.07.20;0.104
30.07.20;0.1
31.07.20;0.099
01.08.20;0.108
02.08.20;0.91
03.08.20;0.616
04.08.20;0.757
05.08.20;0.425
06.08.20;0.299
07.08.20;0.277
08.08.20;0.268
09.08.20;0.259
10.08.20;0.257
11.08.20;0.529
12.08.20;0.304
13.08.20;0.157
14.08.20;0.286
15.08.20;0.259
16.08.20;0.156
17.08.20;0.558
18.08.20;0.253
19.08.20;0.2
20.08.20;0.168
21.08.20;0.149
22.08.20;0.149
23.08.20;0.134
24.08.20;0.117
25.08.20;0.106
26.08.20;0.093
27.08.20;0.09
28.08.20;0.218
29.08.20;0.182
30.08.20;1.017
31.08.20;1.077
01.09.20;0.814
02.09.20;0.589
03.09.20;0.473
04.09.20;0.408
05.09.20;0.308
06.09.20;0.251
07.09.20;0.22
08.09.20;0.196
09.09.20;0.188
10.09.20;0.191
11.09.20;0.188
12.09.20;0.177
13.09.20;0.175
14.09.20;0.161
15.09.20;0.157
16.09.20;0.158
17.09.20;0.148
18.09.20;0.143
19.09.20;0.148
20.09.20;0.143
21.09.20;0.143
22.09.20;0.167
23.09.20;0.237
24.09.20;0.22
25.09.20;0.537
26.09.20;1.58
27.09.20;2.036
28.09.20;1.57
29.09.20;1.466
30.09.20;1.202
01.10.20;1.044
02.10.20;0.896
03.10.20;1.04
04.10.20;0.885
05.10.20;0.785
06.10.20;1.089
07.10.20;1.895
08.10.20;1.83
09.10.20;1.764
10.10.20;2.12
11.10.20;1.888
12.10.20;1.808
13.10.20;1.701
01.05.21;
02.05.21;
03.05.21;
04.05.21;
05.05.21;
06.05.21;
07.05.21;
08.05.21;
09.05.21;
10.05.21;
11.05.21;
12.05.21;
13.05.21;
14.05.21;
15.05.21;
16.05.21;
17.05.21;
18.05.21;
19.05.21;
20.05.21;
21.05.21;
22.05.21;
23.05.21;
24.05.21;
25.05.21;
26.05.21;1.124
27.05.21;1.392
28.05.21;1.114
29.05.21;1.073
30.05.21;0.989
31.05.21;0.815
01.06.21;0.613
02.06.21;0.46
03.06.21;0.384
04.06.21;0.327
05.06.21;0.34
06.06.21;0.308
07.06.21;0.297
08.06.21;0.505
09.06.21;0.738
10.06.21;0.714
11.06.21;0.592
12.06.21;0.51
13.06.21;0.425
14.06.21;0.367
15.06.21;0.309
16.06.21;0.259
17.06.21;0.224
18.06.21;0.195
19.06.21;0.177
20.06.21;0.2
21.06.21;0.2
22.06.21;0.181
23.06.21;0.428
24.06.21;0.511
25.06.21;0.462
26.06.21;0.296
27.06.21;0.328
28.06.21;1.016
29.06.21;1.262
30.06.21;1.502
01.07.21;2.038
02.07.21;1.837
03.07.21;1.444
04.07.21;1.18
05.07.21;1.017
06.07.21;0.883
07.07.21;0.717
08.07.21;0.55
09.07.21;0.44
10.07.21;0.354
11.07.21;0.405
12.07.21;0.275
13.07.21;2.09
14.07.21;2.225
15.07.21;3.833
16.07.21;4.053
17.07.21;3.285
18.07.21;2.613
19.07.21;1.752
20.07.21;1.155
21.07.21;0.839
22.07.21;0.639
23.07.21;0.501
24.07.21;0.408
25.07.21;0.523
26.07.21;0.344
27.07.21;0.275
28.07.21;0.261
29.07.21;0.209
30.07.21;0.191
31.07.21;0.18
01.08.21;0.254
02.08.21;0.188
03.08.21;0.208
04.08.21;0.196
05.08.21;0.185
06.08.21;0.182
07.08.21;0.222
08.08.21;0.188
09.08.21;0.164
10.08.21;0.155
11.08.21;0.141
12.08.21;0.135
13.08.21;0.128
14.08.21;0.113
15.08.21;0.106
16.08.21;0.104
17.08.21;0.115
18.08.21;0.066
19.08.21;0.048
20.08.21;0.035
21.08.21;0.03
22.08.21;0.039
23.08.21;0.029
24.08.21;0.022
25.08.21;0.017
26.08.21;0.017
27.08.21;0.02
28.08.21;0.041
29.08.21;0.086
30.08.21;0.144
31.08.21;0.121
01.09.21;0.054
02.09.21;0.03
03.09.21;0.024
04.09.21;0.023
05.09.21;0.022
06.09.21;0.02
07.09.21;0.015
08.09.21;0.013
09.09.21;0.015
10.09.21;0.012
11.09.21;0.017
12.09.21;0.011
13.09.21;0.01
14.09.21;0.01
15.09.21;0.111
16.09.21;0.101
17.09.21;0.037
18.09.21;0.016
19.09.21;0.046
20.09.21;0.08
21.09.21;0.031
22.09.21;0.017
23.09.21;0.014
24.09.21;0.012
25.09.21;0.015
26.09.21;0.031
27.09.21;0.015
28.09.21;0.036
29.09.21;0.016
30.09.21;0.013
01.10.21;0.01
02.10.21;0.009
03.10.21;0.009
04.10.21;0.03
05.10.21;0.103
06.10.21;0.061
07.10.21;0.067
08.10.21;0.04
09.10.21;0.027
10.10.21;0.021
11.10.21;0.019
12.10.21;0.021
13.10.21;0.093
14.10.21;0.032
15.10.21;0.024
16.10.21;0.02
17.10.21;0.018
18.10.21;0.017
19.10.21;0.019
20.10.21;0.014
21.10.21;
22.10.21;
23.10.21;
24.10.21;
25.10.21;
26.10.21;
27.10.21;
28.10.21;
29.10.21;
30.10.21;
31.10.21;
01.11.21;
02.11.21;
03.11.21;
04.11.21;
05.11.21;
06.11.21;
07.11.21;
08.11.21;
09.11.21;
10.11.21;
11.11.21;
12.11.21;
13.11.21;
14.11.21;
15.11.21;
16.11.21;
17.11.21;
