;[m3/s]
;Q
2016-06-22;2.905
2016-06-23;2.55
2016-06-24;2.292
2016-06-25;3.227
2016-06-26;2.724
2016-06-27;2.311
2016-06-28;2.079
2016-06-29;1.958
2016-06-30;1.84
2016-07-01;1.643
2016-07-02;1.658
2016-07-03;1.457
2016-07-04;1.352
2016-07-05;1.287
2016-07-06;1.115
2016-07-07;1.08
2016-07-08;1.076
2016-07-09;1.017
2016-07-10;0.989
2016-07-11;0.948
2016-07-12;1.02
2016-07-13;1.094
2016-07-14;1.104
2016-07-15;0.938
2016-07-16;0.876
2016-07-17;0.817
2016-07-18;0.786
2016-07-19;0.753
2016-07-20;0.727
2016-07-21;0.719
2016-07-22;0.702
2016-07-23;0.757
2016-07-24;0.722
2016-07-25;0.672
2016-07-26;0.671
2016-07-27;0.667
2016-07-28;0.662
2016-07-29;0.643
2016-07-30;0.595
2016-07-31;1.661
2016-08-01;0.847
2016-08-02;0.728
2016-08-03;0.693
2016-08-04;0.787
2016-08-05;1.086
2016-08-06;0.723
2016-08-07;0.662
2016-08-08;0.632
2016-08-09;0.597
2016-08-10;0.619
2016-08-11;0.589
2016-08-12;0.57
2016-08-13;0.537
2016-08-14;0.523
2016-08-15;0.514
2016-08-16;0.506
2016-08-17;0.48
2016-08-18;0.512
2016-08-19;0.493
2016-08-20;0.541
2016-08-21;0.523
2016-08-22;0.485
2016-08-23;0.452
2016-08-24;0.436
2016-08-25;0.418
2016-08-26;0.413
2016-08-27;0.408
2016-08-28;0.392
2016-08-29;0.394
2016-08-30;0.385
2016-08-31;0.382
2016-09-01;0.374
2016-09-02;0.36
2016-09-03;0.36
2016-09-04;0.563
2016-09-05;0.773
2016-09-06;0.456
2016-09-07;0.406
2016-09-08;0.385
2016-09-09;0.365
2016-09-10;0.361
2016-09-11;0.356
2016-09-12;0.347
2016-09-13;0.337
2016-09-14;0.333
2016-09-15;0.333
2016-09-16;0.341
2016-09-17;0.32
2016-09-18;0.535
2016-09-19;0.438
2016-09-20;0.369
2016-09-21;0.337
2016-09-22;0.328
2016-09-23;0.328
2016-09-24;0.328
2016-09-25;0.328
2016-09-26;0.328
2016-09-27;0.339
2016-09-28;0.347
2016-09-29;0.347
2016-09-30;0.347
2016-10-01;0.347
2016-10-02;0.347
2016-10-03;0.347
2016-10-04;0.337
2016-10-05;0.322
2016-10-06;0.315
2016-10-07;0.301
2016-10-08;0.299
2016-10-09;0.336
2016-10-10;0.337
2016-10-11;0.32
2016-10-12;0.31
2016-10-13;0.3
2016-10-14;0.297
2016-10-15;0.272
2016-10-16;0.28
2016-10-17;0.415
2016-10-18;0.615
2016-10-19;0.402
2016-10-20;0.441
2016-10-21;0.929
2016-10-22;0.594
2016-10-23;0.722
2016-10-24;0.81
2016-10-25;2.253
2016-10-26;1.034
2016-10-27;0.793
2016-10-28;0.667
2016-10-29;0.618
2016-10-30;0.564
2016-10-31;0.525
2016-11-01;0.481
2016-11-02;0.467
2016-11-03;0.449
2016-11-04;0.425
2016-11-05;1.08
2016-11-06;1.249
2016-11-07;0.91
2016-11-08;0.773
2016-11-09;0.754
2016-11-10;1.391
2016-11-11;3.051
2016-11-12;1.64
2016-11-13;1.277
2016-11-14;1.09
2016-11-15;0.906
2016-11-16;1.412
2016-11-17;2.04
2016-11-18;2.869
2016-11-19;3.198
2016-11-20;2.364
2016-11-21;1.89
2016-11-22;1.61
2016-11-23;1.401
2016-11-24;1.256
2016-11-25;1.103
2016-11-26;1.006
2016-11-27;0.913
2016-11-28;0.829
2016-11-29;0.752
2016-11-30;0.688
2016-12-01;0.671
2016-12-02;0.636
2016-12-03;0.606
2016-12-04;0.598
2016-12-05;0.584
2016-12-06;0.549
2016-12-07;0.527
2016-12-08;0.506
2016-12-09;0.484
2016-12-10;0.468
2016-12-11;0.472
2016-12-12;0.459
2016-12-13;0.458
2016-12-14;0.441
2016-12-15;0.433
2016-12-16;0.43
2016-12-17;0.425
2016-12-18;0.421
2016-12-19;0.415
2016-12-20;0.411
2016-12-21;0.407
2016-12-22;0.399
2016-12-23;0.428
2016-12-24;0.414
2016-12-25;0.405
2016-12-26;0.404
2016-12-27;0.403
2016-12-28;0.384
2016-12-29;0.373
2016-12-30;0.366
2016-12-31;0.36
2017-01-01;0.359
2017-01-02;0.359
2017-01-03;0.343
2017-01-04;0.347
2017-01-05;0.358
2017-01-06;0.308
2017-01-07;0.383
2017-01-08;0.371
2017-01-09;0.348
2017-01-10;0.352
2017-01-11;0.383
2017-01-12;0.501
2017-01-13;0.653
2017-01-14;0.438
2017-01-15;0.412
2017-01-16;0.394
2017-01-17;0.381
2017-01-18;0.358
2017-01-19;0.352
2017-01-20;0.411
2017-01-21;0.388
2017-01-22;0.354
2017-01-23;0.347
2017-01-24;0.358
2017-01-25;0.339
2017-01-26;0.349
2017-01-27;0.336
2017-01-28;0.339
2017-01-29;0.353
2017-01-30;0.737
2017-01-31;5.065
2017-02-01;4.613
2017-02-02;3.14
2017-02-03;2.58
2017-02-04;2.646
2017-02-05;2.525
2017-02-06;2.239
2017-02-07;1.768
2017-02-08;1.569
2017-02-09;1.442
2017-02-10;1.3
2017-02-11;1.176
2017-02-12;1.073
2017-02-13;0.991
2017-02-14;0.915
2017-02-15;0.882
2017-02-16;0.874
2017-02-17;1.188
2017-02-18;1.137
2017-02-19;0.972
2017-02-20;0.876
2017-02-21;1.332
2017-02-22;1.908
2017-02-23;1.697
2017-02-24;1.751
2017-02-25;1.432
2017-02-26;1.274
2017-02-27;1.166
2017-02-28;1.929
2017-03-01;1.714
2017-03-02;3.607
2017-03-03;2.579
2017-03-04;2.376
2017-03-05;2.32
2017-03-06;2.323
2017-03-07;2.253
2017-03-08;2.161
2017-03-09;5.972
2017-03-10;5.632
2017-03-11;4.283
2017-03-12;3.426
2017-03-13;2.791
2017-03-14;2.383
2017-03-15;2.124
2017-03-16;1.998
2017-03-17;1.988
2017-03-18;2.22
2017-03-19;2.603
2017-03-20;2.268
2017-03-21;2.112
2017-03-22;2.109
2017-03-23;1.862
2017-03-24;1.731
2017-03-25;1.686
2017-03-26;1.554
2017-03-27;1.468
2017-03-28;1.368
2017-03-29;1.294
2017-03-30;1.238
2017-03-31;1.217
2017-04-01;1.144
2017-04-02;1.136
2017-04-03;1.094
2017-04-04;1.039
2017-04-05;0.969
2017-04-06;0.94
2017-04-07;0.887
2017-04-08;0.85
2017-04-09;0.794
2017-04-10;0.78
2017-04-11;0.789
2017-04-12;0.728
2017-04-13;0.696
2017-04-14;0.671
2017-04-15;0.719
2017-04-16;1.006
2017-04-17;1.155
2017-04-18;1.062
2017-04-19;0.882
2017-04-20;0.825
2017-04-21;0.778
2017-04-22;0.759
2017-04-23;0.754
2017-04-24;0.706
2017-04-25;0.851
2017-04-26;1.153
2017-04-27;1.048
2017-04-28;1.087
2017-04-29;1.102
2017-04-30;1.122
2017-05-01;1.205
2017-05-02;1.108
2017-05-03;1.096
2017-05-04;1.224
2017-05-05;1.143
2017-05-06;1.43
2017-05-07;4.025
2017-05-08;3.91
2017-05-09;3.451
2017-05-10;2.779
2017-05-11;2.343
2017-05-12;2.029
2017-05-13;1.752
2017-05-14;1.732
2017-05-15;1.657
2017-05-16;1.393
2017-05-17;1.27
2017-05-18;1.181
2017-05-19;2.064
2017-05-20;1.534
2017-05-21;1.289
2017-05-22;1.186
2017-05-23;1.118
2017-05-24;1.039
2017-05-25;0.98
2017-05-26;0.91
2017-05-27;0.868
2017-05-28;0.818
2017-05-29;0.78
2017-05-30;0.773
2017-05-31;0.712
2017-06-01;1.026
2017-06-02;0.839
2017-06-03;0.776
2017-06-04;1.221
2017-06-05;0.814
2017-06-06;0.96
2017-06-07;1.293
2017-06-08;0.902
2017-06-09;0.812
2017-06-10;0.733
2017-06-11;0.647
2017-06-12;0.628
2017-06-13;0.595
2017-06-14;0.569
2017-06-15;0.557
2017-06-16;0.515
2017-06-17;0.503
2017-06-18;0.49
2017-06-19;0.463
2017-06-20;0.449
2017-06-21;0.446
2017-06-22;0.422
2017-06-23;0.416
2017-06-24;0.41
2017-06-25;0.406
2017-06-26;0.399
2017-06-27;0.424
2017-06-28;0.538
2017-06-29;0.601
2017-06-30;0.495
2017-07-01;0.452
2017-07-02;0.736
2017-07-03;0.471
2017-07-04;0.415
2017-07-05;0.387
2017-07-06;0.382
2017-07-07;0.358
2017-07-08;0.352
2017-07-09;0.373
2017-07-10;0.575
2017-07-11;0.526
2017-07-12;0.451
2017-07-13;0.522
2017-07-14;0.477
2017-07-15;0.413
2017-07-16;0.375
2017-07-17;0.356
2017-07-18;0.343
2017-07-19;0.332
2017-07-20;0.337
2017-07-21;0.472
2017-07-22;0.387
2017-07-23;0.401
2017-07-24;0.693
2017-07-25;0.829
2017-07-26;1.625
2017-07-27;1.06
2017-07-28;1.518
2017-07-29;0.805
2017-07-30;0.641
2017-07-31;0.629
2017-08-01;0.544
2017-08-02;1.141
2017-08-03;0.586
2017-08-04;0.501
2017-08-05;0.468
2017-08-06;0.452
2017-08-07;0.424
2017-08-08;0.436
2017-08-09;0.499
2017-08-10;1.32
2017-08-11;0.798
2017-08-12;0.67
2017-08-13;0.563
2017-08-14;0.51
2017-08-15;0.461
2017-08-16;0.495
2017-08-17;0.446
2017-08-18;0.823
2017-08-19;0.849
2017-08-20;0.56
2017-08-21;0.507
2017-08-22;0.466
2017-08-23;0.45
2017-08-24;0.427
2017-08-25;0.414
2017-08-26;0.406
2017-08-27;0.388
2017-08-28;0.385
2017-08-29;0.382
2017-08-30;0.367
2017-08-31;0.495
2017-09-01;0.436
2017-09-02;0.483
2017-09-03;0.428
2017-09-04;0.403
2017-09-05;0.361
2017-09-06;0.357
2017-09-07;0.361
2017-09-08;0.35
2017-09-09;0.367
2017-09-10;0.364
2017-09-11;0.367
2017-09-12;0.432
2017-09-13;0.393
2017-09-14;1.148
2017-09-15;0.654
2017-09-16;0.474
2017-09-17;0.449
2017-09-18;0.563
2017-09-19;0.497
2017-09-20;0.496
2017-09-21;0.435
2017-09-22;0.399
2017-09-23;0.401
2017-09-24;0.392
2017-09-25;0.382
2017-09-26;0.372
2017-09-27;0.368
2017-09-28;0.359
2017-09-29;0.352
2017-09-30;0.363
2017-10-01;0.38
2017-10-02;0.359
2017-10-03;1.335
2017-10-04;0.575
2017-10-05;0.587
2017-10-06;1.132
2017-10-07;0.735
2017-10-08;1.005
2017-10-09;0.86
2017-10-10;0.708
2017-10-11;0.674
2017-10-12;0.602
2017-10-13;0.576
2017-10-14;0.533
2017-10-15;0.492
2017-10-16;0.464
2017-10-17;0.447
2017-10-18;0.433
2017-10-19;0.428
2017-10-20;0.427
2017-10-21;0.439
2017-10-22;0.551
2017-10-23;0.735
2017-10-24;0.584
2017-10-25;0.499
2017-10-26;0.446
2017-10-27;0.585
2017-10-28;0.495
2017-10-29;0.713
2017-10-30;0.734
2017-10-31;0.585
2017-11-01;0.531
2017-11-02;0.513
2017-11-03;0.474
2017-11-04;0.47
2017-11-05;1.958
2017-11-06;1.72
2017-11-07;1.285
2017-11-08;1.348
2017-11-09;1.258
2017-11-10;1.286
2017-11-11;3.619
2017-11-12;15.905
2017-11-13;7.995
2017-11-14;4.828
2017-11-15;3.393
2017-11-16;2.593
2017-11-17;2.174
2017-11-18;1.884
2017-11-19;1.784
2017-11-20;1.531
2017-11-21;1.822
2017-11-22;1.671
2017-11-23;1.569
2017-11-24;1.634
2017-11-25;3.019
2017-11-26;2.393
2017-11-27;2.225
2017-11-28;2.907
2017-11-29;2.685
2017-11-30;2.223
2017-12-01;1.912
2017-12-02;1.67
2017-12-03;1.499
2017-12-04;1.426
2017-12-05;1.367
2017-12-06;1.246
2017-12-07;1.238
2017-12-08;1.95
2017-12-09;1.507
2017-12-10;1.752
2017-12-11;6.181
2017-12-12;5.821
2017-12-13;4.125
2017-12-14;4.419
2017-12-15;3.616
2017-12-16;2.923
2017-12-17;2.432
2017-12-18;2.153
2017-12-19;1.89
2017-12-20;1.744
2017-12-21;1.729
2017-12-22;1.96
2017-12-23;1.931
2017-12-24;1.798
2017-12-25;1.699
2017-12-26;1.699
2017-12-27;1.803
2017-12-28;1.668
2017-12-29;1.547
2017-12-30;2.422
2017-12-31;5.117
2018-01-01;5.327
2018-01-02;4.512
2018-01-03;7.655
2018-01-04;10.09
2018-01-05;11.765
2018-01-06;8.956
2018-01-07;6.502
2018-01-08;5.13
2018-01-09;4.389
2018-01-10;3.712
2018-01-11;3.106
2018-01-12;2.648
2018-01-13;2.337
2018-01-14;2.109
2018-01-15;1.944
2018-01-16;3.11
2018-01-17;2.898
2018-01-18;3.056
2018-01-19;4.753
2018-01-20;3.708
2018-01-21;3.964
2018-01-22;10.5
2018-01-23;10.819
2018-01-24;7.285
2018-01-25;5.567
2018-01-26;4.735
2018-01-27;4.076
2018-01-28;3.443
2018-01-29;3.024
2018-01-30;2.74
2018-01-31;2.686
2018-02-01;3.922
2018-02-02;2.839
2018-02-03;2.56
2018-02-04;2.294
2018-02-05;2.102
2018-02-06;1.948
2018-02-07;1.796
2018-02-08;1.71
2018-02-09;1.581
2018-02-10;1.497
2018-02-11;1.488
2018-02-12;1.421
2018-02-13;1.326
2018-02-14;1.239
2018-02-15;1.968
2018-02-16;4.336
2018-02-17;3.859
2018-02-18;3.373
2018-02-19;2.807
2018-02-20;2.42
2018-02-21;2.131
2018-02-22;1.907
2018-02-23;1.758
2018-02-24;1.623
2018-02-25;1.455
2018-02-26;1.301
2018-02-27;1.253
2018-02-28;1.216
2018-03-01;1.243
2018-03-02;1.215
2018-03-03;1.154
2018-03-04;1.195
2018-03-05;1.176
2018-03-06;1.141
2018-03-07;1.111
2018-03-08;1.05
2018-03-09;1.076
2018-03-10;1.522
2018-03-11;1.66
2018-03-12;1.865
2018-03-13;2.589
2018-03-14;2.576
2018-03-15;2.16
2018-03-16;2.009
2018-03-17;1.842
2018-03-18;1.726
2018-03-19;1.574
2018-03-20;1.459
2018-03-21;1.359
2018-03-22;1.3
2018-03-23;1.239
2018-03-24;1.238
2018-03-25;1.154
2018-03-26;1.135
2018-03-27;1.115
2018-03-28;1.679
2018-03-29;2.484
2018-03-30;1.822
2018-03-31;1.728
2018-04-01;1.659
2018-04-02;1.565
2018-04-03;1.505
2018-04-04;1.768
2018-04-05;2.042
2018-04-06;1.942
2018-04-07;1.853
2018-04-08;2.01
2018-04-09;2.057
2018-04-10;2.009
2018-04-11;1.861
2018-04-12;1.817
2018-04-13;1.725
2018-04-14;1.608
2018-04-15;1.804
2018-04-16;1.868
2018-04-17;1.679
2018-04-18;1.654
2018-04-19;1.685
2018-04-20;1.653
2018-04-21;1.584
2018-04-22;1.506
2018-04-23;1.504
2018-04-24;1.379
2018-04-25;1.291
2018-04-26;1.254
2018-04-27;1.133
2018-04-28;1.088
2018-04-29;1.099
2018-04-30;1.03
2018-05-01;0.923
2018-05-02;0.856
2018-05-03;0.845
2018-05-04;0.781
2018-05-05;0.745
2018-05-06;0.705
2018-05-07;0.645
2018-05-08;0.625
2018-05-09;0.631
2018-05-10;0.841
2018-05-11;0.643
2018-05-12;0.578
2018-05-13;0.603
2018-05-14;0.753
2018-05-15;1.28
2018-05-16;1.687
2018-05-17;1.201
2018-05-18;0.939
2018-05-19;0.811
2018-05-20;0.729
2018-05-21;0.676
2018-05-22;0.768
2018-05-23;0.812
2018-05-24;1.345
2018-05-25;0.861
2018-05-26;0.721
2018-05-27;0.733
2018-05-28;0.658
2018-05-29;0.617
2018-05-30;0.762
2018-05-31;0.982
2018-06-01;1.105
2018-06-02;0.731
2018-06-03;0.674
2018-06-04;0.766
2018-06-05;0.811
2018-06-06;0.993
2018-06-07;2.11
2018-06-08;1.305
2018-06-09;1.295
2018-06-10;1.147
2018-06-11;1.049
2018-06-12;0.98
2018-06-13;0.943
2018-06-14;0.81
2018-06-15;0.728
2018-06-16;0.682
2018-06-17;0.644
2018-06-18;0.612
2018-06-19;0.564
2018-06-20;0.529
2018-06-21;0.507
2018-06-22;0.489
2018-06-23;0.47
2018-06-24;0.464
2018-06-25;0.453
2018-06-26;0.445
2018-06-27;0.426
2018-06-28;0.418
2018-06-29;0.42
2018-06-30;0.41
2018-07-01;0.404
2018-07-02;0.388
2018-07-03;0.406
2018-07-04;0.396
2018-07-05;0.514
2018-07-06;0.688
2018-07-07;0.419
2018-07-08;0.388
2018-07-09;0.374
2018-07-10;0.374
2018-07-11;0.365
2018-07-12;0.361
2018-07-13;0.341
2018-07-14;0.33
2018-07-15;0.35
2018-07-16;0.332
2018-07-17;0.32
2018-07-18;0.315
2018-07-19;0.309
2018-07-20;0.306
2018-07-21;0.317
2018-07-22;0.325
2018-07-23;0.308
2018-07-24;0.3
2018-07-25;0.293
2018-07-26;0.288
2018-07-27;0.281
2018-07-28;0.289
2018-07-29;0.285
2018-07-30;0.27
2018-07-31;0.268
2018-08-01;0.271
2018-08-02;0.275
2018-08-03;0.264
2018-08-04;0.26
2018-08-05;0.257
2018-08-06;0.256
2018-08-07;0.249
2018-08-08;0.27
2018-08-09;0.275
2018-08-10;0.272
2018-08-11;0.256
2018-08-12;0.25
2018-08-13;0.309
2018-08-14;0.285
2018-08-15;0.264
2018-08-16;0.254
2018-08-17;0.881
2018-08-18;0.761
2018-08-19;0.309
2018-08-20;0.276
2018-08-21;0.258
2018-08-22;0.259
2018-08-23;0.294
2018-08-24;0.316
2018-08-25;0.35
2018-08-26;0.299
2018-08-27;0.263
2018-08-28;0.263
2018-08-29;0.257
2018-08-30;0.508
2018-08-31;0.68
2018-09-01;0.49
2018-09-02;0.343
2018-09-03;0.319
2018-09-04;0.291
2018-09-05;0.292
2018-09-06;0.284
2018-09-07;0.297
2018-09-08;0.265
2018-09-09;0.256
2018-09-10;0.247
2018-09-11;0.229
2018-09-12;0.233
2018-09-13;0.248
2018-09-14;0.275
2018-09-15;0.245
2018-09-16;0.236
2018-09-17;0.226
2018-09-18;0.237
2018-09-19;0.225
2018-09-20;0.221
2018-09-21;0.278
2018-09-22;0.263
2018-09-23;0.579
2018-09-24;0.6
2018-09-25;0.31
2018-09-26;0.279
2018-09-27;0.26
2018-09-28;0.25
2018-09-29;0.242
2018-09-30;0.239
2018-10-01;0.26
2018-10-02;0.272
2018-10-03;0.256
2018-10-04;0.248
2018-10-05;0.236
2018-10-06;0.229
2018-10-07;0.224
2018-10-08;0.226
2018-10-09;0.224
2018-10-10;0.219
2018-10-11;0.218
2018-10-12;0.214
2018-10-13;0.215
2018-10-14;0.206
2018-10-15;0.201
2018-10-16;0.197
2018-10-17;0.197
2018-10-18;0.197
2018-10-19;0.197
2018-10-20;0.197
2018-10-21;0.197
2018-10-22;0.198
2018-10-23;0.199
2018-10-24;0.197
2018-10-25;0.206
2018-10-26;0.201
2018-10-27;0.327
2018-10-28;0.314
2018-10-29;0.303
2018-10-30;0.533
2018-10-31;0.345
2018-11-01;0.449
2018-11-02;0.492
2018-11-03;0.351
2018-11-04;0.313
2018-11-05;0.292
2018-11-06;0.275
2018-11-07;0.263
2018-11-08;0.267
2018-11-09;0.249
2018-11-10;0.255
2018-11-11;0.369
2018-11-12;0.301
2018-11-13;0.313
2018-11-14;0.29
2018-11-15;0.274
2018-11-16;0.259
2018-11-17;0.256
2018-11-18;0.25
2018-11-19;0.24
2018-11-20;0.247
2018-11-21;0.245
2018-11-22;0.243
2018-11-23;0.242
2018-11-24;0.27
2018-11-25;0.247
2018-11-26;0.238
2018-11-27;0.263
2018-11-28;0.245
2018-11-29;0.258
2018-11-30;0.302
2018-12-01;0.358
2018-12-02;0.964
2018-12-03;2.678
2018-12-04;1.927
2018-12-05;1.27
2018-12-06;1.193
2018-12-07;1.02
2018-12-08;1.29
2018-12-09;1.805
2018-12-10;1.936
2018-12-11;1.426
2018-12-12;1.149
2018-12-13;0.975
2018-12-14;0.807
2018-12-15;0.694
2018-12-16;0.695
2018-12-17;0.598
2018-12-18;0.567
2018-12-19;0.745
2018-12-20;0.89
2018-12-21;1.622
2018-12-22;3.012
2018-12-23;2.843
2018-12-24;5.412
2018-12-25;3.663
2018-12-26;2.5
2018-12-27;1.959
2018-12-28;1.613
2018-12-29;1.365
2018-12-30;1.204
2018-12-31;1.121
2019-01-01;1.015
2019-01-02;0.987
2019-01-03;0.855
2019-01-04;0.776
2019-01-05;0.758
2019-01-06;0.758
2019-01-07;0.701
2019-01-08;0.732
2019-01-09;0.737
2019-01-10;0.658
2019-01-11;0.598
2019-01-12;0.645
2019-01-13;1.712
2019-01-14;3.14
2019-01-15;1.837
2019-01-16;1.473
2019-01-17;1.332
2019-01-18;1.21
2019-01-19;1.079
2019-01-20;1.008
2019-01-21;0.941
2019-01-22;0.859
2019-01-23;0.839
2019-01-24;0.759
2019-01-25;0.698
2019-01-26;0.672
2019-01-27;0.796
2019-01-28;0.783
2019-01-29;0.687
2019-01-30;0.664
2019-01-31;0.628
2019-02-01;0.778
2019-02-02;0.8
2019-02-03;0.773
2019-02-04;0.677
2019-02-05;0.671
2019-02-06;0.652
2019-02-07;0.98
2019-02-08;1.033
2019-02-09;1.073
2019-02-10;1.826
2019-02-11;2.073
2019-02-12;1.618
2019-02-13;1.397
2019-02-14;1.259
2019-02-15;1.234
2019-02-16;1.262
2019-02-17;1.346
2019-02-18;1.387
2019-02-19;1.458
2019-02-20;1.458
2019-02-21;1.458
2019-02-22;1.5
2019-02-23;1.518
2019-02-24;1.388
2019-02-25;1.382
2019-02-26;1.465
2019-02-27;1.496
2019-02-28;1.655
2019-03-01;3.657
2019-03-02;2.971
2019-03-03;2.477
2019-03-04;2.62
2019-03-05;2.407
2019-03-06;2.071
2019-03-07;2.584
2019-03-08;2.343
2019-03-09;2.164
2019-03-10;3.309
2019-03-11;2.896
2019-03-12;2.337
2019-03-13;2.316
2019-03-14;2.244
2019-03-15;6.156
2019-03-16;6.517
2019-03-17;5.04
2019-03-18;4.094
2019-03-19;3.221
2019-03-20;2.65
2019-03-21;2.28
2019-03-22;2.029
2019-03-23;1.893
2019-03-24;1.825
2019-03-25;1.729
2019-03-26;1.603
2019-03-27;1.465
2019-03-28;1.361
2019-03-29;1.34
2019-03-30;1.313
2019-03-31;1.291
2019-04-01;1.336
2019-04-02;1.342
2019-04-03;1.809
2019-04-04;1.643
2019-04-05;1.459
2019-04-06;1.461
2019-04-07;1.467
2019-04-08;1.411
2019-04-09;1.467
2019-04-10;1.541
2019-04-11;1.571
2019-04-12;1.434
2019-04-13;1.346
2019-04-14;1.329
2019-04-15;1.237
2019-04-16;1.246
2019-04-17;1.346
2019-04-18;1.288
2019-04-19;1.254
2019-04-20;1.256
2019-04-21;1.239
2019-04-22;1.239
2019-04-23;1.239
2019-04-24;1.222
2019-04-25;1.166
2019-04-26;1.216
2019-04-27;1.408
2019-04-28;1.376
2019-04-29;1.185
2019-04-30;1.132
2019-05-01;1.038
2019-05-02;1.032
2019-05-03;1.308
2019-05-04;1.298
2019-05-05;1.217
2019-05-06;1.149
2019-05-07;1.12
2019-05-08;1.672
2019-05-09;2.015
2019-05-10;1.82
2019-05-11;2.061
2019-05-12;2.162
2019-05-13;1.814
2019-05-14;1.639
2019-05-15;1.515
2019-05-16;1.399
2019-05-17;1.302
2019-05-18;1.239
2019-05-19;1.267
2019-05-20;2.934
2019-05-21;3.009
2019-05-22;2.858
2019-05-23;2.374
2019-05-24;2.098
2019-05-25;1.845
2019-05-26;1.638
2019-05-27;1.525
2019-05-28;1.697
2019-05-29;1.577
2019-05-30;1.305
2019-05-31;1.211
2019-06-01;1.143
2019-06-02;1.08
2019-06-03;0.995
2019-06-04;0.945
2019-06-05;0.868
2019-06-06;0.923
2019-06-07;0.841
2019-06-08;0.802
2019-06-09;0.771
2019-06-10;0.91
2019-06-11;1.243
2019-06-12;0.936
2019-06-13;0.816
2019-06-14;0.72
2019-06-15;0.762
2019-06-16;2.217
2019-06-17;1.183
2019-06-18;0.997
2019-06-19;0.907
2019-06-20;1.174
2019-06-21;1.037
2019-06-22;1.347
2019-06-23;1.182
2019-06-24;0.996
2019-06-25;0.895
2019-06-26;0.81
2019-06-27;0.75
2019-06-28;0.715
2019-06-29;0.647
2019-06-30;0.627
2019-07-01;0.582
2019-07-02;0.568
2019-07-03;0.548
2019-07-04;0.514
2019-07-05;0.5
2019-07-06;0.515
2019-07-07;0.529
2019-07-08;0.507
2019-07-09;0.477
2019-07-10;0.446
2019-07-11;0.448
2019-07-12;0.54
2019-07-13;0.498
2019-07-14;0.724
2019-07-15;0.621
2019-07-16;0.459
2019-07-17;0.428
2019-07-18;0.414
2019-07-19;0.404
2019-07-20;0.389
2019-07-21;0.406
2019-07-22;0.382
2019-07-23;0.372
2019-07-24;0.352
2019-07-25;0.337
2019-07-26;0.337
2019-07-27;0.34
2019-07-28;1.223
2019-07-29;0.563
2019-07-30;0.419
2019-07-31;0.401
2019-08-01;0.372
2019-08-02;0.364
2019-08-03;0.352
2019-08-04;0.347
2019-08-05;0.327
2019-08-06;0.452
2019-08-07;0.909
2019-08-08;0.548
2019-08-09;0.419
2019-08-10;0.435
2019-08-11;0.517
2019-08-12;0.559
2019-08-13;0.432
2019-08-14;0.395
2019-08-15;0.51
2019-08-16;0.474
2019-08-17;0.404
2019-08-18;0.47
2019-08-19;1.301
2019-08-20;0.987
2019-08-21;0.877
2019-08-22;0.61
2019-08-23;0.509
2019-08-24;0.464
2019-08-25;0.451
2019-08-26;0.416
2019-08-27;0.387
2019-08-28;0.387
2019-08-29;0.402
2019-08-30;0.385
2019-08-31;0.363
2019-09-01;0.356
2019-09-02;0.347
2019-09-03;0.336
2019-09-04;0.325
2019-09-05;0.328
2019-09-06;0.325
2019-09-07;0.322
2019-09-08;0.54
2019-09-09;0.411
2019-09-10;0.341
2019-09-11;0.329
2019-09-12;0.319
2019-09-13;0.305
2019-09-14;0.307
2019-09-15;0.301
2019-09-16;0.31
2019-09-17;0.292
2019-09-18;0.291
2019-09-19;0.284
2019-09-20;0.268
2019-09-21;0.281
2019-09-22;0.282
2019-09-23;0.786
2019-09-24;0.363
2019-09-25;0.488
2019-09-26;1.103
2019-09-27;0.788
2019-09-28;1.192
2019-09-29;0.644
2019-09-30;0.576
2019-10-01;0.565
2019-10-02;1.26
2019-10-03;1.13
2019-10-04;0.928
2019-10-05;1.214
2019-10-06;1.441
2019-10-07;1.934
2019-10-08;1.359
2019-10-09;2.174
2019-10-10;1.933
2019-10-11;1.575
2019-10-12;1.328
2019-10-13;1.17
2019-10-14;1.039
2019-10-15;1.05
2019-10-16;1.1
2019-10-17;0.911
2019-10-18;1.018
2019-10-19;2.349
2019-10-20;1.75
2019-10-21;1.481
2019-10-22;1.436
2019-10-23;1.253
2019-10-24;1.146
2019-10-25;1.049
2019-10-26;0.971
2019-10-27;0.896
2019-10-28;0.92
2019-10-29;0.896
2019-10-30;0.882
2019-10-31;0.935
2019-11-01;0.968
2019-11-02;1.97
2019-11-03;2.626
2019-11-04;2.979
2019-11-05;2.842
2019-11-06;2.391
2019-11-07;2.132
2019-11-08;1.928
2019-11-09;1.74
2019-11-10;1.562
2019-11-11;1.429
2019-11-12;1.335
2019-11-13;1.259
2019-11-14;1.19
2019-11-15;1.124
2019-11-16;1.044
2019-11-17;1.036
2019-11-18;1.041
2019-11-19;0.98
2019-11-20;0.933
2019-11-21;0.939
2019-11-22;0.923
2019-11-23;0.964
2019-11-24;0.914
2019-11-25;0.856
2019-11-26;0.832
2019-11-27;0.876
2019-11-28;0.921
2019-11-29;2.435
2019-11-30;1.93
2019-12-01;1.584
2019-12-02;1.405
2019-12-03;1.276
2019-12-04;1.2
2019-12-05;1.132
2019-12-06;1.081
2019-12-07;1.18
2019-12-08;1.113
2019-12-09;1.575
2019-12-10;1.63
2019-12-11;1.426
2019-12-12;1.413
2019-12-13;1.482
2019-12-14;1.694
