;[m3/s]
;Q
2016-06-20;4.302
2016-06-21;4.378
2016-06-22;3.446
2016-06-23;2.88
2016-06-24;2.442
2016-06-25;3.183
2016-06-26;2.768
2016-06-27;2.299
2016-06-28;2.017
2016-06-29;1.722
2016-06-30;1.633
2016-07-01;1.332
2016-07-02;1.302
2016-07-03;1.151
2016-07-04;1.008
2016-07-05;0.914
2016-07-06;0.808
2016-07-07;0.76
2016-07-08;0.686
2016-07-09;0.65
2016-07-10;0.574
2016-07-11;0.591
2016-07-12;0.695
2016-07-13;0.797
2016-07-14;0.78
2016-07-15;0.63
2016-07-16;0.563
2016-07-17;0.473
2016-07-18;0.473
2016-07-19;0.44
2016-07-20;0.391
2016-07-21;0.388
2016-07-22;0.641
2016-07-23;0.516
2016-07-24;0.456
2016-07-25;0.388
2016-07-26;0.375
2016-07-27;0.318
2016-07-28;0.365
2016-07-29;0.364
2016-07-30;0.317
2016-07-31;0.921
2016-08-01;0.553
2016-08-02;0.451
2016-08-03;0.461
2016-08-04;0.517
2016-08-05;1.214
2016-08-06;0.662
2016-08-07;0.526
2016-08-08;0.467
2016-08-09;0.391
2016-08-10;0.45
2016-08-11;0.43
2016-08-12;0.388
2016-08-13;0.35
2016-08-14;0.317
2016-08-15;0.317
2016-08-16;0.317
2016-08-17;0.306
2016-08-18;0.302
2016-08-19;0.324
2016-08-20;0.338
2016-08-21;0.341
2016-08-22;0.276
2016-08-23;0.265
2016-08-24;0.257
2016-08-25;0.257
2016-08-26;0.257
2016-08-27;0.248
2016-08-28;0.224
2016-08-29;0.234
2016-08-30;0.229
2016-08-31;0.209
2016-09-01;0.209
2016-09-02;0.209
2016-09-03;0.209
2016-09-04;0.28
2016-09-05;0.545
2016-09-06;0.285
2016-09-07;0.257
2016-09-08;0.242
2016-09-09;0.209
2016-09-10;0.209
2016-09-11;0.209
2016-09-12;0.209
2016-09-13;0.209
2016-09-14;0.209
2016-09-15;0.209
2016-09-16;0.209
2016-09-17;0.209
2016-09-18;0.402
2016-09-19;0.384
2016-09-20;0.257
2016-09-21;0.242
2016-09-22;0.209
2016-09-23;0.209
2016-09-24;0.209
2016-09-25;0.209
2016-09-26;0.209
2016-09-27;0.221
2016-09-28;0.209
2016-09-29;0.209
2016-09-30;0.209
2016-10-01;0.209
2016-10-02;0.255
2016-10-03;0.235
2016-10-04;0.209
2016-10-05;0.209
2016-10-06;0.209
2016-10-07;0.209
2016-10-08;0.209
2016-10-09;0.228
2016-10-10;0.24
2016-10-11;0.209
2016-10-12;0.209
2016-10-13;0.209
2016-10-14;0.209
2016-10-15;0.209
2016-10-16;0.209
2016-10-17;0.265
2016-10-18;0.388
2016-10-19;0.241
2016-10-20;0.248
2016-10-21;0.473
2016-10-22;0.323
2016-10-23;0.388
2016-10-24;0.484
2016-10-25;1.685
2016-10-26;0.715
2016-10-27;0.513
2016-10-28;0.462
2016-10-29;0.361
2016-10-30;0.317
2016-10-31;0.317
2016-11-01;0.3
2016-11-02;0.257
2016-11-03;0.257
2016-11-04;0.257
2016-11-05;0.73
2016-11-06;1.449
2016-11-07;0.926
2016-11-08;0.681
2016-11-09;0.595
2016-11-10;1.268
2016-11-11;3.491
2016-11-12;2.114
2016-11-13;1.418
2016-11-14;1.036
2016-11-15;0.854
2016-11-16;1.269
2016-11-17;1.676
2016-11-18;2.255
2016-11-19;3.335
2016-11-20;2.866
2016-11-21;2.119
2016-11-22;1.718
2016-11-23;1.354
2016-11-24;1.141
2016-11-25;0.963
2016-11-26;0.835
2016-11-27;0.751
2016-11-28;0.684
2016-11-29;0.6
2016-11-30;0.574
2016-12-01;0.574
2016-12-02;0.55
2016-12-03;0.473
2016-12-04;0.473
2016-12-05;0.473
2016-12-06;0.473
2016-12-07;0.43
2016-12-08;0.388
2016-12-09;0.388
2016-12-10;0.357
2016-12-11;0.355
2016-12-12;0.356
2016-12-13;0.317
2016-12-14;0.317
2016-12-15;0.317
2016-12-16;0.317
2016-12-17;0.317
2016-12-18;0.317
2016-12-19;0.317
2016-12-20;0.317
2016-12-21;0.317
2016-12-22;0.317
2016-12-23;0.388
2016-12-24;0.323
2016-12-25;0.317
2016-12-26;0.317
2016-12-27;0.338
2016-12-28;0.317
2016-12-29;0.317
2016-12-30;0.543
2016-12-31;1.067
2017-01-01;0.761
2017-01-02;0.464
2017-01-03;0.28
2017-01-04;0.29
2017-01-05;0.261
2017-01-06;0.724
2017-01-07;0.616
2017-01-08;0.577
2017-01-09;0.42
2017-01-10;0.289
2017-01-11;0.333
2017-01-12;0.521
2017-01-13;0.85
2017-01-14;0.513
2017-01-15;0.427
2017-01-16;0.364
2017-01-17;0.543
2017-01-18;1.712
2017-01-19;2.062
2017-01-20;1.245
2017-01-21;1.065
2017-01-22;0.975
2017-01-23;0.85
2017-01-24;0.927
2017-01-25;1.103
2017-01-26;1.184
2017-01-27;1.564
2017-01-28;1.768
2017-01-29;1.709
2017-01-30;2.188
2017-01-31;6.387
2017-02-01;8.806
2017-02-02;5.782
2017-02-03;4.344
2017-02-04;4.253
2017-02-05;5.216
2017-02-06;5.641
2017-02-07;4.388
2017-02-08;3.209
2017-02-09;2.267
2017-02-10;1.879
2017-02-11;1.622
2017-02-12;1.425
2017-02-13;1.215
2017-02-14;1.051
2017-02-15;0.959
2017-02-16;0.843
2017-02-17;1.128
2017-02-18;1.071
2017-02-19;0.998
2017-02-20;0.843
2017-02-21;1.144
2017-02-22;1.603
2017-02-23;1.638
2017-02-24;1.651
2017-02-25;1.401
2017-02-26;1.213
2017-02-27;1.071
2017-02-28;3.661
2017-03-01;4.466
2017-03-02;6.262
2017-03-03;4.781
2017-03-04;3.694
2017-03-05;3.147
2017-03-06;3.472
2017-03-07;3.563
2017-03-08;3.244
2017-03-09;6.176
2017-03-10;6.826
2017-03-11;5.219
2017-03-12;3.828
2017-03-13;2.744
2017-03-14;2.051
2017-03-15;1.899
2017-03-16;1.695
2017-03-17;1.436
2017-03-18;1.463
2017-03-19;1.449
2017-03-20;1.334
2017-03-21;1.35
2017-03-22;1.718
2017-03-23;1.412
2017-03-24;1.213
2017-03-25;1.12
2017-03-26;1.0
2017-03-27;0.944
2017-03-28;0.843
2017-03-29;0.802
2017-03-30;0.686
2017-03-31;0.686
2017-04-01;0.686
2017-04-02;0.65
2017-04-03;0.586
2017-04-04;0.574
2017-04-05;0.574
2017-04-06;0.553
2017-04-07;0.475
2017-04-08;0.473
2017-04-09;0.473
2017-04-10;0.469
2017-04-11;0.397
2017-04-12;0.388
2017-04-13;0.405
2017-04-14;0.391
2017-04-15;0.388
2017-04-16;0.569
2017-04-17;0.751
2017-04-18;0.716
2017-04-19;0.574
2017-04-20;0.527
2017-04-21;0.471
2017-04-22;0.473
2017-04-23;0.473
2017-04-24;0.473
2017-04-25;0.571
2017-04-26;1.25
2017-04-27;1.781
2017-04-28;2.091
2017-04-29;1.953
2017-04-30;1.729
2017-05-01;1.695
2017-05-02;1.476
2017-05-03;1.277
2017-05-04;1.31
2017-05-05;1.091
2017-05-06;1.607
2017-05-07;5.423
2017-05-08;8.544
2017-05-09;6.676
2017-05-10;5.047
2017-05-11;3.697
2017-05-12;2.669
2017-05-13;2.071
2017-05-14;1.757
2017-05-15;1.611
2017-05-16;1.352
2017-05-17;1.12
2017-05-18;1.0
2017-05-19;3.878
2017-05-20;3.031
2017-05-21;2.311
2017-05-22;2.005
2017-05-23;1.724
2017-05-24;1.414
2017-05-25;1.213
2017-05-26;1.097
2017-05-27;0.935
2017-05-28;0.791
2017-05-29;0.693
2017-05-30;0.661
2017-05-31;0.604
2017-06-01;1.435
2017-06-02;0.848
2017-06-03;0.696
2017-06-04;1.361
2017-06-05;0.854
2017-06-06;0.998
2017-06-07;1.099
2017-06-08;0.802
2017-06-09;0.686
2017-06-10;0.636
2017-06-11;0.558
2017-06-12;0.549
2017-06-13;0.477
2017-06-14;0.46
2017-06-15;0.433
2017-06-16;0.399
2017-06-17;0.388
2017-06-18;0.39
2017-06-19;0.35
2017-06-20;0.342
2017-06-21;0.324
2017-06-22;0.319
2017-06-23;0.317
2017-06-24;0.317
2017-06-25;0.317
2017-06-26;0.301
2017-06-27;0.303
2017-06-28;0.364
2017-06-29;0.433
2017-06-30;0.347
2017-07-01;0.317
2017-07-02;0.823
2017-07-03;0.431
2017-07-04;0.304
2017-07-05;0.257
2017-07-06;0.241
2017-07-07;0.209
2017-07-08;0.209
2017-07-09;0.209
2017-07-10;0.355
2017-07-11;0.389
2017-07-12;0.303
2017-07-13;0.33
2017-07-14;0.317
2017-07-15;0.283
2017-07-16;0.254
2017-07-17;0.257
2017-07-18;0.252
2017-07-19;0.24
2017-07-20;0.211
2017-07-21;0.474
2017-07-22;0.403
2017-07-23;0.338
2017-07-24;0.387
2017-07-25;0.771
2017-07-26;1.74
2017-07-27;1.213
2017-07-28;2.377
2017-07-29;1.419
2017-07-30;1.339
2017-07-31;0.952
2017-08-01;0.679
2017-08-02;1.742
2017-08-03;0.743
2017-08-04;0.639
2017-08-05;0.574
2017-08-06;0.532
2017-08-07;0.445
2017-08-08;0.445
2017-08-09;0.474
2017-08-10;2.478
2017-08-11;1.461
2017-08-12;1.12
2017-08-13;0.843
2017-08-14;0.686
2017-08-15;0.653
2017-08-16;0.63
2017-08-17;0.531
2017-08-18;1.391
2017-08-19;1.467
2017-08-20;0.904
2017-08-21;0.771
2017-08-22;0.658
2017-08-23;0.574
2017-08-24;0.537
2017-08-25;0.471
2017-08-26;0.439
2017-08-27;0.395
2017-08-28;0.389
2017-08-29;0.367
2017-08-30;0.324
2017-08-31;0.531
2017-09-01;0.486
2017-09-02;0.788
2017-09-03;0.546
2017-09-04;0.446
2017-09-05;0.388
2017-09-06;0.388
2017-09-07;0.375
2017-09-08;0.326
2017-09-09;0.337
2017-09-10;0.343
2017-09-11;0.317
2017-09-12;0.342
2017-09-13;0.317
2017-09-14;1.08
2017-09-15;0.641
2017-09-16;0.455
2017-09-17;0.435
2017-09-18;0.506
2017-09-19;0.432
2017-09-20;0.446
2017-09-21;0.372
2017-09-22;0.317
2017-09-23;0.317
2017-09-24;0.317
2017-09-25;0.317
2017-09-26;0.317
2017-09-27;0.317
2017-09-28;0.296
2017-09-29;0.257
2017-09-30;0.294
2017-10-01;0.336
2017-10-02;0.316
2017-10-03;1.862
2017-10-04;0.771
2017-10-05;0.688
2017-10-06;1.498
2017-10-07;1.069
2017-10-08;1.29
2017-10-09;1.262
2017-10-10;1.024
2017-10-11;0.91
2017-10-12;0.761
2017-10-13;0.686
2017-10-14;0.686
2017-10-15;0.642
2017-10-16;0.574
2017-10-17;0.526
2017-10-18;0.473
2017-10-19;0.473
2017-10-20;0.473
2017-10-21;0.484
2017-10-22;0.548
2017-10-23;0.671
2017-10-24;0.608
2017-10-25;0.504
2017-10-26;0.473
2017-10-27;0.488
2017-10-28;0.473
2017-10-29;0.583
2017-10-30;0.627
2017-10-31;0.537
2017-11-01;0.473
2017-11-02;0.469
2017-11-03;0.471
2017-11-04;0.473
2017-11-05;2.475
2017-11-06;3.253
2017-11-07;2.208
2017-11-08;1.835
2017-11-09;1.62
2017-11-10;1.458
2017-11-11;2.335
2017-11-12;17.068
2017-11-13;10.851
2017-11-14;5.408
2017-11-15;3.653
2017-11-16;2.465
2017-11-17;1.988
2017-11-18;2.248
2017-11-19;2.157
2017-11-20;1.751
2017-11-21;2.058
2017-11-22;2.119
2017-11-23;1.922
2017-11-24;1.939
2017-11-25;5.425
2017-11-26;5.469
2017-11-27;4.159
2017-11-28;4.319
2017-11-29;4.719
2017-11-30;3.603
2017-12-01;2.741
2017-12-02;2.277
2017-12-03;1.884
2017-12-04;1.662
2017-12-05;1.469
2017-12-06;1.425
2017-12-07;1.24
2017-12-08;2.464
2017-12-09;2.371
2017-12-10;2.828
2017-12-11;11.118
2017-12-12;12.171
2017-12-13;5.527
2017-12-14;5.905
2017-12-15;5.294
2017-12-16;4.25
2017-12-17;3.128
2017-12-18;2.312
2017-12-19;1.927
2017-12-20;1.68
2017-12-21;1.673
2017-12-22;2.116
2017-12-23;2.569
2017-12-24;2.566
2017-12-25;2.337
2017-12-26;2.125
2017-12-27;2.422
2017-12-28;2.277
2017-12-29;1.93
2017-12-30;3.055
2017-12-31;5.803
2018-01-01;5.706
2018-01-02;4.913
2018-01-03;6.433
2018-01-04;7.057
2018-01-05;9.436
2018-01-06;10.045
2018-01-07;6.644
2018-01-08;4.806
2018-01-09;4.025
2018-01-10;3.219
2018-01-11;2.516
2018-01-12;2.088
2018-01-13;1.815
2018-01-14;1.609
2018-01-15;1.434
2018-01-16;2.916
2018-01-17;3.7
2018-01-18;4.127
2018-01-19;7.956
2018-01-20;5.689
2018-01-21;4.8
2018-01-22;10.574
2018-01-23;13.812
2018-01-24;7.878
2018-01-25;5.585
2018-01-26;4.547
2018-01-27;3.894
2018-01-28;3.128
2018-01-29;2.678
2018-01-30;2.4
2018-01-31;2.517
2018-02-01;5.15
2018-02-02;4.241
2018-02-03;3.441
2018-02-04;2.838
2018-02-05;2.414
2018-02-06;2.122
2018-02-07;1.902
2018-02-08;1.658
2018-02-09;1.485
2018-02-10;1.319
2018-02-11;1.346
2018-02-12;1.281
2018-02-13;1.089
2018-02-14;1.0
2018-02-15;1.457
2018-02-16;4.109
2018-02-17;4.956
2018-02-18;5.428
2018-02-19;4.516
2018-02-20;3.45
2018-02-21;2.547
2018-02-22;2.128
2018-02-23;1.801
2018-02-24;1.6
2018-02-25;1.299
2018-02-26;1.138
2018-02-27;1.988
2018-02-28;2.9
2018-03-01;1.308
2018-03-02;0.939
2018-03-03;0.874
2018-03-04;0.946
2018-03-05;0.949
2018-03-06;0.843
2018-03-07;0.835
2018-03-08;0.776
2018-03-09;0.735
2018-03-10;1.284
2018-03-11;1.383
2018-03-12;1.518
2018-03-13;2.104
2018-03-14;2.463
2018-03-15;2.346
2018-03-16;2.028
2018-03-17;1.85
2018-03-18;1.709
2018-03-19;1.516
2018-03-20;1.425
2018-03-21;1.253
2018-03-22;1.213
2018-03-23;1.213
2018-03-24;1.213
2018-03-25;1.04
2018-03-26;1.0
2018-03-27;1.0
2018-03-28;1.304
2018-03-29;2.303
2018-03-30;1.953
2018-03-31;1.884
2018-04-01;1.817
2018-04-02;1.64
2018-04-03;1.518
2018-04-04;1.54
2018-04-05;1.62
2018-04-06;1.505
2018-04-07;1.425
2018-04-08;1.332
2018-04-09;1.213
2018-04-10;1.213
2018-04-11;1.129
2018-04-12;1.0
2018-04-13;0.939
2018-04-14;0.843
2018-04-15;0.787
2018-04-16;0.686
2018-04-17;0.686
2018-04-18;0.635
2018-04-19;0.575
2018-04-20;0.556
2018-04-21;0.473
2018-04-22;0.473
2018-04-23;0.474
2018-04-24;0.473
2018-04-25;0.453
2018-04-26;0.436
2018-04-27;0.394
2018-04-28;0.388
2018-04-29;0.388
2018-04-30;0.412
2018-05-01;0.37
2018-05-02;0.317
2018-05-03;0.352
2018-05-04;0.317
2018-05-05;0.317
2018-05-06;0.317
2018-05-07;0.298
2018-05-08;0.257
2018-05-09;0.257
2018-05-10;0.537
2018-05-11;0.357
2018-05-12;0.295
2018-05-13;0.344
2018-05-14;0.462
2018-05-15;1.104
2018-05-16;2.15
2018-05-17;1.43
2018-05-18;0.96
2018-05-19;0.782
2018-05-20;0.659
2018-05-21;0.6
2018-05-22;0.582
2018-05-23;0.624
2018-05-24;0.917
2018-05-25;0.606
2018-05-26;0.52
2018-05-27;0.454
2018-05-28;0.421
2018-05-29;0.392
2018-05-30;0.388
2018-05-31;1.03
2018-06-01;1.501
2018-06-02;0.697
2018-06-03;0.677
2018-06-04;1.747
2018-06-05;4.38
2018-06-06;3.034
2018-06-07;5.668
2018-06-08;3.816
2018-06-09;2.753
2018-06-10;2.091
2018-06-11;1.746
2018-06-12;1.532
2018-06-13;1.372
2018-06-14;1.1
2018-06-15;0.912
2018-06-16;0.771
2018-06-17;0.684
2018-06-18;0.642
2018-06-19;0.549
2018-06-20;0.554
2018-06-21;0.518
2018-06-22;0.473
2018-06-23;0.443
2018-06-24;0.395
2018-06-25;0.389
2018-06-26;0.375
2018-06-27;0.358
2018-06-28;0.317
2018-06-29;0.317
2018-06-30;0.317
2018-07-01;0.317
2018-07-02;0.317
2018-07-03;0.396
2018-07-04;0.34
2018-07-05;0.465
2018-07-06;0.841
2018-07-07;0.404
2018-07-08;0.317
2018-07-09;0.301
2018-07-10;0.257
2018-07-11;0.257
2018-07-12;0.257
2018-07-13;0.257
2018-07-14;0.257
2018-07-15;0.257
2018-07-16;0.252
2018-07-17;0.216
2018-07-18;0.209
2018-07-19;0.209
2018-07-20;0.209
2018-07-21;0.209
2018-07-22;0.209
2018-07-23;0.209
2018-07-24;0.236
2018-07-25;0.257
2018-07-26;0.245
2018-07-27;0.229
2018-07-28;0.257
2018-07-29;0.249
2018-07-30;0.209
2018-07-31;0.213
2018-08-01;0.221
2018-08-02;0.278
2018-08-03;0.209
2018-08-04;0.209
2018-08-05;0.209
2018-08-06;0.209
2018-08-07;0.209
2018-08-08;0.212
2018-08-09;0.223
2018-08-10;0.209
2018-08-11;0.209
2018-08-12;0.209
2018-08-13;0.265
2018-08-14;0.242
2018-08-15;0.209
2018-08-16;0.209
2018-08-17;0.837
2018-08-18;0.896
2018-08-19;0.29
2018-08-20;0.257
2018-08-21;0.241
2018-08-22;0.209
2018-08-23;0.209
2018-08-24;0.252
2018-08-25;0.313
2018-08-26;0.287
2018-08-27;0.243
2018-08-28;0.21
2018-08-29;0.233
2018-08-30;0.488
2018-08-31;0.881
2018-09-01;0.551
2018-09-02;0.346
2018-09-03;0.306
2018-09-04;0.257
2018-09-05;0.257
2018-09-06;0.43
2018-09-07;0.37
2018-09-08;0.288
2018-09-09;0.257
2018-09-10;0.249
2018-09-11;0.227
2018-09-12;0.209
2018-09-13;0.23
2018-09-14;0.272
2018-09-15;0.243
2018-09-16;0.209
2018-09-17;0.209
2018-09-18;0.209
2018-09-19;0.209
2018-09-20;0.209
2018-09-21;0.259
2018-09-22;0.299
2018-09-23;0.591
2018-09-24;0.69
2018-09-25;0.326
2018-09-26;0.257
2018-09-27;0.257
2018-09-28;0.257
2018-09-29;0.257
2018-09-30;0.251
2018-10-01;0.266
2018-10-02;0.265
2018-10-03;0.257
2018-10-04;0.257
2018-10-05;0.252
2018-10-06;0.209
2018-10-07;0.209
2018-10-08;0.209
2018-10-09;0.209
2018-10-10;0.209
2018-10-11;0.209
2018-10-12;0.209
2018-10-13;0.209
2018-10-14;0.209
2018-10-15;0.209
2018-10-16;0.209
2018-10-17;0.209
2018-10-18;0.209
2018-10-19;0.209
2018-10-20;0.209
2018-10-21;0.209
2018-10-22;0.211
2018-10-23;0.209
2018-10-24;0.21
2018-10-25;0.213
2018-10-26;0.211
2018-10-27;0.323
2018-10-28;0.375
2018-10-29;0.309
2018-10-30;0.499
2018-10-31;0.374
2018-11-01;0.365
2018-11-02;0.464
2018-11-03;0.326
2018-11-04;0.317
2018-11-05;0.305
2018-11-06;0.257
2018-11-07;0.257
2018-11-08;0.3
2018-11-09;0.257
2018-11-10;0.258
2018-11-11;0.422
2018-11-12;0.34
2018-11-13;0.368
2018-11-14;0.317
2018-11-15;0.302
2018-11-16;0.257
2018-11-17;0.257
2018-11-18;0.257
2018-11-19;0.257
2018-11-20;0.257
2018-11-21;0.257
2018-11-22;0.257
2018-11-23;0.247
2018-11-24;0.257
2018-11-25;0.257
2018-11-26;0.257
2018-11-27;0.31
2018-11-28;0.317
2018-11-29;0.317
2018-11-30;0.346
2018-12-01;0.404
2018-12-02;0.453
2018-12-03;1.752
2018-12-04;1.728
2018-12-05;1.368
2018-12-06;0.967
2018-12-07;0.823
2018-12-08;0.781
2018-12-09;1.023
2018-12-10;1.867
2018-12-11;1.458
2018-12-12;1.006
2018-12-13;0.696
2018-12-14;0.515
2018-12-15;0.433
2018-12-16;0.388
2018-12-17;0.388
2018-12-18;0.344
2018-12-19;0.394
2018-12-20;0.497
2018-12-21;0.682
2018-12-22;1.339
2018-12-23;1.523
2018-12-24;3.616
2018-12-25;3.169
2018-12-26;1.921
2018-12-27;1.483
2018-12-28;1.106
2018-12-29;0.881
2018-12-30;0.712
2018-12-31;0.609
2019-01-01;0.542
2019-01-02;0.573
2019-01-03;0.473
2019-01-04;0.451
2019-01-05;0.426
2019-01-06;0.578
2019-01-07;0.596
2019-01-08;0.574
2019-01-09;0.686
2019-01-10;0.597
2019-01-11;0.572
2019-01-12;0.544
2019-01-13;3.122
2019-01-14;6.194
2019-01-15;3.638
2019-01-16;1.986
2019-01-17;1.527
2019-01-18;1.363
2019-01-19;1.064
2019-01-20;0.91
2019-01-21;0.843
2019-01-22;0.689
2019-01-23;0.649
2019-01-24;0.574
2019-01-25;0.569
2019-01-26;0.473
2019-01-27;0.574
2019-01-28;0.611
2019-01-29;0.574
2019-01-30;0.54
2019-01-31;0.473
2019-02-01;0.698
2019-02-02;1.0
2019-02-03;1.031
2019-02-04;0.861
2019-02-05;0.926
2019-02-06;0.926
2019-02-07;1.058
2019-02-08;1.304
2019-02-09;1.357
2019-02-10;2.663
2019-02-11;4.141
2019-02-12;3.153
2019-02-13;2.36
2019-02-14;1.996
2019-02-15;1.742
2019-02-16;1.702
2019-02-17;1.85
2019-02-18;1.882
2019-02-19;1.853
2019-02-20;1.846
2019-02-21;1.729
2019-02-22;1.638
2019-02-23;1.647
2019-02-24;1.587
2019-02-25;1.403
2019-02-26;1.427
2019-02-27;1.427
2019-02-28;1.48
2019-03-01;2.712
2019-03-02;2.7
2019-03-03;2.234
2019-03-04;2.266
2019-03-05;2.157
2019-03-06;1.816
2019-03-07;2.17
2019-03-08;2.128
2019-03-09;2.059
2019-03-10;2.421
2019-03-11;2.383
2019-03-12;1.927
2019-03-13;1.89
2019-03-14;1.856
2019-03-15;4.551
2019-03-16;5.491
2019-03-17;4.447
2019-03-18;3.325
2019-03-19;2.399
2019-03-20;1.888
2019-03-21;1.682
2019-03-22;1.556
2019-03-23;1.385
2019-03-24;1.209
2019-03-25;1.222
2019-03-26;1.226
2019-03-27;1.029
2019-03-28;0.949
2019-03-29;0.843
2019-03-30;0.843
2019-03-31;0.802
2019-04-01;0.686
2019-04-02;0.686
2019-04-03;1.139
2019-04-04;1.458
2019-04-05;1.425
2019-04-06;1.507
2019-04-07;1.64
2019-04-08;1.512
2019-04-09;1.463
2019-04-10;1.489
2019-04-11;1.425
2019-04-12;1.299
2019-04-13;1.213
2019-04-14;1.213
2019-04-15;1.033
2019-04-16;1.0
2019-04-17;1.091
2019-04-18;1.0
2019-04-19;0.882
2019-04-20;0.765
2019-04-21;0.686
2019-04-22;0.686
2019-04-23;0.686
2019-04-24;0.72
2019-04-25;0.699
2019-04-26;0.8
2019-04-27;1.037
2019-04-28;1.237
2019-04-29;1.06
2019-04-30;1.0
2019-05-01;0.935
2019-05-02;0.843
2019-05-03;1.363
2019-05-04;1.534
2019-05-05;1.704
2019-05-06;1.85
2019-05-07;1.669
2019-05-08;2.203
2019-05-09;3.103
2019-05-10;3.147
2019-05-11;3.413
2019-05-12;4.044
2019-05-13;3.478
2019-05-14;2.853
2019-05-15;2.324
2019-05-16;1.993
2019-05-17;1.698
2019-05-18;1.503
2019-05-19;1.372
2019-05-20;6.058
2019-05-21;7.637
2019-05-22;7.618
2019-05-23;5.153
2019-05-24;3.669
2019-05-25;2.546
2019-05-26;2.065
2019-05-27;1.784
2019-05-28;2.232
2019-05-29;2.245
2019-05-30;1.704
2019-05-31;1.37
2019-06-01;1.213
2019-06-02;1.111
2019-06-03;1.022
2019-06-04;0.915
2019-06-05;0.799
2019-06-06;0.751
2019-06-07;0.753
2019-06-08;0.66
2019-06-09;0.574
2019-06-10;0.733
2019-06-11;1.461
2019-06-12;0.991
2019-06-13;0.877
2019-06-14;0.686
2019-06-15;0.749
2019-06-16;4.843
2019-06-17;2.722
2019-06-18;1.926
2019-06-19;1.483
2019-06-20;1.884
2019-06-21;1.886
2019-06-22;1.831
2019-06-23;1.551
2019-06-24;1.259
2019-06-25;1.0
2019-06-26;0.933
2019-06-27;0.802
2019-06-28;0.686
2019-06-29;0.641
2019-06-30;0.574
2019-07-01;0.548
2019-07-02;0.473
2019-07-03;0.473
2019-07-04;0.473
2019-07-05;0.452
2019-07-06;0.388
2019-07-07;0.467
2019-07-08;0.39
2019-07-09;0.388
2019-07-10;0.388
2019-07-11;0.388
2019-07-12;0.444
2019-07-13;0.436
2019-07-14;0.486
2019-07-15;0.513
2019-07-16;0.37
2019-07-17;0.317
2019-07-18;0.317
2019-07-19;0.305
2019-07-20;0.279
2019-07-21;0.329
2019-07-22;0.257
2019-07-23;0.257
2019-07-24;0.257
2019-07-25;0.257
2019-07-26;0.248
2019-07-27;0.262
2019-07-28;1.771
2019-07-29;0.737
2019-07-30;0.426
2019-07-31;0.388
2019-08-01;0.358
2019-08-02;0.317
2019-08-03;0.294
2019-08-04;0.26
2019-08-05;0.257
2019-08-06;0.328
2019-08-07;0.78
2019-08-08;0.567
2019-08-09;0.379
2019-08-10;0.369
2019-08-11;0.474
2019-08-12;0.603
2019-08-13;0.438
2019-08-14;0.356
2019-08-15;0.512
2019-08-16;0.45
2019-08-17;0.352
2019-08-18;0.397
2019-08-19;1.778
2019-08-20;1.593
2019-08-21;1.64
2019-08-22;0.943
2019-08-23;0.682
2019-08-24;0.543
2019-08-25;0.451
2019-08-26;0.393
2019-08-27;0.388
2019-08-28;0.36
2019-08-29;0.906
2019-08-30;0.819
2019-08-31;0.543
2019-09-01;0.473
2019-09-02;0.447
2019-09-03;0.383
2019-09-04;0.354
2019-09-05;0.341
2019-09-06;0.335
2019-09-07;0.33
2019-09-08;0.728
2019-09-09;0.556
2019-09-10;0.376
2019-09-11;0.329
2019-09-12;0.308
2019-09-13;0.297
2019-09-14;0.291
2019-09-15;0.285
2019-09-16;0.272
2019-09-17;0.261
2019-09-18;0.256
2019-09-19;0.251
2019-09-20;0.246
2019-09-21;0.243
2019-09-22;0.252
2019-09-23;0.93
2019-09-24;0.373
2019-09-25;0.387
2019-09-26;0.779
2019-09-27;0.655
2019-09-28;1.201
2019-09-29;0.683
2019-09-30;0.589
2019-10-01;0.586
2019-10-02;1.321
2019-10-03;1.09
2019-10-04;0.808
2019-10-05;1.301
2019-10-06;1.481
2019-10-07;2.09
2019-10-08;1.682
2019-10-09;2.553
2019-10-10;2.329
2019-10-11;2.112
2019-10-12;1.644
2019-10-13;1.32
2019-10-14;1.077
2019-10-15;1.045
2019-10-16;1.047
2019-10-17;0.774
2019-10-18;1.017
2019-10-19;3.518
2019-10-20;3.087
2019-10-21;2.162
2019-10-22;2.017
2019-10-23;1.656
2019-10-24;1.372
2019-10-25;1.13
2019-10-26;0.956
2019-10-27;0.823
2019-10-28;0.81
2019-10-29;0.794
2019-10-30;0.806
2019-10-31;0.878
2019-11-01;0.887
2019-11-02;1.777
2019-11-03;4.544
2019-11-04;5.077
2019-11-05;4.843
2019-11-06;3.669
2019-11-07;2.962
2019-11-08;2.296
2019-11-09;1.888
2019-11-10;1.665
2019-11-11;1.428
2019-11-12;1.272
2019-11-13;1.146
2019-11-14;1.003
2019-11-15;0.901
2019-11-16;0.785
2019-11-17;0.75
2019-11-18;0.872
2019-11-19;0.804
2019-11-20;0.732
2019-11-21;0.715
2019-11-22;0.688
2019-11-23;0.676
2019-11-24;0.646
2019-11-25;0.605
2019-11-26;0.656
2019-11-27;0.697
2019-11-28;0.636
2019-11-29;2.552
2019-11-30;3.348
2019-12-01;2.223
2019-12-02;1.81
2019-12-03;1.419
2019-12-04;1.201
2019-12-05;1.016
2019-12-06;0.864
2019-12-07;0.822
2019-12-08;0.728
2019-12-09;0.99
2019-12-10;1.726
2019-12-11;1.463
2019-12-12;1.644
