;[m3/s]
;"Q
"
25.05.20;0.02
26.05.20;0.02
27.05.20;0.02
28.05.20;0.02
29.05.20;0.02
30.05.20;0.02
31.05.20;0.02
01.06.20;0.02
02.06.20;0.02
03.06.20;0.02
04.06.20;0.019
05.06.20;0.045
06.06.20;0.06
07.06.20;0.059
08.06.20;0.018
09.06.20;0.018
10.06.20;0.018
11.06.20;0.018
12.06.20;0.018
13.06.20;0.018
14.06.20;0.018
15.06.20;0.018
16.06.20;0.018
17.06.20;0.18
18.06.20;0.04
19.06.20;0.018
20.06.20;0.018
21.06.20;0.018
22.06.20;0.018
23.06.20;0.018
24.06.20;0.019
25.06.20;0.019
26.06.20;0.018
27.06.20;0.018
28.06.20;0.04
29.06.20;0.018
30.06.20;0.018
01.07.20;0.018
02.07.20;0.018
03.07.20;0.018
04.07.20;0.018
05.07.20;0.018
06.07.20;0.018
07.07.20;0.018
08.07.20;0.018
09.07.20;0.019
10.07.20;0.019
11.07.20;0.019
12.07.20;0.02
13.07.20;0.02
14.07.20;0.02
15.07.20;0.019
16.07.20;0.018
17.07.20;0.018
18.07.20;0.018
19.07.20;0.019
20.07.20;0.02
21.07.20;0.02
22.07.20;0.02
23.07.20;0.02
24.07.20;0.02
25.07.20;0.02
26.07.20;0.019
27.07.20;0.019
28.07.20;0.02
29.07.20;0.02
30.07.20;0.02
31.07.20;0.02
01.08.20;0.02
02.08.20;0.019
03.08.20;0.03
04.08.20;0.021
05.08.20;0.018
06.08.20;0.018
07.08.20;0.019
08.08.20;0.02
09.08.20;0.02
10.08.20;0.02
11.08.20;0.02
12.08.20;0.02
13.08.20;0.02
14.08.20;0.037
15.08.20;0.018
16.08.20;0.019
17.08.20;0.048
18.08.20;0.018
19.08.20;0.018
20.08.20;0.019
21.08.20;0.02
22.08.20;0.02
23.08.20;0.02
24.08.20;0.02
25.08.20;0.02
26.08.20;0.02
27.08.20;0.02
28.08.20;0.019
29.08.20;0.018
30.08.20;1.326
31.08.20;0.578
01.09.20;0.209
02.09.20;0.044
03.09.20;0.018
04.09.20;0.018
05.09.20;0.018
06.09.20;0.018
07.09.20;0.018
08.09.20;0.018
09.09.20;0.018
10.09.20;0.018
11.09.20;0.018
12.09.20;0.018
13.09.20;0.018
14.09.20;0.018
15.09.20;0.018
16.09.20;0.018
17.09.20;0.018
18.09.20;0.018
19.09.20;0.019
20.09.20;0.019
21.09.20;0.019
22.09.20;0.019
23.09.20;0.019
24.09.20;0.03
25.09.20;0.031
26.09.20;0.205
27.09.20;0.116
28.09.20;0.021
29.09.20;0.032
30.09.20;0.017
01.10.20;0.018
02.10.20;0.018
03.10.20;0.038
04.10.20;0.018
05.10.20;0.018
06.10.20;0.105
07.10.20;0.257
08.10.20;0.085
09.10.20;0.038
10.10.20;0.289
11.10.20;0.196
12.10.20;0.136
13.10.20;0.104
01.05.21;0.098
02.05.21;0.195
03.05.21;0.091
04.05.21;0.071
05.05.21;0.552
06.05.21;0.85
07.05.21;2.316
08.05.21;1.453
09.05.21;0.862
10.05.21;0.478
11.05.21;0.382
12.05.21;0.832
13.05.21;0.438
14.05.21;0.342
15.05.21;0.314
16.05.21;0.34
17.05.21;0.642
18.05.21;1.055
19.05.21;1.201
20.05.21;1.15
21.05.21;1.558
22.05.21;1.397
23.05.21;1.206
24.05.21;0.904
25.05.21;0.617
26.05.21;0.449
27.05.21;0.668
28.05.21;0.405
29.05.21;0.3
30.05.21;0.246
31.05.21;0.203
01.06.21;0.178
02.06.21;0.143
03.06.21;0.17
04.06.21;0.138
05.06.21;0.2
06.06.21;0.223
07.06.21;0.213
08.06.21;0.344
09.06.21;1.103
10.06.21;0.685
11.06.21;0.417
12.06.21;0.284
13.06.21;0.209
14.06.21;0.16
15.06.21;0.118
16.06.21;0.055
17.06.21;0.031
18.06.21;0.019
19.06.21;0.035
20.06.21;0.046
21.06.21;0.117
22.06.21;0.096
23.06.21;0.045
24.06.21;0.122
25.06.21;0.164
26.06.21;0.042
27.06.21;0.071
28.06.21;0.598
29.06.21;1.87
30.06.21;1.179
01.07.21;1.549
02.07.21;0.912
03.07.21;0.551
04.07.21;0.386
