;[m3/s]
05.07.21;0.311
06.07.21;0.294
07.07.21;0.283
08.07.21;0.209
09.07.21;0.194
10.07.21;0.109
11.07.21;0.202
12.07.21;0.079
13.07.21;3.283
14.07.21;1.567
15.07.21;7.864
16.07.21;5.502
17.07.21;3.59
18.07.21;1.665
19.07.21;1.082
20.07.21;0.636
21.07.21;0.378
22.07.21;0.233
23.07.21;0.145
24.07.21;0.135
25.07.21;0.029
26.07.21;0.067
27.07.21;0.108
28.07.21;0.184
29.07.21;0.079
30.07.21;0.048
31.07.21;0.032
01.08.21;0.234
02.08.21;0.151
03.08.21;0.209
04.08.21;0.166
05.08.21;0.119
06.08.21;0.074
07.08.21;0.142
08.08.21;0.116
09.08.21;0.036
10.08.21;0.022
11.08.21;0.014
12.08.21;0.013
13.08.21;0.012
14.08.21;0.01
15.08.21;0.011
16.08.21;0.008
17.08.21;0.025
18.08.21;0.007
19.08.21;0.005
20.08.21;0.004
21.08.21;0.004
22.08.21;0.005
23.08.21;0.004
24.08.21;0.003
25.08.21;0.003
26.08.21;0.003
27.08.21;0.007
28.08.21;0.007
29.08.21;0.067
30.08.21;0.085
31.08.21;0.048
01.09.21;0.01
02.09.21;0.004
03.09.21;0.004
04.09.21;0.004
05.09.21;0.004
06.09.21;0.004
07.09.21;0.004
08.09.21;0.004
09.09.21;0.004
10.09.21;0.004
11.09.21;0.007
12.09.21;0.004
13.09.21;0.004
14.09.21;0.005
15.09.21;0.043
16.09.21;0.052
17.09.21;0.021
18.09.21;0.007
19.09.21;0.065
20.09.21;0.087
21.09.21;0.03
22.09.21;0.011
23.09.21;0.008
24.09.21;0.008
25.09.21;0.01
26.09.21;0.028
27.09.21;0.019
28.09.21;0.071
29.09.21;0.02
30.09.21;0.015
01.10.21;0.007
02.10.21;0.007
03.10.21;0.006
04.10.21;0.095
05.10.21;0.146
06.10.21;0.046
07.10.21;0.041
08.10.21;0.016
09.10.21;0.011
10.10.21;0.01
11.10.21;0.009
12.10.21;0.012
13.10.21;0.089
14.10.21;0.016
15.10.21;0.011
16.10.21;0.01
17.10.21;0.013
18.10.21;0.012
19.10.21;0.013
20.10.21;0.009
21.10.21;0.151
22.10.21;0.121
23.10.21;0.046
24.10.21;0.028
25.10.21;
26.10.21;
27.10.21;
28.10.21;
29.10.21;
30.10.21;
31.10.21;
01.11.21;
02.11.21;
03.11.21;
04.11.21;
05.11.21;
06.11.21;
07.11.21;
08.11.21;
09.11.21;
10.11.21;
11.11.21;
12.11.21;
13.11.21;
14.11.21;
15.11.21;
16.11.21;
17.11.21;
