;[m3/s]
;"Q
"
25.05.20;
26.05.20;
27.05.20;
28.05.20;0.189
29.05.20;0.182
30.05.20;0.168
31.05.20;0.16
01.06.20;0.14
02.06.20;0.045
03.06.20;0.031
04.06.20;0.136
05.06.20;0.408
06.06.20;0.471
07.06.20;0.564
08.06.20;0.373
09.06.20;0.323
10.06.20;0.367
11.06.20;0.484
12.06.20;0.349
13.06.20;0.321
14.06.20;0.324
15.06.20;0.303
16.06.20;0.31
17.06.20;0.687
18.06.20;0.613
19.06.20;0.458
20.06.20;0.424
21.06.20;0.388
22.06.20;0.351
23.06.20;0.315
24.06.20;0.288
25.06.20;0.259
26.06.20;0.344
27.06.20;0.307
28.06.20;0.486
29.06.20;0.399
30.06.20;0.335
01.07.20;0.306
02.07.20;0.363
03.07.20;0.322
04.07.20;0.291
05.07.20;0.247
06.07.20;0.294
07.07.20;0.306
08.07.20;0.202
09.07.20;0.081
10.07.20;0.031
11.07.20;0.027
12.07.20;0.026
13.07.20;0.026
14.07.20;0.026
15.07.20;0.034
16.07.20;0.269
17.07.20;0.389
18.07.20;0.253
19.07.20;0.047
20.07.20;0.026
21.07.20;0.026
22.07.20;0.026
23.07.20;0.026
24.07.20;0.026
25.07.20;0.026
26.07.20;0.033
27.07.20;0.026
28.07.20;0.026
29.07.20;0.026
30.07.20;0.026
31.07.20;0.026
01.08.20;0.037
02.08.20;0.598
03.08.20;0.545
04.08.20;0.74
05.08.20;0.411
06.08.20;0.299
07.08.20;0.058
08.08.20;0.028
09.08.20;0.026
10.08.20;0.026
11.08.20;0.111
12.08.20;0.307
13.08.20;0.092
14.08.20;0.111
15.08.20;0.383
16.08.20;0.135
17.08.20;0.667
18.08.20;0.386
19.08.20;0.287
20.08.20;0.065
21.08.20;0.028
22.08.20;0.026
23.08.20;0.026
24.08.20;0.026
25.08.20;0.026
26.08.20;0.026
27.08.20;0.026
28.08.20;0.117
29.08.20;0.301
30.08.20;1.257
31.08.20;1.088
01.09.20;0.795
02.09.20;0.633
03.09.20;0.54
04.09.20;0.456
05.09.20;0.424
06.09.20;0.413
07.09.20;0.406
08.09.20;0.398
09.09.20;0.389
10.09.20;0.38
11.09.20;0.367
12.09.20;0.265
13.09.20;0.052
14.09.20;0.034
15.09.20;0.029
16.09.20;0.027
17.09.20;0.027
18.09.20;0.026
19.09.20;0.026
20.09.20;0.026
21.09.20;0.026
22.09.20;0.078
23.09.20;0.449
24.09.20;0.428
25.09.20;0.573
26.09.20;1.375
27.09.20;1.669
28.09.20;1.161
29.09.20;1.108
30.09.20;0.905
01.10.20;0.768
02.10.20;0.708
03.10.20;0.859
04.10.20;0.765
05.10.20;0.716
06.10.20;0.938
07.10.20;1.551
08.10.20;1.335
09.10.20;1.225
10.10.20;1.699
11.10.20;1.465
12.10.20;1.366
13.10.20;1.286
01.05.21;0.891
02.05.21;1.07
03.05.21;0.702
04.05.21;0.661
05.05.21;1.481
06.05.21;1.751
07.05.21;4.512
08.05.21;3.886
09.05.21;2.673
10.05.21;2.032
11.05.21;1.768
12.05.21;2.126
13.05.21;1.531
14.05.21;1.364
15.05.21;1.352
16.05.21;1.517
17.05.21;1.97
18.05.21;3.041
19.05.21;3.478
20.05.21;3.297
21.05.21;3.254
22.05.21;3.309
23.05.21;3.062
24.05.21;2.454
25.05.21;2.097
26.05.21;1.618
27.05.21;2.026
28.05.21;1.558
29.05.21;1.421
30.05.21;1.309
31.05.21;1.178
01.06.21;1.04
02.06.21;0.889
03.06.21;0.832
04.06.21;0.756
05.06.21;0.815
06.06.21;0.811
07.06.21;0.763
08.06.21;1.137
09.06.21;1.543
10.06.21;1.566
11.06.21;1.339
12.06.21;1.199
13.06.21;1.065
14.06.21;0.991
15.06.21;0.99
16.06.21;0.893
17.06.21;0.812
18.06.21;0.763
19.06.21;0.757
20.06.21;0.762
21.06.21;0.813
22.06.21;0.791
23.06.21;0.99
24.06.21;1.192
25.06.21;1.149
26.06.21;0.869
27.06.21;0.96
28.06.21;2.071
29.06.21;2.752
30.06.21;2.898
01.07.21;3.701
02.07.21;3.08
03.07.21;2.387
04.07.21;2.072
05.07.21;1.685
06.07.21;1.452
07.07.21;1.363
08.07.21;1.177
09.07.21;1.137
10.07.21;1.013
11.07.21;1.128
12.07.21;0.937
13.07.21;4.111
14.07.21;3.596
15.07.21;6.577
16.07.21;6.706
17.07.21;4.938
18.07.21;3.711
19.07.21;2.782
20.07.21;2.063
21.07.21;1.59
22.07.21;1.323
23.07.21;1.189
24.07.21;1.118
25.07.21;1.259
26.07.21;1.003
27.07.21;0.82
28.07.21;0.822
29.07.21;0.716
30.07.21;0.681
31.07.21;0.649
01.08.21;0.887
02.08.21;0.719
03.08.21;0.725
04.08.21;0.703
05.08.21;0.689
06.08.21;0.651
07.08.21;0.708
08.08.21;0.691
09.08.21;0.575
10.08.21;0.533
11.08.21;0.498
12.08.21;0.473
13.08.21;0.446
14.08.21;0.434
15.08.21;0.427
16.08.21;0.431
17.08.21;0.532
18.08.21;0.355
19.08.21;0.216
20.08.21;0.209
21.08.21;0.197
22.08.21;0.196
23.08.21;0.199
24.08.21;0.177
25.08.21;0.164
26.08.21;0.17
27.08.21;0.217
28.08.21;0.216
29.08.21;0.361
30.08.21;0.493
31.08.21;0.438
01.09.21;0.285
02.09.21;0.207
03.09.21;0.187
04.09.21;0.175
05.09.21;0.179
06.09.21;0.197
07.09.21;0.17
08.09.21;0.159
09.09.21;0.155
10.09.21;0.156
11.09.21;0.194
12.09.21;0.158
13.09.21;0.146
14.09.21;0.146
15.09.21;0.409
16.09.21;0.483
17.09.21;0.303
18.09.21;0.197
19.09.21;0.257
20.09.21;0.424
21.09.21;0.274
22.09.21;0.213
23.09.21;0.187
24.09.21;0.182
25.09.21;0.176
26.09.21;0.252
27.09.21;0.212
28.09.21;0.304
29.09.21;0.229
30.09.21;0.22
01.10.21;0.185
02.10.21;0.174
03.10.21;0.166
04.10.21;0.324
05.10.21;0.525
06.10.21;0.453
07.10.21;0.472
08.10.21;0.326
09.10.21;0.246
10.10.21;0.224
11.10.21;0.221
12.10.21;0.23
13.10.21;0.393
14.10.21;0.276
15.10.21;0.241
16.10.21;0.225
17.10.21;0.224
18.10.21;0.213
19.10.21;0.207
20.10.21;0.201
21.10.21;
22.10.21;
23.10.21;
24.10.21;
25.10.21;
26.10.21;
27.10.21;
28.10.21;
29.10.21;
30.10.21;
31.10.21;
01.11.21;
02.11.21;
03.11.21;
04.11.21;
05.11.21;
06.11.21;
07.11.21;
08.11.21;
09.11.21;
10.11.21;
11.11.21;
12.11.21;
13.11.21;
14.11.21;
15.11.21;
16.11.21;
17.11.21;
