;[m3/s]
;"Q
"
25.05.20;0.049
26.05.20;0.049
27.05.20;0.049
28.05.20;0.049
29.05.20;0.049
30.05.20;0.049
31.05.20;0.049
01.06.20;0.049
02.06.20;0.049
03.06.20;0.049
04.06.20;0.045
05.06.20;0.131
06.06.20;0.159
07.06.20;0.198
08.06.20;0.043
09.06.20;0.049
10.06.20;0.049
11.06.20;0.057
12.06.20;0.049
13.06.20;0.043
14.06.20;0.056
15.06.20;0.049
16.06.20;0.049
17.06.20;0.248
18.06.20;0.183
19.06.20;0.043
20.06.20;0.049
21.06.20;0.049
22.06.20;0.049
23.06.20;0.049
24.06.20;0.049
25.06.20;0.049
26.06.20;0.035
27.06.20;0.049
28.06.20;0.107
29.06.20;0.039
30.06.20;0.049
01.07.20;0.049
02.07.20;0.049
03.07.20;0.049
04.07.20;0.049
05.07.20;0.049
06.07.20;0.049
07.07.20;0.049
08.07.20;0.049
09.07.20;0.049
10.07.20;0.049
11.07.20;0.049
12.07.20;0.049
13.07.20;0.049
14.07.20;0.049
15.07.20;0.049
16.07.20;0.049
17.07.20;0.049
18.07.20;0.049
19.07.20;0.049
20.07.20;0.049
21.07.20;0.049
22.07.20;0.049
23.07.20;0.049
24.07.20;0.049
25.07.20;0.049
26.07.20;0.049
27.07.20;0.049
28.07.20;0.049
29.07.20;0.049
30.07.20;0.049
31.07.20;0.049
01.08.20;0.049
02.08.20;0.043
03.08.20;0.056
04.08.20;0.058
05.08.20;0.049
06.08.20;0.049
07.08.20;0.049
08.08.20;0.049
09.08.20;0.049
10.08.20;0.049
11.08.20;0.049
12.08.20;0.049
13.08.20;0.049
14.08.20;0.082
15.08.20;0.031
16.08.20;0.048
17.08.20;0.11
18.08.20;0.047
19.08.20;0.049
20.08.20;0.048
21.08.20;0.049
22.08.20;0.049
23.08.20;0.049
24.08.20;0.049
25.08.20;0.049
26.08.20;0.049
27.08.20;0.049
28.08.20;0.041
29.08.20;0.046
30.08.20;0.545
31.08.20;0.563
01.09.20;0.407
02.09.20;0.119
03.09.20;0.023
04.09.20;0.042
05.09.20;0.049
06.09.20;0.049
07.09.20;0.049
08.09.20;0.049
09.09.20;0.049
10.09.20;0.049
11.09.20;0.049
12.09.20;0.049
13.09.20;0.049
14.09.20;0.049
15.09.20;0.049
16.09.20;0.049
17.09.20;0.049
18.09.20;0.049
19.09.20;0.049
20.09.20;0.049
21.09.20;0.049
22.09.20;0.049
23.09.20;0.049
24.09.20;0.055
25.09.20;0.088
26.09.20;0.363
27.09.20;0.316
28.09.20;0.047
29.09.20;0.1
30.09.20;0.026
01.10.20;0.032
02.10.20;0.032
03.10.20;0.101
04.10.20;0.025
05.10.20;0.031
06.10.20;0.129
07.10.20;0.425
08.10.20;0.093
09.10.20;0.009
10.10.20;0.4
11.10.20;0.411
12.10.20;0.315
13.10.20;0.207
01.05.21;0.229
02.05.21;0.387
03.05.21;0.269
04.05.21;0.235
05.05.21;0.608
06.05.21;0.683
07.05.21;1.087
08.05.21;0.998
09.05.21;0.706
10.05.21;0.549
11.05.21;0.549
12.05.21;0.669
13.05.21;0.529
14.05.21;0.505
15.05.21;0.485
16.05.21;0.503
17.05.21;0.575
18.05.21;0.7
19.05.21;0.823
20.05.21;0.747
21.05.21;0.791
22.05.21;0.96
23.05.21;0.836
24.05.21;0.636
25.05.21;0.577
26.05.21;0.528
27.05.21;0.578
28.05.21;0.497
29.05.21;0.41
30.05.21;0.348
31.05.21;0.31
01.06.21;0.283
02.06.21;0.261
03.06.21;0.282
04.06.21;0.234
05.06.21;0.277
06.06.21;0.265
07.06.21;0.241
08.06.21;0.389
09.06.21;0.535
10.06.21;0.64
11.06.21;0.516
12.06.21;0.373
13.06.21;0.289
14.06.21;0.247
15.06.21;0.223
16.06.21;0.184
17.06.21;0.165
18.06.21;0.146
19.06.21;0.147
20.06.21;0.123
21.06.21;0.187
22.06.21;0.17
23.06.21;0.148
24.06.21;0.188
25.06.21;0.225
26.06.21;0.147
27.06.21;0.143
28.06.21;0.486
29.06.21;0.768
30.06.21;0.728
01.07.21;0.895
02.07.21;0.66
03.07.21;0.557
04.07.21;0.49
05.07.21;0.395
06.07.21;0.365
07.07.21;0.355
08.07.21;0.265
09.07.21;0.255
10.07.21;0.204
11.07.21;0.274
12.07.21;0.182
13.07.21;1.015
14.07.21;0.958
15.07.21;1.534
16.07.21;1.242
17.07.21;1.112
18.07.21;0.859
19.07.21;0.62
20.07.21;0.518
21.07.21;0.423
22.07.21;0.324
23.07.21;0.274
24.07.21;0.246
25.07.21;0.297
26.07.21;0.203
27.07.21;0.17
28.07.21;0.182
29.07.21;0.149
30.07.21;0.141
31.07.21;0.121
01.08.21;0.227
02.08.21;0.175
03.08.21;0.225
04.08.21;0.198
05.08.21;0.178
06.08.21;0.164
07.08.21;0.227
08.08.21;0.195
09.08.21;0.147
10.08.21;0.125
11.08.21;0.075
12.08.21;0.047
13.08.21;0.038
14.08.21;0.037
15.08.21;0.038
16.08.21;0.036
17.08.21;0.072
18.08.21;0.04
19.08.21;0.037
20.08.21;0.037
21.08.21;0.036
22.08.21;0.038
23.08.21;0.036
24.08.21;0.035
25.08.21;0.034
26.08.21;0.034
27.08.21;0.035
28.08.21;0.037
29.08.21;0.115
30.08.21;0.151
31.08.21;0.073
01.09.21;0.039
02.09.21;0.035
03.09.21;0.035
04.09.21;0.035
05.09.21;0.035
06.09.21;0.034
07.09.21;0.034
08.09.21;0.034
09.09.21;0.034
10.09.21;0.034
11.09.21;0.036
12.09.21;0.034
13.09.21;0.034
14.09.21;0.035
15.09.21;0.061
16.09.21;0.066
17.09.21;0.039
18.09.21;0.035
19.09.21;0.071
20.09.21;0.087
21.09.21;0.039
22.09.21;0.034
23.09.21;0.033
24.09.21;0.033
25.09.21;0.034
26.09.21;0.038
27.09.21;0.035
28.09.21;0.055
29.09.21;0.035
30.09.21;0.037
01.10.21;0.033
02.10.21;0.033
03.10.21;0.033
04.10.21;0.063
05.10.21;0.138
06.10.21;0.066
07.10.21;0.054
08.10.21;0.035
09.10.21;0.034
10.10.21;0.033
11.10.21;0.033
12.10.21;0.034
13.10.21;0.08
14.10.21;0.034
15.10.21;0.033
16.10.21;0.034
17.10.21;0.035
18.10.21;0.034
19.10.21;0.035
20.10.21;0.033
21.10.21;0.138
22.10.21;0.104
23.10.21;0.045
24.10.21;0.039
25.10.21;
26.10.21;
27.10.21;
28.10.21;
29.10.21;
30.10.21;
31.10.21;
01.11.21;
02.11.21;
03.11.21;
04.11.21;
05.11.21;
06.11.21;
07.11.21;
08.11.21;
09.11.21;
10.11.21;
11.11.21;
12.11.21;
13.11.21;
14.11.21;
15.11.21;
16.11.21;
17.11.21;
