model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;kf_riv;rhkp;rhkf;man;rch;offset;ME;50E;MAE;50AE;RBIAS;RABIAS;r_rank;r_lin;n_5m;n_3m;n_1m;MAE_sfr;ME_sfr;RBIAS_sfr;RABIAS_sfr;r_rank_sfr;r_lin_sfr;r_rank_multi;MAE_multi
70;442.91693;3.0990493;2.958117;0.90949416;3.4630177;1.2341952;2.3686442;7.2483106;0.46222138;3.9342237;6.506034;3.1852841;0.85405344;1.068119;3.6325905;0.21424559;3.9342237;6.506034;0.8666971;0.85405344;0.47581038;0.21424559;1.1590099;0.000739204;9.59614e-05;1.0950266;1.0638579;1.986497;;;;;;;;;;;;;;;;;;;
71;481.70572;4.6289873;9.93288;1.1105078;2.9363801;5.7533646;1.5880867;5.387916;0.42611176;9.577388;5.0495825;2.4906209;0.8711679;0.856027;5.387916;0.30970222;9.577388;5.0495825;1.1918187;0.6240029;0.75737387;0.30970222;1.1281419;0.0007122;8.87372e-05;0.99331635;1.0445751;2.8674374;;;;;;;;;;;;;;;;;;;
72;570.6806;2.245117;4.047361;2.2287729;3.8787065;6.238099;1.0624785;7.2766037;0.13110739;7.2755547;6.4445286;1.7925525;2.2752006;0.52489936;7.2766037;0.13110739;7.2755547;6.4445286;0.93867475;0.64484227;0.40040123;0.13110739;1.1247462;0.001127717;0.000201319;0.9148537;1.0702422;1.2178907;;;;;;;;;;;;;;;;;;;
73;446.7879;4.200641;3.8553681;1.8269538;2.3536322;4.112431;0.8164441;1.9089657;0.42099702;7.8761616;9.658144;2.3536322;1.9834394;1.7850982;1.9089657;0.42099702;7.6830397;9.22296;1.18163;0.7017663;0.21609741;0.2879906;1.0543171;0.000973105;0.000188214;1.0300244;0.97599757;1.0208999;;;;;;;;;;;;;;;;;;;
74;411.66055;1.676789;2.2904077;5.356537;2.4879668;1.6179944;2.4774206;5.436212;0.43191344;3.487078;8.285384;2.4879668;1.6179944;2.2055116;1.4774979;0.42675123;2.8423278;3.7962306;1.1610283;0.5585955;0.5608276;0.42675123;1.0458528;0.001284669;0.000156005;0.9064019;1.0532765;0.060761202;;;;;;;;;;;;;;;;;;;
75;456.27676;3.9822817;9.883008;9.09004;3.277452;9.405668;1.5700479;6.2928486;0.23864105;3.728426;5.8124433;3.277452;0.59713244;1.6884916;2.0509918;0.23864105;3.728426;2.8002877;1.0873798;0.59713244;0.96212715;0.17685682;1.0623109;0.000991753;0.000277664;1.0267526;1.0160763;2.7536612;;;;;;;;;;;;;;;;;;;
76;458.71875;3.2281077;2.9971797;1.6702396;2.1091955;4.5919943;2.2245152;4.9724603;0.2971959;9.954575;7.4465065;2.1091955;0.7948402;1.7156564;4.9724603;0.11562798;4.557377;6.717282;1.1610862;0.7948402;0.79169863;0.11562798;1.1683859;0.001244081;0.000407669;0.90825677;0.916388;1.8096007;;;;;;;;;;;;;;;;;;;
77;532.3833;1.7000679;6.786122;8.8155155;3.0068264;4.8067083;1.7719933;4.996537;0.12804553;8.271886;6.503288;2.2586234;1.6410638;1.8886318;4.65478;0.12804553;4.2483974;6.503288;0.8929404;1.1679071;0.36770907;0.12804553;1.1894948;0.000887319;9.06234e-05;0.9195052;1.004846;0.003279583;;;;;;;;;;;;;;;;;;;
78;511.40643;3.872349;1.2826319;6.9802365;2.247163;4.3712645;1.387328;2.0124345;0.2063679;9.112363;3.577449;2.247163;2.190164;2.2435718;2.0124345;0.2063679;6.3918457;3.577449;0.98850656;0.94853896;0.36658466;0.16559467;1.007922;0.001066563;0.00019794;0.9741423;0.9819002;0.003269853;-3.0363807609734703;0.3306280107949249;6.730278518047872;2.1488241249373345;0.30172114607173806;0.8523804861667651;0.7395016665669535;0.4735221354141432;0.7804878048780488;0.6585365853658537;0.2682926829268293;0.6325648246025657;-0.6325648246025657;-0.4296690382290295;0.4296690382290295;0.9047619047619048;0.9746986113461868;0.7364247758302025;5.5098419183683
79;556.77966;3.8550243;1.5048982;2.4369433;2.322795;1.441153;2.2165964;3.0879025;0.4805854;4.0975575;5.648418;2.322795;1.441153;1.9375973;1.8895594;0.37182486;3.3659098;5.648418;0.9313738;1.4402348;0.13063711;0.15093927;1.0965099;0.000891252;0.000431253;0.9679989;1.0191491;1.8283249;;;;;;;;;;;;;;;;;;;
80;532.86273;3.0617409;7.4224405;3.536602;3.0241997;7.3650723;1.2130165;5.1115804;0.473219;5.9604955;2.8871412;2.4741137;1.4892011;1.23499;1.8619722;0.23861803;4.5706553;2.8871412;0.8044082;1.1650997;0.7154516;0.22418103;1.1052859;0.000795106;2.85573e-05;0.9310706;1.0792164;2.1153152;-2.7966239085786215;0.12061726821701768;5.644356967451534;2.1354121005666684;0.48555129672420577;0.9011175605433986;0.7147586796083044;0.4787028038654927;0.8292682926829268;0.7073170731707317;0.34146341463414637;0.6528840808020727;-0.6528840808020727;-0.46475373628652406;0.46475373628652406;0.6190476190476191;0.9481037664472896;0.6717154277710085;4.640033496312343
81;481.27737;1.9018706;6.6800303;2.6670697;3.1381416;6.9497724;2.0369442;4.0745564;0.37316608;6.236594;5.6507425;2.924757;2.3367121;2.1424093;4.0745564;0.37316608;2.4886217;5.6507425;0.98063934;1.2501891;0.1332194;0.11624759;1.1274014;0.001222797;0.000168454;1.0071731;1.0242835;2.972333;;;;;;;;;;;;;;;;;;;
82;562.8041;1.5291755;7.089478;8.082616;2.4240694;2.3966272;1.4068321;6.609724;0.10732301;4.1311326;5.515222;2.4240694;0.6001569;1.6196104;2.5390828;0.10732301;4.1311326;5.515222;1.051341;0.6001569;0.5439493;0.10732301;1.0719887;0.001341248;4.61468e-05;1.0011281;0.94657063;0.26155794;;;;;;;;;;;;;;;;;;;
83;433.3946;4.82902;3.0018308;7.498413;2.5424771;3.344099;2.2947798;6.0523834;0.109570526;3.1561615;7.586603;2.5424771;0.78442407;2.2583528;3.339874;0.109570526;3.1561615;7.586603;0.94642216;0.6251662;0.8763841;0.109570526;1.0516909;0.00071087;0.000250011;1.0317112;1.0036588;0.2159524;;;;;;;;;;;;;;;;;;;
84;404.54242;3.6232502;9.86249;3.670125;2.5682151;5.8769703;1.5064359;4.477099;0.3380216;3.4875383;4.1554213;1.7845479;0.96529067;1.873618;3.357335;0.3380216;3.4875383;4.1554213;0.82384664;0.8972943;0.65951204;0.28916672;1.09952;0.00135171;0.000263801;1.0148913;1.0217962;1.1080605;;;;;;;;;;;;;;;;;;;
85;418.00958;4.236966;5.981214;1.3944424;2.2836196;4.3285728;1.151634;4.9772096;0.19210087;4.55042;5.144124;2.2836196;0.51833755;1.5415571;2.7960076;0.19210087;4.55042;5.144124;0.9189263;0.51833755;0.62449455;0.19210087;1.1263639;0.000638774;3.79866e-05;1.034521;0.98252517;1.6417656;;;;;;;;;;;;;;;;;;;
86;544.47186;3.787882;9.722888;2.435541;3.9314418;9.981155;1.9514886;5.2663674;0.36067995;5.3759823;5.292689;1.5124536;1.3893821;1.7872958;5.2663674;0.19692968;5.3759823;5.02798;1.0438945;0.696636;0.22077686;0.19692968;1.1102811;0.000590051;3.49564e-05;1.0890317;1.0207276;1.8653007;-2.9814757426605216;0.32461603600100375;6.362065649342875;1.6978854461013384;0.33475937519272597;0.8568400104519043;0.7328803038597094;0.45626952896923245;0.8536585365853658;0.6097560975609756;0.36585365853658536;0.5677176420840846;-0.5677176420840846;-0.3769286723314451;0.3769286723314451;0.8571428571428572;0.9774505592233075;0.7236320650076655;5.203655544308442
87;492.37546;4.3178945;2.3939521;6.631875;3.3844;5.4179463;2.2202678;5.258907;0.13835427;2.1497686;3.3736312;3.1393847;1.2819018;1.9264114;0.57425386;0.13835427;2.1497686;3.3736312;1.0253832;0.60916686;0.18901794;0.13835427;1.0696421;0.000887672;0.000267671;0.9184019;1.0317054;2.6808112;-2.717478696180346;0.4048529795434206;6.496240126193545;1.8122714308149739;0.22156927504418442;0.7778863221213579;0.7696462915236179;0.4364997018311338;0.8536585365853658;0.5853658536585366;0.4146341463414634;0.5159098479052047;-0.51446464460317;-0.34054882354590127;0.34416183180098797;0.8333333333333335;0.9793037638718113;0.7494542082183333;5.303394587395627
88;432.25436;1.6499633;4.5864058;1.7223926;2.2216837;8.9282875;2.2020366;5.524511;0.49498546;5.8166556;7.8601418;2.2216837;0.7775588;0.783744;2.6400988;0.43058002;4.060509;6.2294917;0.9897056;0.7775588;0.56218547;0.40281972;1.096272;0.001184766;0.000434605;1.0459967;1.0820203;2.17398;;;;;;;;;;;;;;;;;;;
89;500.20895;2.9878008;3.9547381;5.781836;2.7143204;2.7619762;1.4568102;4.231655;0.14587629;6.2303905;7.3542485;2.7143204;0.6147466;1.9673749;0.6622172;0.14587629;6.2303905;3.1435595;0.9982403;0.6147466;0.9680511;0.14587629;1.051889;0.001100518;0.000366094;1.0010792;0.9149045;1.1069698;;;;;;;;;;;;;;;;;;;
90;430.46243;3.668499;7.771182;6.477654;2.3452055;5.9616113;1.380342;1.8047698;0.23468263;5.8016086;5.2061815;2.3452055;0.66168153;1.3072952;1.8047698;0.23468263;5.8016086;5.2061815;1.056778;0.66168153;0.399069;0.18110569;1.1234206;0.00129606;0.000427356;0.969802;1.0327914;1.786549;;;;;;;;;;;;;;;;;;;
91;539.2641;1.4135596;7.7029;7.158558;2.4687722;3.8283381;0.79858655;7.2084317;0.13907444;6.739847;3.2672143;2.4687722;1.4069449;2.0372794;1.007577;0.13907444;6.739847;3.2672143;0.88368016;1.4069449;0.48693356;0.13907444;1.1854166;0.000588422;3.33135e-05;0.92285335;0.9422839;2.5044563;-3.3708630791556167;0.16183005333013512;6.338807570969221;2.0195707842839283;0.3521825121801935;0.8305800570250278;0.7511761744981472;0.48388737196214926;0.8780487804878049;0.6585365853658537;0.3902439024390244;0.705366381827219;-0.705366381827219;-0.48193061777671176;0.48193061777671176;0.7380952380952381;0.9674494774649472;0.7196663737095284;5.206549832634429
92;489.23126;1.5998278;5.3275485;2.0407374;3.8789556;9.403965;0.5784867;1.106961;0.25362;2.7169425;8.298974;3.0082257;1.9403005;1.9661875;1.106961;0.25362;2.7169425;5.991205;1.1695428;1.3262053;0.41298243;0.2201131;1.1759386;0.000637549;0.000314597;1.0434568;0.9120604;1.6252863;-3.9100190940752557;0.41645806445387734;7.414995496107228;2.018397033886316;0.48175377671585334;0.9730330845275524;0.7300923616671855;0.42833549067747756;0.8048780487804879;0.6585365853658537;0.24390243902439024;0.7265356883253139;-0.7265356883253139;-0.5046395898317879;0.5046395898317879;0.9047619047619048;0.972618618333196;0.7288604326754871;6.075041193078409
93;476.20425;3.5359304;1.0469469;5.0833235;2.273506;5.915743;2.3630412;1.1077825;0.23457113;9.05159;7.54346;2.2734187;0.7851274;0.5245963;1.1077825;0.23457113;8.824031;7.54346;0.94620985;0.7851274;0.34105054;0.1568746;1.070888;0.000807965;0.000211404;0.92599714;1.0606451;2.4185562;;;;;;;;;;;;;;;;;;;
94;460.30243;4.474823;2.494372;5.116909;3.7596235;6.8509088;1.9504597;7.0996537;0.35828036;3.8698719;7.313523;2.1478941;1.9821185;1.6055872;1.4721553;0.35828036;2.115205;3.456713;1.0190917;1.1976041;0.255839;0.32123962;1.0508745;0.000524711;0.000418588;1.0161322;1.0516804;1.8425846;;;;;;;;;;;;;;;;;;;
95;526.0565;3.6416647;1.3574176;8.501072;3.68367;1.5917891;1.6535634;4.2134886;0.4437066;5.500911;9.564513;3.391176;0.8374689;1.2243881;4.2134886;0.4437066;3.5273063;9.398572;1.1683431;0.8374689;0.62870437;0.31161442;1.1744071;0.000910771;2.89629e-05;0.9627557;0.90105504;1.0414859;;;;;;;;;;;;;;;;;;;
96;472.36252;1.1448193;8.607833;5.1653247;3.4873364;5.337953;1.6668143;6.3141003;0.42408687;8.851252;8.428502;1.9491057;1.6514752;0.57028437;1.772161;0.30096468;8.851252;6.1538925;1.0261188;1.1983378;0.13038716;0.2548877;1.1866732;0.000843405;0.000176891;0.95584255;1.092682;0.3298591;;;;;;;;;;;;;;;;;;;
97;417.53;4.8817315;3.5369213;4.6018414;2.993444;6.173205;0.5466937;3.5071454;0.3931524;7.725334;9.189809;1.820416;1.1391726;1.0018203;0.9461914;0.24898764;6.3086495;7.3662443;0.82382107;1.1391726;0.53287804;0.14682718;1.1683854;0.001208179;0.000301926;0.9248402;0.9308632;1.3085653;;;;;;;;;;;;;;;;;;;
98;423.60117;1.5580276;1.973096;2.0234902;2.5167353;3.5426664;1.407503;3.8011303;0.49912757;7.7766266;8.083827;2.3703694;0.73009646;2.4414995;1.174865;0.46516222;3.7277615;5.0178237;1.102463;0.73009646;0.4290501;0.38352817;1.1024032;0.0013468;0.000330297;1.0755018;1.0623373;2.6793058;;;;;;;;;;;;;;;;;;;
99;592.3795;1.930249;4.1229687;7.2196255;3.6619596;7.5954766;2.3426495;5.584941;0.117441334;8.40427;7.9638834;1.6365473;1.9927093;1.5974563;5.584941;0.117441334;8.1974325;7.9638834;1.1426493;1.1516503;0.2701451;0.117441334;1.115059;0.000964656;0.000149394;0.99638504;0.9788386;0.104211144;;;;;;;;;;;;;;;;;;;
100;581.7161;4.899869;1.6033328;6.5400844;3.66815;5.145878;1.4240745;4.3075376;0.41581964;9.736002;8.067222;2.364461;1.491893;1.8132505;2.775326;0.41581964;6.1471047;6.3534746;1.0984831;1.0546298;0.59602094;0.41581964;1.1377317;0.001271495;2.50216e-05;1.0252328;1.0970645;2.6630604;;;;;;;;;;;;;;;;;;;
101;539.9414;4.084132;9.8076;7.4242435;3.050632;6.0079246;1.6616256;6.854014;0.1521239;2.328986;9.563195;3.0253828;1.4640473;0.6169798;6.854014;0.1521239;2.2531872;5.589889;0.84303725;0.8721219;0.48338866;0.1521239;1.0229094;0.000773021;0.000230913;0.96036446;1.0431589;2.27288;-2.274744192447161;0.3376551263341696;6.022883858772013;2.018615190955984;0.2344554084963113;0.7705658786028462;0.7487367250796889;0.44992761285645455;0.8292682926829268;0.6097560975609756;0.3902439024390244;0.5793007399052588;-0.5793007399052588;-0.400740217931608;0.400740217931608;0.9047619047619048;0.9730758900683588;0.7438490385561272;4.932796943703816
102;453.17398;4.746307;3.766572;6.8721776;2.0952268;4.184466;1.2542024;5.494704;0.34324303;9.979137;6.1998854;2.0952268;1.4414678;2.239857;3.6021636;0.28123382;3.3744202;2.6558921;1.0925545;1.3794818;0.12156911;0.28123382;1.0755249;0.001053341;0.000245304;0.97735035;0.98630625;1.8002051;;;;;;;;;;;;;;;;;;;
103;593.83527;4.2264786;9.390907;8.865083;2.3859224;7.056198;0.71006894;4.427242;0.42446557;9.479282;5.2839794;2.1265132;0.97972643;0.82581383;1.6591516;0.3958768;3.9933753;5.2839794;1.1273171;0.97972643;0.63265026;0.17852408;1.0346547;0.000807976;0.000458911;0.92635375;1.0769109;2.0929174;;;;;;;;;;;;;;;;;;;
104;555.7502;3.606938;7.112831;8.883849;2.112167;1.8388605;1.1471375;6.393277;0.36455697;3.1342971;9.689558;2.112167;1.2512748;0.9337517;2.2140453;0.3087671;3.1342971;2.3746085;1.1842536;1.0917271;0.3667931;0.29573473;1.0945369;0.001096745;0.000421342;1.0372113;1.0971661;2.5975158;;;;;;;;;;;;;;;;;;;
105;543.37805;2.138212;6.0515738;3.6999176;2.3596761;5.50667;0.67017823;4.5418406;0.1458219;4.3583956;9.751316;2.3596761;1.677775;1.0970608;4.5418406;0.1458219;4.3583956;7.1737304;1.1930506;0.8829414;0.61686575;0.1458219;1.0448954;0.001174636;0.000290137;1.0834025;1.0451623;1.9148858;;;;;;;;;;;;;;;;;;;
106;489.8723;2.3075259;5.2270226;2.5599496;3.0168426;9.050328;1.6571591;2.947538;0.17354195;7.2719717;8.979366;3.0168426;0.5234622;2.0275486;2.947538;0.17354195;5.35156;8.979366;1.1142044;0.5234622;0.8292392;0.17354195;1.0782984;0.001306398;0.000147921;1.0317484;0.9339592;0.91105825;;;;;;;;;;;;;;;;;;;
107;454.4483;4.7890844;7.155159;9.330945;3.7083468;3.040173;2.4635081;1.7824862;0.45480123;9.043789;6.5973864;1.9489706;2.4852076;1.5822978;1.7824862;0.33565104;5.118437;6.053085;0.92898387;1.3252816;0.15879162;0.31670746;1.197792;0.00121497;1.37105e-05;1.0793955;1.0786328;1.8331046;;;;;;;;;;;;;;;;;;;
108;419.2782;4.4425025;7.1451054;7.3886633;3.3064737;8.802877;1.2253973;3.2785788;0.46427605;6.3375945;7.0138383;2.7545524;0.67560154;0.8459913;3.2785788;0.23761621;6.3375945;3.0041873;0.906125;0.67560154;0.6387951;0.23761621;1.0440981;0.001171428;0.000315283;0.9024392;0.9685659;2.5697336;;;;;;;;;;;;;;;;;;;
109;580.5205;2.4379618;0.99574167;9.735894;3.2018058;8.95397;2.2168787;5.124653;0.39858162;6.103911;5.5899043;2.7593784;2.377727;2.1510124;2.1085107;0.1165536;5.297135;3.249197;1.1408186;0.94631433;0.31138194;0.1165536;1.0492836;0.00120693;0.000243666;1.0204476;1.0983933;2.8344932;;;;;;;;;;;;;;;;;;;
110;491.15524;2.4930696;9.160832;5.422297;3.495907;2.9969292;0.58556175;7.380968;0.21743183;2.9573393;3.6845133;2.7857444;2.4604795;1.6668893;3.7110348;0.21743183;2.9573393;3.6845133;0.9115917;1.0657742;0.478558;0.21743183;1.1696565;0.000934228;4.96277e-05;0.9199416;1.0132515;2.8426473;;;;;;;;;;;;;;;;;;;
111;440.4727;2.1907775;4.248467;9.656415;3.279823;1.6345938;1.5100371;5.846007;0.20018579;7.791007;2.808784;3.1401877;1.6345938;0.5594871;5.846007;0.20018579;7.791007;2.808784;1.0835018;1.3570288;0.23077023;0.20018579;1.0762247;0.001307445;0.000293345;0.913665;1.0513004;1.801899;;;;;;;;;;;;;;;;;;;
112;461.1913;2.3045206;4.114785;2.016741;2.8868544;7.8562074;1.8089364;5.0232754;0.12883304;5.9946404;2.0988348;2.1127787;2.3162441;0.8287885;4.3011527;0.12006308;5.9946404;2.0988348;0.817325;1.0395645;0.8142298;0.12006308;1.1456714;0.001019055;0.000347718;1.0900997;1.0275102;1.8951242;;;;;;;;;;;;;;;;;;;
113;515.84393;4.44267;4.599974;6.2723174;3.6307268;9.623096;1.1384541;2.3155155;0.28715113;2.8345573;3.7035396;1.7859688;1.7555054;2.2210581;1.6945051;0.28715113;2.8345573;3.7035396;0.9473519;0.64138544;0.14163479;0.28715113;1.0469978;0.000830141;7.3866e-05;1.085796;1.0898008;0.82872444;;;;;;;;;;;;;;;;;;;
114;435.35455;1.0420275;7.1360736;5.4202914;2.620369;3.2270215;0.69669443;5.595499;0.25784677;9.298547;6.3072968;2.4360003;1.0713284;2.30491;5.595499;0.24429142;9.298547;6.3072968;0.98426485;1.0713284;0.29422262;0.24429142;1.0149891;0.000828983;0.00027295;1.0644395;1.0512778;0.4312416;;;;;;;;;;;;;;;;;;;
115;571.3229;2.7442105;4.3217616;0.9240688;3.8562298;9.208336;0.9358008;4.3992147;0.19802718;3.8991587;9.211754;3.3235698;1.2388474;1.6671705;2.6718853;0.19802718;2.9164324;8.250512;1.0943589;0.57994604;0.70897144;0.19802718;1.1475589;0.00136934;0.000248803;1.000371;0.90986365;0.7898395;;;;;;;;;;;;;;;;;;;
116;551.7039;4.7713585;4.3018627;2.6553783;2.232381;2.7943234;0.6400195;5.803289;0.3600853;6.261719;5.3234854;2.232381;2.2000463;2.3300662;2.5518541;0.29855275;4.9539905;5.3234854;0.95068264;0.81763285;0.7134915;0.29855275;1.1635579;0.000732764;0.000107073;1.0110431;1.0153137;1.1774633;;;;;;;;;;;;;;;;;;;
117;543.8926;3.1705453;1.4775304;2.2965965;3.2753599;4.1696725;2.2764394;3.3756232;0.1828327;8.672342;7.12684;2.4926493;0.90499634;0.9656735;3.3756232;0.1828327;6.974661;7.12684;1.1049874;0.90499634;0.8425364;0.117371224;1.0292567;0.000875398;0.00039439;1.0374439;0.9355788;2.5194204;;;;;;;;;;;;;;;;;;;
118;486.4186;2.801783;4.691439;1.4533645;3.0010326;8.961744;0.5091641;4.107848;0.13556397;7.3989277;5.700785;2.157425;0.70770824;1.823993;4.107848;0.13556397;7.3296595;2.5546968;1.0001979;0.56699777;0.9057242;0.13556397;1.1124357;0.00117443;0.000105493;1.0633367;0.96195227;2.8142514;;;;;;;;;;;;;;;;;;;
119;525.4618;2.2494793;2.2602541;9.528156;2.8515234;3.6669502;0.6387441;4.419172;0.2729328;3.8768642;2.1093884;2.8515234;0.7707047;2.3416686;4.419172;0.115790896;3.8768642;2.1093884;0.8806009;0.7707047;0.31720474;0.115790896;1.0647346;0.000479812;0.000340793;1.0374743;1.0591968;2.3141856;;;;;;;;;;;;;;;;;;;
120;516.8196;1.2956505;8.685863;9.684841;2.8594327;7.7768307;2.0913796;3.3536322;0.39082453;9.996959;5.4207754;2.4914086;2.3357906;2.322656;3.3536322;0.3383486;8.903374;5.4207754;0.94736654;1.44674;0.9366886;0.3383486;1.0075511;0.001318625;8.29416e-05;0.91203487;1.0133533;2.650726;;;;;;;;;;;;;;;;;;;
121;529.9693;1.8979459;3.9440508;9.014925;2.084415;2.2374117;1.0994601;4.7616553;0.17357953;2.743017;4.9667006;2.084415;1.4372947;2.0001967;4.7616553;0.17357953;2.743017;4.9667006;1.1660454;0.9202924;0.8402104;0.17357953;1.1514193;0.000938339;0.000226288;0.9378532;1.0022734;0.73524487;;;;;;;;;;;;;;;;;;;
122;416.88885;1.3618337;9.643893;9.898816;3.5030277;4.3467727;1.2295197;2.7964044;0.33513662;8.443474;4.5323825;2.558286;2.3657303;1.4755335;2.7964044;0.33513662;8.443474;4.5323825;0.95527524;0.80572546;0.7172494;0.33513662;1.1662997;0.000517316;0.0003935;1.0361937;0.9869334;2.4612389;;;;;;;;;;;;;;;;;;;
123;483.16147;1.5067977;7.1292048;8.459044;2.7046943;9.460712;1.113374;1.4962263;0.13496578;5.713269;4.445947;2.7046943;1.6848147;1.7226449;1.4962263;0.13496578;4.1674247;4.445947;1.0859109;0.6088847;0.264938;0.13496578;1.134749;0.001108843;0.000293819;1.0064731;1.0408057;0.62279433;;;;;;;;;;;;;;;;;;;
124;408.32285;1.6540662;7.780979;9.382848;2.9532728;2.9591696;2.2814136;2.1594784;0.20747127;2.5773451;3.218698;2.425146;1.3583518;0.69401836;2.1594784;0.20747127;2.5773451;3.218698;0.9038377;1.3583518;0.75647694;0.20747127;1.0191925;0.001038543;0.00021207;0.920401;1.0780828;1.828643;;;;;;;;;;;;;;;;;;;
125;498.79816;2.2081177;9.524536;2.6984432;3.6951883;7.2854853;2.3574777;4.2120943;0.4339683;3.9410956;6.6685057;1.5328774;1.0376265;1.2094946;4.2120943;0.3958263;2.9014661;5.69035;0.89310086;1.0376265;0.7981321;0.3243602;1.1950134;0.000563501;7.8439e-05;1.0043569;1.0859537;1.3059723;;;;;;;;;;;;;;;;;;;
126;465.97223;1.0440667;3.0743065;3.237643;3.154217;9.26794;2.3576274;1.4362463;0.1587349;2.6665778;8.425873;2.2122102;1.1786101;1.4685037;1.4362463;0.1587349;2.6665778;4.620322;1.040914;0.57285416;0.73555917;0.14311087;1.1185064;0.001177296;0.00024464;1.0402366;1.0929648;0.10341333;;;;;;;;;;;;;;;;;;;
127;428.90485;4.8005757;6.062348;8.7448015;3.7028732;8.043088;1.1146866;3.5133955;0.36647367;3.6556866;8.66332;2.2004633;1.1614902;0.9483429;0.48780462;0.36647367;3.6556866;7.409739;1.1154888;1.1614902;0.29067346;0.17855163;1.185633;0.000706938;0.000290747;1.0045145;1.067356;2.5092208;;;;;;;;;;;;;;;;;;;
128;420.6806;1.4952763;1.2706048;5.2631197;2.2741587;9.5267;0.90075785;5.391979;0.105712496;9.077738;4.1476636;2.2741587;1.061141;1.0293154;1.4646031;0.105712496;3.6457517;4.1476636;1.0997059;1.061141;0.5155057;0.105712496;1.1993294;0.000508763;0.000383406;0.9317574;0.9411246;2.3933554;;;;;;;;;;;;;;;;;;;
129;517.52893;2.5325954;1.8169041;7.424449;2.563635;9.488111;2.1559925;4.3288617;0.31958732;4.3397765;4.2958736;2.563635;0.8064552;1.5272396;1.9307795;0.31958732;4.3397765;3.4427316;0.8187112;0.8064552;0.65902215;0.2807601;1.1925263;0.000699788;5.02047e-05;0.99381727;1.0681713;1.6373938;;;;;;;;;;;;;;;;;;;
130;434.1186;4.5181103;4.235941;6.013373;2.455865;1.9340903;2.1979299;4.598208;0.19696735;6.886471;4.273334;2.455865;0.824122;1.8749616;4.598208;0.17799287;6.014619;4.273334;1.1534165;0.80509996;0.19145757;0.15512395;1.1211503;0.001165652;0.000157029;0.96363944;1.0906012;1.0754455;-2.874731274180102;0.508419066466729;6.609054129078627;1.745311787413101;0.21898841750611445;0.7877040284624316;0.7740024511994363;0.46024510813919783;0.8292682926829268;0.6585365853658537;0.3902439024390244;0.4756581013830419;-0.4696396275082439;-0.30803720436343496;0.3230833890504299;0.8333333333333335;0.978590142125903;0.7529562189381089;5.3877741981036875
131;585.02405;1.4262719;7.110767;3.6813126;3.7726686;6.3751307;1.2085509;5.7088685;0.18899767;3.5964603;3.286454;1.9417701;1.585048;1.9464358;4.382825;0.18899767;3.5964603;3.286454;1.155723;0.9437917;0.7217951;0.12555313;1.0444131;0.000790428;0.000297821;1.0444926;1.0789728;0.132721;;;;;;;;;;;;;;;;;;;
132;516.2122;2.934417;8.468411;3.491997;3.5631144;4.7847447;1.6560111;1.7858407;0.3017078;3.9595523;6.9929447;2.9490273;1.896027;1.9863394;1.7009991;0.18239595;3.9595523;6.0389743;0.9485487;1.2601275;0.15979536;0.113020904;1.0907706;0.001292369;1.20693e-05;0.9542276;0.9880322;1.8173088;;;;;;;;;;;;;;;;;;;
133;469.37396;4.379134;3.2332783;7.7084346;3.6682017;7.112918;1.2814554;2.7147589;0.49508232;4.821949;3.1719577;2.449201;0.5419224;1.5096812;2.7147589;0.37021986;3.0276368;3.1719577;0.9514715;0.5419224;0.5187075;0.37021986;1.1113122;0.001230992;6.26654e-05;0.92887086;1.0689868;2.1613948;;;;;;;;;;;;;;;;;;;
134;518.1831;3.2278504;7.716603;5.7420654;3.137367;7.6571975;0.52995896;3.7464178;0.19372828;9.582724;5.185168;1.720657;1.2132806;1.2796279;3.7464178;0.19372828;3.989133;5.185168;0.8119226;1.1884248;0.5983722;0.19372828;1.1201199;0.000725142;0.000189016;1.0249112;1.0875366;2.9106884;;;;;;;;;;;;;;;;;;;
135;404.56076;1.8413744;2.9410496;4.1704097;2.4414978;3.1316607;1.3213519;2.7429216;0.32071432;3.6914248;6.341321;2.4414978;1.0760372;1.788414;2.7429216;0.32071432;2.859497;6.341321;1.196151;1.0760372;0.74505204;0.15860784;1.1619259;0.000844219;0.000188779;1.0283152;0.9009782;0.43362033;;;;;;;;;;;;;;;;;;;
136;591.71185;3.942038;0.955106;6.5150614;2.7539968;8.178797;2.2898808;3.8522074;0.2516442;7.2566357;7.4182224;1.5393004;1.6726;2.1605835;0.68482727;0.2516442;2.9831033;2.4769804;0.91273785;1.1074483;0.9905488;0.119077206;1.1514281;0.000916981;0.000141979;0.932818;1.015869;2.1188421;;;;;;;;;;;;;;;;;;;
137;496.4607;3.7253642;1.3951585;4.721432;3.1006017;4.6237445;2.2158704;6.8087234;0.37794855;4.978513;9.738671;2.8712845;1.8745176;1.6593271;3.717333;0.1259507;4.978513;2.3167791;0.90770507;1.3351156;0.5285477;0.1259507;1.0050527;0.001313809;0.000405761;0.9690151;1.0121036;0.38635063;;;;;;;;;;;;;;;;;;;
