[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
-8_1_1;-7_1_1;-6_1_1;-5_1_1;-7_2_1;-5_2_1;-4_2_1;1-3_2_1;1.8-3_2_1;3-3_2_1;4-3_2_1;-7_3_1;-5_3_1;-4_3_1;1-3_3_1;1.8-3_3_1;3-3_3_1;4-3_3_1;-7_4_1;-5_4_1;-4_4_1;1.8-3_4_1;-8_1_2;-7_1_2;-6_1_2;-5_1_2;-7_2_2;-5_2_2;-4_2_2;1-3_2_2;1.8-3_2_2;3-3_2_2;4-3_2_2;-7_3_2;-5_3_2;-4_3_2;1-3_3_2;1.8-3_3_2;3-3_3_2;4-3_3_2;-7_4_2;-5_4_2;-4_4_2;1.8-3_4_2;rch;offset;complete
173.6582;565.8786;302.688;62.1276;633.702;41.21595;6.9330883;0.15247668;1.1477821;0.8602358;1.3250153;226.08267;41.21595;9.063329;0.15247668;0.6970646;0.61555344;1.3129822;70.62472;41.21595;0.7875832;0.16691476;834.38727;598.87616;270.97052;67.6752;601.4238;25.77243;5.702314;0.16464593;1.217918;1.6626027;1.284117;405.59244;25.77243;9.392612;0.087857366;0.93730944;0.4474009;0.685672;66.40481;10.9395075;5.291751;0.5643528;1.0795615;0.0;0
260.72293;177.60728;190.32114;86.29133;907.9041;4.5310173;2.7532086;0.70595425;1.0262557;1.2369183;0.30678427;479.4594;4.5310173;1.8138599;0.09991536;0.18476579;1.2369183;0.30678427;95.49684;4.5310173;4.101408;0.18476579;710.58673;241.11832;530.7509;42.73461;707.34045;15.876488;2.1244042;1.1972858;0.080274805;1.5806085;1.0805666;707.34045;15.876488;5.884541;0.38592803;0.080274805;1.5806085;0.09948744;24.351997;15.876488;8.085438;0.080274805;1.2251371;0.0;0
168.70891;821.2055;562.23737;82.27839;446.4633;66.176994;8.188858;0.084946916;0.27238557;0.21495904;0.50722903;30.754078;19.108362;5.5894876;0.084946916;0.27238557;0.21495904;0.50722903;12.187182;19.108362;7.6298213;0.27238557;496.57693;511.5465;99.51146;44.664402;224.01837;69.65251;8.060963;1.7105695;0.6045461;1.0757694;0.31758907;29.725225;8.137818;9.333575;1.5247748;0.6045461;0.50408953;0.31758907;9.8985;8.137818;8.35729;0.6045461;0.7693306;0.0;0
853.4138;819.0995;920.1104;68.54792;559.03284;13.0055685;5.579244;1.3675667;0.8109823;0.19400726;0.06281983;336.7938;7.8028316;8.834613;1.3675667;0.8109823;0.19400726;0.06281983;25.46954;7.8028316;1.0563872;0.8109823;788.6532;904.84705;554.8305;85.3835;99.84692;23.29316;4.7128863;0.19704089;0.55383056;0.3487543;0.117397346;99.84692;6.4508886;3.6656213;0.19704089;0.55383056;0.3487543;0.117397346;16.816069;6.4508886;6.211249;0.55383056;1.0603312;0.0;0
588.38556;878.6784;897.0184;38.116703;468.16202;10.5397005;4.7077208;0.84082365;1.8114792;1.9064087;1.1806064;277.2768;10.5397005;2.4374025;0.38421428;1.7821167;0.60211086;0.10103519;81.35513;10.5397005;0.10306285;1.6572391;135.74724;10.55941;561.7069;59.811504;617.4711;25.353798;3.4943535;1.8402085;0.43718874;1.9953357;0.23505008;617.4711;25.353798;6.147563;0.30951914;0.43718874;1.3981762;0.23505008;21.31527;25.353798;7.6164846;0.43718874;1.1488708;0.0;0
737.77814;55.477627;366.36627;16.723934;127.336784;66.18966;7.414608;1.8951695;1.6428409;1.4548702;1.1294109;84.8063;66.18966;9.991258;1.5385984;1.6428409;0.51893675;0.47030896;71.36503;65.95959;7.3617754;0.9294434;11.715986;714.33734;74.68753;46.429634;378.97583;88.28048;1.1256031;1.497971;0.7252783;1.1912687;1.4384089;330.2522;58.879227;4.408607;1.497971;0.7252783;1.1912687;1.4384089;77.57172;58.879227;3.3829806;0.7252783;0.8574153;0.0;0
303.07254;992.5341;265.27658;63.604725;795.1819;10.370953;3.7252758;1.385667;0.13883209;0.35366365;0.62255263;228.51776;10.370953;7.3664126;1.0211958;0.13883209;0.35366365;0.62255263;50.21565;10.370953;0.80293566;0.13883209;655.187;611.27203;90.88768;13.251528;640.2261;87.70816;9.703927;1.7031188;0.3581162;0.5442067;0.25517467;293.8681;87.70816;1.2323459;0.5718276;0.3581162;0.37679812;0.029668842;75.69223;72.8053;8.506571;0.3581162;1.0343508;0.0;0
377.5401;255.30162;790.9059;49.747284;886.34375;12.964835;4.299754;1.2078618;1.6824824;1.1994934;0.47194508;35.18126;12.964835;9.337821;1.2078618;1.6824824;0.18375069;0.47194508;11.71536;12.964835;3.7028158;0.3078195;913.2055;959.5704;824.0892;38.24007;853.0796;58.762764;0.7330409;1.7291311;1.7476304;0.3524497;1.7817233;853.0796;54.908195;3.7062721;1.281801;0.90015155;0.2836801;0.6723857;80.98163;36.11287;4.79699;0.90015155;0.9262989;0.0;0
410.80643;316.33936;727.7302;7.886432;813.3519;43.964165;6.526745;1.8215414;1.6577969;1.5645792;0.9115359;33.41663;26.041443;3.1153429;0.55086464;1.1230634;0.7355711;0.9115359;11.127738;26.041443;3.4696777;1.1230634;234.03696;978.9331;546.4451;47.9365;582.136;87.72134;3.6038113;0.546325;1.6296628;1.3279579;1.1775095;270.3864;87.72134;3.8866704;0.028270636;0.8102919;0.79536647;0.11335354;37.447334;87.72134;0.47691637;0.8102919;1.2109219;0.0;0
762.4148;256.84238;510.28644;95.56063;948.1206;45.287376;6.3994684;0.26802793;1.6059021;1.2014318;0.2165271;766.0771;23.567732;2.0342546;0.26802793;0.8774028;0.33411178;0.18595858;12.625564;23.567732;0.04850655;0.8774028;254.14473;817.07983;833.74457;96.10465;749.6732;5.07416;1.9211992;0.10527351;1.8966925;1.2611277;1.3349909;233.36499;5.07416;0.08141337;0.10527351;0.3399303;0.8761347;0.84840566;54.918785;5.07416;1.6273022;0.3399303;1.1531276;0.0;0
774.62946;274.85736;395.13995;31.51051;473.34824;91.38006;9.712148;1.5690556;1.6314771;0.9024099;1.7073795;151.93723;21.190329;9.496795;0.7263868;1.3206767;0.44856036;1.540097;19.149235;17.5188;9.846913;1.3206767;892.7417;855.7572;969.0972;40.14356;435.26462;23.820213;7.156602;1.6315961;0.4888975;1.4671962;0.62067556;184.90572;23.820213;3.1164954;0.7573314;0.20025638;0.9906544;0.62067556;60.65535;23.820213;1.8606931;0.20025638;1.0425985;0.0;0
214.74539;557.13477;132.55992;0.3138624;655.7985;27.685808;5.6328845;1.4623114;1.9662377;1.6721388;1.6654434;647.59937;27.685808;2.823464;1.2573314;1.1123371;0.4692411;1.2251278;89.625595;27.685808;6.227793;0.2062898;614.6838;590.12836;396.5055;3.2460294;949.80145;6.5342445;2.035706;0.05119811;1.7830596;0.8915194;0.6259382;621.848;6.155729;0.25292626;0.05119811;0.31871438;0.75623363;0.6259382;32.565586;6.155729;6.568732;0.18027647;0.83991313;0.0;0
942.1235;247.41245;787.28723;90.17886;176.65819;40.153416;3.2166445;1.3497695;0.119858995;0.11104211;1.1963301;117.65436;26.943733;9.0437;1.3497695;0.119858995;0.11104211;0.2690495;96.26568;26.943733;2.4689994;0.119858995;725.0565;416.30698;209.5112;15.117013;260.65067;32.24974;6.3303695;1.4224352;0.64253265;1.2996265;1.6075544;260.65067;32.24974;6.9178195;1.4224352;0.64253265;1.0369434;1.6075544;40.874493;32.24974;0.40641934;0.64253265;0.89326465;0.0;0
129.44879;399.8336;621.2898;57.747383;977.04004;70.78135;2.8815143;1.2797728;0.7737714;1.270338;1.8041435;229.40631;36.309258;1.7104009;1.2797728;0.7615385;1.0102135;0.8896742;32.073254;36.309258;3.8019922;0.7615385;491.66672;708.25433;113.30699;21.003868;839.4023;98.82588;6.26287;0.8649203;1.3516926;1.5888519;1.9368638;350.12665;87.77804;6.658164;0.4445459;1.2681503;1.5888519;1.7243369;89.448204;67.128624;0.6811791;0.8477048;0.7847984;0.0;0
897.1609;659.05054;383.11285;73.33276;584.74854;82.71929;5.34485;0.25750226;1.9371909;0.9512855;1.2308376;389.44254;57.7066;3.5911458;0.25750226;1.9371909;0.9512855;0.6415078;30.18266;46.03704;6.659125;1.0291202;956.1753;171.31627;442.7988;13.935764;819.1298;84.198044;5.658597;1.2661599;0.16570435;0.15618637;0.78023726;485.19623;0.26086304;3.6691933;0.49010986;0.16570435;0.15618637;0.78023726;11.738765;0.26086304;3.9126747;0.039988413;1.0810447;0.0;0
109.391685;837.66595;919.6001;15.351357;269.04648;34.977123;1.2043939;1.6299464;1.1098112;1.2998511;0.9869202;179.18495;34.977123;6.289896;1.3563042;1.1098112;1.2998511;0.9869202;13.916616;34.977123;7.866558;1.1098112;623.65234;695.46027;181.70741;31.589573;496.89545;3.7538314;1.3913826;0.33884934;1.8585569;0.60163265;1.7248156;496.89545;3.7538314;6.822434;0.33884934;1.1126311;0.60163265;1.296415;32.661358;3.7538314;1.4911687;1.0753173;1.2358615;0.0;0
271.8944;695.8141;663.076;40.520107;807.32056;63.144634;5.885108;1.2739565;1.3677714;0.58799475;1.2039602;657.9746;63.144634;9.1197815;1.2739565;1.3677714;0.58799475;0.84176075;20.405642;60.504726;4.0464826;1.0430471;81.404305;588.3982;77.84347;35.87833;25.63083;1.7086531;1.0187557;1.9589555;0.037536826;0.5138693;1.8120741;25.63083;1.7086531;5.195092;0.6152631;0.037536826;0.5138693;1.8120741;8.535067;1.7086531;3.9307358;0.037536826;0.904452;0.0;0
848.01373;598.37964;929.9465;64.54162;590.6262;62.45617;3.9086468;1.5452312;0.73009187;0.33332604;0.18001932;393.35706;43.786957;4.618572;1.4780118;0.07864064;0.11470306;0.18001932;31.796778;22.47263;5.5866528;0.07864064;74.81801;190.79326;99.52264;59.748203;260.1433;61.529343;5.813348;1.7856364;1.7045176;0.5789583;0.27655986;260.1433;4.65191;4.692196;0.28753912;0.2919738;0.5789583;0.108976476;34.092422;4.65191;9.970406;0.08763008;0.9398803;0.0;0
187.69716;156.25128;479.66833;25.171375;950.1782;30.390442;3.5264509;1.7534193;0.43167952;1.9486455;0.44280398;871.5054;30.311428;5.9956207;1.4551651;0.43167952;0.6646956;0.44280398;91.92371;30.311428;3.3917897;0.43167952;633.29364;331.88763;74.70246;17.584045;848.7196;49.086655;4.4966764;0.6225266;1.7756308;1.5221871;1.2284731;338.08853;49.086655;4.29054;0.6225266;0.613782;0.61872274;0.71865654;74.87685;33.93353;8.123403;0.613782;0.91172355;0.0;0
419.43225;817.95447;460.07166;70.17974;772.2776;11.950257;1.9328488;1.0894277;1.9570677;1.729817;1.121056;514.33685;11.950257;3.2703362;1.0894277;1.8712794;1.0653818;0.8612982;22.142876;10.205094;0.19343382;1.7919294;370.99698;202.17162;809.1156;6.4180264;492.41202;65.64242;3.41574;1.247925;1.5217104;0.09032193;0.70323604;24.88896;27.424356;9.388469;1.0848925;1.3347006;0.09032193;0.70323604;8.288024;27.424356;5.2735186;1.3347006;0.8632854;0.0;0
455.36072;46.902138;937.8669;23.438131;878.4922;68.283455;4.9591794;1.9142016;0.72968787;1.8187957;0.23336834;144.76735;43.383358;1.9605935;1.8222325;0.72968787;1.4364452;0.23336834;16.9064;31.547367;2.4278686;0.72968787;182.66365;161.90852;871.6267;98.15802;455.99408;26.807177;2.225282;0.3030133;0.81468165;1.2301005;0.07157603;150.68216;26.807177;6.324262;0.1437358;0.81468165;1.2301005;0.07157603;14.9959345;21.85448;3.7128127;0.81468165;0.929908;0.0;0
252.80638;271.54974;960.19354;20.99187;551.18353;26.88;0.38595307;0.22731075;1.1261256;1.5398304;1.6210898;174.31757;26.88;7.4093375;0.22731075;0.51347053;0.46299058;0.70859665;98.147354;26.88;5.211657;0.51347053;331.0989;399.2566;617.3861;78.93496;744.5772;86.83464;2.7842028;0.026070977;0.48660973;0.060430013;1.3474734;619.92487;8.697296;9.919667;0.026070977;0.15182553;0.060430013;1.2970101;30.793142;8.697296;8.836176;0.15182553;0.9195246;0.0;0
713.14276;66.48833;961.15967;1.2613026;522.1353;31.896408;6.0757675;0.018035352;0.4951914;0.13919096;0.3487463;347.74213;31.896408;7.351257;0.018035352;0.4951914;0.13919096;0.3487463;19.816307;14.277266;2.9175718;0.4951914;969.0152;918.00354;404.1498;27.622938;253.58507;48.20943;3.2016637;1.8101547;0.43164077;0.8170712;1.4865773;253.58507;48.20943;0.02756745;1.5556847;0.43164077;0.8170712;1.4775255;57.05593;43.634163;3.6467588;0.43164077;1.1124704;0.0;0
852.8213;670.7547;820.70844;28.262484;759.75323;57.278282;2.8626354;0.66658777;1.934233;1.2595463;0.8427156;580.7611;28.733805;8.641801;0.66658777;0.063533776;1.2595463;0.32037032;25.38904;28.733805;1.0593622;0.063533776;276.05508;201.32794;531.0432;63.276356;793.7885;28.601706;5.351183;0.18535388;1.0382327;1.2328264;1.205562;793.7885;6.5438323;1.3877641;0.18535388;0.25646678;1.2328264;1.205562;34.329037;6.5438323;4.6992025;0.25646678;0.76478714;0.0;0
875.8294;374.68738;467.78207;24.749006;113.96384;16.164812;9.051649;0.4409347;0.5242435;0.76902485;0.9742881;75.89992;16.164812;1.5153526;0.4409347;0.5242435;0.76902485;0.9742881;57.45665;16.164812;8.972058;0.5242435;825.2456;113.550224;408.1404;98.93422;671.7377;69.91966;4.2434583;0.5117341;1.4543396;0.9883052;1.0257658;206.63576;55.37756;8.756443;0.39158243;0.58208823;0.9883052;0.13815576;19.471647;21.97081;6.2562127;0.3918423;0.9948544;0.0;0
345.92892;655.528;218.1963;76.45922;63.491276;24.22568;5.2683554;1.1116837;1.8287512;0.6752337;0.32428125;42.28519;2.9870327;0.5954885;1.1116837;0.99346423;0.6752337;0.32428125;34.424816;1.7364758;7.109727;0.28439066;347.66638;964.6185;404.79428;11.1389885;71.042625;86.564415;5.0719085;1.5747042;1.8544322;0.78753203;1.8807844;71.042625;54.574017;7.7262487;0.48681268;1.5143611;0.2573739;0.12418858;21.53198;50.032158;4.3791437;1.1124731;0.81347454;0.0;0
535.5419;353.56064;389.60648;57.01402;983.86523;44.663273;7.8080664;0.5677878;0.5907015;0.5059493;0.4919096;738.438;42.999294;6.256047;0.5677878;0.5907015;0.47229317;0.27115044;47.421627;10.1378975;8.681442;0.22731407;117.67703;461.82938;77.918755;92.47826;610.17163;35.918373;3.7417576;0.094716854;0.3741307;0.97704196;0.33509275;606.65424;24.937649;8.959013;0.054888494;0.3741307;0.97704196;0.33509275;94.92898;24.937649;4.3748455;0.3741307;1.0042806;0.0;0
255.92233;461.18332;938.9145;17.864666;917.13257;87.86048;8.513377;1.3793939;1.8943819;0.36951232;0.9739385;598.70764;43.88425;4.8931813;0.7835968;0.288099;0.36951232;0.9739385;47.515594;43.88425;3.8959064;0.288099;272.97174;311.03818;457.8293;66.86494;491.18008;21.46219;9.263691;1.7197183;1.869029;0.7012494;1.9275663;491.18008;21.46219;4.9700475;1.7197183;0.093751885;0.7012494;0.3301175;71.28142;21.46219;2.8303268;0.093751885;1.0136001;0.0;0
252.34854;463.3814;369.91876;56.855934;956.1043;77.24839;8.791042;1.8912038;0.7409905;0.28750423;0.22250824;158.392;77.24839;6.260631;0.8665165;0.07773693;0.28750423;0.22250824;61.726547;9.96904;7.208484;0.07773693;268.98184;627.16364;197.31012;30.11399;502.55704;3.4338539;0.55142444;1.8502996;1.0607371;0.71365273;1.1463655;502.55704;3.4338539;5.973453;0.6827015;0.48592797;0.71365273;0.86034423;99.52807;3.4338539;8.755018;0.48592797;1.1531082;0.0;0
169.64153;55.124847;759.15027;22.621815;71.740425;31.827925;8.707603;1.5408204;1.7454003;0.25120628;0.38246298;47.779125;31.827925;2.3954303;0.76428926;1.7454003;0.25120628;0.38246298;11.758301;31.827925;6.3477387;0.76498747;937.7448;899.0668;402.1591;88.75231;161.28378;31.079554;0.8068664;1.4899889;1.0454775;1.7476556;1.8195262;161.28378;31.079554;1.4709224;1.4899889;1.0454775;0.7183607;0.58670795;50.690166;31.079554;3.2939177;0.2423114;1.206696;0.0;0
940.61884;435.92426;923.7743;42.607677;276.6084;30.276682;2.2624326;0.8463012;1.2036514;1.4260118;0.056153066;184.22119;30.276682;8.257856;0.8463012;1.2036514;0.11369455;0.056153066;82.98746;30.276682;3.472591;0.8148731;146.40002;816.14734;947.05695;74.966354;813.77313;88.88084;4.916824;0.48300084;1.1122391;1.0750667;1.7838054;406.12753;88.88084;2.4696307;0.46549195;1.1122391;1.0750667;1.7838054;74.21053;49.178143;8.567924;0.9654439;1.0939538;0.0;0
889.10895;644.65375;970.68823;88.831985;902.527;98.735756;3.0401223;1.9711509;0.2365096;1.8615277;1.0178342;871.3476;32.971752;4.4546814;1.2001246;0.2365096;1.3571396;1.0130754;42.023346;32.971752;3.400033;0.2365096;286.5387;226.91972;674.79004;15.483473;646.57263;84.227936;3.2634873;1.4789739;0.060097486;0.21796533;0.13081035;468.22717;56.88085;3.3756757;1.4789739;0.060097486;0.21796533;0.13081035;86.041466;56.88085;6.6700816;0.060097486;0.9954168;0.0;0
779.58514;550.59174;948.1974;71.9537;98.58478;65.37309;7.0823016;1.5446529;0.5982864;0.7668311;1.64634;65.65746;10.427847;6.776297;0.32620087;0.058928497;0.7668311;1.64634;21.863935;10.427847;5.866319;0.058928497;528.84973;603.7261;289.24533;14.307531;736.91785;64.38375;7.6241984;0.24645025;1.893426;0.12154582;1.3145815;736.91785;26.638744;8.135702;0.24645025;1.8575492;0.12154582;1.3145815;34.40722;26.638744;5.7992797;1.8575492;1.2259043;0.0;0
522.4849;84.53093;559.507;65.14489;456.92017;68.58485;5.380808;1.6236544;1.5241663;0.22097622;1.6235175;304.30884;60.38757;1.9580457;1.5430691;1.2755028;0.22097622;1.5219475;86.99658;60.38757;0.12873068;1.2755028;211.72298;431.8797;729.6888;29.642254;868.3085;44.984306;4.2789373;0.37765446;0.94692844;0.5814581;1.2612271;228.22014;31.368525;0.8071457;0.3071476;0.94692844;0.5814581;0.8241375;17.532255;31.368525;4.4086485;0.94692844;1.0608503;0.0;0
495.70184;671.3754;496.96127;28.220196;347.87845;5.6069202;6.0972295;0.4174506;1.3384;0.45010492;0.716244;231.68704;5.6069202;0.50584424;0.4174506;1.3384;0.45010492;0.716244;11.599721;5.6069202;0.9236691;0.8707414;396.7572;638.4419;742.7466;61.577026;823.96747;41.877483;3.578155;1.7639557;0.34771398;1.6177577;0.7443429;118.16256;41.877483;0.23481739;1.2848877;0.34771398;0.7857511;0.7443429;96.14365;41.877483;9.640472;0.34771398;1.0584815;0.0;0
534.4482;315.77414;987.7641;12.545709;881.052;10.586756;6.7805157;1.3769299;0.71863496;1.4965152;1.378011;586.78064;10.586756;3.5858684;1.2702719;0.71863496;0.2324212;0.9005631;85.546036;10.586756;6.5067544;0.71863496;161.84567;131.54652;899.5342;45.72457;810.9609;33.685432;8.704285;1.9814621;1.2264067;0.43722004;0.7004781;545.6385;33.685432;7.8602676;1.7583528;0.79405504;0.43722004;0.7004781;24.524483;33.685432;5.378609;0.1077008;1.0583649;0.0;0
541.20233;24.290455;225.9974;75.3196;522.8954;29.515919;1.1513836;0.15056439;0.39873743;0.70357037;1.9799173;348.24832;29.515919;4.2649245;0.15056439;0.39873743;0.70357037;1.2866583;28.12675;6.007563;7.754298;0.39873743;594.43353;838.50006;270.43054;69.635895;145.30013;74.702225;5.207375;0.048456308;0.5949318;1.1586863;1.1246797;145.30013;43.88847;8.663953;0.048456308;0.5949318;1.1586863;0.8142583;76.93483;41.640877;3.4839609;0.5949318;1.0105319;0.0;0
440.21747;164.0396;195.65495;56.83225;297.47043;84.21691;1.6913813;0.47826573;1.6593771;1.3290188;0.8525775;198.11531;73.39888;4.3013334;0.47826573;1.6593771;0.38581637;0.8525775;10.013011;60.246746;0.672572;1.3715647;340.14633;814.73376;111.427986;76.04633;44.430916;22.97663;9.57281;0.29132256;1.0104877;0.77594095;1.2751395;44.430916;22.97663;3.125693;0.29132256;0.7606169;0.77594095;0.49825174;14.795495;22.97663;8.998934;0.7606169;1.2380707;0.0;0
140.43729;502.58408;963.5505;62.31374;529.05817;91.07587;6.3819838;0.042711213;1.2485442;0.4191913;1.8285203;352.35275;11.027053;2.401497;0.042711213;0.9724355;0.4191913;1.8285203;14.057617;11.027053;4.6794314;0.9724355;581.928;616.0113;588.63043;13.208808;50.79214;73.17786;0.83843344;0.71226764;1.0483687;0.13316464;0.32773444;50.79214;56.446983;0.6330286;0.054812472;0.15188278;0.13316464;0.32773444;16.913784;26.029476;8.861551;0.15188278;0.7505274;0.0;0
134.40721;317.29764;692.30286;97.51382;121.32175;19.183832;6.2574596;1.41342;1.3671099;1.5159873;1.5593055;80.800285;19.183832;4.6793356;0.342727;1.3671099;1.1491625;0.32669103;26.906496;19.183832;7.320509;1.3671099;172.39131;103.81386;644.05396;29.521782;280.77905;29.607988;3.432442;0.31962183;1.5539956;1.2849926;1.7329118;280.77905;29.607988;9.826861;0.31962183;1.5539956;1.2849926;1.6055254;24.064365;29.607988;7.684317;0.1493433;1.1239254;0.0;0
952.72723;697.4392;540.941;34.89726;733.8907;71.44826;8.176142;0.051682983;0.96334296;1.3137964;0.36190417;55.198376;71.44826;5.0624413;0.051682983;0.7007;0.2680405;0.36190417;41.67701;65.056816;4.04224;0.6894127;828.4546;904.35205;607.4028;38.069786;319.39468;0.34834933;2.42755;0.8271978;0.7922649;1.7003198;1.0148226;319.39468;0.34834933;0.18537973;0.051431082;0.7922649;1.5068182;1.0148226;45.53324;0.34834933;5.383089;0.7922649;0.80053437;0.0;0
487.21045;248.24695;140.7293;80.09468;622.1542;87.426346;6.940881;0.90386176;0.7071783;0.45225117;0.8940249;168.30411;0.79483354;2.8711708;0.42585516;0.034560695;0.45225117;0.8940249;39.67967;0.79483354;1.2356765;0.034560695;600.9391;695.7086;167.18549;17.62768;744.8486;11.8993435;4.998431;0.6343613;0.84460753;0.21860225;0.7382487;606.56396;11.8993435;2.6059225;0.18481138;0.84460753;0.21860225;0.111693956;66.83898;11.8993435;1.3145233;0.40258607;1.1478344;0.0;0
953.67346;775.06824;518.10785;55.93979;604.7017;87.9022;2.0846896;1.301246;0.77067655;1.8646271;1.8622833;402.73135;14.838026;3.327018;1.1092174;0.77067655;1.8355318;0.5561027;82.304565;14.838026;6.463804;0.77067655;117.968506;310.49466;99.73003;98.92936;221.54565;38.741905;1.2967868;1.8612888;0.7656113;0.69283354;1.6680365;221.54565;38.741905;3.1765163;0.85410833;0.7656113;0.69283354;0.36995867;31.00646;38.741905;7.477173;0.7656113;0.75441104;0.0;0
171.94112;293.6124;944.77893;23.602468;443.4659;45.934845;0.7100229;0.61694115;0.07191234;1.050093;0.34343517;295.3483;41.815697;5.5986457;0.61694115;0.07191234;1.050093;0.34343517;99.36806;41.815697;9.355146;0.07191234;457.3659;638.6892;604.4384;57.66321;879.57263;31.118855;9.582551;1.8240464;1.2345709;1.2011986;1.7389015;320.24194;31.118855;8.944508;0.39274243;0.589773;0.7676998;1.7345332;96.701256;31.118855;0.90477204;0.48658475;0.8165381;0.0;0
558.8724;624.6551;606.8624;5.3835444;301.3017;25.951971;3.9163375;0.74088806;1.8880885;0.44752768;0.124694854;200.66693;25.951971;0.45734927;0.74088806;0.1251362;0.30643952;0.124694854;90.90438;25.951971;9.005804;0.1251362;938.1831;470.47134;587.7035;26.964287;936.0894;62.459362;5.79792;0.88936216;1.7908803;0.9445532;0.122462705;936.0894;17.650063;1.1601942;0.6081311;1.0936474;0.9445532;0.122462705;60.852104;11.875086;8.212266;0.395025;0.819241;0.0;0
215.64008;801.22424;410.58234;61.63949;74.726845;95.63277;3.7190108;1.7376364;0.7394271;1.1376911;0.54185706;49.768078;52.271732;0.42238677;1.0018672;0.7394271;1.1376911;0.54185706;16.572771;52.271732;8.69219;0.7394271;399.8782;652.4887;537.30566;36.824703;284.7349;16.895662;0.112390466;0.58361924;0.47425857;0.045884542;0.9679117;284.7349;16.895662;1.693463;0.58361924;0.47425857;0.045884542;0.9679117;63.673035;16.895662;2.9165099;0.47425857;1.0985881;0.0;0
260.65277;391.70056;555.592;29.831852;947.5622;27.730656;7.676486;1.8038119;0.9711085;0.83649653;0.019662006;875.6803;27.730656;4.3310328;1.8038119;0.9711085;0.83649653;0.019662006;17.942213;27.730656;9.628641;0.888251;817.32684;580.4037;382.02106;25.569258;182.12831;24.025284;2.2187948;1.2760665;0.46320385;1.4465929;1.4021599;182.12831;18.140547;5.589983;1.1803334;0.46320385;0.5532299;0.66304445;63.222073;18.140547;1.7673588;0.26374742;0.9072833;0.0;0
39.754032;56.33689;887.2836;69.578285;422.3884;25.344236;6.7181187;1.7188131;0.7207406;1.8351154;0.262928;273.5222;25.344236;0.6362229;1.7188131;0.7207406;1.8351154;0.262928;46.752342;25.344236;8.096903;0.7207406;320.5968;223.06267;968.99243;97.70569;437.90207;52.98932;2.1243403;0.22234568;1.1143441;1.3991703;0.6575588;97.53659;16.469387;4.7608347;0.22234568;1.1143441;1.3991703;0.6575588;32.576843;16.469387;7.7631145;1.1143441;0.8664346;0.0;0
127.76378;540.09106;913.72015;70.102646;500.9625;20.64772;8.723303;1.5023695;0.71682024;0.62661374;0.85827833;333.64102;20.64772;7.4667506;1.5023695;0.71682024;0.5002929;0.85827833;31.9426;2.2709534;2.617396;0.71682024;124.94316;465.69858;210.44357;88.08904;78.27955;82.12253;0.32195106;1.2833253;0.70277786;1.8013352;1.283231;78.27955;65.66902;2.7191036;1.2833253;0.4781538;0.9290626;1.283231;48.127438;62.11754;8.470584;0.4781538;1.0396572;0.0;0
917.67993;995.45496;406.08728;45.600502;382.0091;53.300293;5.047575;0.5622834;1.3743727;1.7737576;1.5312281;149.69504;53.300293;5.8724074;0.5622834;1.3743727;1.1566417;1.5312281;65.61429;25.535986;8.44201;0.8947822;841.21924;543.9526;133.84532;33.1094;930.3537;64.207214;6.683945;0.52341866;0.20677103;0.45455274;0.4134531;26.685923;34.72056;4.3236637;0.52341866;0.20677103;0.45455274;0.4134531;8.886413;34.72056;7.4026403;0.20677103;0.76084745;0.0;0
328.31766;969.30194;611.9804;53.686073;987.9986;10.807716;2.8941038;0.1586075;1.3440086;1.4873457;0.43530485;259.57025;5.146999;0.27237317;0.1586075;1.3440086;1.0764941;0.23257868;97.18213;5.146999;7.8394556;1.286781;45.257088;475.59537;133.84126;80.02321;28.995726;76.46559;0.30099243;1.1958696;1.874736;1.9396322;0.5161381;28.995726;19.729782;6.540209;0.24316731;1.8300115;0.89367473;0.5161381;9.655577;19.729782;0.32073542;0.012144827;1.1829367;0.0;0
612.0479;228.81197;286.41058;62.69203;798.21027;57.1117;5.047461;0.98250383;1.6223478;1.3629854;1.7008182;45.08426;10.129438;3.30167;0.98250383;0.7704226;1.3629854;0.98680156;15.013059;10.129438;7.1706767;0.6990685;939.7804;546.5844;596.22845;71.516846;974.6474;50.038525;5.4123096;0.80868363;0.58473474;1.164633;1.274551;126.183876;50.038525;0.031088552;0.80868363;0.11446985;1.164633;1.274551;73.52262;50.038525;7.5614405;0.100814015;0.95290136;0.0;0
470.36398;758.1395;456.57443;46.913635;104.80262;94.37456;2.1628652;1.849542;0.15286528;0.37582695;1.9759169;102.56203;80.61628;0.8887203;1.4148844;0.15286528;0.16064192;0.18415907;69.805626;43.722466;8.641326;0.15286528;895.4307;52.92312;859.04376;95.40534;150.95589;26.59245;4.0341144;0.91529804;0.9804817;0.30149046;0.7075071;150.95589;26.59245;7.1493917;0.91529804;0.83696526;0.1675362;0.42959446;92.68513;26.59245;7.3902082;0.83696526;1.232518;0.0;0
