[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
-8_1_1;-7_1_1;-6_1_1;-5_1_1;-7_2_1;-5_2_1;-4_2_1;1-3_2_1;1.8-3_2_1;3-3_2_1;4-3_2_1;-7_3_1;-5_3_1;-4_3_1;1-3_3_1;1.8-3_3_1;3-3_3_1;4-3_3_1;-7_4_1;-5_4_1;-4_4_1;1.8-3_4_1;-8_1_2;-7_1_2;-6_1_2;-5_1_2;-7_2_2;-5_2_2;-4_2_2;1-3_2_2;1.8-3_2_2;3-3_2_2;4-3_2_2;-7_3_2;-5_3_2;-4_3_2;1-3_3_2;1.8-3_3_2;3-3_3_2;4-3_3_2;-7_4_2;-5_4_2;-4_4_2;1.8-3_4_2;rch;offset;complete
559.4919;341.0456;251.27391;77.84405;188.76884;36.271374;4.7829175;1.171213;0.7937554;0.18499938;1.0172311;50.295097;36.271374;9.763177;1.171213;0.22644621;0.18499938;0.07126843;16.748268;26.41469;6.3553915;0.14224117;463.92838;773.88745;34.82084;94.17451;139.17278;40.79887;5.3057;0.26425993;0.15073082;0.9066826;0.38355526;139.17278;40.79887;7.247035;0.26425993;0.15073082;0.9066826;0.38355526;64.60168;21.044397;1.4909354;0.15073082;1.1236457;0.0;0
340.75293;248.51622;861.6974;16.356127;400.23767;31.01426;0.32447043;0.67868507;1.644311;1.864536;1.4991114;11.7044115;31.01426;7.237912;0.09781362;1.2459542;1.1777585;1.3692479;3.8975692;25.977869;0.9725997;1.2459542;901.6079;863.7559;203.94913;54.03302;183.14058;5.2184954;4.318371;0.9170748;0.7124741;1.6098876;0.4984092;161.8629;5.2184954;3.5469697;0.16924353;0.07230393;0.31543145;0.4984092;11.149828;5.2184954;9.152111;0.07230393;1.1604254;0.0;0
279.32474;825.0967;782.83295;93.31148;965.9641;90.999886;4.628339;1.0255172;1.0654384;0.5783549;1.81861;109.63531;35.52302;2.367755;0.8271819;1.0654384;0.5783549;0.10346674;90.80108;28.070278;4.992043;1.0654384;915.0987;503.3791;906.57654;72.01789;882.7525;62.78295;5.8742642;0.5644533;0.7396121;0.014981309;1.2490115;747.0891;40.54432;7.8430676;0.5644533;0.7396121;0.014981309;0.6662912;99.1336;25.78619;6.4216447;0.20323928;0.9103015;0.0;0
465.4371;402.7072;994.31415;99.06021;583.60077;77.7927;6.241531;1.6747675;1.7135708;0.80503607;1.1926773;388.67813;40.18075;3.1035264;1.6747675;0.9948823;0.80503607;1.1926773;11.797459;18.569508;1.5535035;0.9948823;496.27655;765.65717;879.9536;32.134468;162.89525;32.497177;8.971561;0.85716385;0.06619635;0.20036535;0.7824989;25.867237;32.497177;1.1602805;0.85716385;0.06619635;0.20036535;0.7824989;8.6137905;31.730865;5.4690084;0.06619635;1.1484028;0.0;0
189.70787;741.0945;320.7697;12.328737;271.356;59.83508;7.788116;1.9912584;0.1380524;1.2771803;0.45946413;180.72308;56.36664;4.7247987;0.03740118;0.1380524;0.08409998;0.45946413;78.616615;2.2922997;8.831671;0.1380524;10.503192;313.70386;512.79236;47.91554;785.87604;85.98344;1.8124434;1.2013638;1.3484114;1.6982344;0.03621091;219.60402;84.28256;6.9350014;0.89001626;0.1812998;0.51827276;0.03621091;53.48043;16.770748;1.5244198;0.1812998;1.2253841;0.0;0
534.329;445.95163;945.43756;68.33229;10.620897;43.690857;3.5662372;1.5147427;0.5812885;0.047303338;0.5978715;7.073518;21.488316;0.2263722;1.5147427;0.5812885;0.047303338;0.5978715;2.3554814;21.488316;7.2338777;0.11067858;717.9484;134.3505;559.30347;64.55374;24.790289;57.962387;2.1565762;1.2851866;1.234305;1.8356135;0.13295217;24.790289;40.1369;3.4361465;0.977076;1.234305;1.8356135;0.13295217;8.255166;40.1369;9.343193;1.234305;1.1732019;0.0;0
709.62897;100.94852;350.25195;46.6526;16.72133;91.21745;9.194694;1.5824234;1.119929;1.0884588;1.812249;11.136406;79.24655;8.9503145;1.3006178;1.119929;1.0884588;0.49210733;3.7084231;41.376392;0.8785209;1.119929;603.8956;771.3156;553.3285;6.1054378;217.98695;50.608532;7.3587737;0.69902605;1.5698007;1.2914145;0.6785271;217.98695;50.608532;4.3767376;0.69902605;1.2538754;1.1814055;0.3450815;26.825062;50.608532;7.294998;1.2538754;0.8846054;0.0;0
579.542;446.10092;717.94226;54.16047;281.8418;74.74749;8.403526;1.4018419;0.25275245;1.4325284;0.42717808;187.70663;49.799915;0.8133635;1.4018419;0.050573714;1.202927;0.4074131;88.81377;14.964884;1.5716277;0.050573714;542.07947;870.8932;808.76355;11.615591;846.5132;10.957636;9.036109;1.7348348;0.2346895;0.7807989;0.52076817;163.9036;10.957636;7.881748;1.7348348;0.2346895;0.21652569;0.27242142;92.75531;10.957636;0.24251208;0.2346895;1.1245543;0.0;0
102.17824;512.6109;883.9155;18.03951;531.58624;41.74191;0.8315121;1.5362315;0.9687564;0.4224566;0.19890332;177.1806;41.74191;1.7204161;0.10139507;0.081424184;0.4224566;0.19890332;38.72178;41.74191;6.6852837;0.081424184;478.67532;50.296494;555.8153;40.527214;785.4185;63.05333;0.7325994;0.6058152;0.94579715;1.7980489;0.23799022;200.5304;42.79178;8.025996;0.6058152;0.94579715;0.9579535;0.23799022;67.828285;42.79178;2.4047527;0.7761809;0.97322464;0.0;0
845.96454;463.26376;179.07428;72.37974;490.04236;49.72234;9.030451;0.4939275;0.04509555;0.31648096;1.8431098;326.36823;49.72234;5.365051;0.4939275;0.04509555;0.31648096;0.6279993;13.123685;49.72234;8.711246;0.04509555;418.06406;650.9489;568.9067;54.240456;970.9995;8.0822315;2.1758816;0.6774698;0.11701662;0.3865459;1.9931939;781.31995;8.0822315;2.5359674;0.6774698;0.08738866;0.3865459;1.2330773;28.534784;8.0822315;0.87789893;0.038748577;1.0468373;0.0;0
183.22806;818.0793;213.58228;16.744612;922.66284;9.933322;2.2360644;0.8534276;1.0142772;0.98042464;0.06306291;443.81107;9.933322;7.971522;0.8534276;0.6318038;0.89269537;0.06306291;88.47085;9.933322;5.631414;0.44954258;437.74686;501.36914;554.90546;12.226463;177.20152;75.308464;5.493445;0.9863694;0.38245103;1.7680696;0.149835;177.20152;13.203873;6.70158;0.9863694;0.3662533;0.7105783;0.149835;41.935234;13.203873;1.2280881;0.3022412;1.0539393;0.0;0
767.1639;911.74286;585.14905;88.541466;766.4532;81.09342;9.233947;1.116432;1.841428;1.0777512;1.5003253;469.86877;68.80054;9.384968;0.504461;1.4936507;0.21705459;0.11751403;84.39751;51.20072;8.613118;0.27822915;97.72972;689.70435;491.50357;30.683308;657.59326;55.371075;1.6138985;1.9387482;0.94894797;0.10808467;1.0998874;657.59326;30.5696;2.7613046;1.8871273;0.94894797;0.042674936;1.0998874;98.07651;30.5696;2.2028592;0.7966384;1.1764241;0.0;0
366.95947;788.9109;845.38654;45.452065;925.4883;84.18606;6.3104916;1.1034336;1.897153;0.8837198;0.29975587;640.4584;84.18606;1.1630428;0.9473403;1.153714;0.8837198;0.29975587;24.401966;65.224754;3.3918896;0.56494755;100.93731;277.0825;560.889;60.31528;482.49774;70.941025;1.6654388;1.5325248;0.94712406;1.2708172;0.81885326;160.01527;65.15965;1.035771;1.5325248;0.94712406;0.6454462;0.81885326;91.87219;35.554585;9.729915;0.94712406;1.2025745;0.0;0
784.9337;586.9541;88.16004;63.523323;516.6604;35.62866;4.1250834;1.1985629;0.64503366;0.59825814;1.3360797;344.09583;33.938675;0.16482353;1.1985629;0.64503366;0.59825814;1.0033522;57.988323;19.642723;2.1573205;0.64503366;85.027405;905.075;928.9727;40.014664;501.88235;17.37844;4.263262;1.4217347;1.7893875;1.7571348;1.80835;224.632;17.37844;8.226204;1.335161;0.23353034;1.6671624;1.5357704;87.0151;17.37844;9.651475;0.23353034;0.8979554;0.0;0
214.21017;546.03546;852.372;92.18693;452.19974;31.034409;4.3701468;1.9473343;0.016878165;0.8255648;0.38101044;301.16504;31.034409;6.9944143;0.8844044;0.016878165;0.8255648;0.38101044;43.78863;31.034409;9.465802;0.016878165;247.0006;439.54553;311.2652;98.767044;696.52734;85.98333;7.5167384;0.811057;1.5798485;0.64140695;1.3882161;578.7505;59.91209;5.9927034;0.811057;1.5798485;0.64140695;1.1485316;26.13445;7.3456054;8.501882;1.3917148;1.0302306;0.0;0
194.79549;648.16986;349.68933;73.82016;570.4274;25.298191;5.6322584;1.7119883;1.8251761;0.6314631;1.7953272;379.90466;25.298191;2.7113898;0.28235564;0.52083063;0.6314631;1.2990634;75.439606;25.298191;1.3325697;0.13555355;59.82482;62.348698;939.24585;15.4977455;747.7321;66.77963;3.7472875;1.6587611;0.32413828;1.0902028;0.2412652;484.59576;47.55925;6.3414803;0.3591466;0.32413828;0.27487564;0.2412652;82.42613;46.217323;9.2782345;0.32413828;1.0174942;0.0;0
502.05557;294.952;412.16434;54.130703;378.42462;17.428526;8.4402895;1.6573881;1.1387079;0.5068262;0.10923501;252.0308;3.2154546;1.3309574;0.14035903;1.1387079;0.5068262;0.10923501;88.3133;3.2154546;3.0327494;0.56658536;995.028;114.156425;558.8104;38.75727;489.19635;39.957703;1.8613743;1.1711521;0.8023993;1.6824161;1.73707;489.19635;2.473203;6.802965;1.1711521;0.8023993;0.5096167;1.3607403;28.431784;2.473203;6.8466234;0.6779316;1.2284856;0.0;0
42.606655;813.7284;346.4625;40.327496;218.70337;94.78373;8.370856;1.6624366;1.1654372;0.949508;0.61594546;150.70123;49.98292;0.052722257;0.03851829;0.5024503;0.3820368;0.61594546;66.21311;37.200565;3.7936413;0.5024503;719.8575;991.6195;371.47104;35.125072;510.77567;13.085522;1.0689101;1.972359;0.9127401;1.5521826;0.75502133;481.56763;13.085522;8.07596;1.453538;0.9127401;0.8445145;0.1460015;39.468563;13.085522;6.692044;0.4360814;0.8672348;0.0;0
233.04437;858.2797;912.3651;46.2673;838.29395;75.927444;4.1548815;1.5887331;1.6319854;0.7973322;1.5682414;558.3038;14.56694;9.640579;0.43035024;0.7506351;0.3470605;0.81029326;95.465744;14.56694;5.1319003;0.32643473;509.19965;744.604;129.4819;33.220573;795.0212;49.656693;5.3470564;1.9445409;1.8168322;0.53756857;0.09792518;361.57455;25.768621;8.337265;1.3521127;0.96046984;0.06720476;0.09792518;74.40798;25.768621;5.9399595;0.9347389;0.91487026;0.0;0
726.77216;274.54498;139.48639;34.23314;683.72626;43.39721;8.491782;1.361615;0.79277015;0.87642884;1.1389601;127.77356;38.608154;7.3408403;1.103216;0.79277015;0.28473085;0.9425715;14.6454525;27.972107;3.085098;0.79277015;307.30612;17.408684;976.655;83.38986;532.7935;15.873876;5.700279;1.3787801;0.33924904;0.7870117;1.081916;97.95596;15.873876;1.2688361;0.52618974;0.33924904;0.7870117;0.25979578;51.021877;15.873876;9.024521;0.33924904;0.92101806;0.0;0
839.00964;903.79004;578.53174;94.623764;332.40152;11.106034;4.7248216;0.5205196;0.8460326;0.010459711;0.8495298;221.37941;11.106034;3.439616;0.5205196;0.8460326;0.010459711;0.8495298;45.75583;9.835746;2.5751262;0.0262036;888.6942;424.84607;452.34344;16.413038;490.59354;60.534935;9.910828;1.3668711;1.465244;1.9232411;0.7437141;490.59354;60.534935;0.01571224;0.963367;1.4109696;0.06605211;0.7437141;25.691263;50.108627;1.8096864;0.8282785;0.92645615;0.0;0
89.97751;850.2454;156.627;25.360498;451.81842;14.029765;4.1813335;1.7129755;1.7044591;1.38848;0.87671983;174.52968;14.029765;5.9824686;1.7129755;0.3137498;0.64610165;0.49334842;41.41803;5.374345;2.5163856;0.3137498;317.62643;927.2009;787.2028;48.47952;793.86334;35.005318;2.0973692;0.6252674;0.6432197;0.46065134;0.65475345;793.86334;35.005318;4.715092;0.30435672;0.6432197;0.46065134;0.65475345;48.90699;35.005318;1.3262188;0.6432197;1.1806931;0.0;0
883.25696;430.2419;929.30865;40.993694;233.19336;71.007866;2.4401019;0.56666434;0.9881621;0.103280134;1.009612;155.30678;3.68825;8.904024;0.56666434;0.13315271;0.103280134;0.18101819;32.895405;3.68825;4.440468;0.13315271;976.6322;419.7529;645.0628;30.259287;306.73965;92.01388;4.829235;1.355306;0.5141223;0.4524625;1.4407116;306.73965;84.221565;5.828877;1.355306;0.2563767;0.4524625;0.12523454;19.804642;29.943668;1.8346459;0.2563767;1.2199379;0.0;0
799.54205;909.9102;799.952;77.84457;567.2107;20.387796;8.281021;1.4525282;1.4742584;0.42133647;1.9897996;534.4368;20.387796;9.119347;0.93493015;1.3116546;0.31225723;0.8329996;42.557816;20.387796;9.397015;1.3116546;594.4315;470.97845;127.43366;21.240894;786.4076;95.91704;2.9966788;0.5004791;0.26724824;0.8831863;0.6319347;607.6673;72.5917;2.198879;0.5004791;0.26724824;0.8831863;0.6319347;59.654026;72.5917;1.4367748;0.26724824;0.8584189;0.0;0
870.9874;129.2346;241.48108;36.497734;364.77457;34.852608;6.204435;0.23085758;1.8110194;1.6088691;1.3505633;242.93987;34.852608;5.3523045;0.23085758;1.3940861;0.44185337;0.31394905;21.445854;34.852608;9.688811;0.894326;310.89694;20.166544;158.73744;11.101786;873.7293;11.922267;4.9259825;1.2052867;1.2259482;0.21081404;0.98266995;808.75854;11.922267;0.97520775;0.46963054;0.8458983;0.21081404;0.8508958;55.526024;11.922267;6.731797;0.8458983;0.99069077;0.0;0
701.4443;37.70669;304.80048;88.67243;876.8196;95.705215;4.316867;1.0990843;0.79324794;1.9684616;0.9792498;583.96185;10.846732;9.387216;0.8353354;0.79324794;0.761549;0.16524737;55.169388;1.5598067;5.357484;0.79324794;96.46056;840.67505;743.97626;48.390198;419.06287;26.7912;9.42952;1.0497762;1.1740035;0.7263731;1.6298285;419.06287;26.7912;1.5163059;0.84592843;1.0461757;0.7263731;0.49596402;69.38759;25.511332;0.33495313;0.5844101;1.0627073;0.0;0
677.41156;354.38815;387.70016;24.382957;533.0793;58.16167;6.627143;0.6444132;1.778976;1.9830407;0.6504812;355.03082;58.16167;7.580204;0.6444132;0.069669664;0.05646018;0.6504812;38.88793;55.680214;1.4974784;0.069669664;706.79694;424.5477;546.56976;75.515785;172.99083;24.047585;1.2264463;1.7513257;1.3076968;1.1390992;1.1193004;172.99083;24.047585;8.656749;0.06144792;0.54375225;1.1390992;1.1193004;12.939501;6.616659;9.948066;0.20108682;0.8756783;0.0;0
529.8423;569.7814;411.3635;3.2313497;417.61334;80.85389;8.611509;1.4118699;0.66152364;1.1885384;1.0125687;278.1305;74.28097;5.4746943;0.056206714;0.66152364;0.5114525;1.0125687;63.05733;74.28097;7.836283;0.47201028;149.61568;907.48914;321.33002;10.969988;538.0134;87.03761;0.8457207;1.1161386;1.9032879;1.9153727;1.5958403;538.0134;73.24338;2.1730585;0.09224281;0.22101663;1.4848948;1.1573743;75.54138;2.5809355;1.8005447;0.22101663;0.98327553;0.0;0
656.25934;357.9282;819.16943;62.912235;752.1236;10.477746;1.9862602;1.7120208;1.8598582;0.5262348;1.8460057;319.29733;10.477746;3.8186011;1.7120208;0.68151504;0.5262348;0.3258257;48.372715;10.477746;3.319305;0.11052693;351.10617;17.643755;227.2285;6.1805744;199.47594;37.377514;0.9477383;0.71605134;0.1858344;1.4610549;1.54381;199.47594;37.377514;5.274177;0.71605134;0.1858344;1.4610549;1.54381;73.083244;37.377514;9.05878;0.1858344;0.7859176;0.0;0
919.9186;942.64703;568.888;50.87452;906.0503;33.10558;3.9304962;0.04089906;0.61768675;1.6713192;0.44575456;541.5827;33.10558;9.367607;0.04089906;0.61768675;1.1177202;0.44575456;10.412473;33.10558;1.2863007;0.61768675;986.0211;22.234123;905.27167;66.54866;429.17447;34.33684;3.1848109;0.4493013;0.74255466;0.61415297;1.2585602;429.17447;34.33684;4.5861497;0.4493013;0.653717;0.61415297;1.2507563;16.3724;34.33684;4.1166387;0.2670824;1.2434696;0.0;0
109.516785;262.16312;433.66983;93.3125;819.24493;89.571144;3.809201;0.23750061;0.47610787;1.3041487;0.6975038;373.00146;75.751854;1.9550687;0.23750061;0.47610787;1.2723644;0.6975038;57.568436;39.925472;8.539036;0.47610787;67.371376;512.29785;200.64603;0.22225787;593.1932;93.00705;5.703361;0.5647372;0.7821829;0.7209842;1.3286852;556.4217;34.818497;8.067344;0.5647372;0.46481586;0.7209842;0.91909087;83.15482;34.818497;0.5835699;0.46481586;1.2468724;0.0;0
322.60684;288.40125;722.2502;42.37092;499.96793;81.06526;0.76945835;1.8517785;1.4444346;1.9725266;0.13934188;464.894;8.895087;5.4469237;1.3317863;1.4444346;0.7908983;0.13934188;59.62462;8.895087;0.26639912;1.3467075;144.05565;135.76224;927.12476;30.383614;896.8271;10.124021;8.457631;1.5295271;1.6130009;1.8077993;1.9384878;693.6923;10.124021;4.468229;0.9831491;0.077517174;1.0624075;1.5615321;48.9103;10.124021;5.7478385;0.077517174;0.98413855;0.0;0
81.73042;638.4793;463.28622;13.645467;362.8789;72.37265;3.3473418;0.48614928;1.8447771;1.1027129;1.2621692;241.67735;72.37265;1.3369311;0.48614928;0.83240527;1.1027129;0.8907938;86.01171;53.02772;0.54781485;0.060985964;437.64923;706.5308;698.4762;2.3104315;321.32755;78.91683;2.8569145;1.7324786;1.4436063;1.6184187;1.9717011;321.32755;76.57574;1.9024705;1.7324786;1.1339724;0.58877033;0.21729429;91.35076;12.493792;4.96322;0.89909697;0.9441188;0.0;0
945.3571;13.825244;136.95761;33.04158;665.50806;58.781746;7.620312;1.464271;1.5386142;1.057081;1.5363638;519.10785;54.833904;1.3440683;0.8817318;0.023347646;1.057081;1.5363638;36.001644;54.833904;3.6178386;0.023347646;81.14482;112.94922;300.4554;86.13031;817.54193;85.11514;7.648005;1.6612332;0.27307627;0.03034777;1.7704477;180.56168;80.208305;3.3051379;1.5982517;0.27307627;0.03034777;0.2973085;79.69778;12.801911;1.9832416;0.12336736;1.1975822;0.0;0
450.8128;730.2815;116.41429;39.38186;818.69934;26.967112;2.540868;1.6269679;1.4828426;0.09715224;1.2677318;51.235527;26.967112;0.608635;0.023851579;1.2996064;0.09715224;1.2677318;17.06143;23.875853;2.1671982;1.1334068;629.28876;29.152018;593.21173;14.209017;919.0876;40.23533;5.7429905;1.9486411;0.90483934;1.7700547;1.9783375;773.03375;29.831264;7.2178135;1.5966914;0.10825915;1.3795737;1.7609712;40.182327;19.935257;7.4112825;0.10825915;0.94099504;0.0;0
678.591;383.6948;332.6971;58.35487;978.8532;58.589508;8.111041;1.4836951;1.9463205;0.3968606;1.625553;687.2112;58.589508;3.1077282;0.123886205;1.1115869;0.3968606;0.2519279;88.83937;18.163204;7.0399895;0.568463;844.40924;666.01404;681.17236;37.134632;822.07874;5.3375263;5.6443405;0.9739176;0.40091252;0.08859891;0.77537477;70.40946;5.3375263;7.1944127;0.02590912;0.40091252;0.08859891;0.27821082;23.446352;5.3375263;4.4190607;0.40091252;0.9681674;0.0;0
842.70886;977.9704;606.84155;27.522598;462.6787;5.17092;9.552983;0.073893584;1.1193117;1.3371742;1.5437896;288.16647;5.17092;7.9925995;0.073893584;1.1193117;1.3371742;0.56618875;72.19545;5.17092;9.865916;0.8465616;476.74567;69.432495;359.6613;50.847702;124.3128;82.25805;3.4733405;1.0660522;1.634806;0.1872527;0.3945644;124.3128;14.046345;3.5631444;0.83000666;1.0295632;0.1872527;0.3945644;68.04342;14.046345;2.093473;0.7546806;0.8728799;0.0;0
991.0903;694.5034;143.49292;55.0763;671.55774;20.30919;2.247465;1.4734931;1.7763623;1.9876075;1.9452071;221.7144;20.30919;1.8495916;0.7930645;1.0607326;0.5935415;0.53530484;20.018394;20.30919;4.726461;0.90971273;564.5203;262.54608;675.25574;85.16498;565.1663;17.04166;8.966936;0.8168789;1.9510719;0.64126086;0.591852;161.82294;7.624437;8.479934;0.21420419;1.8706812;0.4542429;0.591852;32.968563;7.624437;9.383412;1.8706812;0.8729485;0.0;0
170.16463;61.692806;554.6328;90.81378;300.1722;51.8747;4.1025662;1.9235268;0.0838182;0.95649546;0.91035575;199.91469;51.8747;8.326203;0.5809586;0.0838182;0.95649546;0.08725212;47.815815;35.0386;9.139504;0.0838182;525.43085;588.5638;462.22363;7.7800546;260.62512;49.284416;8.912538;1.401531;1.9090495;1.2309177;0.17457181;260.62512;49.284416;8.285294;0.6949312;1.9090495;0.71648157;0.17457181;78.50917;49.284416;7.821707;1.9056942;1.0423738;0.0;0
801.51746;101.70153;276.91354;42.43066;96.58866;0.29753536;1.3220271;0.7438984;0.2729919;0.06789854;0.17729993;64.32805;0.29753536;9.936878;0.7438984;0.2729919;0.06789854;0.17729993;46.018818;0.29753536;6.777998;0.2729919;402.50702;376.1013;223.59944;66.81984;162.41139;38.24528;1.1754633;1.5456795;0.24411009;0.7876226;0.858275;162.41139;38.24528;5.4193535;0.031347986;0.10792465;0.7876226;0.858275;27.537678;38.24528;7.349333;0.10792465;1.0006018;0.0;0
888.54865;97.28642;698.4593;65.191795;260.52716;23.299461;6.9245195;1.4234077;0.5502685;0.8050751;1.0754393;173.5111;23.299461;5.258957;0.8181388;0.5474403;0.8050751;1.0754393;32.47639;23.299461;1.488235;0.5474403;931.7229;286.19135;889.4754;74.50755;968.367;98.08148;3.1213014;1.4854509;1.2539287;0.079334356;0.18809776;379.83878;18.860212;6.0870614;0.45105952;0.69967276;0.079334356;0.18809776;41.454407;4.0820684;9.401903;0.69967276;0.8124588;0.0;0
58.386623;953.096;37.980076;22.966969;24.345232;15.309578;4.827178;0.5601747;1.8927886;0.26136127;1.544314;16.213924;15.309578;7.878646;0.5601747;0.038310803;0.26136127;0.112963766;5.3992367;15.309578;8.767739;0.038310803;81.96618;814.76385;205.8974;98.423935;463.486;61.362896;2.7267542;0.10874946;1.5961726;0.22048055;1.2791137;66.57702;13.383352;3.2123175;0.10874946;0.15981954;0.22048055;1.2791137;22.170147;13.383352;3.977253;0.15981954;0.75516653;0.0;0
756.5497;687.211;474.3332;80.15257;514.3333;34.616726;5.891226;1.9949361;0.4018899;1.9198418;0.81983554;307.5459;34.616726;6.683339;1.0324419;0.4018899;0.017815635;0.81983554;73.08015;34.616726;7.927048;0.19298987;810.35645;511.51663;746.098;18.355686;231.18596;88.99945;9.228414;1.1473501;1.0357409;1.1567967;0.40320164;91.87938;17.791382;5.0838323;0.9584955;1.0095975;1.1567967;0.17186385;88.581116;17.791382;9.194899;0.4214491;0.9112741;0.0;0
361.17807;433.32996;61.74151;27.040096;379.42456;85.84949;7.7891464;0.42459667;0.77233475;0.29121104;0.9039725;252.69676;33.19963;4.6010766;0.42459667;0.77233475;0.29121104;0.4377277;43.99636;33.19963;3.0768416;0.77233475;765.2132;613.1149;438.80875;70.94613;242.4373;61.572582;1.7862493;1.6601148;1.9352708;1.0088228;1.9794071;242.4373;14.848399;4.9871883;1.5352378;0.08361633;1.0088228;0.4079082;11.115398;14.848399;1.6568362;0.08361633;1.1181352;0.0;0
652.11084;208.47786;337.2027;58.0223;681.49207;94.74717;7.7640295;0.6180763;0.080701455;0.24454477;1.4773421;581.8635;18.650425;2.8557541;0.6180763;0.080701455;0.24454477;0.5327051;28.063025;18.46376;5.3617725;0.080701455;484.21408;195.56827;359.6955;94.408;744.0159;63.212612;7.8068385;1.2307509;1.1230427;0.124234155;1.4823312;602.4619;63.212612;8.187095;0.037401207;1.1230427;0.124234155;0.16162057;97.21959;57.65309;9.868918;0.1664647;1.014895;0.0;0
518.9077;874.9033;25.419394;30.094723;619.1609;16.589334;5.1645966;0.34413213;0.1655955;0.9209486;0.043512356;412.36115;16.589334;6.717497;0.34413213;0.1655955;0.9209486;0.043512356;81.80886;16.589334;1.922784;0.1655955;804.0208;524.5745;114.81582;67.5105;848.2336;48.653103;0.96109724;1.9835593;0.46946374;0.09770074;0.74335766;373.8905;25.72021;6.545873;1.5349084;0.46946374;0.09770074;0.74335766;74.76602;25.72021;1.9426179;0.46946374;1.0636485;0.0;0
267.14484;209.54037;474.40778;6.8334947;176.18777;23.184353;8.824385;1.9108027;1.16947;1.0884074;1.3179898;117.34106;23.184353;2.314004;1.5611907;0.86539966;1.0884074;0.033136297;44.889465;23.184353;0.97633433;0.51817864;40.64604;985.70856;602.3654;8.107905;268.22797;52.175083;2.57742;0.086782254;0.37150985;1.9195575;1.5296017;268.22797;22.095463;6.1865053;0.086782254;0.37150985;0.8829809;0.43444481;59.045727;16.22992;7.67665;0.37150985;0.8262699;0.0;0
143.86916;709.6124;769.3457;32.03431;677.0834;84.70304;9.319993;1.1471385;0.20449834;1.4374259;1.4173477;450.93753;84.70304;3.692113;0.84072506;0.106638364;1.0692217;1.3242817;48.328976;45.76121;2.7962298;0.106638364;323.4353;990.87646;610.97577;22.763077;39.40919;57.1495;3.565228;1.5875866;0.1424388;0.64185095;0.8439751;39.40919;57.1495;4.478612;1.232057;0.1424388;0.54857177;0.36166403;17.175526;2.0498228;4.337265;0.1424388;1.1429247;0.0;0
125.77776;765.6911;109.217834;21.281862;195.52623;17.350351;6.310826;0.50150007;1.799415;0.74228346;1.9416331;130.22047;6.6054387;1.5546467;0.4869058;1.4284087;0.5438633;0.440323;17.551083;6.6054387;7.2640243;0.7011263;918.35364;242.21574;818.80963;54.596416;747.9077;82.181366;3.349657;0.2508066;1.6167854;0.05336054;0.34477904;339.03564;82.181366;7.0484457;0.2508066;1.6167854;0.05336054;0.34477904;76.79921;8.814642;8.919335;1.3176924;1.0545554;0.0;0
112.28963;301.70953;737.8705;89.27811;15.893613;74.15752;0.39367995;0.27766627;1.7727433;1.7950048;1.4625974;10.585146;7.66557;5.781757;0.07302778;0.38971892;0.9835131;1.4625974;3.5248537;7.66557;0.27295473;0.38971892;824.65784;172.51764;980.23126;17.310936;133.54076;81.94094;8.209904;0.072542034;0.7536554;1.9816239;0.34952074;133.54076;78.09478;6.1464763;0.072542034;0.7536554;0.23667386;0.34952074;37.77843;18.031317;5.4852066;0.7250392;0.85025936;0.0;0
641.4121;509.8656;588.35333;26.689596;970.4907;8.639298;7.7618976;1.7508656;1.2482073;1.201219;0.2704657;166.26364;8.639298;1.6549351;0.12080918;1.1124828;0.63787854;0.2704657;17.609137;6.1643205;4.620662;0.1842594;951.63043;772.9709;15.732185;74.15829;552.3241;82.54193;3.5669274;1.3074328;0.0897987;1.6060634;0.77932674;552.3241;82.54193;4.343422;1.3074328;0.0897987;0.7794314;0.5024251;66.40292;82.54193;6.101058;0.0897987;1.0190754;0.0;0
357.89673;230.75938;509.55923;97.44488;36.715195;64.86568;8.920253;0.13469258;0.7986112;0.104075134;1.001623;24.45232;64.86568;8.022764;0.13469258;0.7986112;0.104075134;0.09004076;8.142623;2.1648297;5.6264553;0.70941645;680.36316;675.03046;638.8133;40.412113;638.72815;64.68457;7.817709;0.38751218;0.11132453;0.38220364;1.0271761;440.0828;64.68457;2.8081517;0.38751218;0.11132453;0.38220364;0.80687076;37.004906;64.68457;8.841352;0.11132453;0.9659457;0.0;0
224.4671;385.14035;603.4884;49.285347;348.33157;26.643442;5.57082;1.2900934;1.7767656;0.077990726;0.8178315;231.98883;22.022568;4.7617035;1.2900934;0.8232481;0.077990726;0.8178315;78.37257;22.022568;5.056089;0.8232481;141.79532;174.4093;195.54628;95.8709;192.7589;18.713203;6.2893496;0.4870283;0.17705871;0.084765166;1.8053133;37.131405;6.2420173;8.7680435;0.4870283;0.17705871;0.084765166;1.4346362;30.7673;6.2420173;0.97169966;0.17705871;1.1519641;0.0;0
