model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;kf_riv;rhk;rch;offset;converged;ME;50E;MAE;50AE;RBIAS;RABIAS;r_rank;r_lin;n_5m;n_3m;n_1m;MAE_sfr;ME_sfr;RBIAS_sfr;RABIAS_sfr;E_multi
0;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.25;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
1;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.2;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
2;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.15;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
3;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.1;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
4;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.05;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
5;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
6;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;0.95;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
7;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;0.9;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
8;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;0.85;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
9;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;0.8;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
10;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;0.75;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
11;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;0.1;0;-8.96068553800771;0.46441530392192476;12.528838890028549;2.37116169007399;0.9039345632518027;1.4295226644686947;0.672590270249037;0.38175055525117574;0.8292682926829268;0.5853658536585366;0.21951219512195122;0.2777955223706726;-0.2777955223706726;-0.568017716344588;0.568017716344588;0.39722325937270103
12;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;0.2;0;-8.992200318764418;0.45991749866078635;12.502910040193212;2.3730889867582334;0.9087398018249807;1.428082417901873;0.6760747425725652;0.3817807155111232;0.8292682926829268;0.5853658536585366;0.21951219512195122;0.27780662310725146;-0.27780662310725146;-0.5680345666933705;0.5680345666933705;0.3954879505765475
13;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;0.3;0;-9.016030184922142;0.4563132196918218;12.483840601429282;2.3737914621233926;0.9131376882451531;1.4267828228570252;0.6771200842696237;0.3818041300625729;0.8292682926829268;0.5853658536585366;0.21951219512195122;0.27782039031187933;-0.27782039031187933;-0.5680578696337722;0.5680578696337722;0.394974859825739
14;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;0.4;0;-9.040148341515971;0.4717811883849663;12.464446685207367;2.3863673447658584;0.9173154798728181;1.4252786669960444;0.6821725691387396;0.3818436446906385;0.8536585365853658;0.5853658536585366;0.21951219512195122;0.2778330507131258;-0.2778330507131258;-0.5680777127565394;0.5680777127565394;0.3924567751194298
15;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;0.5;0;-9.055408023598332;0.47962978307231197;12.449452781949164;2.3640247659996305;0.922731713770928;1.4195768392479882;0.6882703957049141;0.3818309091654658;0.8536585365853658;0.6097560975609756;0.24390243902439024;0.27783783371866944;-0.27783783371866944;-0.5680845826088933;0.5680845826088933;0.38941068610897683
16;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;0.6;0;-9.08073184558209;0.4738290357347239;12.430386482317914;2.4094760953760783;0.9277223816583214;1.4185006862869118;0.6891415137857961;0.3818519971155569;0.8536585365853658;0.6097560975609756;0.24390243902439024;0.27785170365984013;-0.27785170365984013;-0.5681069600781128;0.5681069600781128;0.38898432669477057
17;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;0.7;0;-9.105042331788088;0.46933033869521523;12.411333116637227;2.394808782234236;0.9322552344157682;1.4172622615043127;0.6975042473622638;0.38187613039183593;0.8536585365853658;0.6341463414634146;0.24390243902439024;0.27786452036236964;-0.27786452036236964;-0.5681269022970507;0.5681269022970507;0.3848111583743222
18;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;0.8;0;-9.13112315585648;0.4632780322448582;12.392383230636527;2.3718216525633693;0.937535339758758;1.4163209416629599;0.7006402724534393;0.3818952341118846;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2778782142798647;-0.2778782142798647;-0.5681487636181068;0.5681487636181068;0.38325213326072427
19;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;0.9;0;-9.157079249834254;0.45705536630961774;12.373394310730097;2.3757820791608424;0.9427613606987316;1.4153567258804762;0.7018598377666743;0.3819148691553293;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.27789138817455805;-0.27789138817455805;-0.5681695786099533;0.5681695786099533;0.38265090787853256
20;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;1.0;0;-9.182838390888788;0.4183328627477181;12.35453653537335;2.346182543074036;0.9481342131569848;1.4144086876153148;0.709233449477352;0.3819325823337247;0.8536585365853658;0.6585365853658537;0.24390243902439024;0.2779064763654858;-0.2779064763654858;-0.5681946054046005;0.5681946054046005;0.3789743908165486
21;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;1.5;0;-9.309264396095593;0.31010141744988573;12.264879185109796;2.2388514435864977;0.9750414337786611;1.4093214809100718;0.7057491289198609;0.3820611525915264;0.8536585365853658;0.6585365853658537;0.2682926829268293;0.27797406836916705;-0.27797406836916705;-0.5683004006915546;0.5683004006915546;0.38076004471326425
22;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;2.0;0;-9.43845760797929;0.2687151784824948;12.196066538131511;2.240543903188666;1.0033957356275438;1.4118385936662186;0.7175958188153312;0.3821603161343913;0.8536585365853658;0.6341463414634146;0.2682926829268293;0.2780453623058875;-0.2780453623058875;-0.5684137289854749;0.5684137289854749;0.37488329028636297
23;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;2.5;0;-9.568619741128693;0.1689835807883071;12.138750261659588;2.242235078901615;1.0321852180588198;1.417478490145376;0.7109756097560976;0.3822522000871569;0.8780487804878049;0.6341463414634146;0.2682926829268293;0.2781159239325589;-0.2781159239325589;-0.5685257628811863;0.5685257628811863;0.3782394531953277
24;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;5.0;0;-10.214044334777086;-0.44390503178678387;12.145758115746869;2.1502232169183344;-0.35617656772770834;3.011257964490265;0.7358885017421604;0.38135427627748897;0.8780487804878049;0.6829268292682927;0.21951219512195122;0.2784635257194864;-0.2784635257194864;-0.5690771067562181;0.5690771067562181;0.36600967079536506
25;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;80.0;1.0;10.0;0;-11.551561791573693;-2.033475027701968;13.05691168136654;2.8240395250397228;-4.104521866152101;7.326930562029203;0.5921602787456448;0.3779120599586802;0.7560975609756098;0.5609756097560976;0.1951219512195122;0.27931819272151015;-0.27931819272151015;-0.5704252467752285;0.5704252467752285;0.43842801763477157
26;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;2.0;80.0;1.0;1.0;0;;;;;;;;;;;;;;;;
27;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;3.0;80.0;1.0;1.0;0;;;;;;;;;;;;;;;;
28;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;4.0;80.0;1.0;1.0;0;;;;;;;;;;;;;;;;
29;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;5.0;80.0;1.0;1.0;0;;;;;;;;;;;;;;;;
30;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;0.0025;1.0;1.0;0;;;;;;;;;;;;;;;;
31;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;0.001;1.0;1.0;0;;;;;;;;;;;;;;;;
32;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;0.0008;1.0;1.0;0;;;;;;;;;;;;;;;;
33;500.0;48.0;1.0;1.0;36.0;1.0;1.0;1.0;0.5;5.0;5.0;24.0;1.0;1.0;1.0;0.3;2.5;1.0;18.0;1.0;1.0;0.3;1.5;0.0005;1.0;1.0;0;;;;;;;;;;;;;;;;
34;493.91116;59.989323;7.470555;1.6082972;43.08206;9.594157;1.0841236;1.1025798;3.8543434;1.1316733;9.107882;23.774797;2.3841686;0.7559627;1.1025798;1.0326111;1.1316733;1.5834497;10.893235;0.9549595;1.0224477;1.0326111;5.9296947;157.52618;0.9874611;0.0;0;;;;;;;;;;;;;;;;
35;437.89426;58.837795;5.1039734;9.991164;31.601677;3.3806763;0.92340696;0.74225706;7.567758;1.935104;4.5955515;11.412331;0.8622819;2.4905124;0.74225706;2.529658;1.935104;0.40964076;5.7061653;0.8622819;1.9960278;1.3119293;5.205847;82.782875;1.0351602;0.0;0;;;;;;;;;;;;;;;;
36;425.9843;57.93184;4.5743318;1.041554;36.43123;1.3811616;1.3629289;8.723782;4.727914;3.1461666;0.9988838;14.408276;0.6583157;1.6933974;3.4493184;4.727914;3.1461666;0.9988838;3.4995825;0.6583157;1.05313;1.9103546;5.030637;158.55519;0.99301344;0.0;0;;;;;;;;;;;;;;;;
37;495.141;52.44578;4.17164;5.4081163;37.018642;7.6462526;1.1044898;3.3184354;3.5287974;4.5879226;3.637747;11.647397;2.2220056;1.1636318;3.120764;3.5287974;4.5879226;3.637747;3.350479;2.2220056;1.9184632;0.7719686;2.3508368;94.72039;1.001703;0.0;0;;;;;;;;;;;;;;;;
38;445.38187;50.455826;2.2247868;4.2409225;37.76547;5.035084;1.9556178;7.984245;2.990156;2.483958;9.7171335;12.866654;2.0914633;0.5234646;0.4056865;2.990156;1.6368889;9.27678;6.6060686;2.0696824;0.60478336;2.2880368;1.2239496;165.76865;1.005069;0.0;0;;;;;;;;;;;;;;;;
39;533.96277;50.72557;3.9269674;7.9628043;48.83237;3.9458146;0.5603184;7.7630553;8.39748;9.531288;8.777489;11.111574;1.3949264;1.7569044;0.28473172;0.29655415;8.892145;0.40932658;8.212443;1.3949264;1.4950446;0.29655415;6.0568366;23.884327;0.98651034;0.0;0;;;;;;;;;;;;;;;;
40;487.4304;40.29874;8.901189;7.595601;30.714067;5.3366055;1.8841166;6.787152;2.163785;9.201033;5.186954;29.502022;2.1956592;2.4076114;1.2082622;2.163785;5.1989493;5.186954;11.219583;1.7957007;0.92622274;1.6041925;6.0362062;44.969784;1.0213405;0.0;0;;;;;;;;;;;;;;;;
41;566.53564;49.98939;1.8297191;6.6152525;36.043472;9.362996;1.3442203;2.12509;4.647148;2.5589566;3.355443;23.199936;2.267274;2.056265;2.12509;1.5851098;2.5589566;3.187199;19.261118;0.5790158;2.068899;1.5851098;1.8496187;238.92595;0.9691871;0.0;0;;;;;;;;;;;;;;;;
42;540.05304;52.47539;9.62053;1.5801207;39.849117;3.1772683;2.0678713;4.3041515;4.2921257;4.5424457;1.723805;21.266413;0.51842713;1.0003037;4.3041515;2.3119073;4.5424457;0.47942102;3.8854115;0.51842713;0.6013556;2.062523;2.7014775;108.20594;1.0355355;0.0;0;;;;;;;;;;;;;;;;
43;462.47333;53.174126;1.8782184;3.05533;31.72792;2.724732;1.1677942;8.112666;4.765671;6.113302;1.4649023;23.235369;0.62288827;2.0202048;4.615824;0.7828117;6.113302;1.4649023;14.831555;0.62288827;1.4544035;0.7828117;9.900779;150.80771;1.0117387;0.0;0;;;;;;;;;;;;;;;;
44;566.45197;46.642788;4.194488;1.7568417;39.67076;5.7585945;0.5362685;1.0716419;6.7064223;1.9451969;1.6416711;23.99243;1.6712726;1.9341486;1.0716419;6.6130037;0.39686033;1.6416711;7.596345;0.53374285;2.3875918;0.7217559;4.4128294;40.454666;1.0200938;0.0;0;;;;;;;;;;;;;;;;
45;560.9529;49.425648;6.417386;9.808685;32.14258;5.116106;2.0265553;5.1091924;8.878697;6.3203673;5.3672557;21.320984;0.58452785;0.5053194;2.0596273;4.183914;5.515392;5.3672557;10.5318575;0.58452785;1.5627097;1.3691415;5.9316864;156.64099;0.96827364;0.0;0;;;;;;;;;;;;;;;;
46;477.49567;52.72621;8.524357;2.0628242;46.755646;2.2631583;0.7650768;1.6210493;1.66085;4.263297;7.0260506;25.850115;1.7790102;0.83839154;1.6210493;1.66085;4.263297;3.99807;15.19972;0.8224075;1.1142188;1.2623626;9.588786;193.75237;1.0493633;0.0;0;;;;;;;;;;;;;;;;
47;457.66562;48.56611;2.2066035;9.701454;35.401688;6.1839814;1.4555523;1.1120741;7.1945043;0.4075381;3.0344117;21.610218;1.1882203;1.9532835;1.1120741;7.1945043;0.4075381;1.4303758;16.774563;1.1882203;2.1318278;1.6540874;8.401384;3.9997225;1.034127;0.0;0;-14.06824988779156;-5.21530826795663;17.70536953111267;6.646830552857182;3.3498848109600083;3.831406662351347;0.21420793608889804;0.36863489108051395;0.2682926829268293;0.0975609756097561;0.024390243902439025;0.30190589748282404;-0.30190589748282404;-0.66272299703935;0.66272299703935;0.6653488196272838
48;536.4991;59.242702;2.1840303;1.9256808;40.460224;6.1278625;2.165991;4.470496;1.5148014;2.6435113;9.843967;12.865169;1.5065812;2.2475634;1.9064935;1.5148014;2.6435113;8.579211;6.4325843;1.2159873;1.9378566;1.3155432;3.8303716;170.66454;1.043547;0.0;0;;;;;;;;;;;;;;;;
49;427.9505;54.10884;6.618241;8.746296;42.366356;6.4094205;2.34999;3.1643636;0.16590823;1.9146867;4.7213426;12.844266;2.3339672;1.4225855;3.1643636;0.16590823;1.9146867;2.5232222;6.422133;2.3339672;0.50213015;0.16590823;7.544901;132.293;1.0120443;0.0;0;;;;;;;;;;;;;;;;
50;439.98163;40.025475;3.5639944;6.1291347;36.114513;4.663355;0.99201715;8.225823;0.17846115;8.245731;5.996273;11.718293;1.9871178;2.0887692;8.225823;0.17846115;1.3759599;5.224201;1.7077051;1.9367735;0.5604528;0.17846115;6.5588884;112.41899;0.9615375;0.0;0;;;;;;;;;;;;;;;;
51;401.47244;40.46559;6.764969;8.468703;37.026295;3.5394435;2.176331;4.930841;8.971061;5.025471;5.406202;13.943022;1.219689;1.6952081;4.546573;0.8660777;5.025471;1.433629;8.939643;1.219689;0.7782176;0.8660777;6.7746844;105.61173;0.98863626;0.0;0;;;;;;;;;;;;;;;;
52;557.3849;53.806004;8.367307;6.669709;40.21032;3.887789;2.0522165;7.4365616;8.4786625;1.8826221;7.733209;10.834312;2.303092;0.9947773;3.5705736;6.908591;1.0871905;1.5847297;5.417156;1.1081605;1.2197435;1.423018;2.1023026;4.34667;1.0214447;0.0;0;;;;;;;;;;;;;;;;
53;532.97015;48.252903;1.5995216;7.896418;46.108692;8.49265;2.347132;6.6471834;3.3273313;5.732538;9.362708;18.633146;1.4644977;1.0300919;0.20636454;3.3273313;0.9235425;9.362708;11.424674;1.3508829;1.0261706;0.7003262;3.5404236;61.626797;1.0265588;0.0;0;;;;;;;;;;;;;;;;
54;541.0331;56.789417;8.584896;7.5503855;39.053837;6.588381;2.1303053;9.51791;6.52551;4.418619;8.488783;13.988257;1.2614229;1.0740771;2.7898555;6.52551;4.418619;3.8833785;8.930342;1.2614229;0.6373594;1.6730461;8.616504;109.24438;1.0099349;0.0;0;;;;;;;;;;;;;;;;
55;556.1458;43.460308;1.2420267;3.2677014;39.817917;4.522015;0.67899036;2.6742125;1.5847389;4.3324904;5.196921;22.394321;2.3803;2.202387;2.3363583;1.3793373;4.3324904;5.196921;14.547423;1.378362;1.2738224;1.212826;6.1186323;80.44573;0.95008266;0.0;0;;;;;;;;;;;;;;;;
56;491.78314;40.27654;9.079318;9.408939;41.917297;6.480729;2.388768;7.829887;7.5654716;2.0940948;9.390712;29.387266;0.5416005;1.0819453;3.3553092;7.5654716;2.0940948;1.4017078;16.967459;0.5416005;0.70658207;1.914756;1.3005837;196.9968;0.9743814;0.0;0;;;;;;;;;;;;;;;;
57;513.7482;47.761646;9.778125;6.7571797;38.50423;4.0814867;0.5494104;1.9574723;9.984093;6.427519;4.2456045;15.654912;1.5995475;2.1449392;1.9574723;8.812284;2.2357116;4.2456045;1.8744718;1.5995475;1.9082706;1.0382454;6.913145;228.7757;0.998979;0.0;0;;;;;;;;;;;;;;;;
58;427.9594;54.721283;6.973842;2.7389655;44.52157;8.750096;1.1871122;8.6366;9.452219;8.220936;0.8305719;11.570902;2.37253;1.4806355;8.6366;3.8429842;8.220936;0.8305719;11.324151;2.0309286;1.708248;2.0169497;3.371177;169.65932;1.0107826;0.0;0;;;;;;;;;;;;;;;;
59;422.906;59.434555;9.856723;3.6849825;30.098152;7.5214515;1.2784704;8.747781;6.37593;4.902033;1.4133118;22.022688;2.3697057;1.5378039;4.239878;1.247488;4.902033;1.4133118;12.444108;1.9855515;1.2718608;0.65211076;2.09774;248.31325;0.9700063;0.0;0;;;;;;;;;;;;;;;;
60;533.6806;57.673077;8.380126;5.7507644;39.660397;1.8186327;1.4705297;8.192556;4.52515;1.5728946;9.525972;16.116177;0.8118361;1.5598292;8.192556;3.2805378;1.5728946;5.5317993;15.573809;0.8118361;1.1128511;1.2837825;4.3685327;49.51483;1.0293217;0.0;0;;;;;;;;;;;;;;;;
61;494.21924;49.68149;1.3037261;8.9246235;48.460323;1.4111471;0.9704584;3.2780995;3.7274935;2.6900764;9.406508;17.03906;1.4111471;0.75603235;3.2780995;3.7274935;2.3507104;8.024988;16.242079;0.6752746;1.0014039;2.4434874;1.8924012;137.70634;0.97270876;0.0;0;;;;;;;;;;;;;;;;
62;513.04724;56.256344;0.93467957;8.150454;42.318077;1.2040985;0.74759483;1.5525124;2.8387454;3.207934;9.145809;29.81958;1.2040985;0.51756036;1.5525124;0.8523059;1.6183356;3.2344055;6.074327;1.1320822;0.74462044;0.8523059;9.289613;220.03964;1.01056;0.0;0;;;;;;;;;;;;;;;;
63;552.99976;41.40661;1.0892663;3.6486368;39.727993;1.1505543;2.174095;8.448152;0.9473985;8.843139;7.5396957;17.006006;1.1505543;2.0587645;4.925587;0.9473985;8.8129;6.263641;11.168422;0.7828516;1.1351919;0.9473985;6.4238005;105.86468;0.96322745;0.0;0;;;;;;;;;;;;;;;;
64;526.94366;51.445446;5.0123534;7.1652255;45.4405;5.4218807;1.7836391;5.9368296;2.174578;6.276012;6.824888;16.601002;0.50952363;1.9793029;0.11556848;0.73843676;0.54480255;2.6221356;2.9381516;0.50952363;0.642265;0.7093599;2.9526935;27.065886;0.96316034;0.0;0;;;;;;;;;;;;;;;;
65;510.71588;58.48597;6.5727816;0.91507715;37.860016;2.5456605;1.4497862;4.5353;5.630593;9.273422;8.392434;14.10454;0.5497749;2.457723;1.2548276;5.630593;5.707228;6.1505165;11.535474;0.5497749;1.4662132;0.77816004;5.7067986;96.82385;1.0115256;0.0;0;;;;;;;;;;;;;;;;
66;511.84143;47.927704;5.2813935;3.9270334;39.344913;7.038249;2.0492067;4.1848803;2.7909682;3.2872584;4.5084667;25.200302;0.9168634;1.4573966;3.8172147;0.55978626;0.7493202;4.5084667;3.9224;0.8657738;2.4151108;0.55978626;7.0728664;79.18361;1.0263828;0.0;0;;;;;;;;;;;;;;;;
67;460.79;59.20201;7.061886;8.540317;33.903194;5.293137;2.3303142;1.103199;7.282657;8.741894;5.518687;21.94348;1.6523162;0.85988814;1.103199;6.647927;1.6659218;0.19889127;8.679975;1.6523162;2.1305919;1.9687326;6.5299335;39.47813;1.0416642;0.0;0;;;;;;;;;;;;;;;;
68;406.16357;44.4137;4.991384;2.275931;32.48408;1.7506397;0.94785315;6.504862;7.7010965;7.9375196;8.993368;12.239229;1.7506397;1.3675619;0.3299394;3.2971044;3.803402;0.9547701;5.2603617;1.0617018;2.3873587;1.4745151;4.7605395;37.822166;1.045688;0.0;0;;;;;;;;;;;;;;;;
69;487.34348;42.112675;1.2873306;4.1158967;30.510454;0.95306975;1.1458209;5.2559786;4.8187175;9.494098;0.6621059;25.890318;0.95306975;0.54764843;5.2559786;4.8187175;4.8099566;0.6621059;13.1113615;0.95306975;1.0420574;2.0056446;5.0799;241.43362;1.0019474;0.0;0;;;;;;;;;;;;;;;;
70;442.91693;50.495247;2.958117;0.90949416;44.630177;1.2341952;2.3686442;9.616658;9.06498;2.4936018;5.6762166;26.85284;0.85405344;1.068119;3.6325905;2.9275782;2.4936018;5.6762166;4.168112;0.85405344;1.3351341;2.2082074;8.155445;74.655334;0.96869504;0.0;0;;;;;;;;;;;;;;;;
