model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;kf_riv;rhk;rch;offset;converged;ME;50E;MAE;50AE;RBIAS;RABIAS;r_rank;r_lin;n_5m;n_3m;n_1m;MAE_sfr;ME_sfr;RBIAS_sfr;RABIAS_sfr;E_multi
2286;577.6058;50.949436;7.7317595;2.7305791;38.8903;1.7288271;0.81290716;9.335048;5.4003077;5.149764;0.23070656;16.763344;1.7288271;1.729408;3.7978039;5.4003077;1.0472379;0.23070656;5.3790464;0.93381447;0.6590709;0.8469533;7.28077;128.54768;1.0457859;0.0;0;;;;;;;;;;;;;;;;
2287;552.84204;55.415783;1.3547146;7.543064;45.834286;1.65851;1.2582458;9.882774;6.8701515;5.1128774;6.747002;11.068435;1.65851;2.1310868;9.092413;6.8701515;4.9490795;6.747002;8.429725;1.3561279;2.4060884;2.398177;3.1356914;79.925026;0.95912546;0.0;0;;;;;;;;;;;;;;;;
2288;439.95898;58.796436;1.2326171;2.4625685;47.948;6.095415;2.0852602;5.433635;2.0903096;4.492255;3.6933947;25.457775;2.3841333;0.8467753;2.2493207;2.0903096;4.492255;1.2917025;4.125299;1.486431;0.57134175;0.6915257;4.8036575;21.18529;1.0112624;0.0;0;;;;;;;;;;;;;;;;
2289;458.4623;46.78434;8.861781;9.100711;38.259777;5.8892827;2.3721466;5.268335;5.9793186;8.565618;4.6152787;20.204123;1.6205411;2.3788657;3.8957186;1.8117777;8.565618;4.6152787;5.1240897;1.0452116;0.7173322;1.6018615;2.593589;96.37891;0.953754;0.0;0;;;;;;;;;;;;;;;;
2290;594.41406;53.870106;1.9010695;1.615102;49.34722;1.7455846;1.1417681;5.4490395;3.327105;5.612133;9.113547;17.135456;1.7455846;0.6041733;2.3226447;1.5174168;5.612133;5.108098;9.546121;0.7462002;2.3200092;1.3625512;7.324342;87.27124;1.0345342;0.0;0;;;;;;;;;;;;;;;;
2291;541.6369;54.32854;7.4613724;1.3652545;33.062576;4.814726;1.3719785;6.4371853;8.811285;0.33466956;4.271614;24.960981;0.97432035;0.77405006;2.0098345;8.811285;0.33466956;4.271614;16.704576;0.97432035;1.324987;0.58680725;5.8994446;210.84915;1.0182534;0.0;0;;;;;;;;;;;;;;;;
2292;522.10443;44.422977;2.7158394;5.2778506;46.923378;6.665814;2.1047244;0.78157365;8.969756;3.2302933;9.146342;10.745544;0.78744614;1.8063003;0.78157365;0.13961582;3.2302933;8.541947;5.372772;0.78744614;0.81880015;0.13961582;8.265988;10.058495;0.97289824;0.0;0;;;;;;;;;;;;;;;;
2293;461.5257;52.580643;4.232501;2.9262419;40.516697;5.83245;1.6923578;3.0350125;7.5895796;7.7752686;2.7893674;26.03482;0.68876743;0.89727014;3.0350125;6.4682884;2.5649436;0.8189561;11.038614;0.68876743;1.6401715;2.2512143;4.245129;249.07944;0.95618874;0.0;0;;;;;;;;;;;;;;;;
2294;459.82504;53.108425;3.5713034;1.8368717;32.768246;2.5971878;2.2950583;6.1572423;1.7797825;1.4994699;6.9569373;11.627381;2.2595448;1.6698136;6.1572423;1.7797825;1.4994699;6.9569373;5.8136907;0.63452315;1.6582068;0.77264607;2.4295902;63.668427;0.9650579;0.0;0;;;;;;;;;;;;;;;;
2295;407.90472;55.28152;5.362053;1.4447984;42.506645;9.343093;1.1574721;2.4237788;4.765361;8.475302;4.3941083;15.197107;1.8623726;0.99927765;2.4237788;3.08593;0.75327486;3.9655724;12.919564;0.67683804;0.62373686;1.6675587;3.8273897;70.69472;1.0426867;0.0;0;;;;;;;;;;;;;;;;
2296;545.69635;59.998943;8.42262;5.6983986;32.626305;1.2126998;0.8751184;6.132155;9.629766;5.1926584;9.40195;20.962955;1.2126998;1.3687028;4.9748836;9.629766;5.1926584;4.3828635;3.914276;1.2126998;2.0844295;1.9983307;7.7288404;16.716232;1.0003734;0.0;0;;;;;;;;;;;;;;;;
2297;408.63504;40.804646;8.86736;3.2611244;47.749702;3.3804374;1.5965188;9.017008;3.6806455;3.3630383;7.426249;11.3378105;1.9942635;1.6811291;5.5648804;3.6806455;3.3630383;0.36557233;10.718079;1.9942635;2.4442327;0.55066013;6.7699013;210.09106;0.99105144;0.0;0;;;;;;;;;;;;;;;;
2298;400.97147;44.0461;2.9206052;5.957474;46.31975;1.5146636;1.4334477;7.707646;3.3132267;2.2781131;2.6200936;21.058033;1.5146636;0.95114774;2.6997077;3.3132267;2.2781131;2.6200936;6.671468;1.5146636;1.2787244;1.0085225;2.2419593;67.35723;0.9863486;0.0;0;;;;;;;;;;;;;;;;
2299;545.89905;42.90157;3.9726014;2.2495098;43.086296;3.478668;2.2620006;5.383142;2.2635815;3.2896075;4.621308;11.260756;1.911132;1.4550335;5.383142;2.2635815;3.2896075;3.6218429;4.1872807;1.6356236;0.6686618;0.95530593;9.646506;117.19082;1.034902;0.0;0;;;;;;;;;;;;;;;;
2300;589.7748;43.08868;8.515944;1.1222587;34.659706;7.136221;0.67790306;2.8609452;0.81283635;0.6346731;9.194443;11.804034;0.56927097;2.3285973;2.8609452;0.81283635;0.6346731;4.722639;5.902017;0.56927097;2.342568;0.60359293;4.502473;151.01537;0.9702649;0.0;0;;;;;;;;;;;;;;;;
2301;551.3006;49.084972;1.7156786;1.1480589;49.25606;1.1166588;0.5909241;4.174952;0.8512255;5.630916;6.6845913;10.289561;1.0654302;0.876527;1.728144;0.8512255;0.40572459;5.9280934;5.1447806;1.0654302;1.4323151;0.8512255;7.118154;146.62387;0.96456707;0.0;0;;;;;;;;;;;;;;;;
2302;494.32803;57.570732;1.9637612;1.9253229;47.063274;1.2527548;0.84795815;0.9508167;1.8308703;2.6356993;8.650586;14.146236;0.6615574;2.3930042;0.9508167;1.8308703;2.6356993;4.393278;7.073118;0.6615574;1.1479206;1.2305758;4.908073;112.26704;0.9985605;0.0;0;;;;;;;;;;;;;;;;
2303;497.20905;48.974464;5.264191;8.143986;44.304222;2.773302;1.8436579;1.5361764;4.1747303;8.760955;3.2489662;23.713083;1.9638708;1.210167;1.5361764;4.1747303;6.6875086;3.2489662;12.800342;0.54160905;2.0815907;1.5617394;4.0183625;55.530594;0.9873437;0.0;0;;;;;;;;;;;;;;;;
2304;487.2273;53.36961;8.090314;4.9814773;37.307365;1.1519129;1.1509075;9.9859295;5.6600356;1.5121833;7.6386433;13.347036;1.1519129;0.50494856;6.201968;0.98835474;0.60443395;0.9750067;6.673518;1.1519129;1.6274934;0.84739923;8.662231;173.58183;1.0257261;0.0;0;;;;;;;;;;;;;;;;
2305;464.92874;47.529984;3.9573832;6.57713;39.683342;4.4495068;0.694879;9.176387;5.3463945;4.693962;1.4514492;11.589922;1.4509361;1.3658161;4.7737403;5.3463945;4.590155;0.70212007;8.955831;0.5027844;2.1271358;2.250613;2.4591205;244.36325;0.9965235;0.0;0;;;;;;;;;;;;;;;;
2306;504.34283;46.393265;1.5318304;8.862404;36.76126;2.994348;2.2729068;6.2136803;4.3219156;7.2696624;8.54414;29.663496;1.6649792;2.4751399;4.2450337;3.6441734;6.9881096;2.5959191;16.995419;1.5064598;0.9570503;1.3157109;9.556406;216.59445;1.0214069;0.0;0;;;;;;;;;;;;;;;;
2307;486.2302;56.684704;9.707595;2.8347044;46.98773;3.8315747;2.0246065;6.328633;8.706561;7.5500484;5.5092225;29.303684;1.9882127;0.98314834;0.7789105;7.2795753;7.5500484;5.5092225;13.386289;1.2038404;1.9086822;1.5655915;7.8063426;49.60791;0.96975595;0.0;0;;;;;;;;;;;;;;;;
2308;519.6336;53.11095;9.444093;8.829272;36.177658;8.518645;2.2687843;2.8781521;8.293021;2.286687;0.6412315;14.730271;0.5050904;0.5098818;2.8781521;1.4774868;1.6299862;0.6412315;4.063124;0.5050904;0.6746418;1.2416273;1.0956603;192.68028;1.0352731;0.0;0;;;;;;;;;;;;;;;;
2309;579.624;47.017906;6.832303;7.6852827;34.766224;4.8330245;0.72376084;3.9756837;3.9819288;9.524424;2.7676952;12.223063;1.2428963;1.2049338;1.2980286;3.684806;0.82009166;2.7676952;6.1115317;0.74710906;0.73398983;0.6787243;4.996916;198.3726;0.9872119;0.0;0;;;;;;;;;;;;;;;;
2310;599.0019;58.283207;7.1050754;7.534065;34.286922;1.0369439;1.130351;2.1302722;5.1403317;9.49303;5.023657;26.868103;0.74534863;1.2139049;2.1302722;2.6540852;2.1408024;5.023657;18.443796;0.74534863;0.6161212;2.3552544;6.794767;60.599907;0.98995495;0.0;0;;;;;;;;;;;;;;;;
2311;415.74866;49.97023;9.396627;8.823705;38.02325;5.876019;1.7502569;9.508402;8.8675785;4.2140346;5.2074533;22.647379;1.5530767;1.3502051;2.568778;2.9414618;4.2140346;0.9387122;14.789162;1.3429136;0.6194755;1.8031052;8.848623;214.76508;1.0357958;0.0;0;;;;;;;;;;;;;;;;
2312;476.9367;43.765495;6.759157;2.045487;42.459366;1.8953925;0.65783566;8.170017;1.9548066;4.643613;7.4441156;10.397323;0.74180883;2.0098925;8.170017;1.9548066;2.7825491;6.0472627;5.1986613;0.74180883;0.78452814;1.9548066;4.0545306;62.334927;0.96576864;0.0;0;;;;;;;;;;;;;;;;
2313;436.14124;49.664436;8.0745535;5.81856;46.632977;1.4400036;2.4830945;3.0076313;3.5936954;3.408868;5.5730424;25.49776;1.4400036;1.7249913;2.1008587;0.8915145;3.408868;0.50650465;6.054493;1.4400036;1.6081761;0.8915145;4.19653;88.14878;1.0049175;0.0;0;;;;;;;;;;;;;;;;
2314;470.4241;53.493988;5.1179943;5.3001533;48.494152;3.8785605;2.4856148;3.6893528;6.035111;4.021331;7.884305;25.91707;1.5321885;0.67797375;3.638594;6.035111;4.021331;2.7578714;10.859005;0.5795887;0.75650096;2.077138;9.488244;162.566;0.9970309;0.0;0;;;;;;;;;;;;;;;;
2315;457.4946;47.34225;2.9748237;6.9423957;31.601746;3.376162;1.5372014;0.20955978;4.52055;7.929607;8.147058;10.067267;2.2840269;1.6941378;0.106416956;4.52055;5.0682397;6.356251;1.6733245;1.1953089;1.6738844;1.664131;5.6459365;180.77243;1.0416645;0.0;0;;;;;;;;;;;;;;;;
2316;434.90744;56.875694;8.476043;3.0656986;30.943775;1.9163864;2.4874043;2.7519841;5.6227703;5.1485133;6.111417;16.9563;1.5982838;2.4795275;2.7519841;5.6227703;5.1485133;6.111417;8.61376;1.5982838;1.9814517;2.0457573;5.3588405;59.427406;0.95229864;0.0;0;;;;;;;;;;;;;;;;
2317;552.8152;50.66288;7.1278753;2.0586689;37.2547;3.6157389;2.3738346;2.7266142;0.49969813;8.955082;2.236584;17.290464;2.1415455;1.6121821;2.7266142;0.49969813;8.955082;2.236584;13.357839;1.062788;0.9120994;0.49969813;2.4234872;232.96709;0.9880022;0.0;0;;;;;;;;;;;;;;;;
2318;499.25775;49.355297;3.5350158;9.758341;46.20207;5.3049746;1.7180654;1.6214178;4.950037;4.1668973;6.5874734;11.489751;0.7927971;1.5672538;1.6214178;4.950037;4.0461726;3.6486392;3.5471473;0.7691718;2.2358644;2.3122294;7.314771;67.95881;1.0377963;0.0;0;;;;;;;;;;;;;;;;
2319;583.8491;57.17423;6.5718074;5.137702;48.14806;3.1853845;0.6692375;9.162374;9.579664;6.9657183;4.4357533;19.824368;1.0507302;2.0598748;5.9132576;8.241109;2.78265;2.8253706;2.991473;1.0507302;0.9337164;1.6793811;8.8911705;233.4084;0.972418;0.0;0;;;;;;;;;;;;;;;;
2320;406.5185;49.258358;8.330005;3.0113847;33.36902;1.1939231;0.75292504;0.32929093;9.414489;7.370206;0.85913765;13.009679;0.5775556;1.14718;0.32929093;5.761968;6.491014;0.85913765;7.7141743;0.5775556;2.3890817;2.1003451;5.9177113;229.82886;0.9889126;0.0;0;;;;;;;;;;;;;;;;
2321;413.3956;48.288204;3.3601415;2.0707707;35.715195;9.022661;1.0948268;5.650413;6.9816494;3.4111395;4.8178406;10.289851;2.4944344;2.201289;3.7821383;1.2259297;3.4111395;4.8178406;3.3444319;2.1166477;1.8195714;1.2259297;1.9854016;105.41218;0.9919068;0.0;0;;;;;;;;;;;;;;;;
2322;480.65472;42.07433;7.8901844;6.3017445;48.039234;6.8277774;2.1473815;4.231263;9.348338;9.124386;8.11948;10.6668;0.57846224;1.1354057;0.44505018;7.80551;6.842471;1.0920991;5.3334;0.5689189;1.3681889;1.660593;3.9002545;123.61801;1.0321296;0.0;0;;;;;;;;;;;;;;;;
2323;416.05545;47.249836;1.5583248;2.2446365;41.516327;7.3305387;1.5793122;4.0631833;7.5951815;5.14007;4.4134836;22.981005;0.5100962;1.6890055;4.0631833;1.6732216;1.369036;4.4134836;2.6043594;0.5100962;0.91889304;0.778546;9.158302;160.48114;0.9913928;0.0;0;;;;;;;;;;;;;;;;
2324;452.54593;47.940968;6.587034;2.565688;38.153927;4.613629;2.161699;1.5903485;1.9656565;5.1203074;3.7226698;26.530062;1.5051212;0.6240535;1.5903485;1.9656565;4.40725;3.7226698;1.670554;1.5051212;0.8207959;1.8216575;2.3417594;51.916714;0.9755362;0.0;0;;;;;;;;;0.0;0.0;0.0;;;;;
2325;597.20593;43.612446;9.990296;9.5645895;34.870697;6.117389;1.9239728;7.9521737;6.898676;0.5923555;2.0261695;12.482227;2.3399296;1.5673007;7.9521737;1.4985106;0.5923555;2.0261695;9.626401;1.1651993;1.0714164;0.90493625;5.074812;141.54305;1.0043236;0.0;0;;;;;;;;;;;;;;;;
2326;441.79193;51.756466;8.78401;1.1654075;32.257904;7.297145;2.1299703;3.308671;9.902347;8.511503;5.6054544;13.523744;1.8264397;1.3684033;2.2313492;3.2172685;8.156559;5.196275;6.761872;1.8264397;0.550582;2.3011875;3.0053566;174.52408;1.016955;0.0;0;;;;;;;;;;;;;;;;
2327;439.62354;42.876842;8.868488;2.600155;32.168987;4.1459045;1.0313433;6.8752747;6.584;6.1418514;2.635498;21.316763;0.8035402;2.3843586;5.207346;5.7023873;6.1418514;2.635498;3.1464224;0.8035402;2.2281506;1.4053181;9.5106325;137.61145;1.0354197;0.0;0;;;;;;;;;;;;;;;;
2328;514.72815;44.473797;7.09125;7.008093;43.481483;8.464641;1.9010441;3.2268012;8.07625;2.3694296;6.2392573;17.659533;1.3339062;1.375283;3.1763306;3.3871999;2.3694296;6.2392573;7.1243343;1.3339062;1.8270452;1.7034743;4.5692215;232.01454;0.9545762;0.0;0;;;;;;;;;;;;;;;;
2329;499.59967;51.22184;5.0968027;2.8737357;44.408287;7.9285192;0.65492016;9.093917;6.9780145;3.21581;0.16280256;16.950293;1.2870793;1.2388272;2.0980654;6.9780145;1.9397174;0.16280256;6.3988223;0.5882796;1.5506101;2.464861;6.9382663;51.139385;1.001719;0.0;0;;;;;;;;;;;;;;;;
2330;516.08765;45.379673;7.062661;2.555654;37.31369;3.512467;1.8792989;2.351395;0.46880576;3.732705;3.6804562;19.11724;2.2803152;1.1213264;2.351395;0.46880576;3.732705;3.6804562;4.338955;0.84126455;0.8762548;0.46880576;7.063174;183.02464;1.0094284;0.0;0;;;;;;;;;;;;;;;;
2331;475.34705;52.793365;3.8228502;5.9641523;42.120007;3.9284482;1.4744227;8.339268;0.2830736;8.360584;7.621452;20.601353;1.3118272;2.3992038;8.339268;0.2830736;1.3153006;1.5310336;16.820005;0.96133107;2.152758;0.2830736;2.6461313;242.67401;1.0295994;0.0;0;;;;;;;;;;;;;;;;
2332;565.3525;53.81026;5.930194;7.2332034;33.120693;2.5736802;1.1708561;7.4608827;7.485032;8.078828;0.38484517;25.975056;0.96508694;1.809141;2.9572961;3.0622354;2.400473;0.38484517;1.3797396;0.9182325;0.7010385;1.3468963;8.018278;199.6067;1.0338115;0.0;0;;;;;;;;;;;;;;;;
2333;427.71613;46.025806;5.811087;4.818758;30.419071;5.4738436;1.8924546;8.714058;3.1296997;5.451986;1.090845;26.063635;1.0663937;1.7548825;7.463531;3.1296997;4.7433743;1.090845;3.1449373;1.0663937;1.6390111;0.5821303;4.512998;248.4534;1.0158303;0.0;0;;;;;;;;;;;;;;;;
2334;485.67853;41.747753;5.847946;8.00972;31.996517;8.283017;0.5134834;9.868779;4.859295;7.8667426;9.699924;22.53018;2.1949475;0.7652128;6.510291;4.859295;4.359651;7.1101594;7.437294;1.3377274;2.3574471;1.9992878;9.260219;17.366577;0.9685705;0.0;0;;;;;;;;;;;;;;;;
2335;537.9524;49.789036;4.649087;8.318412;32.11721;6.0325336;2.0434127;5.819828;3.359194;5.71816;0.18695036;13.40971;1.5994195;2.4786096;1.038236;3.359194;5.71816;0.18695036;3.8056457;1.5994195;0.5346884;1.6025243;7.494722;180.68088;0.9916483;0.0;0;;;;;;;;;;;;;;;;
2336;573.6473;41.857967;4.1104965;6.570067;49.69541;4.127628;1.571537;7.326301;2.0630267;1.5680078;7.641518;13.218228;0.63596547;0.8147402;1.9977638;2.0630267;1.5680078;7.641518;12.675023;0.63596547;1.5089879;1.0722253;8.838083;159.15851;0.9586575;0.0;0;;;;;;;;;;;;;;;;
2337;473.9143;50.304714;3.9062262;6.158153;34.720272;4.633143;1.3611997;5.748261;3.1203434;2.294213;3.666906;21.96243;1.9757059;2.0813408;5.748261;3.1203434;0.4081829;3.666906;17.613174;0.77110505;2.307367;2.1430876;6.9918504;16.454533;1.0007726;0.0;0;-13.482224535464026;-4.417541341039566;16.858166759085737;5.806032974047071;2.7910105873774897;3.248830281134686;0.2760573198315242;0.38112953824164825;0.4634146341463415;0.17073170731707318;0.07317073170731707;0.3144654755003614;-0.3144654755003614;-0.7101708049768861;0.7101708049768861;0.6539304487969577
2338;513.54913;54.524357;2.9450507;8.328377;32.68249;7.2025256;1.5594006;8.953684;4.4330106;3.3089418;2.9607432;20.756428;2.3379388;2.4098585;2.9618032;0.10996584;3.3089418;0.54515195;8.752131;2.235436;2.112166;0.10996584;8.346553;192.12675;1.0291232;0.0;0;;;;;;;;;;;;;;;;
2339;413.828;52.406597;4.89078;1.0367725;45.907738;5.5798306;1.0432131;6.2076907;2.9952798;2.3529296;7.1512737;15.321479;2.316407;0.8315692;2.0836813;2.9952798;2.3529296;0.16162454;7.6607394;1.2522221;0.56068;1.1256932;5.3281336;184.90695;1.0433677;0.0;0;;;;;;;;;;;;;;;;
2340;434.0638;48.96535;1.9714855;5.546777;37.333202;5.9297404;1.7340186;8.476972;9.660675;9.007255;8.483283;22.772131;1.0731235;2.165295;4.502277;0.7291717;1.8815053;6.359005;16.842844;0.60042125;1.0018018;0.7291717;8.7747965;237.95729;0.99330354;0.0;0;;;;;;;;;;;;;;;;
2341;413.82764;58.91717;9.10432;2.0714664;34.125217;6.4480524;0.9571962;2.7193985;9.448758;2.033222;4.415995;19.537176;1.0793;1.2851373;2.7193985;0.40145147;0.9807194;1.3823061;16.501251;1.0793;0.8178681;0.40145147;9.01087;123.00483;0.9865503;0.0;0;;;;;;;;;;;;;;;;
2342;545.5762;42.034946;1.5341226;2.9161665;34.407467;7.6207423;2.3548415;0.5453521;1.1793143;1.0552714;0.101627596;16.364079;1.5597154;1.187629;0.5453521;1.0795401;1.0552714;0.101627596;4.700981;1.3232621;2.1036227;0.54052323;8.14564;241.72626;1.0043242;0.0;0;;;;;;;;;;;;;;;;
2343;457.612;57.60003;8.520511;9.535893;32.780766;6.593481;2.0596738;1.0784101;2.4412403;8.368265;8.853442;24.829939;1.0353492;0.92482823;1.0784101;2.4412403;3.8341308;8.853442;8.608684;1.0353492;0.94982123;2.0705922;6.578098;125.857605;0.96542394;0.0;0;;;;;;;;;;;;;;;;
2344;544.7491;56.00258;3.0953605;0.93376315;31.598108;7.127377;2.2676582;6.5606384;1.3014336;1.4955223;9.0101;23.631245;1.908796;1.662044;1.960448;1.3014336;1.4955223;7.006373;14.525468;0.6401632;2.3465235;1.3014336;1.7478787;196.06177;0.97789186;0.0;0;;;;;;;;;;;;;;;;
2345;413.27966;48.39477;8.664294;3.6938276;43.602722;6.96176;1.9303844;8.370123;5.971541;0.14506824;5.9655085;20.795292;2.0636806;0.6200358;0.19111353;5.971541;0.14506824;2.5681808;13.091464;2.0636806;1.8255913;0.83421904;3.5108006;182.01813;0.9704873;0.0;0;;;;;;;;;;;;;;;;
2346;572.5096;43.057343;7.4544225;2.304685;38.799667;9.330834;0.66184956;2.497905;5.4957657;6.8212404;2.4824603;29.021162;2.1693676;1.505711;2.497905;5.4957657;6.8212404;2.4824603;17.696476;0.9140715;1.1012162;1.3921713;3.49761;177.84901;0.97749466;0.0;0;;;;;;;;;;;;;;;;
2347;567.106;43.117336;9.280873;6.090794;32.968792;7.6016855;1.5422852;5.9436836;1.367382;1.5886286;9.684162;23.161335;1.88376;2.4469144;3.7115295;1.367382;1.5813217;8.713931;15.005344;1.88376;0.6163968;1.367382;2.312529;203.6954;0.9673881;0.0;0;;;;;;;;;;;;;;;;
2348;417.78574;58.436115;8.81912;8.582766;45.848907;5.8737125;1.9077293;5.300452;6.5295043;4.032431;4.414366;29.560009;2.1959398;1.7827576;5.300452;0.7462043;3.1931353;4.414366;15.789415;0.6492227;0.7233591;0.7462043;8.904278;23.302374;0.9761867;0.0;0;;;;;;;;;;;;;;;;
2349;404.7513;44.674095;7.2798963;4.457088;30.382502;9.071419;1.7342753;6.6233115;3.5921965;3.3157258;9.0997095;20.418016;2.1500044;1.3044336;1.881131;1.3722622;3.3157258;4.8216696;17.022507;1.7587016;2.3262117;1.3722622;2.9541502;160.04205;0.95260763;0.0;0;;;;;;;;;;;;;;;;
2350;411.25775;57.482315;2.2802773;8.518387;38.61276;9.0936165;1.8692058;2.3817654;4.7483644;9.625534;2.5025222;20.927788;0.8332536;0.9176808;1.6084769;1.8786492;4.852437;0.39678842;15.398186;0.8332536;0.7609122;1.8786492;1.0128534;58.50949;1.0130932;0.0;0;-11.666755830515902;-3.006460059935648;14.669414920642586;4.726211694765141;2.5075885461367977;2.9424313169090897;0.3960973913770718;0.37358837263047956;0.5121951219512195;0.2682926829268293;0.04878048780487805;0.2925787031449033;-0.2925787031449033;-0.6068856584379481;0.6068856584379481;0.5514487416692871
2351;570.726;50.065903;5.896312;4.906152;32.546112;4.0987835;1.5713569;2.298754;7.2820945;1.0758716;9.137699;17.472696;2.16675;1.8281487;2.298754;5.357425;1.0758716;5.2562385;10.205686;0.86566925;1.1345466;2.2459335;1.5041504;28.664972;0.9602652;0.0;0;-12.438394506917964;-4.088435391944216;15.785328161705065;5.639539631956666;3.1145011413697783;3.5574293479039487;0.21385948885654524;0.36026262190627506;0.4146341463414634;0.14634146341463414;0.024390243902439025;0.29346641066307766;-0.29346641066307766;-0.6379827207264769;0.6379827207264769;0.655352040759279
2352;446.9407;49.23469;3.9924352;9.1723;30.555424;8.228259;1.7660602;7.8175716;0.37531954;0.6663896;7.542048;11.208898;1.2827399;1.7041005;5.8068924;0.37531954;0.6663896;7.542048;5.604449;0.76173323;1.5418032;0.37531954;7.5516353;231.22084;0.99130654;0.0;0;;;;;;;;;;;;;;;;
2353;509.65466;52.390224;8.960558;8.607199;41.013245;9.84046;1.621626;0.58015907;8.875638;7.799218;4.4930916;29.33022;0.7936329;0.51595306;0.58015907;8.875638;5.916278;1.1827948;15.521953;0.7936329;2.0073898;1.572355;8.658783;187.24507;0.97521216;0.0;0;;;;;;;;;;;;;;;;
2354;485.24884;44.30078;8.837279;2.5272574;33.10866;2.782288;0.65654564;6.9704914;1.2198588;3.399041;0.55739987;21.549877;1.9538833;1.7748483;4.5968146;1.2198588;0.4587239;0.55739987;11.449249;1.9538833;1.6892132;0.6449479;1.927413;18.062096;0.9589962;0.0;0;;;;;;;;;;;;;;;;
2355;559.1051;48.567413;3.7577407;8.9540825;31.370348;4.5123825;1.67049;0.80816805;5.461674;5.672564;3.8740306;16.387554;1.8443124;1.8744156;0.80816805;5.461674;5.672564;3.8740306;8.193777;1.8443124;1.036235;0.88361365;6.4866476;101.28533;1.0430641;0.0;0;;;;;;;;;;;;;;;;
2356;497.77966;58.769688;7.012466;2.6523333;39.57544;4.6806045;1.4319456;1.1213907;9.434671;0.19820745;8.633251;11.368153;2.146766;2.198318;0.17511776;6.1266503;0.19820745;8.077453;5.273675;1.1761647;2.423236;2.4342468;7.4151273;217.00887;0.99096066;0.0;0;;;;;;;;;;;;;;;;
2357;500.13217;44.765137;3.978392;5.362592;46.872723;6.456228;1.5093818;2.5043275;9.540445;9.893674;6.7680902;12.795194;0.6902761;1.422119;2.5043275;5.1503587;1.6298997;4.945818;10.694112;0.6902761;1.4828076;1.7929289;3.1846254;160.62666;1.0128201;0.0;0;;;;;;;;;;;;;;;;
2358;597.81836;58.43167;7.0715337;2.6836355;39.712578;9.660301;0.64931697;3.4804735;7.5205755;6.5526056;3.0515754;29.425253;2.3340733;1.5794506;3.4804735;1.9588957;0.8086504;3.0515754;6.177513;1.8359872;1.2794869;1.590508;4.603683;188.87958;1.0309964;0.0;0;;;;;;;;;;;;;;;;
2359;430.0259;59.884193;6.4862266;4.4168086;31.593086;3.6810365;2.307907;9.869125;6.4107842;6.591416;6.0465903;17.417574;0.9797094;1.2821113;1.7033693;6.4107842;6.591416;6.0465903;9.284386;0.9797094;1.8060751;1.1712075;8.403673;188.1539;0.95263976;0.0;0;;;;;;;;;;;;;;;;
2360;566.1408;41.038143;5.5496264;9.8689995;36.087135;7.759039;2.1778111;4.6183324;5.1116786;7.5221434;9.336872;26.482985;0.6703578;1.2309002;4.6183324;5.1116786;4.7004747;5.385345;1.0629896;0.6703578;0.5815579;1.5783496;1.6463848;101.892845;1.0129962;0.0;0;;;;;;;;;;;;;;;;
2361;410.34995;50.627583;8.893495;7.862776;38.92185;7.9849153;0.6000537;4.346856;1.6741204;3.6964147;4.021712;14.203028;1.5295467;1.1959305;2.2749183;1.6741204;3.6964147;3.7185576;11.179446;1.5295467;1.3459162;1.4510591;2.7138534;208.53415;0.977883;0.0;0;;;;;;;;;;;;;;;;
2362;495.52975;43.436386;3.1390574;5.9420714;35.623116;7.23509;2.298977;7.7313223;4.9481335;4.0765967;2.3395936;11.850863;1.3368461;1.7237618;7.7313223;4.9481335;0.31404963;1.9338843;5.9254317;1.3368461;1.0929418;2.1555932;3.47442;245.87819;0.97567356;0.0;0;;;;;;;;;;;;;;;;
2363;577.26697;52.434284;8.156946;9.412854;36.75073;6.253292;2.1872952;2.77015;3.4056933;4.432716;8.480262;26.486216;1.0635821;0.9050491;0.9689177;1.8611405;4.432716;8.480262;1.9997227;1.0635821;1.704543;1.8611405;3.2833042;245.36914;0.9679753;0.0;0;;;;;;;;;;;;;;;;
2364;533.0428;59.79085;7.1745205;4.173302;40.003365;6.1026564;2.05378;6.0101876;9.090009;7.95788;5.441985;23.667933;2.2982645;1.6773919;4.352803;9.090009;5.9150386;5.441985;7.2346916;2.2982645;0.7247547;1.9349598;2.8957293;186.88913;0.9999702;0.0;0;;;;;;;;;;;;;;;;
2365;537.0429;57.93762;3.4595375;2.4761734;48.8494;3.4666762;2.360505;7.028328;0.236614;0.93053514;5.7565684;28.741976;0.5615309;2.301834;0.26625565;0.236614;0.93053514;2.2745333;3.9253988;0.5615309;1.6440816;0.236614;9.866062;63.269623;0.9686961;0.0;0;;;;;;;;;;;;;;;;
2366;452.66345;58.49697;4.7373405;8.443469;46.097;2.1489768;1.8193896;8.576019;6.074159;2.9589415;9.260635;25.756882;2.1489768;2.1139786;1.6097447;4.4333;2.9589415;0.55346096;11.988055;0.597361;2.416835;2.1415374;1.2181495;168.06247;0.97881114;0.0;0;;;;;;;;;;;;;;;;
