model_run;-8;-7;-6;-5;-4;1-3;1.8-3;3-3;4-3;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m
18;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;0;226.34496224129526;33.365041012933006;234.99586572704365;33.365041012933006;-27.19190745158977;-0.3398161810993678;-0.38393617821509635;0.04878048780487805
19;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0;224.79882969210166;32.58368293491188;233.4768534786935;32.58368293491188;-26.897641778736837;-0.3398161810993678;-0.38579552178863263;0.04878048780487805
20;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0;224.7662222213189;32.548447636840166;233.47779374925338;32.548447636840166;-26.88900885707602;-0.3398161810993678;-0.3856551306581461;0.04878048780487805
21;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.5;0;224.498640180058;32.319743882861104;233.35486534757348;32.319743882861104;-26.818886935476755;-0.3398161810993678;-0.38585828005878514;0.04878048780487805
22;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0;224.3806107485113;32.18686169080601;233.38972543911763;32.18686169080601;-26.78238834930573;-0.3398161810993678;-0.3856302279448435;0.04878048780487805
23;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;0;224.17519392631255;32.003222900178315;233.32980030274024;32.003222900178315;-26.72658215434281;-0.3398161810993678;-0.3857274581359998;0.04878048780487805
24;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;0;223.20041942667706;31.09581274446529;233.10144386301704;31.09581274446529;-26.458041609445;-0.3398161810993678;-0.38576376674124707;0.04878048780487805
25;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;10.0;0;220.87322466446486;28.831860669060887;232.44616658806967;28.831860669060887;-25.786776483616322;-0.3398161810993678;-0.38575498335613556;0.024390243902439025
26;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;0;214.8880310738674;22.823968422756394;230.59460388263378;29.712172893176955;-24.0339803808426;-0.3398161810993678;-0.3859015665448682;0.0
27;571.0;11.0;662.0;12.5;6.7;1.27;0.21;1.25;1.55;1.17;0.0;0;-7.522784397648205;9.457741184889812;34.480692791827714;24.773362166995213;-6.838381736404986;0.4033522273943539;0.36898555475088607;0.07317073170731707
28;83.0;531.0;614.0;62.0;1.16;0.91;1.89;1.06;0.31;1.22;0.0;1;-38.01574949850868;-15.504316562497166;38.90365528724974;15.504316562497166;-1.235308168795412;0.20044593143431833;0.18531554452469937;0.0975609756097561
