model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m;n_3m;n_1m
10;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;0.5;0.0;0;73.38964176280837;-1.3237888111497398;84.25131922162768;12.10097004679173;-7.942235028772233;-0.2971281697529856;-0.35461694468239846;0.2926829268292683;0.1951219512195122;0.04878048780487805
11;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.1;0;214.32387861570976;32.77088530884939;222.80068317477597;32.77088530884939;-26.11517652827784;-0.3398161810993678;-0.38659151583642243;0.04878048780487805;0.04878048780487805;0.024390243902439025
12;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.2;0;214.24825906520994;32.73048738841723;222.74082745864973;32.73048738841723;-26.10062611275496;-0.3398161810993678;-0.3867785827539869;0.04878048780487805;0.04878048780487805;0.024390243902439025
13;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.3;0;214.26690706495444;32.74148798006061;222.78279490938232;32.74148798006061;-26.105484827927924;-0.3398161810993678;-0.3866600489561368;0.04878048780487805;0.04878048780487805;0.024390243902439025
14;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.4;0;214.2125556568725;32.71036541362619;222.74785145162986;32.71036541362619;-26.094351038245886;-0.3398161810993678;-0.3867723633735305;0.04878048780487805;0.04878048780487805;0.024390243902439025
15;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.5;0;214.2303254636849;32.717947646391195;222.78845968391494;32.717947646391195;-26.098511531785135;-0.3398161810993678;-0.38665686913754893;0.04878048780487805;0.04878048780487805;0.024390243902439025
16;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.6;0;214.15496456243895;32.66234015765522;222.74113089983848;32.66234015765522;-26.080060364876456;-0.3398161810993678;-0.3867744715383432;0.04878048780487805;0.04878048780487805;0.024390243902439025
17;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.7;0;214.11774602395315;32.62832227350938;222.73386530225338;32.62832227350938;-26.07004185210266;-0.3398161810993678;-0.38676274819977996;0.04878048780487805;0.04878048780487805;0.024390243902439025
18;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.8;0;213.56288560606384;32.29813671725398;222.18540361489937;32.29813671725398;-25.95685318693027;-0.3398161810993678;-0.38777869789001085;0.04878048780487805;0.04878048780487805;0.024390243902439025
19;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;0.9;0;214.00238164507653;32.53456137782345;222.6759138218006;32.53456137782345;-26.041176849471302;-0.3398161810993678;-0.3868413872484431;0.04878048780487805;0.04878048780487805;0.024390243902439025
20;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;1.0;0;213.9985354045627;32.5168190017819;222.70311221828186;32.5168190017819;-26.037009253304838;-0.3398161810993678;-0.38678347037126826;0.04878048780487805;0.04878048780487805;0.024390243902439025
21;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;1.5;0;213.80619150913668;32.3371801126452;222.65924193783258;32.3371801126452;-25.9839760320195;-0.3398161810993678;-0.3867741609683578;0.04878048780487805;0.024390243902439025;0.024390243902439025
22;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;2.0;0;213.6112340818387;32.154633801761946;222.61206574255888;32.154633801761946;-25.929931020205135;-0.3398161810993678;-0.38679188378966434;0.04878048780487805;0.024390243902439025;0.024390243902439025
