model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m;n_3m;n_1m
21;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;1.5;0;66.38003647157902;30.00439277482627;75.6870894863619;30.00439277482627;-15.288992602788085;-0.23202508574958158;-0.4513299216179918;0.05128205128205128;0.02564102564102564;0.02564102564102564
22;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;2.0;0;66.18449243426453;29.818894674048067;75.64690520579087;29.818894674048067;-15.232942912649996;-0.23202508574958158;-0.45156528870266566;0.05128205128205128;0.02564102564102564;0.02564102564102564
23;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;2.5;0;65.99154074256197;29.638101132826364;75.6105895006353;29.638101132826364;-15.17818594197687;-0.23202508574958158;-0.45179716450083995;0.05128205128205128;0.02564102564102564;0.02564102564102564
24;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;5.0;0;65.02329452183099;28.731749772276885;75.43053149986966;28.731749772276885;-14.90372171327237;-0.23202508574958158;-0.45296127542594783;0.05128205128205128;0.02564102564102564;0.0
25;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;10.0;0;62.690769693209624;26.42173878159332;74.85429369010274;26.42173878159332;-14.205153474263057;-0.23202508574958158;-0.4558575737122924;0.02564102564102564;0.0;0.0
26;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.333;1.0;1.0;1.0;1.0;20.0;0;56.693688829275764;20.523723345023427;73.20301082312382;29.245530092385877;-12.38044399813661;-0.23202508574958158;-0.46269589283078266;0.0;0.0;0.0
27;53.365726;328.88495;170.31139;46.677067;166.81085;77.61252;6.2969294;1.9689736;0.49369332;0.39876366;1.9491928;166.81085;16.491331;5.9297175;0.64781874;0.49369332;0.39876366;1.0372366;51.058887;16.491331;9.332826;0.49369332;1.232895;0.0;0;-16.27707358542496;-12.508137234732175;17.277514847676578;13.00203599505653;-1.2142037375446921;0.20179252118611385;0.18967942390624515;0.07692307692307693;0.05128205128205128;0.02564102564102564
28;162.7466;596.0829;880.4871;66.10443;696.0772;28.485174;3.404437;0.50345564;1.0177294;0.8448498;1.3163677;266.5395;28.485174;1.3236401;0.50345564;0.9093351;0.8448498;0.94177085;54.87677;28.485174;9.618884;0.19006;0.929079;0.0;0;-24.890101029934133;-15.469917147613074;25.820453012930084;15.469917147613074;-1.176280567034524;0.20179252118611385;0.18967942390624515;0.02564102564102564;0.02564102564102564;0.0
29;686.21844;35.27652;653.9521;58.821495;287.30783;15.030577;8.679353;0.20032398;1.4935898;1.0014062;0.9304955;287.30783;3.8126888;6.162784;0.20032398;1.4935898;1.0014062;0.9304955;19.132717;3.8126888;1.1985326;1.1832947;1.0974947;0.0;0;16.103709977020458;9.070276368231532;24.52386989576152;14.93644381138688;-5.594829341833821;-0.06868706129317782;-0.39044877984790866;0.10256410256410256;0.07692307692307693;0.02564102564102564
30;747.3145;17.381866;581.0929;88.52125;184.97568;80.78491;9.101516;0.23097329;0.32543665;1.4309602;1.4662083;184.97568;70.14379;5.368596;0.23097329;0.32543665;0.5370841;1.4662083;45.170746;70.14379;3.9169436;0.32543665;0.9375387;0.0;0;-7.2448058704645115;-6.35247391573526;9.498931606549984;7.691778649423071;-1.4678844873165473;0.35918992629332386;0.2357415376917554;0.3333333333333333;0.20512820512820512;0.0
31;967.83466;853.1254;753.8253;47.43708;508.35684;3.3759778;7.221621;1.610551;0.88060033;0.9055676;0.87615997;51.263046;3.3759778;7.5656667;1.610551;0.88060033;0.9055676;0.87615997;26.43698;3.3759778;1.2319896;0.4760348;1.0209904;0.0;0;22.18699028805231;15.005638682786525;30.67071736574004;17.553728793977655;-7.345448227933561;-0.13318166050210295;-0.3921553442484589;0.10256410256410256;0.07692307692307693;0.0
32;332.5671;55.959805;728.73895;17.88094;752.91174;67.935974;7.101787;1.2671659;1.31003;1.2736275;0.22231016;579.64966;26.578615;8.30667;0.44948265;1.31003;0.45835263;0.22231016;10.583693;26.578615;9.34409;1.0533619;0.8599485;0.0;0;-25.28525590441079;-17.03540479144391;26.581858981481673;17.03540479144391;-1.1811607933764658;0.20179252118611385;0.18967942390624518;0.05128205128205128;0.02564102564102564;0.02564102564102564
33;376.7551;529.5472;119.42093;21.536745;276.90262;47.643833;4.936615;1.5146791;1.765088;0.2120175;1.0001631;276.90262;47.643833;2.248411;1.5146791;0.2371263;0.2120175;0.057288438;47.164482;7.5085764;4.527772;0.2371263;1.2088181;0.0;0;1.7925366074324331;0.4599407162375826;7.17015208888421;5.120890285658021;-1.3609812538196455;0.04729131151374042;0.20408161976551092;0.48717948717948717;0.358974358974359;0.10256410256410256
