[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;rch;offset;complete
802.8753;870.0583;27.994719;54.689514;891.1492;3.1362693;3.7316396;1.4320136;0.150901;1.0732409;1.399561;216.10394;3.1362693;9.081273;1.4320136;0.150901;1.0732409;1.2325865;42.90506;3.1362693;9.831519;0.150901;1.2425947;0.0;0
597.7452;586.6054;952.71484;16.63067;252.78229;20.87292;1.9670547;1.720402;1.1830484;1.4878098;0.8122247;79.015045;20.87292;4.633044;1.127439;0.4541103;1.277057;0.22525291;26.31201;20.653702;9.783082;0.4541103;1.1538421;0.0;0
784.79785;305.14108;397.67432;51.77249;860.9137;48.450386;8.132818;0.8293117;0.46130607;1.4275244;1.2330886;860.9137;48.450386;7.717051;0.8293117;0.46130607;1.4275244;1.0653199;93.93109;48.450386;4.7795067;0.46130607;0.81089556;0.0;0
797.1637;78.72237;839.6125;95.93897;892.8402;5.8709736;3.7176616;1.3254646;0.16889526;0.63617784;1.3428342;143.54866;5.8709736;6.9828563;0.56265336;0.11682862;0.63617784;1.3428342;38.85086;5.8709736;5.299579;0.11682862;0.91350186;0.0;0
946.5668;726.1754;549.2658;42.478603;610.8135;16.084618;7.9111233;1.7914397;1.2230272;1.5677071;0.2746403;610.8135;16.084618;7.996264;0.38826555;1.0040054;1.5677071;0.2746403;63.432594;16.084618;3.0027308;1.0040054;1.1837521;0.0;0
260.84952;751.2501;569.00305;42.59202;982.35614;95.04875;9.830198;1.5087199;0.20611912;1.2851075;0.8679363;393.45212;76.66015;0.23318425;1.5087199;0.20611912;1.2302663;0.80288994;67.81342;76.66015;9.707068;0.20611912;0.78487545;0.0;0
594.1751;669.51685;365.78412;46.16656;253.71407;49.434708;3.993079;0.27021363;1.7755828;0.4441607;0.4211171;253.71407;49.434708;6.4360905;0.27021363;1.3209903;0.4441607;0.4211171;35.72687;49.434708;1.1638201;1.3209903;1.103305;0.0;0
104.09871;211.74316;830.18787;28.082344;78.28449;82.32774;3.4140053;0.59209937;1.9388522;0.068211466;0.24741936;78.28449;51.131218;3.185217;0.59209937;0.9695244;0.068211466;0.24741936;26.068737;0.34235927;7.7815843;0.7255356;0.78770524;0.0;0
620.004;914.0839;271.37344;16.262182;845.0087;20.741613;1.709227;1.0759189;1.4790027;1.5147648;1.1879678;357.63055;20.741613;3.7620938;1.0759189;1.4790027;0.43733948;0.42850935;63.708878;20.741613;5.605725;1.091493;0.8752587;0.0;0
179.57838;755.62646;497.31897;57.93488;496.02136;8.943317;4.7587624;0.5358956;0.58244985;0.3396384;1.3637235;413.57144;8.943317;1.3644093;0.474729;0.1651935;0.3396384;1.3637235;74.32721;8.943317;6.456596;0.16428465;1.2417603;0.0;0
569.3011;661.1788;564.57275;89.4306;352.98935;78.07675;6.5436444;1.0167884;1.1294566;0.23410316;0.52256;25.538572;53.004032;5.717174;1.0167884;0.8505372;0.23410316;0.13489497;8.504345;47.113274;6.328075;0.8505372;1.192668;0.0;0
576.70624;654.4345;745.0959;73.5994;64.680504;34.948498;3.1347394;1.9061332;0.072457515;0.8466169;0.02457745;64.680504;32.583103;7.2211113;1.9061332;0.072457515;0.8466169;0.02457745;30.11365;32.583103;4.369328;0.072457515;0.94714135;0.0;0
471.3253;905.31415;476.91898;9.709122;73.97823;46.034462;4.8617992;0.9118025;1.246585;1.8442187;1.9418117;73.97823;46.034462;2.4441605;0.9118025;1.246585;0.7403588;1.2717792;63.4312;46.034462;5.2082996;0.49869204;1.0877359;0.0;0
527.40546;929.02405;683.48004;40.144814;99.80929;99.21369;5.375357;0.530723;0.5350431;1.439129;0.9549502;99.80929;42.490795;1.5694743;0.530723;0.5350431;0.390077;0.9549502;87.7629;42.490795;6.9776554;0.5350431;0.9809744;0.0;0
766.2842;599.681;490.44116;0.6290584;191.80609;31.721405;2.7596211;0.30169156;0.9154983;1.5981426;1.3071324;73.2941;20.640629;9.51387;0.30169156;0.9154983;0.9737162;0.27655175;24.406935;20.640629;9.511012;0.9154983;0.77089405;0.0;0
801.25226;422.50272;662.7274;30.863245;970.6969;47.367264;0.24487929;1.803184;0.36594746;0.5470861;0.1596933;356.01276;19.693174;2.4292033;1.803184;0.36594746;0.5470861;0.1596933;51.19987;19.693174;4.089786;0.36594746;1.1689935;0.0;0
497.2317;370.09665;677.40204;66.97072;288.5901;63.51765;2.164083;0.46728843;1.9732379;1.6717533;1.244233;288.5901;63.51765;3.291005;0.46728843;1.9548626;0.64463824;1.244233;58.867157;63.51765;4.463911;0.829881;1.1444094;0.0;0
603.59753;820.88806;712.34717;29.094404;818.87683;8.997972;8.033464;0.395304;0.42277488;0.8366072;1.5275749;793.10223;8.997972;8.815639;0.395304;0.42277488;0.8366072;0.3390849;67.72217;8.997972;1.7642789;0.34472626;1.2299126;0.0;0
931.9239;648.1593;825.0668;84.07178;29.219643;71.67157;2.7878428;1.1067632;0.8397009;1.959002;0.10430192;29.219643;71.67157;4.1906843;1.1067632;0.026272833;0.60634214;0.10430192;9.730141;12.081971;6.7357044;0.026272833;0.79139465;0.0;0
128.53625;86.49337;545.3153;47.790684;328.59692;45.22793;0.14808111;0.928805;0.51665545;1.1438109;1.0519086;328.59692;45.22793;3.3185332;0.8957596;0.51665545;1.1438109;0.09212942;39.962738;45.22793;9.182895;0.40052542;0.85137874;0.0;0
125.93253;150.76416;201.34538;66.9499;907.1305;17.583946;4.255237;0.77747315;1.0877594;1.2164059;0.2926059;907.1305;17.583946;0.7040517;0.5376901;1.0877594;1.0696062;0.2926059;50.477962;17.583946;5.3283124;0.15164699;0.8946891;0.0;0
96.831924;901.184;682.8444;88.39813;193.19037;43.111134;6.8278875;1.1615169;1.811631;1.831114;0.30237;193.19037;43.111134;7.884342;0.14265406;1.1050876;0.053032454;0.30237;99.87657;7.1971736;2.4041386;1.1050876;1.0582638;0.0;0
661.28467;885.65314;86.3469;68.31275;291.1833;46.120716;7.5265703;1.1431177;0.33514303;1.8973198;1.2334554;291.1833;13.124291;7.3617167;0.10444546;0.33017346;1.337084;0.9399772;72.984665;13.124291;4.635956;0.33017346;1.2300726;0.0;0
424.4222;952.31415;226.76547;89.74289;828.24976;64.10963;4.1448445;0.14612101;0.29021764;0.045116164;1.2423235;736.1252;14.4688;2.7337804;0.11574578;0.29021764;0.045116164;1.2423235;21.999334;1.7374399;4.7482724;0.29021764;1.1640486;0.0;0
776.5782;433.57245;794.23596;80.82573;130.17776;93.719666;5.722865;0.8356881;0.15738963;0.4725908;1.1120024;130.17776;39.46374;6.096934;0.48574838;0.15738963;0.4725908;0.19799483;21.221018;28.284191;2.3809068;0.15738963;1.1899831;0.0;0
674.5191;786.2203;440.71945;56.749718;62.65136;76.53005;7.4576273;1.4447634;1.1828091;1.2323476;1.0252361;62.65136;37.541824;0.5848334;0.2341373;0.01603754;1.2323476;0.08420772;22.28554;5.2999887;5.5781565;0.01603754;1.2412962;0.0;0
340.3014;829.94275;503.06372;29.793587;966.317;38.30676;8.893522;0.7695415;1.2081332;0.017192671;0.9452773;966.317;38.30676;2.3295193;0.10476155;0.9926206;0.017192671;0.9452773;89.339035;38.30676;6.1673684;0.9926206;1.120341;0.0;0
899.3829;322.53995;987.52295;29.884426;410.74384;96.96786;6.402593;1.9953421;1.6445669;0.6418852;0.9676303;410.74384;30.34418;8.11024;1.1706942;1.6445669;0.53400475;0.9676303;23.064508;30.34418;2.5530832;0.17796548;1.0024388;0.0;0
764.9068;153.88434;242.82076;87.54558;661.29254;79.104034;6.911719;0.47841626;1.673563;0.4006647;0.67557496;169.686;61.83665;9.477443;0.47841626;1.1761385;0.4006647;0.1553614;50.59171;61.83665;4.5420284;1.1761385;0.85632986;0.0;0
277.8296;997.0561;29.357222;5.4830346;135.84476;2.8923855;0.99576455;0.99776495;0.21286549;1.0517194;0.5220864;11.915598;2.8923855;7.7141347;0.99776495;0.21286549;1.0517194;0.5220864;3.967894;2.8923855;6.5142393;0.21286549;0.9070318;0.0;0
370.5501;39.91701;120.25888;94.14954;227.97562;11.746983;4.2102985;1.3511193;1.8219454;1.1986531;0.53863394;227.97562;11.746983;7.2076745;1.3385065;1.3195195;1.1986531;0.28781798;82.971275;11.746983;9.079546;0.73781526;1.0590925;0.0;0
321.2956;601.36255;252.05684;32.773273;465.38095;21.879314;8.890699;1.1002468;1.6604724;0.38613877;1.8171188;234.6193;21.879314;6.6760716;1.1002468;1.0422903;0.38613877;1.439397;39.047066;21.879314;0.9041584;1.0422903;1.2197775;0.0;0
166.03554;653.71014;728.6608;73.913216;678.4017;8.442008;1.6155933;0.087755516;1.2980217;1.0774096;0.54074866;678.4017;8.442008;0.7435122;0.087755516;1.2980217;0.23371695;0.54074866;30.817892;8.442008;8.976626;0.6359582;0.9854393;0.0;0
156.30554;684.97144;778.0638;33.069973;300.31543;48.59418;3.1064947;1.0321957;0.7006496;0.79948425;0.7552833;300.31543;15.085672;5.5572085;0.53113157;0.39957076;0.79948425;0.7552833;19.302996;15.085672;1.3444792;0.010079754;0.9996925;0.0;0
936.7662;263.07147;569.83405;95.33481;885.7874;34.137733;6.782856;1.9331901;1.4937161;1.9820141;1.0131273;635.90717;34.137733;6.7429;1.5647379;0.6824732;1.283831;0.025250634;17.210714;6.2554317;4.939613;0.58277863;1.0135778;0.0;0
443.525;724.36346;262.49594;3.7437556;783.3326;97.29526;9.021719;0.81926113;1.2451407;0.1395545;1.4879597;610.1984;3.9150448;7.6348596;0.81926113;1.2451407;0.1395545;0.8622966;23.639715;3.9150448;8.805264;1.2451407;1.1623292;0.0;0
389.48663;224.23557;526.5245;35.396557;556.0423;47.326336;0.5998133;0.24119596;0.71256244;1.6829636;1.5564235;45.928642;47.326336;7.1158366;0.24119596;0.54699886;0.5703907;0.17208652;15.294238;47.326336;9.201805;0.54699886;1.0755217;0.0;0
732.38885;830.74786;24.80798;86.75936;464.61908;21.294271;8.706215;0.05230423;0.03637887;1.9989672;1.44614;464.61908;21.294271;3.300938;0.05230423;0.03637887;0.72871614;1.44614;16.250132;21.294271;7.909167;0.03637887;1.0001823;0.0;0
557.46313;226.9255;684.9829;27.478249;623.3471;97.07601;2.2110238;0.83040696;1.1889974;1.0877675;0.613032;623.3471;60.957317;5.803963;0.83040696;0.21572901;1.0877675;0.613032;68.43018;60.957317;0.9450922;0.21572901;1.054478;0.0;0
936.77856;699.73895;618.1546;27.634386;734.34656;51.43679;8.609949;0.37874067;1.1572171;1.3643394;0.33455378;476.51422;40.063778;8.077585;0.37874067;1.1572171;1.223464;0.33455378;87.28298;28.121632;3.1527426;0.9946897;0.8268886;0.0;0
782.4985;785.57935;31.578573;89.88531;143.6008;7.398671;8.893463;1.6710505;0.31761017;0.26461506;1.6358827;143.6008;0.46587726;4.959539;1.0991706;0.31761017;0.26461506;0.6656721;56.618683;0.46587726;1.9389131;0.2066026;0.7631042;0.0;0
484.57587;197.05629;818.8415;83.075165;854.1149;8.179375;7.7570696;1.9049923;1.8135891;0.708136;1.7502284;152.34415;8.179375;4.128847;1.1796856;1.166122;0.708136;0.061695237;94.70331;8.179375;5.2133536;1.166122;0.9175169;0.0;0
382.5959;245.60663;765.7923;10.666542;494.50876;67.56174;9.238927;1.8816549;0.32696006;0.37116444;1.8267221;494.50876;47.431602;0.9100256;0.6263425;0.32696006;0.06952787;0.7767192;51.8285;18.691963;3.9143832;0.32696006;1.2392511;0.0;0
986.76526;781.3127;315.1415;58.059975;935.99054;49.53011;9.611969;0.75531375;0.58132136;1.1708084;1.7181021;935.99054;40.71779;5.477093;0.16918811;0.58132136;0.77876544;0.41734746;52.318172;40.71779;9.186483;0.58132136;1.0786022;0.0;0
720.58264;95.138985;639.0229;22.41718;955.987;62.46066;9.252609;0.9149665;0.7502562;1.8847576;0.7291396;714.836;62.46066;7.0876007;0.036559105;0.34471685;0.8356869;0.7291396;24.272055;25.952627;2.397498;0.34471685;0.791764;0.0;0
951.68274;198.85335;605.478;21.592314;40.409653;84.98103;5.1361594;0.63700867;1.3691016;0.06889129;0.3154769;24.327501;34.811966;3.546523;0.58451366;1.3691016;0.06889129;0.21741867;8.101058;34.811966;8.479234;0.32941267;1.011172;0.0;0
127.29379;460.9756;151.74847;61.578857;390.63617;68.17022;4.642131;0.26681438;0.17246385;0.99394786;1.3441519;316.32806;64.784645;7.5286593;0.26681438;0.17246385;0.99394786;1.119883;78.46124;64.784645;3.5853164;0.17246385;0.819571;0.0;0
852.0283;930.8801;201.3267;12.47423;530.9612;86.19281;1.0610105;1.1224872;1.4077251;1.4498789;1.3023407;530.9612;72.59583;9.934221;0.6825369;0.79889214;1.4498789;1.3023407;28.12646;21.27544;8.714903;0.79889214;1.102185;0.0;0
640.7031;566.25903;686.3741;47.030922;544.1995;74.29458;2.1687489;0.38054845;0.83481073;0.8669341;0.50331867;544.1995;74.29458;2.0838394;0.38054845;0.39353126;0.8669341;0.50331867;65.19885;51.38844;2.585206;0.39353126;1.038898;0.0;0
130.70247;393.80106;934.2161;25.656591;824.16943;67.472534;6.52713;0.12822232;0.37406304;1.0823507;1.2442392;331.44598;67.472534;6.2201176;0.12822232;0.37406304;0.6749233;0.10974811;47.36976;67.472534;4.1896296;0.37406304;1.0890238;0.0;0
592.3754;978.58655;580.5215;85.40685;149.69295;13.556404;1.2821448;1.7003723;0.23304012;0.9114182;1.9965032;149.69295;2.456716;3.3643072;0.8678817;0.1814821;0.9114182;1.1679567;98.38862;2.456716;3.8510766;0.1814821;1.1285189;0.0;0
689.2354;469.0742;572.135;55.493973;626.2579;48.33448;9.424381;1.5990468;0.83054864;1.1990052;0.34538257;171.66032;48.33448;2.4328446;0.87676126;0.83054864;1.1990052;0.34538257;16.712257;48.33448;7.621996;0.83054864;0.9554332;0.0;0
22.179659;439.3976;650.2149;21.589373;943.171;43.36596;2.2781894;1.853302;0.8975057;0.14646979;0.7633705;925.3945;43.36596;5.5910764;1.7043858;0.8975057;0.14646979;0.7633705;45.280827;24.44477;6.2107797;0.8975057;0.8756056;0.0;0
459.77478;417.52786;446.17252;92.653915;996.7243;54.115467;0.8884306;0.66153747;0.28323007;1.0981215;0.7881891;396.07642;12.422132;3.8453307;0.66153747;0.28323007;0.6524842;0.7655815;47.161568;12.422132;9.4253235;0.28323007;0.79085666;0.0;0
827.1455;319.05826;63.63032;82.307365;19.984686;39.17517;2.3601007;1.7427338;0.970107;1.0284426;0.4349283;19.984686;39.17517;6.20322;1.6658783;0.01933076;1.0284426;0.4349283;6.6549006;39.17517;1.600807;0.01933076;1.2173367;0.0;0
302.40543;332.43787;402.53882;26.602694;972.8416;62.08168;0.49862677;0.8029193;1.0098528;0.3718915;1.5782588;84.167175;37.545994;6.632254;0.8029193;1.0098528;0.31639406;0.58548373;37.2244;37.545994;9.999348;1.0098528;0.75709164;0.0;0
463.96262;690.9587;901.2497;96.108986;130.98793;39.306343;1.6692353;0.15483107;1.9622109;1.0741538;1.4175327;44.62887;39.306343;4.130184;0.15483107;0.10089938;1.0741538;1.4175327;35.46294;19.517385;0.9081987;0.09676231;1.1193814;0.0;0
447.891;50.427242;806.89734;26.847118;541.58105;55.806026;5.880964;0.9211038;1.4294755;0.93166703;0.44176933;541.58105;26.919977;0.14582886;0.9211038;1.4294755;0.4803748;0.42756155;41.7339;26.919977;5.3583856;1.4294755;1.201897;0.0;0
308.9081;684.99854;928.14935;29.335049;253.90611;39.548042;2.8987427;1.1120344;0.0342162;1.1904217;1.7170135;253.90611;17.794136;9.12741;0.06571183;0.0342162;1.1904217;1.1167196;24.511204;17.794136;2.0814111;0.0342162;0.9927857;0.0;0
919.25745;209.19246;161.30327;38.657738;610.32715;90.18656;8.013593;0.8698641;0.95896775;1.1320125;0.85734236;610.32715;39.659832;9.619476;0.8698641;0.25656694;1.1320125;0.85734236;21.700409;32.070816;4.814594;0.25656694;0.75511557;0.0;0
783.4811;390.36594;510.8982;16.564041;46.656326;37.40423;4.05329;1.5730174;0.052963763;0.81513095;1.1063076;46.656326;20.71946;2.7567577;0.18810965;0.052963763;0.032295637;0.18435527;15.536557;20.71946;7.6371355;0.052963763;1.0890392;0.0;0
119.48253;155.07358;588.88086;68.73291;245.94936;73.120155;7.1425066;0.71013725;1.0273138;1.5644579;1.372937;245.94936;73.120155;8.613071;0.71013725;1.0273138;1.1275723;1.0108509;55.460976;31.808315;4.7934055;0.090896115;0.86543363;0.0;0
997.06433;557.2235;217.82625;55.778;307.5699;61.412144;7.085856;1.8429115;0.6824948;0.7213374;1.7495745;307.5699;61.412144;9.126101;1.6262038;0.49281597;0.7213374;1.1319275;80.34243;31.546572;8.564018;0.49281597;0.89814955;0.0;0
880.408;732.05695;208.96054;89.4568;916.4511;38.6138;1.3664247;0.15758511;1.8079785;0.95432913;0.4614017;607.0432;3.8494012;2.2150593;0.15758511;0.15464915;0.95432913;0.4614017;40.834206;3.8494012;7.0606785;0.15464915;1.0266238;0.0;0
291.06937;361.109;784.2126;24.163435;587.7933;80.78234;0.575248;1.4436105;0.9916451;0.8585562;1.1887674;587.7933;38.51076;4.8507533;0.7967535;0.8508303;0.8585562;0.35613438;93.64126;38.51076;5.118723;0.8508303;0.82996315;0.0;0
838.5276;171.78241;675.1334;17.106066;711.1276;92.76396;8.42152;1.8586662;1.7013094;0.9768857;1.3464355;200.52048;91.2965;0.81154484;1.0968976;0.28503385;0.23279342;0.89829564;83.08639;32.45554;9.428593;0.28503385;0.919051;0.0;0
115.35534;234.24052;650.71564;35.926476;679.255;76.07239;7.0115013;1.1107928;1.1719061;1.602364;1.7738979;679.255;59.6124;4.444721;0.41198993;1.1719061;1.5890299;1.7738979;96.552925;15.386749;8.092559;0.33283213;1.0818728;0.0;0
999.1137;819.93176;274.3176;14.696258;398.36545;94.863945;1.7580593;1.7585698;0.79906124;1.4222264;1.5468637;93.75912;48.536312;3.073568;0.07553035;0.79906124;1.4222264;1.5468637;79.32222;48.536312;9.505295;0.79906124;1.0964333;0.0;0
669.0279;274.97226;511.70172;94.62049;23.880857;43.68704;6.803119;1.386744;0.46711686;0.09405344;1.829725;23.880857;43.68704;1.640343;0.012867481;0.46711686;0.09405344;0.78647554;7.952326;38.14873;5.408106;0.1463924;1.2011607;0.0;0
653.6238;776.95557;32.839252;71.77293;115.950554;91.38263;3.3013852;0.038913377;0.37448263;0.99421096;0.15971293;115.950554;30.456713;5.5633893;0.038913377;0.37448263;0.99421096;0.15971293;63.357845;30.456713;9.347265;0.37448263;1.0816523;0.0;0
99.536316;337.88742;138.64659;79.63955;464.2204;87.634674;0.5769733;1.3457768;1.5911472;0.25826004;0.8566585;107.16194;38.899754;1.2948934;0.6205179;0.3882698;0.25826004;0.8566585;81.65234;14.861952;1.4364848;0.3882698;0.78710276;0.0;0
898.06305;196.84523;523.06836;74.82956;941.88184;76.26249;2.2953396;1.3165576;1.7671432;1.4613924;0.619594;70.78666;19.787416;3.5380535;0.934829;1.7671432;0.5911874;0.619594;38.352383;19.787416;9.390231;1.1952436;0.80522895;0.0;0
38.709507;730.03546;316.57556;24.357635;256.27023;83.53655;7.5604906;0.010054655;0.6549293;1.9735217;0.99939483;256.27023;71.080185;8.634091;0.010054655;0.6537261;1.7716546;0.99939483;16.12409;6.261652;5.0972595;0.6537261;1.145458;0.0;0
248.41978;473.8596;966.01306;14.151598;701.3355;73.04035;3.9133651;0.82422984;0.9942789;1.2414161;1.6235131;573.34595;23.722115;6.7998877;0.82422984;0.9942789;0.840755;0.59761065;42.337376;12.682363;0.056817207;0.9942789;1.0243827;0.0;0
151.59166;40.964478;476.76987;43.000416;828.3299;51.279613;5.4531717;0.08721084;0.5821282;0.7659243;0.9901959;449.9501;42.536728;8.059563;0.08721084;0.5821282;0.7659243;0.9901959;79.59564;42.536728;8.107463;0.49662122;0.82321936;0.0;0
779.00024;960.343;92.728516;82.919014;907.7174;55.286674;1.3740563;0.5930676;0.91603583;0.1539054;0.07995167;907.7174;55.286674;2.3409667;0.5930676;0.7042549;0.1539054;0.07995167;19.554005;55.286674;8.929651;0.7042549;1.0514733;0.0;0
206.22218;156.27591;27.663923;33.11848;300.55154;41.82691;0.93567795;1.9732991;1.7402878;0.67181283;1.3449308;300.55154;40.64603;5.6247845;0.618952;0.050362743;0.67181283;0.27614534;90.25273;40.64603;5.5910673;0.050362743;0.8655788;0.0;0
911.53186;359.8729;728.0053;1.0553379;931.97034;66.46284;2.4001298;1.8811655;0.28456935;1.0553303;0.03048346;848.52386;33.77361;2.938092;1.14409;0.28456935;1.0553303;0.03048346;58.3221;10.679176;4.464163;0.023406025;0.77954865;0.0;0
659.70636;390.9467;179.79167;66.04006;611.90247;32.54651;4.730651;1.37287;0.5900572;1.7629083;0.20452724;611.90247;32.54651;4.531393;1.3006872;0.5900572;1.6014513;0.20452724;81.964905;1.4217906;8.787466;0.5891454;0.88558275;0.0;0
45.801083;494.5356;195.93425;20.0863;513.3227;73.99198;8.471442;0.74003565;1.3935905;1.0308571;1.4581794;513.3227;24.986107;6.0925245;0.011002992;1.3935905;0.7189278;1.2957889;55.790615;24.986107;0.52277976;0.12671122;0.90306515;0.0;0
15.375536;787.5896;429.56915;54.32923;780.6087;50.561024;7.6362824;0.79893935;0.6281453;1.9690187;1.6636907;104.16389;50.561024;3.8133602;0.79893935;0.6281453;0.92832816;1.2325819;85.73972;48.717785;8.483374;0.6281453;0.97584563;0.0;0
61.14134;16.029377;271.41998;1.586517;246.32549;35.383472;1.6090435;0.086047225;0.17150079;0.7446413;0.6430478;246.32549;35.383472;5.2964144;0.086047225;0.17150079;0.7446413;0.6430478;99.53822;7.6184554;7.078816;0.17150079;1.228855;0.0;0
609.8659;933.14734;620.4113;50.9341;814.4544;14.808069;0.72400135;0.683187;0.7550665;0.010977871;1.1423224;631.0375;14.808069;5.885702;0.683187;0.7550665;0.010977871;1.1423224;82.75471;14.808069;6.025996;0.023794137;1.0165665;0.0;0
803.467;649.52954;490.83557;39.421486;653.4631;25.627039;2.2628224;1.5709252;1.3560201;1.2609643;1.0988973;414.41638;25.627039;1.2954956;0.6815166;0.79856443;0.60888654;0.36923787;88.946236;25.627039;5.869769;0.79856443;1.238416;0.0;0
246.1673;951.1424;120.3361;88.053154;801.3725;64.056015;8.524761;1.0435123;1.9681698;0.4460868;0.12064027;768.77716;53.235294;0.22614884;1.0435123;1.3823594;0.26449093;0.12064027;84.058136;53.235294;2.7621727;1.3823594;0.99080825;0.0;0
850.91473;819.21564;786.89343;72.2092;857.165;37.047947;5.1633162;0.9585888;1.7853645;0.49513143;1.0942465;83.19205;37.047947;0.90502566;0.8007286;0.56654537;0.49513143;1.0942465;50.517735;37.047947;1.9841344;0.56654537;1.0585431;0.0;0
66.65962;928.5598;431.60028;3.6992128;621.17395;3.4135957;8.070957;0.19128487;1.1281369;0.044671167;0.031830955;186.69936;3.4135957;8.82929;0.19128487;1.1281369;0.044671167;0.031830955;41.859314;3.4135957;5.8318524;1.1281369;1.1116278;0.0;0
802.9542;604.99054;614.72595;78.97329;46.367756;33.04083;3.7021263;1.8388109;1.556893;1.0676298;1.6417418;46.367756;33.04083;9.859652;0.27754074;1.3071563;0.99211895;1.6417418;15.440463;33.04083;3.53098;1.3071563;0.8668907;0.0;0
928.51746;363.7359;13.902909;79.14362;304.77017;36.699135;5.9085264;0.5733157;1.1470624;0.50254047;1.4987874;304.77017;36.699135;1.4712068;0.35788253;1.1470624;0.50254047;0.080643125;28.471237;15.242238;2.5842936;0.6448745;1.1789867;0.0;0
774.3873;448.48492;630.13605;66.37461;879.23956;23.506659;5.951381;0.7719766;0.9928552;1.9886376;0.574586;529.1523;23.506659;3.5353065;0.7719766;0.31120265;1.9557289;0.574586;49.687107;23.506659;5.7488933;0.31120265;0.7516097;0.0;0
701.1396;661.45197;290.02136;92.936745;630.68695;28.702871;6.2710137;0.66811264;0.3495589;1.6729575;0.53203756;630.68695;28.702871;3.3367074;0.66811264;0.3495589;0.78487515;0.26179823;21.924149;28.702871;5.4291534;0.3495589;1.107304;0.0;0
839.6004;432.66254;499.42703;80.345024;891.1558;70.52225;4.7068114;0.6641809;0.5914173;1.4451683;0.38834438;891.1558;65.555466;5.9464684;0.6641809;0.3915228;1.4451683;0.30550948;37.0115;65.555466;3.259031;0.3915228;1.0381591;0.0;0
49.749786;734.3561;304.7434;21.967978;390.68323;74.652016;2.4000037;1.2026547;0.9096927;0.7142442;1.9059978;138.99922;15.052343;3.0860615;0.2747229;0.6306018;0.7142442;0.42358732;73.41651;15.052343;6.4079456;0.6306018;1.1441833;0.0;0
209.76428;100.929535;996.29816;38.216434;509.68018;95.894005;4.2905636;1.2577944;1.9713513;0.15247831;1.6931176;349.41168;95.894005;9.561523;0.2206609;1.5858694;0.15247831;0.089782335;16.729214;66.97047;0.48880908;0.21351065;1.2276316;0.0;0
133.67444;831.68677;238.53389;35.05733;863.9665;11.8970175;9.747837;1.2011386;1.2210392;1.3411963;1.6770957;300.51453;11.8970175;1.8376052;0.8819403;0.84058475;0.8570133;1.6770957;92.87487;11.8970175;9.116012;0.17458898;1.1144319;0.0;0
509.4857;212.14676;913.731;50.54029;764.4111;31.241327;2.7284014;0.14631127;1.8903086;0.054379985;0.93776464;764.4111;31.241327;4.813508;0.14631127;0.10918084;0.054379985;0.93776464;14.454656;31.241327;1.4085265;0.10918084;0.9106162;0.0;0
747.73627;944.5081;918.787;95.37599;383.7261;7.796748;7.251035;1.9393796;0.524779;0.88878584;1.6249278;195.33832;7.796748;2.213669;0.8467694;0.524779;0.6108315;1.6249278;32.820652;7.796748;8.812348;0.524779;1.2204772;0.0;0
633.71173;163.99034;426.79065;61.598278;32.403984;61.36904;9.4478445;1.4308355;0.1472528;0.115012966;1.1872107;32.403984;36.150032;4.0180154;1.4308355;0.1472528;0.115012966;0.2992478;10.790526;36.150032;4.5625553;0.1472528;0.8318426;0.0;0
852.6198;137.87256;310.96307;31.362612;881.5362;1.7371905;5.666894;1.76663;1.9569664;1.1238185;0.60592926;881.5362;1.7371905;2.0163088;1.76663;0.9996134;0.5669094;0.60592926;88.39828;1.7371905;7.6946874;0.70023847;0.98342496;0.0;0
163.66086;813.7573;387.2252;94.15762;788.4933;20.615099;4.8984666;0.32774195;0.6659523;1.1234883;0.86656654;673.33936;20.615099;0.88915265;0.23104174;0.6659523;0.8244799;0.19272442;18.702387;20.615099;6.413143;0.46670365;0.7699137;0.0;0
737.2749;820.51483;989.4457;70.05712;454.66922;58.739307;1.2171695;1.8648951;1.0752592;1.0659251;0.82408756;40.84915;58.54337;9.014411;1.8496624;0.8042395;1.0364342;0.27970082;13.602768;58.54337;5.4191685;0.8042395;1.0031207;0.0;0
201.11107;741.3718;622.6083;26.681444;550.7781;35.937992;7.535139;1.4461446;0.15157446;1.4320283;0.7101312;550.7781;35.937992;5.830235;1.445706;0.02031845;1.4320283;0.7101312;86.25562;35.937992;8.681579;0.02031845;1.0616031;0.0;0
278.05118;960.9252;549.33246;90.66063;212.26889;54.48319;9.115795;1.0064243;1.7221792;0.46402904;0.4921704;69.53913;54.48319;6.717059;0.19928394;0.5157661;0.46402904;0.3641621;53.282852;54.48319;1.6959311;0.5157661;1.131396;0.0;0
712.80566;277.83423;45.558704;34.48687;417.98007;64.05973;9.807041;0.0560337;0.011353377;0.4919151;0.802508;417.98007;44.28758;4.0485234;0.0560337;0.011353377;0.4919151;0.802508;88.22832;44.28758;9.876633;0.011353377;0.8469746;0.0;0
