[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;rch;offset;complete
371.53287;14.704029;86.2209;63.328407;400.83365;37.28105;5.1368365;0.3509105;0.15970935;1.6536403;1.8529077;400.83365;7.6811485;1.6398094;0.3509105;0.15970935;0.8195372;0.25290644;93.85953;7.6811485;3.5518198;0.15970935;1.0515836;0.0;0
700.30945;695.92444;601.17725;76.27548;539.6363;52.703426;2.3567724;1.9419072;1.2224787;0.7044371;0.6326849;539.6363;52.703426;8.76202;1.2477612;0.9638941;0.7044371;0.6326849;96.98485;34.68149;7.545628;0.9638941;1.067249;0.0;0
598.3515;303.0932;555.8543;41.333107;61.244198;64.62914;6.999362;1.5981634;0.64311117;1.4703455;1.19444;41.91876;39.3828;0.53297913;0.11386688;0.64311117;0.08114168;0.75165474;13.958947;31.444946;4.993756;0.2601641;0.9444495;0.0;0
215.5608;561.7264;577.29596;40.759468;778.17847;16.3341;8.428669;1.9602411;0.5949255;1.0997713;0.6947503;239.74706;16.3341;4.5076528;1.4596647;0.21371263;0.57487535;0.656223;41.944057;16.3341;5.404966;0.21371263;1.120936;0.0;0
567.5042;79.30353;478.9156;8.42204;695.3488;18.977959;2.925242;0.2162788;0.64086694;0.70311654;1.4819736;633.752;18.977959;4.7031097;0.2162788;0.64086694;0.20079425;1.4819736;52.721893;18.977959;0.4037592;0.38530156;1.0590941;0.0;0
883.08813;178.93791;744.9357;96.67771;534.0074;17.381681;9.13561;0.16040003;0.9063292;1.8170351;0.6296598;101.11647;17.381681;0.85206157;0.16040003;0.9063292;0.77342975;0.6296598;84.917946;1.4798996;9.40894;0.9063292;1.0695343;0.0;0
670.165;626.63055;992.26666;22.8731;501.34436;75.51821;7.471567;1.0765893;0.5813796;0.330906;0.88815856;462.77814;60.694405;3.16671;1.0765893;0.5813796;0.330906;0.22167331;90.83639;60.694405;0.53374517;0.5813796;0.93597835;0.0;0
477.07358;312.606;283.02344;49.47728;343.66046;30.278576;9.881528;1.2327911;1.5595685;1.6122477;0.1767137;343.66046;30.278576;7.77749;0.40524513;1.0411432;0.80922383;0.1767137;42.491554;30.278576;1.2855885;0.11841428;1.2236054;0.0;0
328.36826;222.57472;330.20526;11.549566;348.97986;16.75447;1.9950562;1.2739626;0.36612886;0.43233803;1.8426744;346.41278;9.708143;2.1492937;0.81717753;0.36612886;0.43233803;0.63877773;66.55467;9.708143;1.0003043;0.36612886;0.80918556;0.0;0
95.02734;236.55803;329.81906;64.73067;77.78126;43.194435;4.6208553;0.19558154;0.29245916;1.785982;1.8130004;77.78126;16.527008;6.234586;0.19558154;0.29245916;0.8323808;1.8130004;26.09695;16.527008;2.0443857;0.29245916;1.195768;0.0;0
252.18086;222.67117;765.6362;39.148457;689.84644;24.826889;6.4066763;1.6891537;0.21789959;1.445463;1.6103538;689.84644;24.826889;9.632252;1.5265453;0.21789959;0.075748034;1.2079232;10.162481;24.826889;4.308299;0.19135503;1.1657956;0.0;0
21.074886;626.62244;354.53534;76.78942;54.523216;36.992977;7.6315465;0.9845301;0.8266178;0.9352362;1.7474579;54.523216;36.992977;0.5372355;0.9845301;0.8266178;0.13664469;1.7474579;41.983856;36.992977;0.47889927;0.34649965;0.86662394;0.0;0
986.75964;176.0143;679.9697;52.88503;11.404592;82.419;9.120208;0.7425965;0.23462197;0.16386658;1.2094538;11.404592;76.29247;0.15854913;0.25516248;0.23462197;0.099390306;0.8335775;3.797729;45.108013;3.2364721;0.23462197;0.75260454;0.0;0
230.25743;369.07928;451.42868;13.034984;40.671375;33.456276;8.913788;1.0138317;0.059866447;0.36853185;0.18007192;40.671375;18.749779;2.663124;1.0138317;0.059866447;0.36853185;0.18007192;13.543569;18.749779;7.596827;0.059866447;1.1827872;0.0;0
816.7272;691.008;611.7266;1.1729769;211.413;17.568453;2.3688579;0.09051569;0.59586674;0.33826908;0.15047662;211.413;17.568453;0.9770924;0.09051569;0.59586674;0.17583466;0.15047662;90.52191;17.568453;6.8365364;0.59586674;0.8576141;0.0;0
176.95844;518.53436;830.7252;21.323624;574.4938;23.322021;4.2304864;0.43800238;1.9602593;1.525496;1.5742998;574.4938;23.322021;0.8483989;0.43800238;1.4203806;0.67124104;0.24255121;42.29525;23.322021;0.58395106;0.92642456;0.81405944;0.0;1
290.76514;601.30804;518.9181;72.46221;684.3476;3.5322926;7.185866;1.9969952;0.031725045;1.2478073;1.0389956;684.3476;3.5322926;4.1233373;1.9792928;0.031725045;1.1173066;1.0389956;14.261532;3.5322926;8.1465;0.031725045;1.1372141;0.0;0
424.09454;258.39792;480.42148;82.86856;426.531;90.12282;1.3318193;1.1095927;0.13709852;0.4430601;0.5612386;426.531;90.12282;6.5246897;0.1706768;0.13709852;0.4430601;0.5612386;42.304764;13.057702;3.846798;0.13709852;1.0626719;0.0;0
331.16162;933.3877;274.30484;34.19937;414.5523;69.72707;9.594059;0.16629641;1.1704391;0.7416686;0.08455845;414.5523;7.7262807;7.427168;0.16629641;1.1704391;0.7416686;0.08455845;48.582634;7.7262807;8.207712;0.15475893;1.0627705;0.0;0
800.3673;419.74045;520.74554;53.638916;581.018;46.389763;7.4720583;0.59274244;1.000779;0.6255697;1.9682479;581.018;46.389763;1.0967093;0.3294415;0.8610525;0.6255697;1.3768052;70.46587;41.485558;4.095784;0.2843756;0.87490356;0.0;0
958.11646;294.0943;269.78815;24.077328;600.8593;56.130394;8.290131;0.37770173;0.21758032;1.3084567;0.20242429;339.65604;36.3119;5.71501;0.37770173;0.21758032;0.9915299;0.20242429;97.02671;13.234091;9.218661;0.21758032;1.2293527;0.0;0
876.54156;905.2829;845.1345;88.05628;846.5476;25.483688;9.07537;1.8501542;1.7905024;0.66747355;0.73488706;450.98056;25.483688;7.1717763;1.0152124;1.4229791;0.66747355;0.73488706;37.951954;25.483688;8.675269;1.1276865;1.1908954;0.0;0
162.04208;658.7367;394.97537;96.52419;820.8973;40.428436;1.7877392;1.6143587;1.352119;1.5395195;1.3635987;676.54846;40.428436;6.164649;0.55501467;0.75373876;0.59091777;0.09407298;78.131424;21.770357;3.1167676;0.07956778;0.79468626;0.0;0
778.9218;617.8064;137.81656;75.31871;825.29095;32.05158;4.2270885;1.0983381;0.9944225;1.3929847;1.2499644;519.8821;32.05158;4.6501236;1.0983381;0.9944225;0.9179561;1.2499644;89.79338;32.05158;6.032417;0.77777785;1.2286048;0.0;0
156.46744;887.8673;247.56786;8.979783;845.7311;82.471886;6.520181;1.9040455;1.0920266;0.492783;0.26149255;845.7311;59.08929;4.415978;1.0763441;1.0920266;0.492783;0.25365677;32.322933;59.08929;4.427275;1.0920266;0.9169372;0.0;0
914.2473;67.95488;539.23566;43.768147;881.03217;74.368195;8.226387;0.7520102;1.5943831;0.6544171;1.2447006;557.866;42.493073;7.794941;0.7520102;0.16611318;0.6544171;0.83666855;80.24856;42.151966;4.56214;0.16611318;1.2320293;0.0;0
522.69977;839.30273;917.12463;99.05152;559.7636;28.459661;7.382664;1.7312857;0.20517953;1.1034273;0.6794385;22.58441;28.459661;2.3164635;1.3853451;0.086469896;1.1034273;0.08662627;7.5206084;28.459661;4.4144816;0.086469896;0.9654782;0.0;0
343.01727;681.0857;307.55588;23.015545;599.2155;76.24856;1.2240957;0.9404086;1.8670022;1.8166418;0.3495044;134.98691;41.207645;1.8658184;0.81491315;0.92683446;1.8069124;0.3495044;79.96098;41.207645;6.461554;0.92683446;0.9714125;0.0;0
165.45525;366.39285;271.74234;67.08012;729.95374;9.483968;6.460263;1.6987777;0.23414281;0.23185042;1.2379715;55.68556;9.483968;0.6073753;0.09248796;0.23414281;0.23185042;1.2379715;45.76183;4.0832;4.104007;0.23414281;0.8468253;0.0;0
21.690998;263.78784;412.49423;93.862495;207.01749;20.3367;2.9475963;1.8023696;0.9225105;0.72359437;1.8018917;207.01749;16.87601;4.0295315;0.52282244;0.48651364;0.72359437;0.30089962;62.478657;16.87601;6.5061255;0.48651364;0.86256415;0.0;0
255.46753;113.75784;968.0769;77.34302;366.8564;10.727291;4.0709133;0.93129927;0.5026884;1.2023621;1.5055314;322.00793;10.727291;6.648519;0.35948682;0.5026884;1.2023621;0.35900733;77.09633;10.727291;3.0120816;0.5026884;0.86661726;0.0;0
914.8799;941.66345;846.76746;60.92513;913.5264;23.900808;9.942356;0.3642228;1.3337727;0.6558466;0.33331475;837.7784;23.900808;5.2480617;0.3642228;1.3337727;0.6558466;0.33331475;82.714165;23.900808;8.972655;0.6699454;1.0722435;0.0;0
799.28955;150.49298;158.17126;50.719845;527.5348;22.696768;1.5789876;0.39282396;1.6812617;0.5862092;0.3564945;451.12134;22.696768;0.85723823;0.39282396;0.3389257;0.5862092;0.3564945;73.76149;22.696768;9.1273575;0.3389257;1.0759343;0.0;0
970.09576;266.84415;617.6158;92.88856;61.26974;90.0654;1.0527616;0.5848373;1.2371764;0.86957425;0.94397044;61.26974;2.0244586;9.924976;0.5848373;1.2371764;0.7140281;0.94397044;20.402824;2.0244586;6.8864007;1.2371764;0.98118496;0.0;0
109.75391;694.1961;793.94556;39.533863;411.50418;32.806213;4.0973496;0.45365307;0.45571592;0.3932998;0.05204902;411.50418;32.806213;3.719511;0.45365307;0.45571592;0.3932998;0.05204902;87.54625;32.806213;5.7874603;0.45571592;0.94334227;0.0;0
596.25696;713.0509;770.33026;90.13677;169.1813;35.586277;8.642639;0.7826248;1.560964;1.2108417;0.05128247;169.1813;35.586277;0.038185414;0.7826248;1.5331844;1.2108417;0.05128247;29.35767;18.083912;6.398561;1.0346282;1.011472;0.0;0
264.57898;169.16101;493.95703;43.16219;362.724;10.065087;1.6304606;1.0182954;1.8858969;1.7578549;0.5113072;362.724;10.065087;6.061856;1.0182954;0.32464957;1.1269603;0.018066682;99.950516;10.065087;3.816049;0.32464957;0.96249914;0.0;0
547.51227;815.98987;734.51306;75.67885;549.5262;6.6916466;0.8087287;0.18335609;0.3303658;1.8224059;0.22233488;273.54803;6.6916466;0.08366788;0.18335609;0.30853102;0.90834665;0.22233488;73.38774;6.6916466;4.2057467;0.30853102;0.82165825;0.0;0
327.25034;515.1844;587.75073;91.57982;510.08505;22.016817;4.1943007;1.82019;0.51448625;0.9481139;1.0979688;510.08505;22.016817;9.016172;0.8226154;0.51448625;0.9481139;1.0979688;92.184456;22.016817;5.0970345;0.2312989;1.2363708;0.0;0
290.6309;849.9721;209.43053;55.109226;495.56433;13.54116;6.326658;0.014839349;1.0638999;0.59395605;0.09644502;275.3432;13.54116;6.0109367;0.014839349;1.0638999;0.58712107;0.09644502;54.76316;13.54116;3.076012;1.0638999;1.0715969;0.0;0
578.1069;96.41254;65.4931;31.056997;28.155558;34.526535;1.5553782;0.2851978;1.4821472;0.77096903;0.49462456;28.155558;31.222528;3.2991402;0.2851978;1.4821472;0.77096903;0.23873581;9.375801;24.721859;2.775417;0.80571604;0.8469548;0.0;0
191.48499;52.4017;375.8047;5.1935735;450.65384;18.685831;8.047843;0.02673645;0.26270285;0.4644278;0.1258249;326.0125;3.3454063;3.3629446;0.02673645;0.26270285;0.4200587;0.1258249;98.622986;3.3454063;5.294356;0.26270285;0.86920345;0.0;0
474.4421;640.6205;71.31961;80.94507;38.67413;17.899315;8.4607;1.9731913;0.11079515;1.2011079;1.0656203;38.67413;17.899315;1.0449106;0.011599487;0.11079515;0.4907823;0.12797813;12.878486;2.0331874;6.593144;0.055861127;1.1962366;0.0;0
654.30414;158.52356;401.06326;62.238792;410.81216;64.78892;5.2307334;0.82719404;1.138248;0.27808744;0.7117067;410.81216;34.253983;4.2132897;0.19034243;1.004577;0.27808744;0.7036544;81.80701;7.9046936;4.918831;0.8819157;0.84531283;0.0;0
136.90025;529.6996;830.5902;26.37826;650.5299;94.216385;0.31433395;0.4000911;1.5964806;0.6431689;0.17522806;640.6926;92.20846;5.0220037;0.4000911;0.6560149;0.4000232;0.17522806;29.439478;90.9638;2.1160576;0.6560149;1.0696294;0.0;0
931.2883;23.967672;845.8512;87.753426;134.64542;1.3469197;5.1658616;0.24615636;0.60228175;0.349478;0.7151885;134.64542;1.3469197;1.5267168;0.24615636;0.60228175;0.349478;0.7151885;22.168516;1.3469197;3.7573676;0.60228175;1.0524238;0.0;0
510.66745;782.12994;43.73318;92.038246;917.60504;70.58505;2.1496806;0.74711967;1.1701394;0.41848972;0.011290978;474.47858;8.794183;6.7866993;0.74711967;1.1701394;0.12681694;0.011290978;79.25204;8.794183;7.0617294;0.96074855;1.005166;0.0;0
821.3327;900.53485;78.84011;88.72789;634.20636;65.95385;4.4665093;1.9520392;1.6088687;1.3461969;1.6526531;634.20636;31.067474;3.193271;1.3298564;0.86820304;0.66996884;0.57434005;73.5806;31.067474;7.840483;0.86820304;0.8013887;0.0;0
657.3664;840.49396;673.1684;60.19164;225.42265;58.54694;7.599775;1.101963;0.06735607;1.9855521;0.7338178;225.42265;26.047535;0.6895298;1.0711542;0.025558313;0.96355283;0.7338178;66.19044;26.047535;7.585031;0.025558313;1.2243701;0.0;0
712.90094;958.7693;504.99872;97.6605;400.1468;69.26058;0.5536444;0.71489286;0.67896646;1.3540834;1.3351343;400.1468;68.43595;2.4818661;0.71489286;0.12513822;0.30753365;1.3351343;50.183743;26.853575;6.6417627;0.12513822;0.78884584;0.0;0
718.9696;904.0648;157.8648;87.49308;105.938194;50.91908;0.011518774;0.7354363;0.6133624;0.4957743;1.4204394;105.938194;50.91908;0.37092158;0.7354363;0.6133624;0.4957743;0.40540674;15.844785;24.325905;2.3368504;0.6133624;1.1294657;0.0;0
876.3489;449.57785;807.4743;10.5156145;31.842655;92.69908;1.3431563;0.24349974;1.448885;0.8212389;1.114283;31.842655;35.962917;9.098462;0.24349974;1.448885;0.8212389;0.38027635;10.603604;26.701782;4.077744;1.448885;1.0879918;0.0;0
617.46936;404.36472;224.3312;98.11249;916.7029;15.906667;0.46323955;1.0388443;1.3357759;1.2596103;1.1817974;154.74063;15.906667;4.608516;0.17909151;1.2368523;1.2596103;0.099572904;57.910736;15.906667;5.5725636;0.959219;0.93042797;0.0;0
285.43497;897.2218;87.36776;54.92576;678.4322;47.40779;2.6115966;0.8541425;1.6553465;1.7361077;0.8629533;297.28735;44.104378;9.598537;0.8541425;1.6246368;0.65196615;0.7705295;74.56255;31.713234;9.596988;1.5708349;1.2174459;0.0;0
108.51455;927.66943;752.0121;92.01159;781.8497;65.33853;4.048638;1.4604138;1.101802;1.4313612;0.82082087;723.6806;25.16689;6.148396;1.4604138;1.101802;0.020101663;0.03780343;18.03406;25.16689;1.8073066;0.76052266;0.8480721;0.0;0
610.1881;973.1076;612.04474;76.05811;625.9511;90.879005;7.799288;0.39197582;0.46350113;0.2992947;0.6188422;302.82614;19.029509;0.434767;0.39197582;0.46350113;0.2992947;0.6188422;46.233624;19.029509;6.024845;0.46350113;1.1376641;0.0;0
75.68928;770.63403;400.49832;64.79191;907.6979;48.79481;0.31296903;0.28330174;0.8718764;1.2118084;0.15176266;12.191461;48.79481;1.7323433;0.21230811;0.8718764;1.2118084;0.15176266;4.0597563;48.79481;4.041869;0.55093;1.192621;0.0;0
248.88052;209.96895;695.79895;32.73457;896.95966;97.70193;3.5163918;1.1671067;0.7981403;0.40238088;0.7054362;224.55273;96.83907;5.3227997;1.1671067;0.7981403;0.40238088;0.7054362;51.80077;83.688835;4.18549;0.31534326;0.87209857;0.0;0
70.10011;945.5046;912.2669;2.8002994;67.576965;65.68264;9.295146;1.4865948;1.3388188;0.75491065;0.93040615;39.093044;65.68264;0.094923705;0.8806284;0.68113714;0.75491065;0.93040615;13.071164;52.881836;7.513217;0.68113714;1.1528543;0.0;0
553.39874;947.67004;43.84062;27.74595;197.57529;69.95133;5.768038;1.0000255;1.908307;1.9299941;0.276129;197.57529;6.33729;6.124398;0.44350997;0.31628847;0.36022836;0.276129;62.67558;3.0076065;6.6062126;0.16231225;0.8908542;0.0;0
168.73474;669.47003;631.40265;68.61345;401.832;81.8389;8.269366;1.5821658;0.9208292;1.7852423;1.8170065;333.4515;81.8389;8.74081;1.4244232;0.9208292;1.3508104;1.7992553;27.362898;58.11332;5.313038;0.9208292;0.891209;0.0;0
614.3032;858.70746;225.98563;86.32518;347.67865;73.41844;4.840306;1.6837621;1.281299;0.52097875;0.026674347;347.67865;45.415695;3.194095;1.5512725;0.6034122;0.52097875;0.026674347;92.097916;35.845318;0.6314031;0.6034122;1.1467127;0.0;0
792.9565;565.56464;479.3964;0.33442506;530.31683;52.31043;0.98142976;1.834093;0.3636129;1.4597973;0.45533046;530.31683;26.621454;8.396116;0.011082799;0.3636129;1.1171675;0.45533046;66.87245;20.657738;0.9242405;0.3636129;0.9438565;0.0;0
823.6619;944.68567;429.7413;20.87658;273.8665;77.28445;1.8775218;0.76257634;1.1530457;0.6657435;1.3628204;131.0866;77.20055;9.245478;0.6569124;1.1176031;0.6657435;0.722159;84.79466;50.646923;5.230736;0.7367463;1.0085071;0.0;0
316.44806;102.99703;396.07986;67.33946;799.4845;3.6697218;7.5832424;1.809647;1.4595422;0.025637861;1.648705;131.6157;0.4754217;2.5467167;0.9420403;1.1276516;0.025637861;1.648705;54.262924;0.4754217;8.433657;0.54279727;1.0089457;0.0;0
553.46497;865.32404;198.45255;28.435146;17.41891;93.283455;8.642434;1.4210172;1.5298535;1.7017308;0.95275295;17.41891;3.136719;4.724463;1.4210172;0.15981707;0.888559;0.5405985;5.8004966;3.136719;4.9880276;0.15981707;1.2184397;0.0;0
567.3807;64.94859;804.6234;14.256115;793.59796;82.33267;4.6807427;1.2535758;1.9475148;1.6467614;1.1813323;674.81757;75.88477;3.143316;0.049643304;1.2524285;0.41602153;0.6628658;33.23294;10.931977;5.645215;0.75073254;1.1678449;0.0;0
478.15833;345.71597;385.72537;8.285417;399.43658;63.802353;4.9296417;1.1120108;1.9752511;0.595378;0.5532738;399.43658;16.130924;2.858873;1.1120108;0.4633625;0.595378;0.5532738;45.660904;11.244097;9.937254;0.07032731;0.87796974;0.0;0
658.56274;143.97238;888.3243;63.824112;15.083658;6.9685717;4.5067215;0.049242254;1.0357687;1.5464653;1.9091271;15.083658;6.9685717;0.10126065;0.049242254;0.2751664;1.5464653;0.07540669;5.022858;6.9685717;2.445988;0.2751664;0.8278481;0.0;0
217.98625;484.34375;361.12158;59.526497;848.5936;29.562893;0.1934475;1.1250577;1.7225888;0.072659776;1.2918868;158.21259;29.562893;2.313842;1.1250577;1.7225888;0.072659776;0.2435123;93.26466;29.562893;5.280973;1.0953668;0.77498925;0.0;0
979.4508;239.92369;841.3162;85.875496;452.28696;25.437456;0.96414334;1.5601926;1.4768835;1.0841701;0.27161744;271.73184;25.437456;7.9340906;0.45807353;0.59036624;0.51781124;0.27161744;94.545586;13.133834;7.6526866;0.59036624;0.96484244;0.0;0
107.09903;952.55164;549.02167;31.552282;727.4794;25.776796;9.918962;1.9768516;1.0539519;1.9633517;1.4754925;438.05167;25.776796;8.99495;1.2387037;0.8290031;1.4028174;0.28690615;78.94035;25.776796;9.51995;0.8290031;1.2202859;0.0;0
830.92896;563.72815;391.76898;13.75819;879.66425;67.24303;0.4297162;0.8718982;0.06983619;1.579072;0.26426664;451.89163;30.454163;2.9419463;0.8718982;0.06983619;0.70577407;0.26426664;26.091711;30.454163;8.242255;0.06983619;1.0350721;0.0;0
598.155;898.7534;706.9919;79.93559;43.969616;87.62622;3.4962008;1.980414;1.9542632;1.1553686;0.8126849;43.969616;47.423508;0.3657978;1.2361805;1.893882;0.38243014;0.8126849;14.641882;47.423508;5.320771;1.4681418;0.95366716;0.0;0
252.4062;285.2779;788.7881;98.81977;269.54044;68.19486;6.9099555;0.3504664;1.9308008;0.7379846;0.98752147;53.32846;48.444637;7.5117955;0.3504664;0.041032474;0.10956159;0.98752147;40.18258;48.444637;6.4947286;0.041032474;1.0733665;0.0;0
748.21826;35.717785;487.8639;36.102917;127.702675;38.9371;4.254061;1.9168179;1.0411037;1.473332;1.4476011;24.55491;38.9371;7.0266385;1.810217;0.028673103;1.473332;0.19387834;8.176785;10.06919;8.106109;0.028673103;0.97342485;0.0;0
93.636086;777.89844;431.16623;86.54842;107.03006;96.92672;9.826812;1.1834136;0.6954288;1.9510629;1.9926919;107.03006;87.84063;2.8404593;1.1834136;0.6954288;1.1286868;0.5674128;51.529682;83.362656;3.5780492;0.6954288;1.0064476;0.0;0
776.67365;705.3539;581.6448;76.27829;946.1847;86.27198;0.3370595;1.3285135;0.23245165;0.39232045;0.74926066;878.7816;70.9316;8.145281;1.0965962;0.23245165;0.06926843;0.74926066;33.042374;70.9316;7.967597;0.23245165;1.0960563;0.0;0
594.0854;550.03674;589.31177;91.16737;807.5137;68.573296;8.746844;1.1516235;0.11971452;0.10857148;1.3547161;296.69278;68.573296;7.5805984;1.1516235;0.11971452;0.10857148;0.119446866;28.74345;28.886148;5.4387307;0.11971452;1.1937975;0.0;0
119.642815;817.18933;431.22443;42.494812;371.0779;39.80682;1.3560953;1.9658643;1.6087778;0.76076186;1.3480659;328.11185;38.716263;0.9348543;1.8780926;0.582355;0.57732195;0.71477014;19.32744;38.716263;3.2292314;0.39360148;0.98451823;0.0;0
88.71051;841.68353;760.08624;10.22002;690.4201;68.41436;2.0561726;0.09815167;0.82478505;1.0385779;0.3765366;596.11395;68.41436;4.8758554;0.09815167;0.82478505;0.52971447;0.365576;49.70543;30.925297;4.4327083;0.59455013;0.92403364;0.0;0
753.32794;592.0243;405.72424;11.923785;920.2508;40.85871;5.287755;0.82682526;1.1300334;0.49798453;1.2892687;210.024;40.85871;1.6816306;0.82682526;1.1300334;0.49798453;1.1566981;63.271736;40.85871;9.191717;1.1300334;1.2141843;0.0;0
300.00656;966.2685;458.46835;76.34352;228.60536;15.603182;8.715832;1.7517123;0.60993886;1.2369558;1.7600423;228.60536;7.9692883;1.6881971;1.7517123;0.60993886;1.2369558;1.7454166;89.41333;7.9692883;5.8390975;0.16827564;1.1836326;0.0;0
890.4088;722.51483;609.265;86.34685;24.00923;61.921585;4.14667;0.34251472;1.2318512;0.6186776;1.1159114;24.00923;43.56779;3.7516787;0.34251472;1.2318512;0.6186776;1.1159114;11.586481;34.098812;9.221677;1.2318512;1.1650827;0.0;0
764.4523;680.1066;986.9804;45.755974;825.86725;69.840416;2.9428031;1.1434921;1.5199506;1.9640193;0.9647555;69.321434;59.677788;1.5927314;1.1434921;1.5199506;0.50393003;0.20444661;14.08184;2.1390815;9.36945;1.169887;0.8424466;0.0;0
701.2083;367.8076;268.07925;6.0511317;725.4714;34.99544;4.022703;1.0519195;1.7868562;0.5380406;1.2986238;537.4165;34.99544;8.299052;1.0519195;1.6895673;0.20715128;0.19839849;76.90896;34.99544;6.6059394;1.601443;1.150017;0.0;0
285.82;12.235992;239.63327;6.7639337;168.65471;92.93785;0.95248985;1.6167859;0.9972078;1.6079298;1.6156284;168.65471;51.35717;4.4484487;0.16541038;0.9972078;0.118568644;1.4544746;81.13758;21.919935;0.6405382;0.9972078;1.0052546;0.0;0
711.8551;248.53325;185.1184;59.900173;494.7494;85.44053;8.383961;1.8373233;0.607368;1.9296272;0.4583001;494.7494;82.258736;8.714898;0.043863755;0.607368;0.10620731;0.022303527;13.095174;41.96344;9.240144;0.018789925;0.8341878;0.0;0
948.6662;766.2813;692.54974;91.870575;168.82954;58.32697;9.152999;0.52508163;0.16284378;1.0040942;0.3345759;168.82954;21.122568;5.4805937;0.52508163;0.16284378;1.0040942;0.3345759;78.548355;21.122568;7.5087805;0.16284378;1.2095104;0.0;0
100.64423;712.7725;454.6037;40.018394;606.5877;6.1175523;6.760989;1.3893566;1.7094864;0.40651265;1.3059589;110.83749;6.1175523;6.0098076;1.2364788;0.35001674;0.3571758;1.3059589;60.332966;3.4251537;4.1218433;0.35001674;0.7756947;0.0;0
332.901;337.7119;394.72028;65.09692;651.09424;1.8198621;4.4522495;1.099899;1.7085998;1.7818563;0.0788215;651.09424;1.8198621;5.7016206;1.099899;0.55579996;1.4648796;0.0788215;38.75689;1.8198621;4.5569096;0.23928978;0.9260248;0.0;0
242.32555;629.32715;212.04947;54.246574;283.9159;64.02464;6.1453667;1.3289448;0.71323407;0.81065756;1.652292;101.597496;29.372604;1.8533812;0.794507;0.71323407;0.6342218;0.85926783;68.75034;29.372604;0.26693985;0.71323407;1.1893284;0.0;0
399.31763;203.33461;892.227;88.98681;783.02875;81.39921;5.5231495;0.40875185;0.42244813;1.0928077;0.61112684;202.25015;3.3573356;1.3727385;0.40875185;0.42244813;1.0928077;0.61112684;37.633343;3.3573356;8.716419;0.42244813;1.2230462;0.0;0
744.9093;270.99146;448.7413;83.25552;478.86038;50.085247;0.525036;0.55262005;1.3500465;0.10758974;0.23084977;303.64966;50.085247;2.9987957;0.55262005;1.0101166;0.10758974;0.23084977;49.625576;21.018528;9.265223;0.6816473;1.2362548;0.0;0
479.50015;947.934;611.6164;20.014921;709.2943;2.446444;3.9502692;1.1041944;1.5157524;0.7027283;1.5316994;64.917816;2.446444;6.709854;0.4796505;1.5157524;0.53363204;0.8471646;53.875263;2.446444;1.1162144;0.67928934;0.9144192;0.0;0
575.0233;419.04877;121.40428;67.78655;643.4131;14.568405;6.5717187;0.015861703;1.4464257;1.1163507;0.4535553;372.22147;14.568405;8.650453;0.015861703;0.075588875;0.6827188;0.4535553;36.451843;14.568405;7.627927;0.075588875;1.0834123;0.0;0
321.01334;252.53772;116.892494;84.76557;456.25134;21.203367;8.479513;1.4356863;0.15185225;1.3890415;0.8088388;456.25134;21.203367;1.5489185;0.7526068;0.15185225;0.9954554;0.8088388;39.538456;16.981697;5.336588;0.15185225;0.89824694;0.0;0
149.87637;492.23715;76.681;93.03191;299.7901;62.812798;3.5961401;0.3315207;1.9686153;1.9027809;0.8335964;63.19149;62.812798;0.8378979;0.3315207;1.1329995;0.11316141;0.8335964;21.042767;62.812798;1.5244496;1.1329995;1.1196672;0.0;0
274.2643;393.14572;373.6726;59.033722;212.26135;48.657345;8.194529;1.8632907;1.0935954;1.1711581;1.6422613;212.26135;31.465305;8.467933;1.3404135;1.0935954;0.058046184;0.61456347;46.71258;31.465305;6.7200127;0.6140275;1.0577004;0.0;0
861.0835;732.23376;478.15775;17.673532;748.4846;10.310458;7.5715904;1.7226083;1.2206079;0.55008304;0.536203;234.03894;10.310458;3.5933607;0.9541442;0.56814224;0.55008304;0.536203;34.942314;10.310458;7.857294;0.56814224;1.1430672;0.0;0
606.3928;962.49493;252.13237;55.867386;645.52405;50.217274;9.293808;1.2504687;0.10019499;1.1187657;1.2700661;570.7149;50.217274;2.5303326;1.2504687;0.10019499;0.9174205;1.2700661;55.574867;22.446697;5.454227;0.10019499;1.066115;0.0;0
384.2088;595.82007;356.18073;66.61532;288.1325;86.96233;9.894415;1.7832048;0.033488754;0.15113373;1.9972996;288.1325;46.344276;0.09451682;0.60395026;0.033488754;0.15113373;0.9532892;22.06113;46.344276;1.6976955;0.033488754;0.83628803;0.0;0
792.0069;595.2357;16.197433;27.321657;967.42816;43.96759;0.42690524;1.9746177;0.2614035;0.30471385;1.2027141;174.37608;12.162082;2.0161986;1.4690181;0.2614035;0.30471385;0.25294268;60.808712;12.162082;9.654642;0.2614035;0.80554295;0.0;0
73.81286;371.18552;357.57758;97.30285;812.23553;15.061264;4.3803325;1.5521635;0.7880485;0.7101622;0.29053798;812.23553;12.39925;0.43329388;0.23015086;0.7880485;0.6645359;0.29053798;85.66678;12.39925;4.8527083;0.7734363;0.96843356;0.0;0
