model_run;c;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;r_rank;r_lin;n_5m
2454;62.479816;1.2279096;0.0;0;-37.40347634194444;-19.564733465801254;37.47553241259611;19.564733465801254;-1.0002783218025735;0.20179252118611385;0.18967942390624515;0.05128205128205128
2455;53.75539;1.0192423;0.0;0;-36.47038137917332;-19.58168637517744;36.64184161118875;19.58168637517744;-1.0360350730717731;0.20179252118611385;0.18967942390624515;0.05128205128205128
2456;60.62358;1.115582;0.0;0;-36.18213273271666;-19.587292889627122;36.45251711953883;19.587292889627122;-1.0716191607941725;0.20179252118611385;0.18967942390624515;0.02564102564102564
2457;10.1283245;1.1535006;0.0;0;-32.69901490882461;-17.33590973247368;32.992782886505005;17.33590973247368;-1.0800304911713647;0.20179252118611385;0.18967942390624515;0.05128205128205128
2458;27.322922;0.80675405;0.0;0;-36.472688546761134;-19.302564390287614;36.64261992094915;19.302564390287614;-1.0354851263863334;0.20179252118611385;0.18967942390624515;0.05128205128205128
2459;52.744705;1.0765623;0.0;0;-36.017921198107715;-19.58796046626017;36.31778643801425;19.58796046626017;-1.0822237422973922;0.20179252118611385;0.18967942390624515;0.02564102564102564
2460;87.299995;0.99105537;0.0;0;-36.85617187131662;-19.581641242266528;37.04626384643431;19.581641242266528;-1.042737112449993;0.20179252118611385;0.18967942390624515;0.05128205128205128
2461;67.90836;1.0362154;0.0;0;-35.56355105451815;-19.937470341535658;35.69866012808187;19.937470341535658;-1.02295916846906;0.20179252118611385;0.18967942390624515;0.05128205128205128
2462;9.049904;0.7692085;0.0;0;-33.196924394275825;-18.650227737926713;33.60570535648292;18.650227737926713;-1.1214019048428654;0.20179252118611385;0.18967942390624515;0.02564102564102564
2463;59.23157;1.2031078;0.0;0;-36.013088377639775;-19.58820363255333;36.31649136067347;19.58820363255333;-1.0834963067385242;0.20179252118611385;0.18967942390624515;0.02564102564102564
2464;22.181581;1.226392;0.0;0;-34.464107468112495;-19.509434191833833;34.81411471224622;19.509434191833833;-1.1002603631862242;0.20179252118611385;0.18967942390624523;0.02564102564102564
2465;73.40431;0.75174093;0.0;0;-37.23528797325042;-19.57628826383865;37.37958180554723;19.57628826383865;-1.0262630254603662;0.20179252118611385;0.18967942390624515;0.05128205128205128
2466;82.74581;0.8563958;0.0;0;-36.61906590406685;-19.698363166792177;36.83508322071133;19.698363166792177;-1.052062738015606;0.20179252118611385;0.18967942390624515;0.05128205128205128
2467;59.349693;0.84009707;0.0;0;-36.12606054045283;-19.590067060475036;36.47010057094183;19.590067060475036;-1.0981138919405826;0.20179252118611385;0.18967942390624515;0.02564102564102564
2468;59.140347;1.1406523;0.0;0;-37.00142882863353;-19.572180407469233;37.130616671815424;19.572180407469233;-1.0208292379000994;0.20179252118611385;0.18967942390624515;0.05128205128205128
2469;33.865757;1.0490401;0.0;0;-35.479157808814286;-19.58791338700746;35.821282489443554;19.58791338700746;-1.097424919893654;0.20179252118611385;0.18967942390624515;0.02564102564102564
2470;44.63054;0.83866686;0.0;0;-35.06622711618525;-19.73132990162486;35.28603479963671;19.73132990162486;-1.053426173924898;0.20179252118611385;0.18967942390624515;0.05128205128205128
2471;86.41219;1.1569855;0.0;0;-37.09398516731779;-19.575142885560723;37.20414150920715;19.575142885560723;-1.0139834011799824;0.20179252118611385;0.18967942390624515;0.05128205128205128
2472;72.3348;0.9267374;0.0;0;-36.416861552540766;-19.588008852851345;36.684314184254106;19.588008852851345;-1.0705645767931542;0.20179252118611385;0.18967942390624518;0.02564102564102564
2473;51.980167;0.98042846;0.0;0;-35.98179545485853;-19.58961370697733;36.320865558635354;19.58961370697733;-1.0963261555839192;0.20179252118611385;0.18967942390624515;0.02564102564102564
2474;36.829556;0.9436533;0.0;0;-35.72830155838557;-19.589430014823648;36.02803479054127;19.589430014823648;-1.0821762576825888;0.20179252118611385;0.18967942390624515;0.02564102564102564
2475;5.04747;1.0106901;0.0;0;-27.93903619573308;-16.608315498450906;28.54764630077035;16.608315498450906;-1.1932826074058802;0.20179252118611385;0.18967942390624515;0.07692307692307693
