model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;kf_riv;rhk;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;RABIAS;r_rank;r_lin;n_5m;n_3m;n_1m;MAE_sfr;ME_sfr;RBIAS_sfr;RABIAS_sfr;E_multi
0;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.25;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
1;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.2;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
2;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.15;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
3;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.1;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
4;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.05;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
5;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
6;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;0.95;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
7;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;0.9;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
8;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;0.85;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
9;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;0.8;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
10;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;0.75;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
11;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;0.1;1;0.7233209902753693;0.6097958623166733;2.94108987873351;2.3900099829341457;0.6009847822706279;2.5497027309885767;0.27386127875258304;0.24782437824220543;0.7948717948717948;0.6153846153846154;0.1794871794871795;0.6784487698413443;-0.6784487698413443;-2.271302535436794;2.271302535436794;1.2968270696366127
12;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;0.2;1;0.694069164095809;0.6097200036605273;2.9368085912008532;2.4028724492942217;0.5431703347244562;2.491888283442405;0.27386127875258304;0.24782437824220543;0.7948717948717948;0.6153846153846154;0.1794871794871795;0.6841977517334484;-0.6841977517334484;-2.283593186480121;2.283593186480121;1.3018798928433137
13;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;0.3;1;0.6697138815515674;0.6096914454651028;2.927679506224505;2.4071690043295177;0.4850895597549267;2.4338075084728756;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.6153846153846154;0.1794871794871795;0.6865046738535255;-0.6865046738535255;-2.2876505117048995;2.2876505117048995;1.3035479043246114
14;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;0.4;1;0.6479937358261316;0.6096808325312111;2.916475922108908;2.379798112348567;0.42675315721393303;2.375471105931882;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.6153846153846154;0.1794871794871795;0.6882421111387472;-0.6882421111387472;-2.2903466714502;2.2903466714502;1.304656325553235
15;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;0.5;1;0.6415158760122487;0.6096831252757511;2.906729441374177;2.308135163690764;0.4094571258716015;2.3581750745895502;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.6153846153846154;0.20512820512820512;0.690476601467472;-0.690476601467472;-2.2936824782486873;2.2936824782486873;1.3060277127926132
16;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;0.6;1;0.6187909469603283;0.6096764020358023;2.8956075146239924;2.2587404286348374;0.3506486262611841;2.2993665749791328;0.27386127875258304;0.24782437824220546;0.8461538461538461;0.6153846153846154;0.23076923076923078;0.69230158984073;-0.69230158984073;-2.296497258505579;2.296497258505579;1.3071849002315576
17;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;0.7;1;0.5975913457982883;0.5973741912983996;2.883707249329931;2.2580803017364133;0.2917851928040947;2.2405031415220433;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6940058040264873;-0.6940058040264873;-2.299054906122885;2.299054906122885;1.308236377585339
18;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;0.8;1;0.5757140809058027;0.4977826566423289;2.871565292617004;2.2581419297094385;0.2328719247233669;2.1815898734413155;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6957945452970392;-0.6957945452970392;-2.3017729197092365;2.3017729197092365;1.309353783170839
19;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;0.9;1;0.5537934412445384;0.3997638569456683;2.859320244906747;2.258706085787935;0.1739261622177608;2.1226441109357097;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6975070879649635;-0.6975070879649635;-2.3043688571930607;2.3043688571930607;1.310421001914189
20;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
21;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;1.5;1;0.42074212394699556;-0.18312719443545689;2.7923952823898137;2.2598179060307757;-0.18098689070457696;1.7677310580133718;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.6153846153846154;0.28205128205128205;0.7068339649455865;-0.7068339649455865;-2.3184809139455425;2.3184809139455425;1.3162226252457647
22;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;2.0;1;0.30689525458388855;-0.3284857476252796;2.7570433031316632;2.2626592263996486;-0.47720609220398813;1.4715118565139607;0.27386127875258304;0.24782437824220543;0.8461538461538461;0.6153846153846154;0.28205128205128205;0.7130479298593414;-0.7130479298593414;-2.32800995413369;2.32800995413369;1.3201401195453366
23;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;2.5;1;0.1916771537297221;-0.4175931103985988;2.738327505592688;2.265247168493488;-0.7738364539182513;1.1748814947996975;0.27386127875258304;0.24782437824220546;0.8461538461538461;0.6153846153846154;0.28205128205128205;0.7163594054525276;-0.7163594054525276;-2.3331020721606617;2.3331020721606617;1.3222335458453138
24;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;5.0;1;-0.4969364116679611;-0.8153429778331542;2.8106889076996393;2.1397912783774586;-1.0;1.0;;;0.8461538461538461;0.6410256410256411;0.2564102564102564;0.7280984930766067;-0.7280984930766067;-2.3511420066813673;2.3511420066813673;
25;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;10.0;1;-2.0277594453362187;-2.332173787026818;3.7616860693114247;2.879891948850826;-1.0;1.0;;;0.717948717948718;0.5128205128205128;0.23076923076923078;0.7485269434762628;-0.7485269434762628;-2.382652964851107;2.382652964851107;
26;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;2.0;0.01;1.0;1.0;1;0.039367202279059474;-0.34176913347937443;3.4819938903989316;3.1977720766841458;0.11412610966124831;2.062844058379197;0.27386127875258304;0.2478243782422054;0.7435897435897436;0.4358974358974359;0.15384615384615385;0.7106470305551426;-0.7106470305551426;-2.329192926013409;2.329192926013409;1.320626452429221
27;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;3.0;0.01;1.0;1.0;1;0.21346183954199352;-0.3988666018553886;3.2165930783443772;2.808291730438043;0.11479903924323036;2.063516987961179;0.27386127875258304;0.24782437824220546;0.7692307692307693;0.5128205128205128;0.1794871794871795;0.7102881254148471;-0.7102881254148471;-2.329449760370461;2.329449760370461;1.3207320398871203
28;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;4.0;0.01;1.0;1.0;1;0.3839334001905497;0.2787374344560476;3.0027499578197534;2.536482807553284;0.11502692094526824;2.063744869663217;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.5641025641025641;0.23076923076923078;0.7052752384008926;-0.7052752384008926;-2.3191110674700424;2.3191110674700424;1.3164816883613926
29;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.01;1.0;1.0;1;0.5324481398378504;0.30180786812354654;2.846755392831888;2.25786689775731;0.11495272252715803;2.0636706712451067;0.27386127875258304;0.24782437824220538;0.8205128205128205;0.6153846153846154;0.2564102564102564;0.6989874087659856;-0.6989874087659856;-2.3065509767126002;2.3065509767126002;1.3113180954944441
30;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.009;1.0;1.0;1;0.4370730574407968;0.3004426522018093;2.9300410716359715;2.5008332002275893;0.1149266849989759;2.0636446337169243;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.5641025641025641;0.2564102564102564;0.7018926980325432;-0.7018926980325432;-2.312676152436997;2.312676152436997;1.3138362232922516
31;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.0095;1.0;1.0;1;0.4883211803702396;0.3011214301532732;2.885034060992898;2.3595604345654237;0.11494022068557996;2.0636581694035288;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.5641025641025641;0.2564102564102564;0.7004878184027973;-0.7004878184027973;-2.3096641402359674;2.3096641402359674;1.312597951609606
32;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.015;1.0;1.0;1;0.8048137205705964;0.5365023741331356;2.6777842230408373;1.9060139679511963;0.1149977845833054;2.063715733301254;0.27386127875258304;0.24782437824220546;0.8205128205128205;0.717948717948718;0.2564102564102564;0.6843915031564535;-0.6843915031564535;-2.2773917992988153;2.2773917992988153;1.299330433668777
33;500.0;75.0;1.0;1.0;60.0;1.0;1.0;1.0;1.0;1.0;1.0;50.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;1.0;1.0;1.0;5.0;0.02;1.0;1.0;1;0.9139003218900162;0.5502824706500462;2.628750639010627;1.8342475224894201;0.11507752318261073;2.0637954719005593;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.717948717948718;0.23076923076923078;0.6680011738186721;-0.6680011738186721;-2.2463498336694827;2.2463498336694827;1.2865687366878291
34;493.91116;79.99466;7.470555;1.6082972;56.54103;9.594157;0.93809265;0.651906;1.0688399;0.65631413;1.8648306;56.54103;1.9131265;0.691972;0.651906;0.64130473;0.65631413;0.7247651;40.413933;0.8412196;0.89183575;0.64130473;3.4171035;0.009629956;0.9874611;0.0;1;1.0680499809845991;0.6013120184131822;2.949335913573661;2.355880148899331;0.8150920841727137;2.7638100328906625;0.27386127875258304;0.24782437824220543;0.8461538461538461;0.6666666666666666;0.15384615384615385;0.653305820585372;-0.653305820585372;-2.208375134551071;2.208375134551071;1.2709569159391487
35;437.89426;79.4189;5.1039734;9.991164;50.80084;3.3806763;0.8175552;0.5973117;1.6314785;0.7780461;1.1811441;50.706165;0.77171147;1.9928842;0.5973117;0.86813;0.7780461;0.5469153;45.648067;0.77171147;1.6220208;0.86813;3.1356072;0.009330864;1.0351602;0.0;1;0.2518670950767184;-0.38434085021498277;3.5055920304512775;3.03038449074549;0.5956448345374227;2.5443627832553712;0.27386127875258304;0.24782437824220543;0.7435897435897436;0.48717948717948717;0.10256410256410256;0.6979888447941022;-0.6979888447941022;-2.3287513377857323;2.3287513377857323;1.3204449106022873
36;425.9843;78.96592;4.5743318;1.041554;53.215614;1.3811616;1.1471967;1.8066335;1.201199;0.9615404;0.6361945;52.204136;0.6187368;1.395048;1.0074725;1.201199;0.9615404;0.6361945;32.631138;0.6187368;0.91484755;1.201199;3.0674698;0.009634075;0.99301344;0.0;1;0.3777809523761547;-0.4237356887909982;3.2861035203594873;2.998490570373235;0.3794991719903703;2.3282171207083193;0.27386127875258304;0.24782437824220543;0.8461538461538461;0.5128205128205128;0.1282051282051282;0.6837056729568886;-0.6837056729568886;-2.2585347697344096;2.2585347697344096;1.2915780992922992
37;495.141;76.22289;4.17164;5.4081163;53.509323;7.6462526;0.95336735;0.98764175;1.0195148;1.1799883;1.0360223;50.8237;1.7915041;0.9977239;0.9576915;1.0195148;1.1799883;1.0360223;32.47419;1.7915041;1.5638474;0.70397645;2.0253253;0.009378633;1.001703;0.0;1;-0.5179907202612489;-0.19027157028483543;4.04597352695197;4.002353286571747;0.6699543426923225;2.618672291410271;0.27386127875258304;0.24782437824220543;0.6666666666666666;0.38461538461538464;0.15384615384615385;0.6826019387240819;-0.6826019387240819;-2.290468860945361;2.290468860945361;1.3047065590123568
38;445.38187;75.22791;2.2247868;4.2409225;53.882736;5.035084;1.5917133;1.6945826;0.9379024;0.86120576;1.9571415;51.433327;1.6935976;0.51759845;0.54631615;0.9379024;0.73286194;1.8904212;35.901123;1.6772617;0.57858753;0.9379024;1.5870916;0.00966294;1.005069;0.0;1;0.7210871975801846;0.027450183213574064;3.352905544338072;2.765946032257034;1.004042396150486;2.9527603448684347;0.27386127875258304;0.2478243782422054;0.8461538461538461;0.5384615384615384;0.1282051282051282;0.6556377328630972;-0.6556377328630972;-2.1968773941033377;2.1968773941033377;1.266230067088414
39;533.96277;75.362785;3.9269674;7.9628043;59.416187;3.9458146;0.5452388;1.661069;1.757194;1.9289831;1.8147709;50.555786;1.1711948;1.4426783;0.5279896;0.5297809;1.8321432;0.54686767;37.592045;1.1711948;1.2462834;0.5297809;3.4665475;0.009095175;0.98651034;0.0;1;0.6186069216892531;0.04413821498656034;2.7249847219758863;2.1551098715329715;0.7645614211204066;2.7132793698383555;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.6923076923076923;0.1794871794871795;0.6748641804818106;-0.6748641804818106;-2.255814169018372;2.255814169018372;1.2904596301090392
40;487.4304;70.14937;8.901189;7.595601;50.357033;5.3366055;1.5380875;1.5132048;0.81269467;1.8789444;1.2707506;50.357033;1.7717443;1.9307085;0.6679185;0.81269467;1.2725681;1.2707506;40.757454;1.4717755;0.8196671;0.81269467;3.4585247;0.009179551;1.0213405;0.0;1;0.5726932787447652;0.26289893191324154;2.879465009879866;2.4535093481910337;0.7829165284835474;2.731634477201496;0.27386127875258304;0.24782437824220546;0.8461538461538461;0.6410256410256411;0.20512820512820512;0.6672541937449793;-0.6672541937449793;-2.2335609804860073;2.2335609804860073;1.2813110970457335
41;566.53564;74.9947;1.8297191;6.6152525;53.021736;9.362996;1.1331652;0.8068318;1.1889619;0.8725692;0.99324894;53.021736;1.8254554;1.6671988;0.8068318;0.72501665;0.8725692;0.96775746;49.22223;0.5592618;1.6766742;0.72501665;1.8304073;0.0099556865;0.9691871;0.0;1;-0.13296731152972358;-0.13390625776492016;3.8945539797123376;4.025311738459067;0.6303278097734506;2.5790457584913993;0.27386127875258304;0.24782437824220543;0.717948717948718;0.358974358974359;0.1282051282051282;0.6944404433904182;-0.6944404433904182;-2.3265908319186406;2.3265908319186406;1.3195567026347053
42;540.05304;76.23769;9.62053;1.5801207;54.92456;3.1772683;1.6759036;1.1369927;1.1351706;1.1730978;0.74603105;54.92456;0.51382035;0.8752278;1.1369927;0.8351375;1.1730978;0.557488;33.037273;0.51382035;0.5760167;0.8351375;2.1616857;0.009432597;1.0355355;0.0;1;0.8376654714677283;0.6139427148351331;2.8665041470013795;2.1860237566872627;0.37236425702771214;2.321082205745661;0.27386127875258304;0.2478243782422054;0.8461538461538461;0.6153846153846154;0.1794871794871795;0.6643973765615868;-0.6643973765615868;-2.2000545882166556;2.2000545882166556;1.2675362468905558
43;462.47333;76.58706;1.8782184;3.05533;50.86396;2.724732;1.0008457;1.7140403;1.2069198;1.4111065;0.7068034;50.86396;0.5921662;1.6401535;1.1842158;0.6034563;1.4111065;0.7068034;44.559532;0.5921662;1.2158026;0.6034563;4.961414;0.009603072;1.0117387;0.0;1;0.774069539788361;0.30121524457717896;2.6932393837693485;1.8556152982621938;0.4457900575919386;2.3945080063098874;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.717948717948718;0.1794871794871795;0.6876225384778877;-0.6876225384778877;-2.2915889837669683;2.2915889837669683;1.3051670539501288
44;566.45197;73.321396;4.194488;1.7568417;54.83538;5.7585945;0.52720135;0.64721847;1.5009731;0.7795753;0.7335865;54.83538;1.3784546;1.5756115;0.64721847;1.4868188;0.54497886;0.7335865;36.94352;0.5253071;1.9156939;0.6663169;2.8272114;0.0091614835;1.0200938;0.0;1;-0.46721305390456447;-0.8813050024490394;4.185345933447822;4.201347892103001;0.44473063855542194;2.3934485872733706;0.27386127875258304;0.24782437824220543;0.6410256410256411;0.358974358974359;0.10256410256410256;0.6988276271304684;-0.6988276271304684;-2.3486216316092507;2.3486216316092507;1.3286138091741782
45;560.9529;74.71282;6.417386;9.808685;51.07129;5.116106;1.6449165;1.2589686;1.8301057;1.4424798;1.2980691;51.07129;0.56339586;0.5039896;0.7969132;1.1187749;1.3205138;1.2980691;40.033535;0.56339586;1.2970322;1.1187749;3.417878;0.009626415;0.96827364;0.0;1;0.32204776286888603;-0.35466311418909413;3.118301849353897;2.6780695369480725;0.7870087000857404;2.735726648803689;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.5641025641025641;0.15384615384615385;0.6885211517121504;-0.6885211517121504;-2.2948458163182703;2.2948458163182703;1.3065059739989975
46;477.49567;76.363106;8.524357;2.0628242;58.377823;2.2631583;0.6988076;0.730462;0.73649246;1.1308025;1.5494016;57.925056;1.4592576;0.75379366;0.730462;0.73649246;1.1308025;1.0906167;44.947075;0.7418056;0.9606641;0.73649246;4.840083;0.00977492;1.0493633;0.0;1;0.8232709928949264;0.43976269652699784;2.794348319065191;2.139319084905935;0.8172184890225324;2.765936437740481;0.27386127875258304;0.2478243782422054;0.8461538461538461;0.6923076923076923;0.20512820512820512;0.6623832486121287;-0.6623832486121287;-2.2423315826628505;2.2423315826628505;1.2849167890517692
47;457.66562;74.28306;2.2066035;9.701454;52.700844;6.1839814;1.2166642;0.6533446;1.5749248;0.5465967;0.94460785;52.700844;1.0161651;1.5899627;0.6533446;1.5749248;0.5465967;0.7015721;46.6048;1.0161651;1.7238709;1.3655655;4.3783164;0.009015605;1.034127;0.0;1;-0.009902616579061703;-0.49949028296958886;3.916584412855807;3.767217069982678;0.5575402650224263;2.506258213740375;0.27386127875258304;0.2478243782422054;0.717948717948718;0.41025641025641024;0.07692307692307693;0.703613411431624;-0.703613411431624;-2.3660156651098747;2.3660156651098747;1.3357646896133235
48;536.4991;79.62135;2.1840303;1.9256808;55.23011;6.1278625;1.7494934;1.1621964;0.7143639;0.8853805;1.9763588;51.432583;1.2549359;1.8106726;0.77371114;0.7143639;0.8853805;1.7847289;45.690315;1.0369905;1.5783924;0.7143639;2.6007001;0.0096825315;1.043547;0.0;1;-0.13013606902439478;-0.07408438241617432;3.889919445901354;3.8106068749534074;0.9841251352159416;2.93284308393389;0.27386127875258304;0.24782437824220543;0.717948717948718;0.41025641025641024;0.10256410256410256;0.677642403170536;-0.677642403170536;-2.2961352600143363;2.2961352600143363;1.3070360786296022
49;427.9505;77.05442;6.618241;8.746296;56.183178;6.4094205;1.8874925;0.96429753;0.5099861;0.77495253;1.2002034;51.422134;1.8754755;1.1919391;0.96429753;0.5099861;0.77495253;0.8671549;45.417595;1.8754755;0.5015976;0.5099861;4.0452394;0.009528983;1.0120443;0.0;1;1.4515661231149375;1.1914421771821821;2.6937871628434604;1.8362214291040573;0.6902526512198975;2.638970599937846;0.27386127875258304;0.24782437824220543;0.8205128205128205;0.6923076923076923;0.1794871794871795;0.638855623163748;-0.638855623163748;-2.1654582121710995;2.1654582121710995;1.2533132922940493
50;439.98163;70.01274;3.5639944;6.1291347;53.057255;4.663355;0.8690129;1.7311854;0.511888;1.7342018;1.3933747;50.859146;1.6153383;1.6915768;1.7311854;0.511888;0.69332725;1.2763941;30.744953;1.5775802;0.5453396;0.511888;3.66179;0.009449456;0.9615375;0.0;1;1.216783214106755;0.5576333948541787;2.592957017748944;1.923180487488736;0.8262082489786662;2.774926197696615;0.27386127875258304;0.24782437824220543;0.8461538461538461;0.717948717948718;0.20512820512820512;0.6339553533734573;-0.6339553533734573;-2.1405946837970595;2.1405946837970595;1.2430916195180552
