model_run;-8_1;-7_1;-6_1;-5_1;-7_2;-5_2;-4_2;1-3_2;1.8-3_2;3-3_2;4-3_2;-7_3;-5_3;-4_3;1-3_3;1.8-3_3;3-3_3;4-3_3;-7_4;-5_4;-4_4;1.8-3_4;kf_riv;rhk;rch;offset;complete;ME;50E;MAE;50AE;RBIAS;RABIAS;r_rank;r_lin;n_5m;n_3m;n_1m;MAE_sfr;ME_sfr;RBIAS_sfr;RABIAS_sfr;E_multi
7570;530.0261;74.70087;8.445006;2.2658343;53.134117;3.252071;0.91523576;1.5712931;0.7127415;0.9344273;1.8037089;53.134117;1.1640218;0.90352726;1.5712931;0.7127415;0.9344273;1.0307041;40.295963;1.0655661;0.9876292;0.7127415;3.0694633;0.009627669;0.95267886;0.0;0;;;;;;;;;;;;;;;;
7571;589.9846;71.77602;3.4064684;4.95451;53.614285;3.9456506;1.349242;1.456498;1.8033121;1.7247365;1.8176072;50.72617;0.803068;1.5834268;0.5072429;1.8033121;1.6714864;0.9207256;46.51786;0.803068;1.6586396;1.555931;4.7267427;0.009450276;0.9951776;0.0;0;;;;;;;;;;;;;;;;
7572;415.1319;75.88314;3.7873945;2.3108144;50.657055;7.490434;0.81931704;0.55994636;1.9919457;1.0968318;1.6591746;50.657055;0.5328574;1.5306926;0.55994636;1.3631155;1.0968318;0.6124299;45.66847;0.5328574;0.5797342;0.9272685;3.2376034;0.009519937;0.95024556;0.0;0;;;;;;;;;;;;;;;;
7573;471.85568;77.95328;5.7938657;6.822875;54.56549;8.056453;1.7971324;1.2394878;1.4355273;1.9936792;1.5171654;54.56549;1.1039907;1.5954869;1.2394878;1.4065865;1.1138953;1.5171654;47.62969;0.5995006;1.3563726;1.4065865;4.6198115;0.009726592;1.0316997;0.0;0;;;;;;;;;;;;;;;;
7574;401.74295;75.88799;5.881334;4.201725;57.833485;6.6759806;1.1446648;1.8534164;0.6800852;1.0882561;0.5725695;57.833485;0.8550719;0.9773358;1.4178578;0.6800852;1.0882561;0.5725695;43.468044;0.7623963;0.79451627;0.6800852;4.26882;0.009627413;0.98184276;0.0;0;;;;;;;;;;;;;;;;
7575;596.23676;75.296616;8.279859;9.673051;56.497814;8.987552;1.2091093;1.8334842;1.887574;1.3549206;0.71484846;56.02702;1.1629802;1.9485575;1.4133159;1.887574;1.27383;0.71484846;45.2515;1.1629802;1.677685;1.0676087;4.189509;0.009813357;0.98005867;0.0;0;;;;;;;;;;;;;;;;
7576;580.5453;78.47717;4.430147;8.330943;56.251347;5.647052;1.5351579;0.69365233;0.66637504;1.0998774;0.8926653;50.373055;1.3159692;0.96202755;0.69365233;0.66637504;0.8825803;0.84195375;49.84144;1.3159692;0.79175115;0.66637504;2.9638596;0.009070725;0.9832461;0.0;0;;;;;;;;;;;;;;;;
7577;405.6105;70.10755;3.4585946;7.490949;56.059174;8.395497;0.5844839;0.94628364;0.69932383;1.30227;0.6147499;54.675613;1.12064;0.92494076;0.94628364;0.69932383;0.7180071;0.6147499;40.883343;1.12064;1.8794038;0.69932383;3.9296033;0.0099332705;0.9781693;0.0;0;;;;;;;;;;;;;;;;
7578;403.62653;76.16747;6.4350142;7.1672854;50.22529;1.8762044;0.973222;0.91261715;1.575956;1.9865769;0.81092584;50.22529;1.0206198;1.0658102;0.91261715;0.6133497;1.7993455;0.7885373;36.837;1.0206198;1.8736429;0.6133497;4.175287;0.009178511;1.0245205;0.0;0;;;;;;;;;;;;;;;;
7579;473.3939;74.096924;7.5273576;1.2604074;50.03296;9.8697605;1.5293998;1.8739046;1.5865184;0.667872;0.74467355;50.03296;1.0569805;0.5612747;0.61505544;1.3181962;0.667872;0.606178;49.477074;1.0254725;1.843298;0.8766192;4.5947614;0.009181031;1.0015231;0.0;0;;;;;;;;;;;;;;;;
7580;451.70758;71.93566;9.932637;1.661539;51.6912;8.858689;1.0748802;1.9524161;0.83898044;1.7211117;1.9853512;51.6912;0.6751062;1.1362917;0.7047549;0.83898044;0.9038722;0.5763774;39.153225;0.6751062;0.8846347;0.83898044;4.183574;0.009133188;0.96327627;0.0;0;;;;;;;;;;;;;;;;
7581;569.3865;79.79578;6.5265193;4.83221;59.132973;9.0304575;0.63908476;1.1581765;1.5265613;1.8324779;1.6996025;59.040478;1.3915479;0.64018685;1.1581765;1.3791437;1.0842843;0.7937038;45.8575;1.3915479;0.52892405;1.0605661;3.0879982;0.009807283;0.9639027;0.0;0;;;;;;;;;;;;;;;;
7582;432.0969;74.03814;5.3656754;9.223771;58.5712;8.910765;1.2362224;1.5432445;1.8904612;1.5064507;0.58586586;53.542046;0.8229964;0.8608469;1.5432445;0.7445668;1.5064507;0.58586586;43.217335;0.8229964;0.808084;0.7445668;4.05155;0.009135944;1.0163032;0.0;0;;;;;;;;;;;;;;;;
7583;558.1299;73.35263;2.110919;1.7556565;55.767933;8.564716;0.8261225;0.7504549;1.7513274;1.2376447;0.5848169;55.767933;1.1089284;0.9093472;0.5792128;0.5230936;0.5357657;0.5848169;48.80177;1.1089284;1.3678311;0.5230936;3.1711657;0.009016812;0.9515744;0.0;0;;;;;;;;;;;;;;;;
7584;510.89194;71.69009;9.8810005;4.723269;53.854042;1.6749814;1.8226461;1.489759;0.89798814;1.3128387;1.5942466;50.518723;1.5194379;0.7775471;0.78895706;0.89798814;0.8157408;1.2801782;35.629036;1.1406407;1.5527631;0.89798814;2.6117673;0.009593885;1.0078049;0.0;0;;;;;;;;;;;;;;;;
7585;475.47836;79.97766;7.1334257;8.124626;59.636173;9.184244;0.6787073;0.57191265;1.0169275;1.5277141;0.8623436;58.911552;1.4672312;1.499206;0.56059116;1.0169275;0.7925649;0.8623436;30.791521;1.3904004;1.3847104;1.0169275;3.2735982;0.0095213195;1.0197397;0.0;0;;;;;;;;;;;;;;;;
7586;429.14395;78.56052;2.4016588;3.8101144;50.659863;2.436173;0.61395943;0.61739993;1.963345;1.9293299;1.8578757;50.659863;1.9568571;1.5285697;0.61739993;1.3564422;0.98568875;1.8400831;37.749657;1.1140792;0.5553052;1.3564422;3.8244584;0.009063851;1.006217;0.0;0;;;;;;;;;;;;;;;;
7587;599.53827;70.69972;5.083063;9.35738;50.971203;8.797105;1.3400383;1.0905305;1.1960394;1.0182128;1.9406186;50.971203;1.599819;1.0907176;1.0905305;1.1960394;0.8129765;1.4163424;37.904625;1.5087854;1.8742433;0.99819267;2.6539462;0.0096878195;0.9921607;0.0;0;;;;;;;;;;;;;;;;
7588;523.5972;75.65754;5.998751;9.405768;56.210136;5.9824696;0.8008805;1.7853732;1.7877533;1.8728491;1.5668081;53.738598;0.77128327;0.6725451;0.6544993;1.1564535;1.8350672;1.5221307;34.145664;0.77128327;0.95181286;0.6421191;2.835783;0.009485465;1.0254769;0.0;0;;;;;;;;;;;;;;;;
7589;487.87643;71.474014;2.8735836;1.4184632;55.475178;3.4743428;1.789471;0.5192555;0.54684365;0.92022216;0.96940213;55.475178;0.52606386;1.7175406;0.5192555;0.54684365;0.92022216;0.96940213;38.549686;0.52606386;1.9783664;0.54684365;2.129413;0.009538466;0.9563068;0.0;0;;;;;;;;;;;;;;;;
7590;474.22552;77.157814;7.565581;6.509268;59.812996;3.7649803;0.76688004;0.99575686;0.5488381;1.1728476;1.7575617;58.51243;0.55794203;1.7664142;0.89996254;0.54500186;0.50932;1.312019;40.466125;0.55794203;1.3295755;0.54500186;3.4668076;0.009980001;1.0049264;0.0;0;;;;;;;;;;;;;;;;
7591;581.1456;74.840836;6.818072;2.2247062;58.02541;3.354686;1.2107637;1.451624;0.749633;1.1602561;0.9606239;55.901722;0.50951105;1.979014;1.451624;0.749633;1.1602561;0.8917508;48.63964;0.50951105;1.2090833;0.749633;2.2479534;0.009598984;1.0131735;0.0;0;;;;;;;;;;;;;;;;
7592;564.23834;71.10389;3.027101;4.9131975;59.38219;7.500551;1.6276119;0.9598987;0.90876126;0.7612517;1.2929246;52.27807;1.6503508;1.8454216;0.9598987;0.90876126;0.7612517;1.2929246;44.849873;1.0768788;1.5342485;0.90876126;4.6679006;0.009321128;1.0417084;0.0;0;;;;;;;;;;;;;;;;
7593;562.2372;75.57039;9.906783;9.070021;57.216995;7.5942636;0.57627153;0.5106902;1.8267564;0.78421855;0.5918137;56.840733;1.2788967;1.3620635;0.5106902;0.57175314;0.78421855;0.5918137;47.773018;1.2788967;0.54050255;0.57175314;1.7926431;0.009717233;1.027216;0.0;0;;;;;;;;;;;;;;;;
7594;523.2397;79.10676;9.532884;1.5676402;59.2685;4.791259;1.9994801;1.2963452;0.71500516;1.791865;1.2517885;51.869225;1.2225636;1.0329553;1.2963452;0.71500516;1.4150037;1.2517885;38.582287;1.2225636;1.630267;0.71500516;2.1628854;0.00981419;1.0158386;0.0;0;;;;;;;;;;;;;;;;
7595;577.5913;73.41195;3.316242;9.429981;56.86804;4.789203;1.6507096;0.6847738;1.7314956;1.9855896;0.9191843;52.166653;1.3991729;1.7221831;0.6542443;1.498544;0.7868236;0.9191843;39.384293;1.3991729;0.7840647;1.498544;2.3418517;0.009781937;0.96202505;0.0;0;;;;;;;;;;;;;;;;
7596;459.85568;70.50806;4.9204907;9.949588;55.256775;2.8412313;1.003896;0.9729075;1.5373591;1.9203439;1.6602583;51.45419;0.7757512;1.3555989;0.9729075;1.3835062;0.8789487;1.6602583;48.02127;0.7757512;1.9501055;1.3835062;1.6446425;0.0095733935;1.0059366;0.0;0;;;;;;;;;;;;;;;;
7597;540.7412;79.45207;9.04257;6.9992356;55.800343;4.523228;1.2067596;1.8488681;1.2041773;0.8179441;1.4244269;51.166046;0.86790633;1.906413;1.3408238;1.2041773;0.8179441;1.4244269;44.63587;0.86790633;1.3530236;1.2041773;2.7322924;0.009424694;0.99268484;0.0;0;;;;;;;;;;;;;;;;
7598;480.88956;71.41799;4.597292;4.142072;59.01209;6.930476;0.73350894;1.3900448;1.2868034;0.9320709;1.221181;53.4026;1.9447951;1.5716218;1.3900448;1.2868034;0.9320709;1.221181;45.469822;0.8398803;0.7227258;0.95815176;4.9365487;0.009122879;0.99680567;0.0;0;;;;;;;;;;;;;;;;
7599;519.99976;74.75052;9.588866;3.1842153;51.046646;6.589775;1.0905265;1.5978892;1.3702378;0.6887625;1.4770199;51.046646;0.70176923;0.88637775;1.4389824;1.3702378;0.6852106;1.3985007;39.625076;0.70176923;1.4305974;1.3702378;3.595942;0.009069318;0.9604895;0.0;0;;;;;;;;;;;;;;;;
7600;599.6306;75.44677;2.7237086;4.83673;55.653816;2.0814307;0.9718804;0.73815656;0.95659626;1.5439001;0.96430564;55.653816;0.6337602;1.0241495;0.73815656;0.95659626;1.5439001;0.5565351;46.90958;0.6337602;0.69862306;0.746483;1.5800442;0.009444716;0.9559558;0.0;0;;;;;;;;;;;;;;;;
7601;596.90497;72.37087;7.4886026;2.5364223;53.92263;7.556168;0.961205;1.6220493;1.6955845;0.5063345;0.6573296;53.92263;1.7941276;1.7236269;1.6220493;0.98981297;0.5063345;0.6573296;36.21258;1.7941276;1.8891385;0.98981297;2.120886;0.009688284;0.96699905;0.0;0;;;;;;;;;;;;;;;;
7602;502.5238;71.77418;6.355505;1.0825142;56.629528;9.906872;1.6560229;0.7537382;0.7516984;1.5188056;1.046526;56.629528;1.9049797;1.9652965;0.7537382;0.7516984;0.93767357;1.046526;39.623974;1.0681567;0.6902392;0.7516984;3.8680525;0.009407889;1.0371251;0.0;0;;;;;;;;;;;;;;;;
7603;514.7727;71.131386;4.050283;1.4709215;56.03789;8.279283;1.7021267;1.8148595;0.7498329;0.897266;1.4028088;52.79159;0.5460681;1.2186484;1.0281963;0.7498329;0.897266;1.1475149;40.92101;0.5460681;1.0792578;0.7498329;4.7153234;0.009855401;1.0064573;0.0;0;;;;;;;;;;;;;;;;
7604;579.46436;70.699554;7.4319124;6.938447;53.996174;0.9721119;1.0491332;1.5348661;1.42639;1.5805064;0.72709507;52.660786;0.9721119;1.1521504;1.2286152;0.8417392;0.8444484;0.72709507;47.894928;0.9721119;0.799212;0.8417392;2.9988685;0.009141019;0.97318125;0.0;0;;;;;;;;;;;;;;;;
7605;597.12714;75.08127;1.1203157;1.0888752;56.893105;8.3812685;0.67405796;1.5060246;0.98050314;0.7770058;1.2543551;56.893105;1.1278939;0.7666437;1.5060246;0.98050314;0.7770058;1.2543551;36.040844;1.1278939;1.7661247;0.98050314;4.5391097;0.009776236;1.0152513;0.0;0;;;;;;;;;;;;;;;;
7606;555.72156;78.420204;3.0009155;3.643302;55.35988;1.1729422;0.5649992;0.8303034;0.52087724;1.8997909;1.6682688;55.35988;0.82029474;1.4601841;0.8303034;0.52087724;0.7773757;1.6682688;46.0625;0.72323054;1.3266782;0.52087724;4.8633585;0.009252852;0.96386963;0.0;0;;;;;;;;;;;;;;;;
7607;413.0369;71.267586;3.2777894;7.0551434;51.87473;2.1218188;1.9274331;1.1475515;1.464071;0.6667341;1.8942566;51.87473;0.5788866;0.5863327;1.1475515;1.464071;0.6667341;0.8285189;48.889725;0.5788866;0.70632446;1.464071;1.6546148;0.009772261;0.9980041;0.0;0;;;;;;;;;;;;;;;;
7608;464.52795;77.00619;1.9689807;2.4904788;56.380596;3.1069207;0.65475255;0.5595617;1.7078575;0.5543976;1.0061471;56.380596;0.98508483;1.2113607;0.5595617;0.7743495;0.5543976;1.0061471;40.687172;0.98508483;0.964674;0.5830326;1.699876;0.009893435;0.9762945;0.0;0;;;;;;;;;;;;;;;;
7609;579.31244;74.126205;1.209046;3.9237208;50.26679;5.377802;1.4802047;1.0189614;1.4970093;0.6751427;1.3100854;50.26679;1.6548928;1.3690083;0.98489577;1.4970093;0.6751427;1.3100854;46.308098;0.82517576;0.5597185;1.4970093;2.1992927;0.009702802;1.0070466;0.0;0;;;;;;;;;;;;;;;;
7610;553.6705;70.35224;4.111822;1.1861186;58.229866;8.586023;0.6356624;0.53414935;1.2113498;0.86484563;1.0193244;52.658257;1.750177;0.82659787;0.53414935;1.2113498;0.5948053;0.69499743;45.264305;1.1126248;0.59284604;1.0481589;2.4784498;0.009400243;1.0044292;0.0;0;;;;;;;;;;;;;;;;
7611;548.4466;75.359726;2.8862994;1.9230447;59.06486;8.30779;1.6906387;0.50880796;1.5362393;1.5206703;1.4049935;54.565533;1.5134702;1.2074144;0.50880796;0.867985;1.1524184;1.3158374;35.803413;1.0442762;1.6400269;0.867985;3.5247316;0.009753978;1.0126334;0.0;0;;;;;;;;;;;;;;;;
7612;533.58466;72.52008;2.1090891;2.9559195;50.779385;4.2891407;1.0409986;0.7712675;1.1599368;1.1591585;0.60361767;50.779385;0.7934757;1.5808324;0.7712675;1.1599368;1.0564622;0.60361767;34.81141;0.7934757;1.4379014;0.54700714;3.5036464;0.009830197;1.0198385;0.0;0;;;;;;;;;;;;;;;;
7613;483.05276;76.05254;2.3315277;2.0482097;52.567802;5.212989;0.99404275;1.5154289;1.4653559;1.1901038;0.5828162;52.441563;1.0776199;1.4301003;1.5154289;0.8253196;1.1407359;0.5828162;45.233696;0.91553956;1.5926324;0.8253196;3.365648;0.009769283;1.0180885;0.0;0;;;;;;;;;;;;;;;;
7614;480.64825;73.49323;8.419024;5.1957455;51.268173;2.4504588;0.53707004;0.85007674;1.125416;1.3867912;1.3613296;51.268173;0.71000993;0.83546317;0.85007674;1.125416;0.93025625;1.3613296;46.420994;0.71000993;0.96351916;1.125416;3.0196362;0.009782088;0.9789468;0.0;0;;;;;;;;;;;;;;;;
7615;561.7865;76.66452;1.7636161;2.055222;57.718273;9.562245;1.9467807;1.8503412;1.5964001;1.51436;1.0217863;56.177837;0.56020194;0.71344936;0.5436397;1.5964001;0.8173471;1.0217863;33.428062;0.56020194;1.4509345;1.5964001;2.1742063;0.009175205;1.0086834;0.0;0;;;;;;;;;;;;;;;;
7616;458.75607;79.185036;7.4961824;3.6771564;50.71051;3.385805;1.2262284;1.3291968;1.9323962;1.577881;1.1329112;50.71051;0.75574446;1.5753695;1.3291968;1.9323962;1.1768799;0.7977662;30.722843;0.75574446;0.9522165;1.3591194;4.3440676;0.00920309;0.9992769;0.0;0;;;;;;;;;;;;;;;;
7617;536.9664;72.44544;1.3909853;7.484472;55.411102;2.7651608;0.72438353;1.1733607;1.6193397;1.1342044;1.2284993;51.096806;1.2011603;1.319644;1.1733607;1.4358634;1.0712512;1.2284993;47.321865;0.8886159;1.3622527;1.3491635;4.48419;0.009475888;0.97092813;0.0;0;;;;;;;;;;;;;;;;
7618;545.2417;79.39841;1.2697513;6.85006;53.88212;9.886309;0.6908331;1.1353225;1.3945001;0.6891282;1.1596001;53.85028;1.0981736;0.8341314;1.1353225;0.9601308;0.5631492;1.1596001;33.37461;1.0981736;0.8976565;0.9601308;3.7332401;0.009951262;1.019767;0.0;0;;;;;;;;;;;;;;;;
7619;568.9112;72.04309;4.924412;4.3852916;57.508682;2.8262403;1.5220736;1.1730115;0.71890444;0.64153945;0.72074455;53.48412;0.9802035;0.98511004;0.92036396;0.71890444;0.64153945;0.72074455;47.5461;0.9802035;1.9803817;0.66826695;4.425726;0.009593537;1.0342288;0.0;0;;;;;;;;;;;;;;;;
7620;463.9771;70.70695;4.3748627;9.372901;56.391315;2.5531366;0.8113784;0.8150925;0.63544333;0.8863025;1.89298;56.391315;1.0629816;1.6104506;0.8020656;0.63544333;0.8863025;1.1782806;37.870426;1.0629816;1.9774617;0.63544333;2.2269552;0.009510388;1.0398314;0.0;0;;;;;;;;;;;;;;;;
7621;548.37787;71.92701;5.8663116;8.063725;55.44188;9.844113;1.2434466;1.1275582;0.52542555;0.75683963;0.76989216;55.44188;1.1072869;0.8390215;1.1275582;0.52542555;0.75683963;0.76989216;40.44007;0.58605176;1.9852947;0.52542555;2.9187574;0.009556316;0.9811485;0.0;0;;;;;;;;;;;;;;;;
7622;421.29797;78.14917;7.294052;6.425307;55.03496;1.5967785;0.79039395;0.520777;1.2398666;1.0788277;1.0290879;55.03496;1.5967785;1.4126278;0.520777;1.2398666;1.0788277;0.9430158;46.894897;1.5967785;1.483677;1.2398666;1.7105583;0.009372173;1.0173758;0.0;0;;;;;;;;;;;;;;;;
7623;427.61234;76.775566;3.7192776;4.8746862;57.750214;1.2017267;1.0751753;1.1230181;0.9072822;1.9877193;1.1628318;57.750214;1.2017267;1.0488966;1.1230181;0.9072822;0.56222683;0.65093076;47.551716;1.2017267;1.0363455;0.8251595;2.2836542;0.009012605;1.0153716;0.0;0;;;;;;;;;;;;;;;;
7624;483.4672;79.70834;2.669107;1.4463292;54.772156;5.0486426;1.6488228;1.0727465;0.75444907;0.95206267;1.5495365;54.772156;1.047625;0.75446266;0.69648325;0.75444907;0.95206267;1.5495365;44.487988;1.047625;1.5894872;0.7369874;4.8917994;0.009416501;1.0318309;0.0;0;;;;;;;;;;;;;;;;
7625;411.04517;77.098274;8.381263;4.65696;54.198067;3.5996;0.5416128;0.5640743;0.8877528;1.9154793;0.65732265;54.198067;0.5305709;0.5470415;0.5640743;0.8877528;0.604779;0.5788773;43.513714;0.5305709;1.4151964;0.8877528;4.205883;0.009800808;1.0332276;0.0;0;;;;;;;;;;;;;;;;
7626;589.5397;74.12631;2.404293;5.8619227;50.253174;8.817295;0.842692;1.4125993;1.9475904;1.4681723;0.87045044;50.253174;1.9401172;1.4015812;1.4125993;1.5721767;1.4681723;0.87045044;39.00979;0.7467198;0.5900531;1.3328817;3.0915823;0.009103397;1.0374795;0.0;0;;;;;;;;;;;;;;;;
7627;580.37915;78.92431;8.16592;9.91826;52.685577;7.588209;1.8820617;1.6789556;0.83251077;0.57649356;1.7676073;52.685577;0.7245739;1.2802961;1.0600146;0.83251077;0.57649356;0.5180903;34.994934;0.7245739;1.0043519;0.83251077;3.4670122;0.009192462;0.9961973;0.0;0;;;;;;;;;;;;;;;;
7628;409.78674;79.58128;6.2430367;9.559617;53.69868;5.8198476;1.4883851;0.786419;1.2921774;1.6315303;1.4840021;52.074474;0.7278393;1.558271;0.786419;1.2875919;0.51987123;1.255506;39.61427;0.7278393;1.0312585;1.2875919;4.47236;0.009068319;1.0388559;0.0;0;;;;;;;;;;;;;;;;
7629;567.66235;77.91655;3.5332668;1.9211254;55.787567;0.9915359;1.8251165;1.1914474;1.9712702;1.5751137;0.5374049;55.787567;0.9915359;0.90172917;1.1642821;0.50079536;1.2104818;0.5374049;34.592197;0.9915359;1.0410275;0.50079536;3.686726;0.009980658;0.98501706;0.0;0;;;;;;;;;;;;;;;;
7630;501.77484;75.5664;3.7597575;9.811322;56.732033;3.3164444;0.53641284;1.8699492;0.70303065;1.5552137;1.595778;53.864155;1.132256;1.387905;1.6061075;0.70303065;1.5552137;1.0186319;40.13508;1.132256;1.5415269;0.70303065;3.1284099;0.009566526;0.99032766;0.0;0;;;;;;;;;;;;;;;;
7631;540.3926;78.25766;4.272728;7.76702;59.62696;9.003563;1.8168384;1.8493913;0.8627065;0.7070435;1.0385572;57.597397;0.9374485;0.5389108;1.8493913;0.8627065;0.54997605;1.0385572;40.135075;0.9374485;0.7951817;0.8627065;2.9016857;0.009194905;1.0165702;0.0;0;;;;;;;;;;;;;;;;
7632;577.3862;71.79044;6.2788258;7.1056147;52.766937;3.1597128;1.6720018;0.8895924;1.3857678;0.53110427;1.6810684;52.766937;0.9344019;1.8028418;0.72334015;1.3857678;0.53110427;1.4158232;45.913937;0.9344019;1.8400247;0.8256517;1.7798979;0.009162167;1.043618;0.0;0;;;;;;;;;;;;;;;;
7633;515.3949;79.0035;9.814604;9.122405;55.44415;1.1519982;0.6887947;0.83042485;1.589737;1.7382429;0.65811145;54.51666;0.9035767;1.4700842;0.83042485;1.589737;0.5002228;0.65811145;32.254063;0.84892255;0.7196426;0.6354947;2.7788951;0.009150795;1.0212901;0.0;0;;;;;;;;;;;;;;;;
7634;423.2654;79.99559;3.7962844;3.8580048;57.56039;3.0023625;1.1638563;0.828721;1.779895;1.6184659;1.0718856;57.56039;0.94487387;1.4967277;0.828721;1.5986754;1.4500802;1.0718856;44.038918;0.92914075;0.8641179;1.3268185;4.0261197;0.009778605;0.9822188;0.0;0;;;;;;;;;;;;;;;;
7635;400.51572;76.651405;9.470998;4.5336556;53.105225;7.7850733;1.0814979;1.3835841;1.4915216;1.3744371;1.2175788;51.80885;0.9456258;1.0902767;0.6254544;0.8385396;1.2500416;0.98111916;33.360744;0.9456258;1.7476945;0.8385396;1.8628472;0.009413804;0.96561116;0.0;0;;;;;;;;;;;;;;;;
7636;499.3843;71.95889;2.7668364;8.825617;55.485275;8.723475;1.7960379;1.7594044;0.54148066;1.6424044;1.8506051;50.792496;1.2539121;1.5973854;0.58862776;0.54148066;0.6256976;0.555729;49.728085;0.7219032;1.2867199;0.54148066;2.2169528;0.009738699;1.0433339;0.0;0;;;;;;;;;;;;;;;;
7637;589.84644;71.44437;1.9279189;1.8463209;54.185432;3.4958868;1.494143;0.86525434;0.8241242;1.3655617;1.9242209;54.185432;0.92587566;0.78393686;0.86525434;0.8241242;0.7820141;0.70360935;40.553978;0.92587566;1.068784;0.80886906;4.545215;0.009541568;0.9597566;0.0;0;;;;;;;;;;;;;;;;
7638;514.52435;79.59415;5.742235;7.3533545;53.972492;3.0132756;1.6074301;1.4639806;1.3222214;1.3889377;1.141901;51.228104;0.92636776;0.9425542;1.4639806;1.3222214;1.3889377;0.6910648;44.673626;0.8220326;1.5741112;1.3222214;2.124913;0.009381661;0.96897495;0.0;0;;;;;;;;;;;;;;;;
7639;474.58783;78.71353;9.785975;8.2693815;50.626816;8.520853;1.8709476;1.5649586;0.68580353;1.9427528;1.2993953;50.626816;0.91583055;0.686746;1.5649586;0.68580353;0.7332921;0.58599275;41.403053;0.71269524;1.5880499;0.68580353;4.4246383;0.00905634;0.95329624;0.0;0;;;;;;;;;;;;;;;;
7640;406.18442;77.486786;5.3122606;8.954073;50.242363;2.6856804;0.96977705;0.70134956;0.70236254;0.7180658;1.1248729;50.125393;1.034125;1.4688511;0.70134956;0.70236254;0.7180658;0.6300722;47.52843;1.034125;1.1717618;0.70236254;2.6753044;0.009168495;1.0053501;0.0;0;;;;;;;;;;;;;;;;
7641;582.9959;79.491196;8.179227;2.8944724;52.95368;4.2061496;0.6023666;0.6339167;1.7187198;0.9484698;0.87656474;52.95368;1.5250533;0.94864124;0.6339167;1.7187198;0.9484698;0.87656474;45.312645;0.67946273;0.53915906;1.1962515;1.8027749;0.009562775;1.0030583;0.0;0;;;;;;;;;;;;;;;;
7642;465.43134;75.034035;5.2001715;7.081143;59.122883;4.3635798;1.1531918;0.63286257;1.6289077;0.6685814;1.0269744;55.54488;1.905838;0.98562765;0.63286257;1.6289077;0.6685814;1.0269744;37.639526;1.1229118;1.0549091;0.5345438;2.1592562;0.009345277;0.98613733;0.0;0;;;;;;;;;;;;;;;;
7643;540.9555;78.877464;8.635016;1.6800334;51.927723;4.5036793;1.9091744;1.1757911;0.8014015;0.84907216;1.7528547;50.675735;1.8819383;1.3121611;1.1757911;0.8014015;0.84907216;1.7528547;47.97551;1.3063197;1.3253183;0.6836697;2.62106;0.009010519;0.9925312;0.0;0;;;;;;;;;;;;;;;;
7644;538.8474;71.628204;8.295941;8.734757;50.63001;1.582667;1.5133015;0.88511086;1.2398295;1.7668363;1.7985029;50.63001;1.3189385;1.7222353;0.75959575;0.5638907;1.339829;1.5514694;36.44868;1.3189385;1.0471282;0.5638907;1.8301848;0.009287325;0.97313;0.0;0;;;;;;;;;;;;;;;;
7645;450.77664;71.828094;7.144352;5.284374;56.202103;8.578649;0.55464023;1.0350593;1.9687669;1.5774283;1.7341275;53.314976;0.94297063;1.8923265;0.85790133;0.8342816;1.5774283;1.5422398;46.383953;0.94297063;1.3837413;0.8342816;4.3545246;0.009583542;0.99045056;0.0;0;;;;;;;;;;;;;;;;
7646;412.7555;75.12343;6.5002365;6.579901;59.585423;2.856811;1.9761295;1.9630452;1.3870779;1.3553519;0.5027103;58.39014;1.330359;1.7335464;1.1603065;0.5862609;0.68018305;0.5027103;35.2379;1.330359;0.88849235;0.5862609;4.658765;0.009846239;0.9677829;0.0;0;;;;;;;;;;;;;;;;
7647;477.00006;73.325096;5.6151;8.647516;50.571674;4.2390294;1.3098906;0.9858797;1.5855527;0.8171645;1.0317433;50.571674;1.1693937;1.3143668;0.92889506;0.8465298;0.50588953;1.0317433;35.314415;0.70025593;1.0918641;0.8465298;1.5382643;0.00984255;1.0192626;0.0;0;;;;;;;;;;;;;;;;
7648;463.4262;74.325195;9.606506;5.504816;57.454567;6.6995797;1.0941327;0.99331933;1.4812368;1.2210627;1.5188042;52.461117;1.5480163;1.9080672;0.64568967;1.288201;1.2210627;0.89642626;30.614851;0.55243903;1.2905405;1.288201;4.1204076;0.00927537;1.0448365;0.0;0;;;;;;;;;;;;;;;;
7649;540.0513;77.98197;5.9721565;5.5287924;51.085;8.212936;1.241809;1.6103172;1.1289115;1.3383032;1.9699793;51.085;1.113579;1.1776973;1.4270086;1.1289115;1.2574942;0.9787565;38.387928;1.113579;1.6394434;0.59356725;2.981286;0.009306581;1.0458963;0.0;0;;;;;;;;;;;;;;;;
7650;563.9565;70.53407;3.9679563;5.128371;51.353333;6.242384;1.3056904;1.9121424;1.7256813;0.692863;0.54954576;51.353333;1.4381235;0.9837932;1.7482681;1.5317402;0.692863;0.54954576;34.54022;0.9164547;1.3166683;1.5317402;4.366367;0.009333984;0.9685007;0.0;0;;;;;;;;;;;;;;;;
7651;444.48907;77.208435;8.928176;6.3663073;59.360832;4.1910505;1.8803341;1.4678018;0.61737853;0.6112781;0.5532598;51.764915;1.5184643;0.9190844;0.9593106;0.5153781;0.6112781;0.5532598;47.658745;0.818622;1.597523;0.5153781;3.379806;0.009991514;1.0059019;0.0;0;;;;;;;;;;;;;;;;
